episode,start_s,end_s,duration_ms,region,minimum_gap_mm,HEAD_min_gap_mm,TAIL_min_gap_mm,BODY_min_gap_mm,peak_contact_force_N,reopen_after_episode
36,0.05073070153594017,0.050731901079416275,0.001300126314163208,TAIL+BODY,1.7121329699554266e-06,0.09237992397496109,1.7121329699554266e-06,0.010364986517172547,0.0024644060415022584,False
37,0.05074260011315346,0.05074379965662956,0.001300126314163208,TAIL+BODY,9.87512417394143e-08,0.09337434853906779,9.87512417394143e-08,0.010502651753153347,0.001334388737738838,False
38,0.05074929818511009,0.050750698894262314,0.0015012919902801514,TAIL+BODY,9.87512417394143e-08,0.09337434853906779,9.87512417394143e-08,0.010502651753153347,0.000674766113331013,False
39,0.050752900540828705,0.05173239856958389,0.9795986115932465,TAIL+BODY,-1.139443839281995e-08,0.0943768885664572,-1.139443839281995e-08,0.01064274955847977,0.0003189755189775757,False
40,0.05173270031809807,0.05173270031809807,0.00010058283805847168,TAIL+BODY,1.9975585630049864e-09,0.14663874293444212,1.9975585630049864e-09,0.018570929268720504,1.500839674695007e-08,True
41,0.052327800542116165,0.05232900008559227,0.001300126314163208,TAIL,-0.0010060169856974666,0.1731712376412654,-0.0010060169856974666,0.025024754546659977,0.019465518709061783,True
42,0.059850599616765976,0.059852100908756256,0.001601874828338623,HEAD+TAIL+BODY,0.00015719971879313288,0.013611010572097793,0.02004298859837883,0.00015719971879313288,0.263418503231494,True
43,0.061044398695230484,0.06104559823870659,0.001300126314163208,TAIL+BODY,0.00015773699904930716,0.028814523708191153,0.00015773699904930716,0.014595206367461255,0.22421996377269598,True
44,0.06194020062685013,0.06194140017032623,0.001300126314163208,HEAD+TAIL+BODY,9.718909230105321e-05,0.013325215586670103,9.718909230105321e-05,0.0004254450061385029,0.14827605707613645,True
45,0.06196390092372894,0.061965301632881165,0.0015012919902801514,HEAD+TAIL+BODY,5.2003380579424e-05,0.012946680027255075,0.0003804850019147876,5.2003380579424e-05,0.1830396500144736,True
46,0.06267499923706055,0.06267630308866501,0.0014044344425201416,HEAD+TAIL+BODY,9.032435303546471e-05,0.018105242912700326,9.032435303546471e-05,0.0039046524297842167,0.11862397468813751,True
47,0.06305299699306488,0.0630543977022171,0.0015012919902801514,HEAD+TAIL+BODY,8.402253845285479e-05,0.01546553313627086,0.0005688630882236811,8.402253845285479e-05,0.11300491275533392,True
48,0.06321009993553162,0.06321129947900772,0.001300126314163208,HEAD+TAIL+BODY,5.022342944160929e-05,0.016661175334531264,5.022342944160929e-05,0.0011055871373304438,0.041528189713158144,True
49,0.06342469900846481,0.06342589855194092,0.001300126314163208,HEAD+TAIL+BODY,1.2179480247453967e-05,0.017680307646686155,1.2179480247453967e-05,0.0018617712290031063,0.02373987576318119,True
50,0.06356210261583328,0.06356339901685715,0.0013969838619232178,HEAD+TAIL+BODY,3.1209713388102855e-06,0.017669639853902575,3.1209713388102855e-06,0.0017064663123252943,0.012223263558184075,True
51,0.06364099681377411,0.06364230066537857,0.0014044344425201416,HEAD+TAIL+BODY,7.884428443460934e-07,0.017438929848977547,7.884428443460934e-07,0.0014015399945529472,0.0066082380347406615,True
52,0.06368490308523178,0.06368619948625565,0.0013969838619232178,HEAD+TAIL+BODY,2.4032353200809098e-06,0.017264961059943795,2.4032353200809098e-06,0.0011927143233306792,0.0033462980212466947,True
53,0.06370940059423447,0.06371069699525833,0.0013969838619232178,HEAD+TAIL+BODY,3.6491358990087264e-07,0.017051908320338427,3.6491358990087264e-07,0.0009464542608432769,0.0018558842885466936,False
54,0.06372310221195221,0.06372439861297607,0.0013969838619232178,HEAD+TAIL+BODY,3.6491358990087264e-07,0.017051908320338427,3.6491358990087264e-07,0.0009464542608432769,0.0009654999136556795,False
55,0.06373099982738495,0.06373249739408493,0.0015981495380401611,HEAD+TAIL+BODY,-3.4679448202012964e-10,0.016931500392871723,-3.4679448202012964e-10,0.0008099910662427989,0.0005071241669159361,False
56,0.06373529881238937,0.06373699754476547,0.0017993152141571045,HEAD+TAIL+BODY,-3.4679448202012964e-10,0.016931500392871723,-3.4679448202012964e-10,0.0008099910662427989,0.00025494264707732106,False
57,0.06373769789934158,0.06384120136499405,0.10360404849052429,HEAD+TAIL+BODY,-7.175581041574119e-07,0.016195580848627378,-1.2182452602260696e-08,-7.175581041574119e-07,0.04278163547675084,True
58,0.06418260186910629,0.0641838014125824,0.001300126314163208,HEAD+TAIL+BODY,1.3586605066673307e-05,0.017312697701641677,1.3586605066673307e-05,0.0008143029554741332,0.016892356985521922,True
59,0.064479298889637,0.06448069959878922,0.0015012919902801514,HEAD+TAIL+BODY,1.488489350121025e-05,0.01666655967525099,0.00013060538579834358,1.488489350121025e-05,0.03185409528428037,True
