chi_deg,head_min_gap_mm,tail_min_gap_mm,side_min_gap_mm,head_max_closing_mm_s,tail_max_closing_mm_s,side_max_closing_mm_s
134.0,0.28713407528832385,0.2869969374851642,0.3384060740610456,784.351499576323,830.3960529679937,517.211198507978
0.0,-0.000532946690508316,0.007687783802093988,0.28638048529762006,756.9747092304984,751.4001875235192,471.28191617996924
