chi_deg,t_x,t_y,t_z,c_x,c_y,c_z,e1_x,e1_y,e1_z,e2_x,e2_y,e2_z,c_dot_t,c_dot_e1,c_dot_e2,e1_dot_e2,bias_deg,handedness
0.0,-0.9737765086192575,0.07393864476152918,-0.21515665937199707,-0.883859160807537,0.0671112395213098,0.4629136694746763,0.4615849862562369,-0.035048050578307316,0.8864033701501196,0.0757118505877792,0.99712973864015,6.938893903907228e-18,0.7660444431189781,-2.220446049250313e-16,3.212108839153157e-18,-7.8823496236974095e-19,39.99999999999999,1.0
134.0,-0.9737765086192575,0.07393864476152918,-0.21515665937199707,-0.6151527054270197,0.5104221053803191,-0.6008797078824852,0.7818168698092238,0.4932692664452168,-0.38137620909320563,0.10173264514169089,-0.7043824991577518,-0.7024925364676515,0.766044443118978,2.7755575615628914e-17,0.0,5.551115123125783e-17,40.00000000000001,0.9999999999999998
