t_s,rp_x_aba_mm,rp_y_aba_mm,rp_z_aba_mm,ur1,ur2,ur3,fx_aba_N,fy_aba_N,fz_aba_N,tx_aba_Nmm,ty_aba_Nmm,tz_aba_Nmm,driver_arc_mm,robot_arc_mm,force_tangent_N,force_normal_N,rp_x_mag_mm,rp_y_mag_mm,rp_z_mag_mm,tx_mag_Nmm,ty_mag_Nmm,tz_mag_Nmm,drive_scale,endpoint_reached,h_head_mm,h_tail_mm,vn_head_close_mm_s,vn_tail_close_mm_s,Flub_head_mN,Flub_tail_mN,Flub_x_N,Flub_y_N,Flub_z_N,Mlub_x_Nmm,Mlub_y_Nmm,Mlub_z_Nmm,lub_power_W,active_head,active_tail,wall_tri_head,wall_tri_tail,commanded_frequency_Hz,instantaneous_phase_rad,cone_angle_deg,B_aba_T,Bx_aba_T,By_aba_T,Bz_aba_T
1.0559219828036989e-07,-7.468174204284,-3.676918015967,-9.550745259298,0,0,0,-8.306113313687309e-14,-9.086742559803866e-14,4.656346865085614e-14,1.3984166990009398e-11,-3.2883532575575463e-10,-2.0902001139992405e-10,18.899961259553187,13.799960625932426,3.935249012241908e-06,1.2880750683716315e-21,-1.4895443071719092,4.2967127206258695,-0.034883170046921194,2.8068881369565806e-11,-1.589588613138509e-10,-3.549109914688291e-10,3.344678236777099e-08,False,,,,,,,,,,,,,,,,,,30.0,4.328436448606401,30.0,0.01,-0.0019882926031986113,-0.0053173701555077005,0.008232391338692647
0.00010020699266294422,-7.468174179422935,-3.6769177772382564,-9.550745299743834,2.5681729979698832e-06,-2.3958955560108457e-05,-1.4682626788430646e-05,-6.981708371864563e-08,-7.637866738251551e-08,3.913895062893357e-08,1.1103524467528677e-05,-0.0002775813848808166,-0.0001735972951099882,18.900561867955975,13.799960625932426,3.935505675521876e-06,8.470329472543003e-22,-1.4895443578647072,4.296712939125115,-0.03488307552882069,2.3975705879663518e-05,-0.00013577883712542787,-0.0002971531714013764,0.028111878850562304,False,,,,,,,,,,,,,,,,,,30.0,4.347305118065231,30.0,0.01,-0.0019357712017425794,-0.005257633376820258,0.008283120253228835
0.00020030866516755716,-7.468173530669988,-3.6769141065645945,-9.550745786033572,3.8685413867279694e-05,-0.00036708845105034535,-0.00022256572984513957,-2.5886673715530927e-07,-2.8319567877198624e-07,1.4511881484228973e-07,3.8745322937542073e-05,-0.0010342260842207969,-0.000636167101116146,18.901162477991004,13.799960625932426,3.933102532317276e-06,4.235164736271502e-22,-1.4895448504087623,4.296716338397145,-0.0348815479316076,9.037912289129447e-05,-0.0005118592505675059,-0.0010980278209720413,0.10429648999557342,False,,,,,,,,,,,,,,,,,,30.0,4.366173838802384,30.0,0.01,-0.00188432873009319,-0.0051965651637001144,0.008333367610777999
0.0003004117894209187,-7.468168728431745,-3.6768997326347685,-9.550746367308573,0.00018715896585930867,-0.001778023035185836,-0.0010658813797090477,-5.358704621752507e-07,-5.862329047649359e-07,3.004050935026339e-07,7.523459431606972e-05,-0.0021558666675636435,-0.0013038877733761133,18.901763096736524,13.799960625932426,3.921862842584014e-06,2.117582368135751e-22,-1.4895442883765357,4.296729905823632,-0.034874793800302444,0.0001905488689835756,-0.0010794718672288276,-0.0022697965271019733,0.2165190580153355,False,,,,,,,,,,,,,,,,,,30.0,4.385042833187728,30.0,0.01,-0.0018339829247862947,-0.005134186504011342,0.008383116101642642
0.00040041303980458483,-7.468151643620878,-3.6768664839763723,-9.550747672259165,0.000585995540810138,-0.005347609626388515,-0.0031619631084545663,-8.662022381553509e-07,-9.47610084956746e-07,4.855866906509012e-07,0.00011373108545055039,-0.00352413654648487,-0.002095093276465811,18.902363104238827,13.799960625932426,3.892888920999528e-06,4.235164736271502e-22,-1.4895375259281298,4.296763577173491,-0.03485997568862061,0.00031481575894320307,-0.0017850917167555871,-0.0036791612625504634,0.3525948795387995,False,,,,,,,,,,,,,,,,,,30.0,4.403892624801036,30.0,0.01,-0.0017848019926624266,-0.005070585921367101,0.008432297448561808
0.000500432467347574,-7.4681147918851645,-3.6767707821208773,-9.550781347651945,0.0013619811478619796,-0.012339197614221514,-0.007159384965991914,-1.2120062294632775e-06,-1.3259135978632972e-06,6.794418994652815e-07,0.00014845275652111114,-0.0050204126371454875,-0.002932796517635103,18.902963220804082,13.799960625932426,3.836193188040628e-06,8.470329472543003e-22,-1.4895389881769556,4.296869685024732,-0.0348402294641077,0.00045289547838520106,-0.0025724002540817043,-0.0051966834905004585,0.500648700859594,False,,,,,,,,,,,,,,,,,,30.0,4.422745842728154,30.0,0.01,-0.001736742980328796,-0.005005711289795161,0.008480953855757966
0.0006004567512663176,-7.4680313799088625,-3.6766116118223366,-9.550842732901723,0.0026695453983342377,-0.02430700556095849,-0.013896069544090965,-1.530491239102075e-06,-1.6743306230651464e-06,8.579822853476458e-07,0.00017401952902533382,-0.006520279442927341,-0.0037417328405102432,18.903563366507598,13.799960625932426,3.7389017307970534e-06,5.98942740891943e-22,-1.489522991638977,4.297057206127741,-0.03481491469929746,0.0005928502192742942,-0.0033795096046466363,-0.0066912132614125736,0.6486575964598893,False,,,,,,,,,,,,,,,,,,30.0,4.4415999760605365,30.0,0.010000000000000002,-0.0016898297612722613,-0.004939593872582767,0.008529061364057674
0.0007004764433289014,-7.467827162399389,-3.676398515010659,-9.550927828863871,0.00468257838479086,-0.04274378434972975,-0.024134102979850684,-1.7766247848116244e-06,-1.9435964133004984e-06,9.959629654412443e-07,0.00018533045709197022,-0.007894175593012049,-0.0044490604201571585,18.90416348465997,13.799960625932426,3.5881955110206195e-06,8.731015774769282e-22,-1.4894181348236966,4.297345335162735,-0.03479639248075472,0.0007209130687589556,-0.004139198208199098,-0.008030804245801038,0.7846000459802174,False,,,,,,,,,,,,,,,,,,30.0,4.460453243848424,30.0,0.009999999999999998,-0.0016440834459066443,-0.00487226341047853,0.008576598328113999
0.0008005249015240828,-7.467493323949333,-3.676095379373416,-9.55104860761467,0.00752774227476871,-0.06898664855814064,-0.03849747162812184,-1.9076513227862543e-06,-2.086937152117037e-06,1.0694154920683276e-06,0.0001778960123727958,-0.009007564939296617,-0.004984631100955662,18.904763775409144,13.799960625932426,3.371908366595114e-06,2.117582368135751e-22,-1.489229372836454,4.297771803826356,-0.034775893137635336,0.00082174647008147,-0.004778792539174052,-0.009083077394029037,0.8965034092349781,False,,,,,,,,,,,,,,,,,,30.0,4.479311933924562,30.0,0.01,-0.0015995054681426642,-0.004803720951523874,0.008623563490650039
0.0009005517688860339,-7.467030048044403,-3.6756854030735195,-9.551194687760203,0.011408206028432904,-0.10404126004923957,-0.05721421717594252,-1.8902703343349686e-06,-2.0679226550198814e-06,1.0596718360368276e-06,0.00014970552912299366,-0.009721351588736604,-0.005281269091437455,18.905363936613316,13.799960625932426,3.080729619419715e-06,4.235164736271502e-22,-1.4889577523156092,4.2983450782022805,-0.03473560266669998,0.0008801594922854814,-0.0052196468638550896,-0.009715940384658697,0.9722972241851189,False,,,,,,,,,,,,,,,,,,30.0,4.498166554224516,30.0,0.01,-0.001556134238222185,-0.004734025231051962,0.008669916455445006
