node,x_mm,y_mm,z_mm
476,-6.089760780334473,-3.037471294403076,-8.485564231872559
477,-5.944004535675049,-4.476559638977051,-9.76612377166748
478,-6.080071449279785,-4.5780439376831055,-9.277108192443848
479,-5.955193042755127,-2.6976590156555176,-8.852127075195312
480,-5.819126129150391,-2.596174478530884,-9.341142654418945
481,-5.718019485473633,-2.760209798812866,-9.821578979492188
482,-5.678964138031006,-3.1458120346069336,-10.164704322814941
483,-5.712425231933594,-3.6496598720550537,-10.27857780456543
484,-5.809436798095703,-4.136746883392334,-10.132686614990234
485,-5.702096939086914,-4.473177433013916,-8.67564868927002
486,-5.741152763366699,-4.087574481964111,-8.332523345947266
487,-5.707691192626953,-3.5837268829345703,-8.218650817871094
488,-5.610680103302002,-3.09663987159729,-8.364541053771973
489,-5.46492338180542,-4.5357279777526855,-9.645100593566895
490,-5.600990295410156,-4.637212753295898,-9.156085014343262
491,-5.476111888885498,-2.7568275928497314,-8.731103897094727
492,-5.340044975280762,-2.6553430557250977,-9.22011947631836
493,-5.238938331604004,-2.81937837600708,-9.700555801391602
494,-5.199882984161377,-3.2049806118011475,-10.043680191040039
495,-5.233344078063965,-3.7088284492492676,-10.157553672790527
496,-5.330355644226074,-4.195915222167969,-10.011663436889648
497,-5.223016262054443,-4.532345771789551,-8.554625511169434
498,-5.26207160949707,-4.146742820739746,-8.21150016784668
499,-5.228610515594482,-3.642895460128784,-8.097626686096191
500,-5.131598949432373,-3.155808448791504,-8.243517875671387
501,-4.985842704772949,-4.59489631652832,-9.524076461791992
502,-5.1219096183776855,-4.696381092071533,-9.035061836242676
503,-4.997031211853027,-2.8159961700439453,-8.61008071899414
504,-4.860964298248291,-2.7145116329193115,-9.099096298217773
505,-4.759857654571533,-2.878546953201294,-9.579532623291016
506,-4.720801830291748,-3.2641491889953613,-9.922657012939453
507,-4.754263401031494,-3.7679970264434814,-10.036530494689941
508,-4.851274490356445,-4.255084037780762,-9.890640258789062
509,-4.7439351081848145,-4.591514587402344,-8.433601379394531
510,-4.782990455627441,-4.205911636352539,-8.090476989746094
511,-4.7495293617248535,-3.702064037322998,-7.976603984832764
512,-4.652517795562744,-3.2149770259857178,-8.122493743896484
513,-4.50676155090332,-4.654065132141113,-9.403053283691406
514,-4.642828464508057,-4.755549907684326,-8.914037704467773
515,-4.517950057983398,-2.875164747238159,-8.489056587219238
516,-4.381883144378662,-2.7736802101135254,-8.978072166442871
517,-4.280776500701904,-2.937715530395508,-9.458508491516113
518,-4.241721153259277,-3.323317766189575,-9.801633834838867
519,-4.275182247161865,-3.8271656036376953,-9.915507316589355
520,-4.372193813323975,-4.3142523765563965,-9.76961612701416
521,-4.2648539543151855,-4.6506829261779785,-8.312578201293945
522,-4.3039093017578125,-4.265079975128174,-7.969453811645508
523,-4.270448207855225,-3.761232614517212,-7.8555803298950195
524,-4.173436641693115,-3.2741456031799316,-8.001470565795898
525,-4.027680397033691,-4.713233470916748,-9.28203010559082
526,-4.163747310638428,-4.814718246459961,-8.793014526367188
527,-4.0388689041137695,-2.934333324432373,-8.368033409118652
528,-3.902801990509033,-2.8328487873077393,-8.857048988342285
529,-3.8016951084136963,-2.9968841075897217,-9.337485313415527
530,-3.7626399993896484,-3.382486343383789,-9.680609703063965
531,-3.7961010932922363,-3.886334180831909,-9.794483184814453
532,-3.893112897872925,-4.3734211921691895,-9.648592948913574
533,-3.785773277282715,-4.7098517417907715,-8.19155502319336
534,-3.824828624725342,-4.324248790740967,-7.848430156707764
535,-3.791367292404175,-3.820401191711426,-7.734557151794434
536,-3.6943554878234863,-3.3333139419555664,-7.880446910858154
537,-3.5485997200012207,-4.772402286529541,-9.161005973815918
538,-3.684666395187378,-4.873887062072754,-8.671991348266602
539,-3.5597877502441406,-2.993501901626587,-8.247010231018066
540,-3.4237210750579834,-2.892017364501953,-8.7360258102417
541,-3.3226141929626465,-3.0560526847839355,-9.216462135314941
542,-3.2835588455200195,-3.441654920578003,-9.559586524963379
543,-3.3170201778411865,-3.945502758026123,-9.673460006713867
544,-3.414031744003296,-4.432589530944824,-9.527569770812988
545,-3.306692361831665,-4.769020080566406,-8.070530891418457
546,-3.345747470855713,-4.383417129516602,-7.727406978607178
547,-3.312286376953125,-3.8795697689056396,-7.6135334968566895
548,-3.2152745723724365,-3.3924825191497803,-7.75942325592041
549,-3.069518566131592,-4.831570625305176,-9.039982795715332
550,-3.205585241317749,-4.933055400848389,-8.5509672164917
551,-3.0807065963745117,-3.052670478820801,-8.125986099243164
552,-2.9446399211883545,-2.951185941696167,-8.615001678466797
553,-2.8435330390930176,-3.1152212619781494,-9.095438003540039
554,-2.8044779300689697,-3.500823497772217,-9.438563346862793
555,-2.8379390239715576,-4.004671096801758,-9.552436828613281
556,-2.934950828552246,-4.491758346557617,-9.406545639038086
557,-2.827611207962036,-4.828188896179199,-7.949508190155029
558,-2.866666555404663,-4.4425859451293945,-7.606383323669434
559,-2.833205223083496,-3.9387383460998535,-7.492509841918945
560,-2.7361934185028076,-3.451651096343994,-7.638400077819824
561,-2.590437650680542,-4.890739440917969,-8.918959617614746
562,-2.726504325866699,-4.992224216461182,-8.429944038391113
563,-2.601625680923462,-3.1118390560150146,-8.004962921142578
564,-2.4655590057373047,-3.010354518890381,-8.493978500366211
565,-2.3644521236419678,-3.1743898391723633,-8.974414825439453
566,-2.325396776199341,-3.5599920749664307,-9.31753921508789
567,-2.358858108520508,-4.063839912414551,-9.431412696838379
568,-2.455869674682617,-4.550926685333252,-9.2855224609375
569,-2.3485302925109863,-4.887357234954834,-7.828484535217285
570,-2.387585401535034,-4.501754283905029,-7.4853596687316895
571,-2.3541243076324463,-3.9979069232940674,-7.371486663818359
572,-2.257112503051758,-3.510819673538208,-7.51737642288208
573,-2.111356496810913,-4.9499077796936035,-8.797935485839844
574,-2.2474234104156494,-5.051392555236816,-8.308920860290527
575,-2.122544527053833,-3.1710076332092285,-7.883939743041992
576,-1.9864779710769653,-3.0695230960845947,-8.372955322265625
577,-1.8853710889816284,-3.233558416366577,-8.853391647338867
578,-1.8463159799575806,-3.6191606521606445,-9.196516036987305
579,-1.879776954650879,-4.1230082511901855,-9.310389518737793
580,-1.9767886400222778,-4.610095500946045,-9.164499282836914
581,-1.8694490194320679,-4.946526050567627,-7.707461357116699
582,-1.9085042476654053,-4.560923099517822,-7.3643364906311035
583,-1.8750431537628174,-4.057075500488281,-7.250463008880615
584,-1.778031587600708,-3.569988250732422,-7.396353244781494
585,-1.6322754621505737,-5.0090765953063965,-8.676912307739258
586,-1.7683422565460205,-5.110561370849609,-8.187896728515625
587,-1.6434637308120728,-3.2301762104034424,-7.762916088104248
588,-1.507396936416626,-3.1286916732788086,-8.251931190490723
589,-1.406290054321289,-3.292726993560791,-8.732367515563965
590,-1.3672349452972412,-3.6783292293548584,-9.075492858886719
591,-1.4006959199905396,-4.1821770668029785,-9.189366340637207
592,-1.4977076053619385,-4.66926383972168,-9.043475151062012
593,-1.3903679847717285,-5.005694389343262,-7.586437702178955
594,-1.429423213005066,-4.620091438293457,-7.243312835693359
595,-1.395962119102478,-4.116244316101074,-7.129439353942871
596,-1.2989505529403687,-3.6291568279266357,-7.27532958984375
597,-1.1531944274902344,-5.068244934082031,-8.555889129638672
598,-1.2892612218856812,-5.169729709625244,-8.066873550415039
599,-1.1643826961517334,-3.2893447875976562,-7.641892433166504
600,-1.0283159017562866,-3.1878602504730225,-8.130908012390137
601,-0.9272090792655945,-3.351895570755005,-8.611344337463379
602,-0.8881538510322571,-3.7374978065490723,-8.954468727111816
603,-0.921614944934845,-4.241345405578613,-9.068342208862305
604,-1.0186265707015991,-4.728432655334473,-8.922451972961426
605,-0.9112870097160339,-5.0648627281188965,-7.465414047241211
606,-0.9503422379493713,-4.67926025390625,-7.122289180755615
607,-0.9168811440467834,-4.175412654876709,-7.008416175842285
608,-0.8198695182800293,-3.6883254051208496,-7.154305934906006
609,-0.6741134524345398,-5.127413749694824,-8.43486499786377
610,-0.8101802468299866,-5.228898525238037,-7.945849895477295
611,-0.6853016018867493,-3.34851336479187,-7.520869255065918
612,-0.5492348074913025,-3.2470288276672363,-8.00988483428955
613,-0.44812801480293274,-3.4110641479492188,-8.490321159362793
614,-0.4090728163719177,-3.796666383743286,-8.83344554901123
615,-0.442533940076828,-4.300514221191406,-8.947319030761719
616,-0.5395455360412598,-4.787600994110107,-8.80142879486084
617,-0.43220600485801697,-5.1240315437316895,-7.344390869140625
618,-0.471261203289032,-4.738428592681885,-7.001266002655029
619,-0.4378000795841217,-4.234581470489502,-6.887392520904541
620,-0.34078848361968994,-3.7474939823150635,-7.03328275680542
621,-0.19503241777420044,-5.186582088470459,-8.313841819763184
622,-0.3310992419719696,-5.288066864013672,-7.824826717376709
623,-0.2062205821275711,-3.407681941986084,-7.399845600128174
624,-0.07015376538038254,-3.30619740486145,-7.888860702514648
625,0.030952993780374527,-3.4702327251434326,-8.36929702758789
626,0.07000821828842163,-3.8558349609375,-8.712422370910645
627,0.03654708340764046,-4.359682559967041,-8.826295852661133
628,-0.0604645200073719,-4.8467698097229,-8.680404663085938
629,0.046875037252902985,-5.183199882507324,-7.223367214202881
630,0.007819813676178455,-4.797597408294678,-6.880242347717285
631,0.041280947625637054,-4.293749809265137,-6.766368865966797
632,0.13829253613948822,-3.8066625595092773,-6.912259101867676
633,0.2840486466884613,-5.245750904083252,-8.192818641662598
634,0.14798180758953094,-5.347235679626465,-7.703803062438965
635,0.27286043763160706,-3.466850519180298,-7.27882194519043
636,0.4089272618293762,-3.365365982055664,-7.7678375244140625
637,0.5100340247154236,-3.5294013023376465,-8.248273849487305
638,0.5490891933441162,-3.915003538131714,-8.591398239135742
639,0.5156281590461731,-4.418851375579834,-8.70527172088623
640,0.41861650347709656,-4.905938148498535,-8.559381484985352
641,0.5259560942649841,-5.242368698120117,-7.102343559265137
642,0.48690083622932434,-4.8567657470703125,-6.759218692779541
643,0.5203619599342346,-4.35291862487793,-6.645345687866211
644,0.6173735857009888,-3.865831136703491,-6.791235446929932
645,0.7631296515464783,-5.304919242858887,-8.071794509887695
646,0.6270627975463867,-5.4064040184021,-7.582779407501221
647,0.7519415020942688,-3.5260190963745117,-7.157798767089844
648,0.8880082964897156,-3.424534559249878,-7.646813869476318
649,0.9891150593757629,-3.5885698795318604,-8.127250671386719
650,1.0281702280044556,-3.9741721153259277,-8.470375061035156
651,0.9947091937065125,-4.478019714355469,-8.584248542785645
652,0.8976975679397583,-4.965106964111328,-8.438358306884766
653,1.0050370693206787,-5.301537036895752,-6.981320381164551
654,0.9659819006919861,-4.9159345626831055,-6.638195514678955
655,0.9994429349899292,-4.4120869636535645,-6.524322032928467
656,1.0964546203613281,-3.924999713897705,-6.670212268829346
657,1.2422107458114624,-5.36408805847168,-7.950771331787109
658,1.1061439514160156,-5.465572834014893,-7.461756229400635
659,1.2310224771499634,-3.5851876735687256,-7.0367751121521
660,1.3670892715454102,-3.483703136444092,-7.525790691375732
661,1.4681960344314575,-3.647738456726074,-8.006226539611816
662,1.507251262664795,-4.033340930938721,-8.34935188293457
663,1.473790168762207,-4.537188529968262,-8.463225364685059
664,1.3767786026000977,-5.024275302886963,-8.317334175109863
665,1.484118103981018,-5.360705852508545,-6.860296726226807
666,1.4450628757476807,-4.97510290145874,-6.517171859741211
667,1.4785239696502686,-4.471255779266357,-6.403298377990723
668,1.5755356550216675,-3.984168291091919,-6.549188613891602
669,1.7212917804718018,-5.4232563972473145,-7.829748153686523
670,1.585224986076355,-5.524741172790527,-7.340732574462891
671,1.7101035118103027,-3.6443562507629395,-6.9157514572143555
672,1.8461703062057495,-3.5428717136383057,-7.404767036437988
673,1.9472770690917969,-3.706907033920288,-7.885202884674072
674,1.9863322973251343,-4.092509746551514,-8.228327751159668
675,1.9528712034225464,-4.5963568687438965,-8.342201232910156
676,1.855859637260437,-5.083444118499756,-8.196310997009277
677,1.9631991386413574,-5.41987419128418,-6.7392730712890625
678,1.92414391040802,-5.034271717071533,-6.396148204803467
679,1.957605004310608,-4.530424118041992,-6.282275199890137
680,2.054616689682007,-4.043337345123291,-6.428164958953857
681,2.2003726959228516,-5.482425212860107,-7.708724498748779
682,2.0643060207366943,-5.58390998840332,-7.2197089195251465
683,2.1891846656799316,-3.7035248279571533,-6.7947282791137695
684,2.325251340866089,-3.6020400524139404,-7.283743381500244
685,2.426358222961426,-3.766075611114502,-7.764179229736328
686,2.4654133319854736,-4.151678085327148,-8.107304573059082
687,2.4319522380828857,-4.6555256843566895,-8.22117805480957
688,2.3349404335021973,-5.142612457275391,-8.075287818908691
689,2.4422800540924072,-5.479043006896973,-6.618249893188477
690,2.4032249450683594,-5.093440055847168,-6.275125026702881
691,2.4366860389709473,-4.589592933654785,-6.161251544952393
692,2.5336978435516357,-4.102505683898926,-6.3071417808532715
693,2.6794536113739014,-5.541593551635742,-7.587700843811035
694,2.543386936187744,-5.643078327178955,-7.0986857414245605
695,2.6682655811309814,-3.762693405151367,-6.673704624176025
696,2.8043322563171387,-3.6612086296081543,-7.162720203399658
697,2.9054393768310547,-3.825244188308716,-7.643156051635742
698,2.9444944858551025,-4.210846900939941,-7.986280918121338
699,2.9110333919525146,-4.714694023132324,-8.100154876708984
700,2.814021587371826,-5.201781272888184,-7.954264163970947
701,2.921361207962036,-5.538211345672607,-6.497226238250732
702,2.882305860519409,-5.152608871459961,-6.154101371765137
703,2.915767192840576,-4.64876127243042,-6.040227890014648
704,3.0127787590026855,-4.161674499511719,-6.186118125915527
705,3.1585347652435303,-5.600762367248535,-7.466677665710449
706,3.022468090057373,-5.702247142791748,-6.977662086486816
707,3.1473467350006104,-3.821861982345581,-6.552680969238281
708,3.2834134101867676,-3.720377206802368,-7.041696548461914
709,3.3845202922821045,-3.8844127655029297,-7.522132396697998
710,3.4235754013061523,-4.270015239715576,-7.865257263183594
711,3.3901143074035645,-4.773862838745117,-7.979130744934082
712,3.293102502822876,-5.260949611663818,-7.833240509033203
713,3.400442123413086,-5.5973801612854,-6.376202583312988
714,3.361387014389038,-5.211777210235596,-6.033077716827393
715,3.394848108291626,-4.707929611206055,-5.9192047119140625
716,3.4918599128723145,-4.2208428382873535,-6.065094470977783
717,3.63761568069458,-5.65993070602417,-7.345654010772705
718,3.501549005508423,-5.761415481567383,-6.856638431549072
719,3.62642765045166,-3.881030559539795,-6.431657791137695
720,3.7624943256378174,-3.779545783996582,-6.92067289352417
721,3.8636012077331543,-3.9435813426971436,-7.401108741760254
722,3.9026565551757812,-4.329184055328369,-7.74423360824585
723,3.8691952228546143,-4.833031177520752,-7.858107089996338
724,3.772183656692505,-5.320118427276611,-7.712216854095459
725,3.879523277282715,-5.656548500061035,-6.255179405212402
726,3.840467929840088,-5.270946025848389,-5.912054538726807
727,3.873929262161255,-4.767098426818848,-5.798181056976318
728,3.9709408283233643,-4.2800116539001465,-5.944071292877197
729,4.116696834564209,-5.719099521636963,-7.224630355834961
730,3.9806301593780518,-5.820584297180176,-6.735615253448486
731,4.105508327484131,-3.940199136734009,-6.310634136199951
732,4.241575241088867,-3.838714361190796,-6.799649715423584
733,4.342681884765625,-4.002749443054199,-7.280085563659668
734,4.38173770904541,-4.388352394104004,-7.623210430145264
735,4.348276138305664,-4.892199993133545,-7.737083435058594
736,4.251265048980713,-5.379286766052246,-7.591193675994873
737,4.358604431152344,-5.715717315673828,-6.134155750274658
738,4.319549083709717,-5.330114364624023,-5.7910308837890625
739,4.353010177612305,-4.826266765594482,-5.677157402038574
740,4.450021743774414,-4.339179992675781,-5.823047637939453
741,4.595777988433838,-5.778267860412598,-7.103607177734375
742,4.459711074829102,-5.8797526359558105,-6.614591598510742
743,4.58458948135376,-3.9993674755096436,-6.189610481262207
744,4.720656394958496,-3.8978829383850098,-6.67862606048584
745,4.821763038635254,-4.061918258666992,-7.159061908721924
746,4.860818386077881,-4.447521209716797,-7.5021867752075195
747,4.827357292175293,-4.95136833190918,-7.616060256958008
748,4.730345726013184,-5.438455581665039,-7.470170021057129
749,4.837685585021973,-5.774885654449463,-6.013132095336914
750,4.798630237579346,-5.389283180236816,-5.670007228851318
751,4.832091331481934,-4.885435581207275,-5.556134223937988
752,4.929102897644043,-4.398348808288574,-5.702023983001709
753,5.074859142303467,-5.837436676025391,-6.982583522796631
754,4.9387922286987305,-5.9389214515686035,-6.493567943572998
755,5.063670635223389,-4.058536052703857,-6.068587303161621
756,5.199737548828125,-3.9570515155792236,-6.557602405548096
757,5.300844192504883,-4.121086597442627,-7.03803825378418
758,5.33989953994751,-4.506689548492432,-7.381163120269775
759,5.306438446044922,-5.010537147521973,-7.495036602020264
760,5.2094268798828125,-5.497623920440674,-7.349146366119385
761,5.316766262054443,-5.834054470062256,-5.892108917236328
762,5.277710914611816,-5.448451519012451,-5.548984050750732
763,5.311172008514404,-4.94460391998291,-5.435110569000244
764,5.408183574676514,-4.457517147064209,-5.581000804901123
765,5.553940296173096,-5.896605014801025,-6.861559867858887
766,5.417873382568359,-5.998089790344238,-6.372544765472412
767,5.542751789093018,-4.117704391479492,-5.947563648223877
768,5.678818702697754,-4.0162200927734375,-6.43657922744751
769,5.779925346374512,-4.18025541305542,-6.917015075683594
770,5.818980693817139,-4.565857887268066,-7.2601399421691895
771,5.785519599914551,-5.069705486297607,-7.3740129470825195
772,5.688508033752441,-5.556792736053467,-7.228123188018799
773,5.795847415924072,-5.893222808837891,-5.771085262298584
774,5.756792068481445,-5.507620334625244,-5.427960395812988
775,5.790253162384033,-5.003772735595703,-5.3140869140625
776,5.887264728546143,-4.516685962677002,-5.459977149963379
777,6.033020973205566,-5.955773830413818,-6.740536689758301
778,5.89695405960083,-6.057258605957031,-6.251521110534668
779,6.021832466125488,-4.176873207092285,-5.826539993286133
780,6.157899379730225,-4.075388431549072,-6.315555572509766
781,6.259006023406982,-4.239423751831055,-6.79599142074585
782,6.298061847686768,-4.625026702880859,-7.139116287231445
783,6.2646002769470215,-5.1288743019104,-7.252989768981934
784,6.16758918762207,-5.615961074829102,-7.107099533081055
785,6.274928569793701,-5.952391624450684,-5.65006160736084
786,6.235873222351074,-5.566788673400879,-5.306936740875244
787,6.269334316253662,-5.062941074371338,-5.193063735961914
788,6.3663458824157715,-4.575854301452637,-5.338953495025635
789,6.512102127075195,-6.014942169189453,-6.619513034820557
790,6.376035213470459,-6.116426944732666,-6.130497932434082
791,6.500913619995117,-4.23604154586792,-5.705516815185547
792,6.6369805335998535,-4.134557247161865,-6.1945319175720215
793,6.738087177276611,-4.298592567443848,-6.6749677658081055
794,6.777142524719238,-4.684195041656494,-7.018092632293701
795,6.74368143081665,-5.188042640686035,-7.1319661140441895
796,6.646669864654541,-5.6751298904418945,-6.9860758781433105
