constant_magnetization_rule,reference,reference_volume_mm3,reference_moment_Am2,moment_density_Am2_per_mm3,L2300_CAD_volume_mm3,L2300_magnetic_moment_Am2
True,successful old scaled L1800,0.7889904055827334,0.0007196393110133208,0.0009121014728712814,1.1402680223988795,0.0010400401426980412
