job,mesh_size_mm,node_count,element_count,exterior_node_count,exterior_triangle_count,length_mm,diameter_mm,volume_mm3,mass_mg,mass_relative_error,mesh_COM_mm,COM_error_um,principal_inertia_tonne_mm2,inertia_relative_error,surface_normal_P95_deg,surface_normal_by_region,gates,element_count_expected_is_preferred_not_hard,all_mesh_gates_pass
Wobble_F30_G6L45_ReducedHydro_Zeta050_CAD_L2300_D0815_WallSupported_0083,0.06,29302,145677,10674,21344,2.29999995231628,0.8150000335641404,1.139896561824035,8.901528103660182,0.0003257660195215129,"[-7.468115160723101, -3.67692522252807, -9.550730899632946]",0.06119049424997278,"[7.253337895044098e-10, 3.927638117640382e-09, 3.9276384981180965e-09]","[0.0006162737867135108, 0.0004445030523012139, 0.00044440622347607304]",0.644954509299097,"{'body': {'triangle_count': 10676, 'median_deg': 0.3822109319174772, 'P95_deg': 0.38228671763859084, 'max_deg': 0.38230811404878623}, 'head': {'triangle_count': 6517, 'median_deg': 0.24237690485857197, 'P95_deg': 2.3947610312493546, 'max_deg': 5.948646627375581}, 'tail': {'triangle_count': 4151, 'median_deg': 0.0, 'P95_deg': 0.0, 'max_deg': 0.0}}","{'element_count_expected': False, 'overall_normal_P95_lt_2deg': True, 'head_normal_P95_lt_2deg': False, 'mass_error_lt_0p5pct': True, 'COM_error_lt_5um': True, 'inertia_error_lt_1p5pct': True, 'L_error_lt_0p005mm': True, 'D_error_lt_0p005mm': True}",True,False
