element,side,region,center_x_mm,angle_error_deg
21019,1,tail,2.29999995231628,0.0
21025,1,tail,2.29999995231628,0.0
21026,1,tail,2.29999995231628,0.0
21027,1,tail,2.29999995231628,0.0
21028,1,tail,2.29999995231628,0.0
21032,1,tail,2.29999995231628,0.0
21038,1,tail,2.29999995231628,0.0
21043,1,tail,2.29999995231628,0.0
21044,1,tail,2.29999995231628,0.0
21049,1,tail,2.29999995231628,0.0
21051,1,tail,2.29999995231628,0.0
21052,1,tail,2.29999995231628,0.0
21054,1,tail,2.29999995231628,0.0
21062,1,tail,2.29999995231628,0.0
21065,1,tail,2.29999995231628,0.0
21066,1,body,2.2600292364756265,0.38220628934316
21068,1,tail,2.29999995231628,0.0
21072,1,tail,2.29999995231628,0.0
21079,1,body,2.2600292364756265,0.3822879163128513
21081,1,tail,2.29999995231628,0.0
21084,1,tail,2.29999995231628,0.0
21085,1,tail,2.29999995231628,0.0
21086,1,tail,2.29999995231628,0.0
21090,1,tail,2.29999995231628,0.0
21095,1,tail,2.29999995231628,0.0
21096,1,tail,2.29999995231628,0.0
21101,1,tail,2.29999995231628,0.0
21106,1,tail,2.29999995231628,0.0
21107,1,tail,2.29999995231628,0.0
21115,1,tail,2.29999995231628,0.0
21122,1,tail,2.29999995231628,0.0
21123,1,body,2.1001466115315734,0.38217945105308126
21124,1,body,2.16010268529256,0.3822740162175344
21127,1,tail,2.29999995231628,0.0
21136,1,tail,2.29999995231628,0.0
21138,1,body,2.2800145943959538,0.3822365658865529
21143,1,tail,2.29999995231628,0.0
21145,1,tail,2.29999995231628,0.0
21146,1,tail,2.29999995231628,0.0
21148,1,tail,2.29999995231628,0.0
21150,1,tail,2.29999995231628,0.0
21151,1,tail,2.29999995231628,0.0
21155,1,body,2.2000733216603603,0.38226906392446025
21156,1,tail,2.29999995231628,0.0
21162,1,tail,2.29999995231628,0.0
21164,1,tail,2.29999995231628,0.0
21165,1,tail,2.29999995231628,0.0
21167,1,tail,2.29999995231628,0.0
21174,1,body,2.22005860010783,0.38223699426810664
21175,1,tail,2.29999995231628,0.0
21177,1,tail,2.29999995231628,0.0
21178,1,tail,2.29999995231628,0.0
21181,1,tail,2.29999995231628,0.0
21183,1,tail,2.29999995231628,0.0
21192,1,tail,2.29999995231628,0.0
21195,1,tail,2.29999995231628,0.0
21196,1,body,2.2000733216603603,0.3821630869436
21198,1,tail,2.29999995231628,0.0
21203,1,tail,2.29999995231628,0.0
21207,1,tail,2.29999995231628,0.0
21213,1,tail,2.29999995231628,0.0
21214,1,body,2.22005860010783,0.38221582813130817
21216,1,tail,2.29999995231628,0.0
21222,1,body,0.7811137636502584,0.3822461776705811
21223,1,tail,2.29999995231628,0.0
21228,1,tail,2.29999995231628,0.0
21232,1,tail,2.29999995231628,0.0
21234,1,body,2.22005860010783,0.3822670527275697
21237,1,tail,2.29999995231628,0.0
21239,1,tail,2.29999995231628,0.0
21241,2,tail,2.29999995231628,0.0
21243,1,tail,2.29999995231628,0.0
21244,1,tail,2.29999995231628,0.0
21248,1,tail,2.29999995231628,0.0
21250,1,tail,2.29999995231628,0.0
21253,1,tail,2.29999995231628,0.0
21254,1,tail,2.29999995231628,0.0
21259,1,body,2.1401173273722303,0.3822867176395442
21263,1,tail,2.29999995231628,0.0
21264,1,tail,2.29999995231628,0.0
21267,1,tail,2.29999995231628,0.0
21274,1,body,2.0801612536112466,0.3821389627775563
21277,1,tail,2.29999995231628,0.0
21283,1,tail,2.29999995231628,0.0
21284,1,body,2.100146611531573,0.38221881876660224
21287,3,tail,2.29999995231628,0.0
21292,1,tail,2.29999995231628,0.0
21294,1,tail,2.29999995231628,0.0
21296,1,tail,2.29999995231628,0.0
21302,1,tail,2.29999995231628,0.0
21309,1,tail,2.29999995231628,0.0
21310,1,tail,2.29999995231628,0.0
21312,1,body,2.1001466115315734,0.38220954527337353
21322,1,tail,2.29999995231628,0.0
21327,1,tail,2.29999995231628,0.0
21336,1,body,2.0801612536112466,0.3822285006791836
21350,1,tail,2.29999995231628,0.0
21351,1,tail,2.29999995231628,0.0
21352,2,body,2.2000733216603603,0.3821993389328822
21354,1,tail,2.29999995231628,0.0
21359,1,tail,2.29999995231628,0.0
21367,1,tail,2.29999995231628,0.0
21368,1,tail,2.29999995231628,0.0
21371,1,tail,2.29999995231628,0.0
21372,1,tail,2.29999995231628,0.0
21375,1,tail,2.29999995231628,0.0
21376,1,tail,2.29999995231628,0.0
21379,1,tail,2.29999995231628,0.0
21380,1,tail,2.29999995231628,0.0
21381,1,tail,2.29999995231628,0.0
21387,1,tail,2.29999995231628,0.0
21388,1,tail,2.29999995231628,0.0
21393,1,tail,2.29999995231628,0.0
21395,1,tail,2.29999995231628,0.0
21398,1,tail,2.29999995231628,0.0
21399,1,tail,2.29999995231628,0.0
21400,1,tail,2.29999995231628,0.0
21401,1,tail,2.29999995231628,0.0
21405,1,tail,2.29999995231628,0.0
21413,1,body,2.14011732737223,0.38217599854244105
21415,1,tail,2.29999995231628,0.0
21416,1,tail,2.29999995231628,0.0
21417,1,body,2.2000733216603603,0.38217599854244105
21420,1,tail,2.29999995231628,0.0
21422,1,tail,2.29999995231628,0.0
21424,1,tail,2.29999995231628,0.0
21425,1,tail,2.29999995231628,0.0
21430,1,tail,2.29999995231628,0.0
21433,1,tail,2.29999995231628,0.0
21434,1,head,0.10117975125710182,0.22259132666320108
21437,1,tail,2.29999995231628,0.0
21442,2,body,2.2800145943959538,0.38219502398631405
21447,2,body,2.16010268529256,0.38221550453526365
21451,1,body,2.22005860010783,0.38220252630047175
21457,1,body,2.0801612536112466,0.3822602968044514
21461,1,tail,2.29999995231628,0.0
21464,1,tail,2.29999995231628,0.0
21470,1,tail,2.29999995231628,0.0
21471,2,head,0.0879571015636126,0.19210737634455813
21472,1,tail,2.29999995231628,0.0
21473,1,tail,2.29999995231628,0.0
21475,1,tail,2.29999995231628,0.0
21481,1,tail,2.29999995231628,0.0
21482,1,tail,2.29999995231628,0.0
21490,2,tail,2.29999995231628,0.0
21493,1,tail,2.29999995231628,0.0
21495,1,tail,2.29999995231628,0.0
21496,1,tail,2.29999995231628,0.0
21498,1,tail,2.29999995231628,0.0
21503,1,tail,2.29999995231628,0.0
21504,1,tail,2.29999995231628,0.0
21505,1,tail,2.29999995231628,0.0
21507,1,tail,2.29999995231628,0.0
21512,1,tail,2.29999995231628,0.0
21515,1,body,2.22005860010783,0.38218690925540133
21516,1,tail,2.29999995231628,0.0
21520,1,tail,2.29999995231628,0.0
21527,1,tail,2.29999995231628,0.0
21528,1,tail,2.29999995231628,0.0
21530,2,tail,2.29999995231628,0.0
21534,1,body,2.1001466115315734,0.3821958486013197
21535,1,tail,2.29999995231628,0.0
21538,1,tail,2.29999995231628,0.0
21541,1,tail,2.29999995231628,0.0
21545,1,body,2.2000733216603603,0.3822803091077887
21551,1,tail,2.29999995231628,0.0
21552,1,tail,2.29999995231628,0.0
21553,1,tail,2.29999995231628,0.0
21562,1,tail,2.29999995231628,0.0
21563,1,tail,2.29999995231628,0.0
21566,1,tail,2.29999995231628,0.0
21567,1,tail,2.29999995231628,0.0
21569,1,tail,2.29999995231628,0.0
21574,2,tail,2.29999995231628,0.0
21577,1,tail,2.29999995231628,0.0
21578,1,tail,2.29999995231628,0.0
21584,1,tail,2.29999995231628,0.0
21594,2,tail,2.29999995231628,0.0
21602,1,tail,2.29999995231628,0.0
21603,1,tail,2.29999995231628,0.0
21606,1,tail,2.29999995231628,0.0
21608,1,tail,2.29999995231628,0.0
21609,1,tail,2.29999995231628,0.0
21615,1,body,2.22005860010783,0.3821927661975833
21616,1,tail,2.29999995231628,0.0
21617,1,tail,2.29999995231628,0.0
21622,1,tail,2.29999995231628,0.0
21624,1,tail,2.29999995231628,0.0
21628,3,tail,2.29999995231628,0.0
21629,1,tail,2.29999995231628,0.0
21634,1,tail,2.29999995231628,0.0
21635,1,tail,2.29999995231628,0.0
21636,1,tail,2.29999995231628,0.0
21640,1,tail,2.29999995231628,0.0
21646,1,tail,2.29999995231628,0.0
21654,1,tail,2.29999995231628,0.0
21658,1,body,2.0801612536112466,0.3822348595498227
21659,1,tail,2.29999995231628,0.0
21667,1,tail,2.29999995231628,0.0
21670,2,body,0.7811137636502584,0.38224612313578926
21677,1,tail,2.29999995231628,0.0
21686,1,tail,2.29999995231628,0.0
21687,1,tail,2.29999995231628,0.0
21688,1,tail,2.29999995231628,0.0
21689,1,tail,2.29999995231628,0.0
21691,1,tail,2.29999995231628,0.0
21694,1,tail,2.29999995231628,0.0
21695,3,tail,2.29999995231628,0.0
21697,1,tail,2.29999995231628,0.0
21700,1,tail,2.29999995231628,0.0
21701,1,body,2.2800145943959538,0.3822095452743271
21705,1,tail,2.29999995231628,0.0
21706,1,body,2.2000733216603603,0.3822867176404976
21710,4,tail,2.29999995231628,0.0
21712,1,tail,2.29999995231628,0.0
21716,1,body,2.1001466115315734,0.382288935677966
21719,1,tail,2.29999995231628,0.0
21724,1,tail,2.29999995231628,0.0
21732,1,tail,2.29999995231628,0.0
21736,1,tail,2.29999995231628,0.0
21737,1,body,2.22005860010783,0.3822827536153674
21738,1,tail,2.29999995231628,0.0
21740,1,tail,2.29999995231628,0.0
21742,1,tail,2.29999995231628,0.0
21743,1,tail,2.29999995231628,0.0
21746,1,tail,2.29999995231628,0.0
21747,1,tail,2.29999995231628,0.0
21750,1,tail,2.29999995231628,0.0
21752,1,tail,2.29999995231628,0.0
21756,1,tail,2.29999995231628,0.0
21757,1,tail,2.29999995231628,0.0
21760,1,tail,2.29999995231628,0.0
21761,1,tail,2.29999995231628,0.0
21762,1,tail,2.29999995231628,0.0
21763,1,tail,2.29999995231628,0.0
21767,1,tail,2.29999995231628,0.0
21769,1,body,2.2600292364756265,0.3822269096071826
21773,1,tail,2.29999995231628,0.0
21774,1,tail,2.29999995231628,0.0
21777,1,tail,2.29999995231628,0.0
21778,1,tail,2.29999995231628,0.0
21780,1,tail,2.29999995231628,0.0
21783,1,tail,2.29999995231628,0.0
21786,1,tail,2.29999995231628,0.0
21795,1,tail,2.29999995231628,0.0
21798,1,body,2.16010268529256,0.3822488743865509
21800,1,tail,2.29999995231628,0.0
21801,1,tail,2.29999995231628,0.0
21802,2,tail,2.29999995231628,0.0
21805,1,tail,2.29999995231628,0.0
21812,1,tail,2.29999995231628,0.0
21816,1,tail,2.29999995231628,0.0
21817,1,tail,2.29999995231628,0.0
21820,1,tail,2.29999995231628,0.0
21821,1,tail,2.29999995231628,0.0
21825,3,tail,2.29999995231628,0.0
21829,3,tail,2.29999995231628,0.0
21830,1,body,0.7211577097574869,0.38228030910588184
21838,1,tail,2.29999995231628,0.0
21840,1,tail,2.29999995231628,0.0
21841,1,tail,2.29999995231628,0.0
21842,1,tail,2.29999995231628,0.0
21844,1,tail,2.29999995231628,0.0
21846,1,tail,2.29999995231628,0.0
21848,1,tail,2.29999995231628,0.0
21851,1,tail,2.29999995231628,0.0
21853,1,tail,2.29999995231628,0.0
21855,2,tail,2.29999995231628,0.0
21858,1,tail,2.29999995231628,0.0
21860,4,body,2.2600292364756265,0.38222674776048726
21866,1,tail,2.29999995231628,0.0
21872,1,tail,2.29999995231628,0.0
21874,1,tail,2.29999995231628,0.0
21877,2,tail,2.29999995231628,0.0
21879,1,body,2.2000733216603603,0.3821551092168156
21890,1,tail,2.29999995231628,0.0
21893,1,tail,2.29999995231628,0.0
21895,1,tail,2.29999995231628,0.0
21897,1,tail,2.29999995231628,0.0
21898,1,tail,2.29999995231628,0.0
21902,1,tail,2.29999995231628,0.0
21904,1,tail,2.29999995231628,0.0
21905,1,tail,2.29999995231628,0.0
21906,1,tail,2.29999995231628,0.0
21909,1,body,2.2600292364756265,0.3822059808906156
21919,1,tail,2.29999995231628,0.0
21920,1,tail,2.29999995231628,0.0
21927,1,tail,2.29999995231628,0.0
21929,1,tail,2.29999995231628,0.0
21931,1,tail,2.29999995231628,0.0
21934,1,tail,2.29999995231628,0.0
21938,1,body,2.0801612536112466,0.38212773711914755
21940,1,tail,2.29999995231628,0.0
21942,1,tail,2.29999995231628,0.0
21951,1,tail,2.29999995231628,0.0
21955,1,tail,2.29999995231628,0.0
21956,1,tail,2.29999995231628,0.0
21957,1,tail,2.29999995231628,0.0
21960,3,tail,2.29999995231628,0.0
21962,1,tail,2.29999995231628,0.0
21965,1,tail,2.29999995231628,0.0
21966,1,tail,2.29999995231628,0.0
21972,1,tail,2.29999995231628,0.0
21977,1,tail,2.29999995231628,0.0
21983,1,tail,2.29999995231628,0.0
21989,1,tail,2.29999995231628,0.0
21999,4,tail,2.29999995231628,0.0
22021,1,tail,2.29999995231628,0.0
22026,1,body,0.7611284057299296,0.3822424946729376
22029,1,tail,2.29999995231628,0.0
22031,1,tail,2.29999995231628,0.0
22032,1,tail,2.29999995231628,0.0
22033,1,tail,2.29999995231628,0.0
22037,1,body,1.92027842998505,0.3821736136144295
22041,1,body,2.16010268529256,0.3822529664424389
22042,1,body,2.16010268529256,0.38213676962499493
22046,1,tail,2.29999995231628,0.0
22048,1,body,2.16010268529256,0.3821486536469282
22050,1,body,2.2800145943959538,0.38224808159499957
22057,1,body,2.1401173273722303,0.3821950239882213
22058,1,body,2.16010268529256,0.3822194315418515
22059,1,tail,2.29999995231628,0.0
22060,1,tail,2.29999995231628,0.0
22063,1,tail,2.29999995231628,0.0
22073,1,tail,2.29999995231628,0.0
22076,1,tail,2.29999995231628,0.0
22079,1,body,1.36068872610728,0.3822181368745365
22087,1,tail,2.29999995231628,0.0
22092,1,tail,2.29999995231628,0.0
22093,1,tail,2.29999995231628,0.0
22094,1,body,1.92027842998505,0.3822194315418515
22095,1,body,1.8403370777765897,0.3822020165487981
22105,1,body,1.92027842998505,0.3822152554915929
22107,1,tail,2.29999995231628,0.0
22111,1,tail,2.29999995231628,0.0
22113,1,body,2.0401905377705902,0.3822879163147581
22120,1,tail,2.29999995231628,0.0
22128,3,head,0.117973931133747,0.2954086885839184
22129,1,tail,2.29999995231628,0.0
22136,1,tail,2.29999995231628,0.0
22142,1,tail,2.29999995231628,0.0
22143,1,tail,2.29999995231628,0.0
22144,1,tail,2.29999995231628,0.0
22145,1,tail,2.29999995231628,0.0
22146,1,tail,2.29999995231628,0.0
22151,1,tail,2.29999995231628,0.0
22152,1,tail,2.29999995231628,0.0
22155,1,tail,2.29999995231628,0.0
22156,1,tail,2.29999995231628,0.0
22157,1,tail,2.29999995231628,0.0
22160,1,tail,2.29999995231628,0.0
22161,1,tail,2.29999995231628,0.0
22162,1,tail,2.29999995231628,0.0
22168,1,tail,2.29999995231628,0.0
22171,1,tail,2.29999995231628,0.0
22174,1,tail,2.29999995231628,0.0
22184,1,body,2.14011732737223,0.382172571148953
22188,1,tail,2.29999995231628,0.0
22192,1,body,1.9002931118011501,0.382251160443403
22195,1,tail,2.29999995231628,0.0
22198,1,head,0.0023188037254536667,0.4152452121558418
22201,1,tail,2.29999995231628,0.0
22202,1,tail,2.29999995231628,0.0
22205,1,body,1.8403370777765902,0.3822878600173915
22213,3,body,2.02020517985026,0.3822219589798983
22218,1,tail,2.29999995231628,0.0
22224,1,tail,2.29999995231628,0.0
22226,1,body,2.04019053777059,0.38214137742703697
22228,1,body,2.0801612536112466,0.3822812769466028
22230,1,body,2.02020517985026,0.38216168527202715
22231,1,body,2.0801612536112466,0.38216168527202715
22233,1,tail,2.29999995231628,0.0
22237,4,body,1.8003663619359334,0.38224612313483575
22238,1,tail,2.29999995231628,0.0
22239,1,tail,2.29999995231628,0.0
22240,1,body,2.1001466115315734,0.3821759985443484
22241,2,tail,2.29999995231628,0.0
22243,1,tail,2.29999995231628,0.0
22247,1,tail,2.29999995231628,0.0
22250,1,tail,2.29999995231628,0.0
22253,1,tail,2.29999995231628,0.0
22254,1,tail,2.29999995231628,0.0
22257,1,tail,2.29999995231628,0.0
22265,1,tail,2.29999995231628,0.0
22266,1,tail,2.29999995231628,0.0
22267,1,tail,2.29999995231628,0.0
22268,1,tail,2.29999995231628,0.0
22269,1,tail,2.29999995231628,0.0
22272,1,tail,2.29999995231628,0.0
22273,1,tail,2.29999995231628,0.0
22274,1,tail,2.29999995231628,0.0
22278,1,tail,2.29999995231628,0.0
22282,1,tail,2.29999995231628,0.0
22284,1,tail,2.29999995231628,0.0
22288,1,tail,2.29999995231628,0.0
22295,1,tail,2.29999995231628,0.0
22296,1,tail,2.29999995231628,0.0
22297,1,tail,2.29999995231628,0.0
22301,1,tail,2.29999995231628,0.0
22302,1,tail,2.29999995231628,0.0
22306,3,tail,2.29999995231628,0.0
22307,1,tail,2.29999995231628,0.0
22310,1,tail,2.29999995231628,0.0
22312,1,tail,2.29999995231628,0.0
22315,1,tail,2.29999995231628,0.0
22318,1,body,1.8403370777765897,0.38221550453526365
22327,1,body,2.22005860010783,0.3821486536469282
22330,1,tail,2.29999995231628,0.0
22331,1,tail,2.29999995231628,0.0
22336,1,tail,2.29999995231628,0.0
22341,1,tail,2.29999995231628,0.0
22342,1,tail,2.29999995231628,0.0
22344,1,tail,2.29999995231628,0.0
22346,1,tail,2.29999995231628,0.0
22347,1,tail,2.29999995231628,0.0
22353,1,tail,2.29999995231628,0.0
22361,1,tail,2.29999995231628,0.0
22362,3,tail,2.29999995231628,0.0
22363,1,tail,2.29999995231628,0.0
22366,1,body,2.22005860010783,0.38224808159499957
22367,1,tail,2.29999995231628,0.0
22370,1,tail,2.29999995231628,0.0
22372,1,tail,2.29999995231628,0.0
22381,1,tail,2.29999995231628,0.0
22389,1,tail,2.29999995231628,0.0
22392,1,tail,2.29999995231628,0.0
22394,1,tail,2.29999995231628,0.0
22395,1,tail,2.29999995231628,0.0
22398,1,tail,2.29999995231628,0.0
22399,2,body,2.2800145943959538,0.3821297058602288
22403,2,tail,2.29999995231628,0.0
22411,1,tail,2.29999995231628,0.0
22413,1,tail,2.29999995231628,0.0
22414,1,tail,2.29999995231628,0.0
22421,1,tail,2.29999995231628,0.0
22426,1,tail,2.29999995231628,0.0
22433,1,tail,2.29999995231628,0.0
22438,1,tail,2.29999995231628,0.0
22443,1,tail,2.29999995231628,0.0
22456,1,tail,2.29999995231628,0.0
22458,1,tail,2.29999995231628,0.0
22463,1,body,2.0801612536112466,0.38215105347340556
22468,1,tail,2.29999995231628,0.0
22469,1,tail,2.29999995231628,0.0
22477,1,tail,2.29999995231628,0.0
22480,1,body,1.8003663619359334,0.38224808159499957
22482,1,tail,2.29999995231628,0.0
22490,1,tail,2.29999995231628,0.0
22492,1,tail,2.29999995231628,0.0
22493,1,tail,2.29999995231628,0.0
22494,1,tail,2.29999995231628,0.0
22496,1,tail,2.29999995231628,0.0
22503,1,tail,2.29999995231628,0.0
22505,1,tail,2.29999995231628,0.0
22510,2,head,0.25651338199774437,2.379718934607013
22511,1,tail,2.29999995231628,0.0
22512,1,tail,2.29999995231628,0.0
22517,1,tail,2.29999995231628,0.0
22519,1,tail,2.29999995231628,0.0
22521,1,body,2.2000733216603603,0.3821950239872677
22522,2,tail,2.29999995231628,0.0
22523,1,tail,2.29999995231628,0.0
22529,1,tail,2.29999995231628,0.0
22535,1,tail,2.29999995231628,0.0
22537,1,tail,2.29999995231628,0.0
22538,1,body,2.0801612536112466,0.3821458023141061
22539,1,tail,2.29999995231628,0.0
22541,1,tail,2.29999995231628,0.0
22542,1,tail,2.29999995231628,0.0
22543,1,tail,2.29999995231628,0.0
22549,1,tail,2.29999995231628,0.0
22556,1,tail,2.29999995231628,0.0
22560,1,tail,2.29999995231628,0.0
22561,1,tail,2.29999995231628,0.0
22564,1,tail,2.29999995231628,0.0
22565,1,tail,2.29999995231628,0.0
22571,1,tail,2.29999995231628,0.0
22572,1,tail,2.29999995231628,0.0
22575,1,tail,2.29999995231628,0.0
22577,1,body,2.1401173273722303,0.3822827536153674
22581,1,tail,2.29999995231628,0.0
22585,1,tail,2.29999995231628,0.0
22586,1,tail,2.29999995231628,0.0
22591,1,tail,2.29999995231628,0.0
22593,1,tail,2.29999995231628,0.0
22594,1,tail,2.29999995231628,0.0
22598,1,tail,2.29999995231628,0.0
22609,1,tail,2.29999995231628,0.0
22614,1,tail,2.29999995231628,0.0
22616,1,tail,2.29999995231628,0.0
22619,1,tail,2.29999995231628,0.0
22626,1,body,2.04019053777059,0.3821630869436
22627,1,body,1.8403370777765902,0.3822922954131428
22628,4,body,0.3014654517173767,0.38216308694455364
22631,1,tail,2.29999995231628,0.0
22638,1,tail,2.29999995231628,0.0
22642,1,tail,2.29999995231628,0.0
22644,1,body,2.14011732737223,0.38213390926954743
22648,1,body,2.14011732737223,0.38211353977668217
22649,1,tail,2.29999995231628,0.0
22658,1,tail,2.29999995231628,0.0
22661,1,tail,2.29999995231628,0.0
22663,1,tail,2.29999995231628,0.0
22665,1,tail,2.29999995231628,0.0
22670,1,body,2.02020517985026,0.38223983935031547
22679,1,tail,2.29999995231628,0.0
22680,1,tail,2.29999995231628,0.0
22688,1,tail,2.29999995231628,0.0
22692,1,tail,2.29999995231628,0.0
22696,1,tail,2.29999995231628,0.0
22697,3,tail,2.29999995231628,0.0
22700,1,tail,2.29999995231628,0.0
22701,1,tail,2.29999995231628,0.0
22705,1,tail,2.29999995231628,0.0
22707,1,body,2.22005860010783,0.382147536543705
22712,1,tail,2.29999995231628,0.0
22713,1,tail,2.29999995231628,0.0
22716,1,tail,2.29999995231628,0.0
22718,1,tail,2.29999995231628,0.0
22719,1,tail,2.29999995231628,0.0
22722,1,tail,2.29999995231628,0.0
22726,1,tail,2.29999995231628,0.0
22727,1,tail,2.29999995231628,0.0
22735,1,body,1.7803810040156067,0.38228910736011373
22743,4,body,2.14011732737223,0.38216557734960743
22745,1,tail,2.29999995231628,0.0
22746,1,tail,2.29999995231628,0.0
22747,1,tail,2.29999995231628,0.0
22750,1,tail,2.29999995231628,0.0
22751,1,tail,2.29999995231628,0.0
22758,1,tail,2.29999995231628,0.0
22762,1,tail,2.29999995231628,0.0
22763,1,tail,2.29999995231628,0.0
22766,1,body,2.04019053777059,0.38222601755530494
22769,1,tail,2.29999995231628,0.0
22770,1,tail,2.29999995231628,0.0
22776,1,tail,2.29999995231628,0.0
22778,1,tail,2.29999995231628,0.0
22782,1,tail,2.29999995231628,0.0
22799,1,tail,2.29999995231628,0.0
22802,1,tail,2.29999995231628,0.0
22804,1,body,2.1001466115315734,0.3822348595498227
22810,1,tail,2.29999995231628,0.0
22811,1,tail,2.29999995231628,0.0
22813,1,tail,2.29999995231628,0.0
22819,1,tail,2.29999995231628,0.0
22820,1,tail,2.29999995231628,0.0
22821,1,body,2.0801612536112466,0.382288935677966
22822,1,tail,2.29999995231628,0.0
22826,1,tail,2.29999995231628,0.0
22835,1,tail,2.29999995231628,0.0
22836,3,body,2.22005860010783,0.382268503765795
22837,1,tail,2.29999995231628,0.0
22842,1,tail,2.29999995231628,0.0
22843,1,tail,2.29999995231628,0.0
22844,1,tail,2.29999995231628,0.0
22845,1,tail,2.29999995231628,0.0
22849,1,tail,2.29999995231628,0.0
22854,1,tail,2.29999995231628,0.0
22858,1,tail,2.29999995231628,0.0
22859,1,tail,2.29999995231628,0.0
22862,1,tail,2.29999995231628,0.0
22867,1,tail,2.29999995231628,0.0
22870,1,tail,2.29999995231628,0.0
22871,1,tail,2.29999995231628,0.0
22873,1,body,2.2000733216603603,0.38215337957273443
22884,1,tail,2.29999995231628,0.0
22887,1,tail,2.29999995231628,0.0
22888,1,tail,2.29999995231628,0.0
22892,1,tail,2.29999995231628,0.0
22894,1,tail,2.29999995231628,0.0
22899,1,tail,2.29999995231628,0.0
22903,1,tail,2.29999995231628,0.0
22904,1,tail,2.29999995231628,0.0
22907,1,tail,2.29999995231628,0.0
22917,1,tail,2.29999995231628,0.0
22920,1,tail,2.29999995231628,0.0
22922,1,tail,2.29999995231628,0.0
22923,1,tail,2.29999995231628,0.0
22929,1,tail,2.29999995231628,0.0
22934,1,tail,2.29999995231628,0.0
22937,1,tail,2.29999995231628,0.0
22941,1,tail,2.29999995231628,0.0
22953,1,tail,2.29999995231628,0.0
22954,1,tail,2.29999995231628,0.0
22956,1,tail,2.29999995231628,0.0
22958,1,tail,2.29999995231628,0.0
22959,1,tail,2.29999995231628,0.0
22960,1,tail,2.29999995231628,0.0
22964,1,tail,2.29999995231628,0.0
22966,1,tail,2.29999995231628,0.0
22969,1,tail,2.29999995231628,0.0
22971,1,tail,2.29999995231628,0.0
22972,1,tail,2.29999995231628,0.0
22976,1,tail,2.29999995231628,0.0
22979,1,tail,2.29999995231628,0.0
22980,1,tail,2.29999995231628,0.0
22982,1,tail,2.29999995231628,0.0
22984,2,tail,2.29999995231628,0.0
22990,2,tail,2.29999995231628,0.0
22991,1,tail,2.29999995231628,0.0
22992,1,tail,2.29999995231628,0.0
22996,1,tail,2.29999995231628,0.0
22998,1,body,2.2000733216603603,0.3821458023131523
23000,1,tail,2.29999995231628,0.0
23006,1,body,2.16010268529256,0.38222767464901297
23008,1,tail,2.29999995231628,0.0
23010,1,tail,2.29999995231628,0.0
23011,1,body,2.22005860010783,0.38222767464901297
23017,1,tail,2.29999995231628,0.0
23021,1,tail,2.29999995231628,0.0
23031,1,tail,2.29999995231628,0.0
23034,1,tail,2.29999995231628,0.0
23035,1,tail,2.29999995231628,0.0
23038,1,tail,2.29999995231628,0.0
23041,1,tail,2.29999995231628,0.0
23042,2,tail,2.29999995231628,0.0
23047,1,body,2.22005860010783,0.3822194315418515
23048,1,tail,2.29999995231628,0.0
23053,1,body,0.6412163178126017,0.38216936966120846
23054,1,tail,2.29999995231628,0.0
23055,1,tail,2.29999995231628,0.0
23056,1,tail,2.29999995231628,0.0
23061,1,tail,2.29999995231628,0.0
23064,1,tail,2.29999995231628,0.0
23065,1,tail,2.29999995231628,0.0
23066,1,tail,2.29999995231628,0.0
23067,1,body,2.2000733216603603,0.38219469101576375
23068,1,tail,2.29999995231628,0.0
23069,1,tail,2.29999995231628,0.0
23071,1,tail,2.29999995231628,0.0
23073,1,tail,2.29999995231628,0.0
23076,1,tail,2.29999995231628,0.0
23081,1,tail,2.29999995231628,0.0
23082,1,tail,2.29999995231628,0.0
23083,1,tail,2.29999995231628,0.0
23085,1,tail,2.29999995231628,0.0
23086,1,body,2.22005860010783,0.38217701213887195
23087,2,body,0.4813335835933687,0.3822775980225749
23094,1,head,0.14167520900567368,0.11362270068668237
23095,1,tail,2.29999995231628,0.0
23099,1,tail,2.29999995231628,0.0
23100,2,tail,2.29999995231628,0.0
23105,1,tail,2.29999995231628,0.0
23112,1,tail,2.29999995231628,0.0
23114,1,tail,2.29999995231628,0.0
23115,1,tail,2.29999995231628,0.0
23118,1,body,0.40139219164848333,0.3821842769470878
23119,1,body,0.36142149567604065,0.38223485955172976
23125,1,tail,2.29999995231628,0.0
23131,1,tail,2.29999995231628,0.0
23135,1,tail,2.29999995231628,0.0
23143,1,tail,2.29999995231628,0.0
23146,1,head,0.11216918627421034,0.32273207809978033
23147,1,tail,2.29999995231628,0.0
23150,1,body,0.40139219164848333,0.3821446018788723
23151,1,tail,2.29999995231628,0.0
23153,1,tail,2.29999995231628,0.0
23158,1,tail,2.29999995231628,0.0
23161,1,tail,2.29999995231628,0.0
23163,1,tail,2.29999995231628,0.0
23164,1,tail,2.29999995231628,0.0
23165,1,tail,2.29999995231628,0.0
23170,1,tail,2.29999995231628,0.0
23173,1,tail,2.29999995231628,0.0
23175,1,tail,2.29999995231628,0.0
23177,1,tail,2.29999995231628,0.0
23178,1,tail,2.29999995231628,0.0
23183,1,tail,2.29999995231628,0.0
23184,1,tail,2.29999995231628,0.0
23189,1,tail,2.29999995231628,0.0
23190,1,tail,2.29999995231628,0.0
23192,1,body,2.16010268529256,0.3822867176395442
23202,1,tail,2.29999995231628,0.0
