nose_axial_x_mm,old_L1800_convex_envelope_mm,L2300_Bezier_head_mm,new_minus_old_um
0.0,0.06419838401835641,0.0,-64.1983840183564
0.000130747385,0.06457417400945785,0.01713050767948157,-47.44366632997628
0.00026149477,0.06494996400055929,0.022567770614422628,-42.38219338613666
0.000392242155,0.06532575399166073,0.026462759864646412,-38.86299412701431
0.00052298954,0.06570154398276218,0.029608063540033532,-36.09348044272864
0.000653736925,0.06607733397386362,0.032294409497794024,-33.782924476069596
0.00078448431,0.06645312396496506,0.03466534373212463,-31.787780232840422
0.0009152316949999999,0.0668289139560665,0.03680363367873169,-30.0252802773348
0.00104597908,0.06720470394716793,0.03876189655309154,-28.44280739407639
0.001176726465,0.06758049393826937,0.040575913981547994,-27.004579956721376
0.00130747385,0.06795628392937081,0.04227126372517305,-25.68502020419776
0.0014382212349999999,0.06833207392047226,0.04386694241262071,-24.465131507851552
0.00156896862,0.0687078639115737,0.04537748625330266,-23.33037765827104
0.001699716005,0.06908365390267514,0.04681430534287543,-22.26934855979971
0.0018304633899999998,0.06945944389377658,0.04818653408451604,-21.272909809260533
0.001961210775,0.06983523388487801,0.049501617468729504,-20.33361641614851
0.00209195816,0.07021102387597945,0.05076570455774346,-19.445319318235995
0.0022227055449999997,0.07058681386708089,0.051983956877269706,-18.602856989811187
0.00235345293,0.07096260385818234,0.05316073332035484,-17.8018705378275
0.002484200315,0.07133839384928378,0.0542997723744252,-17.03862147485858
0.0026149477,0.07171418384038522,0.055404290752430155,-16.309893087955064
0.002745695085,0.07208997383148666,0.056477094420094326,-15.612879411392333
0.0028764424699999997,0.0724657638225881,0.057520629519476736,-14.945134303111361
0.003007189855,0.07284155381368954,0.05853706131074554,-14.304492502943994
0.00313793724,0.07321734380479097,0.05952830452124015,-13.689039283550821
0.0032686846249999997,0.07359313379589241,0.0604960653724166,-13.097068423475813
0.00339943201,0.07396892378699386,0.06144187135771462,-12.527052429279248
0.0035301793949999998,0.0743447137780953,0.062367096426252454,-11.977617351842849
0.0036609267799999996,0.07472050376919674,0.06327298237163452,-11.447521397562221
0.003791674165,0.07509629376029818,0.0641606536564995,-10.935640103798674
0.00392242155,0.07547208375139962,0.06503113291739278,-10.44095083400684
0.0040531689349999995,0.07584787374250106,0.06588535178579355,-9.962521956707507
0.00418391632,0.07622366373360251,0.06672416720828495,-9.499496525317564
0.004314663705,0.07659945372470395,0.06754836192281741,-9.05109180188654
0.0044454110899999994,0.07697524371580539,0.0683586599752436,-8.61658374056179
0.004576158475,0.07735103370690682,0.06915572379504457,-8.19530991186225
0.00470690586,0.07772682369800826,0.06994017358358923,-7.786650114419036
0.004837653244999999,0.0781026136891097,0.07071257672779489,-7.3900369613148085
0.00496840063,0.07847840368021114,0.07147346806633069,-7.00493561388045
0.005099148015,0.07885419367131259,0.07222333696741623,-6.630856703896362
0.0052298954,0.07922998366241403,0.07296264801037089,-6.2673356520431405
0.0053606427849999996,0.07960577365351547,0.07369182990062877,-5.913943752886702
0.00549139017,0.07998156364461691,0.07441128333535704,-5.570280309259864
0.005622137555,0.08035735363571835,0.07512138945072426,-5.235964184994085
0.0057528849399999995,0.08073314362681978,0.07582250109896285,-4.910642527856932
0.005883632325,0.08110893361792124,0.07651495141871864,-4.593982199202595
0.00601437971,0.08148472360902267,0.07719905416041285,-4.285669448609822
0.006145127094999999,0.08186051360012411,0.07787510499164485,-3.985408608479263
0.00627587448,0.08223630359122555,0.07854338354565571,-3.692920045569842
0.006406621865,0.08261209358232699,0.07920415335821346,-3.4079402241135313
0.006537369249999999,0.08298788357342843,0.07985766386222677,-3.1302197112016565
0.006668116635,0.08336367356452987,0.08050415310367594,-2.8595204608539286
0.00679886402,0.0837394635556313,0.0811438440254183,-2.595619530213006
0.006929611404999999,0.08411525354673274,0.08177694885951735,-2.338304687215395
0.0070603587899999995,0.0844910435378342,0.08240367076995422,-2.087372767879972
0.007191106175,0.08486683352893563,0.08302420388019123,-1.8426296487444038
0.007321853559999999,0.08524262352003707,0.08363872996253555,-1.603893557501526
0.0074526009449999995,0.08561841351113851,0.08424742304273737,-1.3709904684011398
0.00758334833,0.08599420350223995,0.08485045104111331,-1.1437524611266348
0.007714095715,0.0863699934933414,0.0854479726418789,-0.9220208514625072
0.0078448431,0.08674578348444284,0.0860401400416717,-0.705643442771145
0.007975590485,0.08712157347554428,0.08662709748170003,-0.4944759938442511
0.008106337869999999,0.08749736346664572,0.08720898448180206,-0.28837898484365687
0.008237085255,0.08787315345774716,0.08778593567938692,-0.08721777836023792
0.00836783264,0.0882489434488486,0.0883580750876126,0.10913163876401233
0.008498580024999999,0.08862473343995003,0.08892552764304316,0.30079420309313265
0.00862932741,0.08900052343105147,0.08948841030503935,0.487886873987875
0.008760074795,0.08937631342215291,0.09004683615323539,0.6705227310824791
0.008890822179999999,0.08975210341325435,0.09060091039695695,0.8488069837025991
0.009021569565,0.0901278934043558,0.09115074124156748,1.0228478372116823
0.00915231695,0.09050368339545724,0.0916964255023753,1.1927421069180681
0.009283064334999999,0.09087947338655868,0.09223806063745689,1.3585872508982133
0.00941381172,0.09125526337766011,0.09277573988112793,1.5204765034678158
0.009544559105,0.09163105336876155,0.09330955020595476,1.6784968371932052
0.009675306489999999,0.09200684335986299,0.09383958042509165,1.8327370652286568
0.009806053875,0.09238263335096444,0.09436591196156915,1.9832786106047107
0.00993680126,0.09275842334206588,0.0948886260669098,2.130202724843919
0.010067548644999999,0.09313421333316732,0.09540779900882863,2.2735856756613133
0.01019829603,0.09351000332426876,0.09592350507719828,2.413501752929523
0.010329043415,0.0938857933153702,0.09643581664357602,2.550023328205822
0.0104597908,0.09426158330647164,0.09694480421869109,2.683220912219453
0.010590538185,0.09463737329757307,0.09745053520063021,2.8131619030571375
0.010721285569999999,0.09501316328867451,0.09795307348624673,2.9399101975722126
0.010852032955,0.09538895327977596,0.09845248301763976,3.063529737863793
0.01098278034,0.0957647432708774,0.09894882525046318,3.1840819795857787
0.011113527724999999,0.09614053326197884,0.09944215890289507,3.3016256409162255
0.01124427511,0.0965163232530803,0.09993254130249125,3.41621804941096
0.011375022495,0.09689211324418173,0.10042002842445548,3.5279151802737467
0.011505769879999999,0.09726790323528317,0.10090467438394009,3.636771148656917
0.011636517265,0.09764369322638461,0.10138652942459257,3.7428361982079634
0.01176726465,0.09801948321748605,0.10186564734554737,3.8461641280613246
0.011898012034999999,0.09839527320858749,0.10234207501882484,3.946801810237349
0.01202875942,0.09877106319968892,0.10281586096557636,4.04479776588744
0.012159506805,0.09914685319079036,0.10328705211083397,4.140198920043608
0.012290254189999999,0.0995226431818918,0.10375569333988274,4.233050157990942
0.012421001575,0.09989843317299324,0.10422182857130746,4.323395398314222
0.01255174896,0.10027422316409468,0.1046855007812197,4.411277617125023
0.012682496344999999,0.10065001315519612,0.10514674997270806,4.496736817511948
0.01281324373,0.10102580314629757,0.10560561776623076,4.57981461993319
0.012943991115,0.10140159313739901,0.10606214363901925,4.660550501620245
0.013074738499999999,0.10177738312850045,0.10651636502366424,4.738981895163794
0.013205485885,0.1021531731196019,0.10696831903811119,4.815145918509289
0.01333623327,0.10252896311070334,0.10741804283231389,4.889079721610553
0.013466980654999999,0.10290475310180477,0.10786557124613612,4.960818144331344
0.01359772804,0.10328054309290621,0.10831093843759813,5.030395344691921
0.013728475425,0.10365633308400765,0.10875417789842806,5.0978448144204105
0.013859222809999999,0.10403212307510909,0.10919532246920867,5.163199394099579
0.013989970195,0.10440791306621053,0.1096344043541325,5.226491287921978
0.014120717579999999,0.10478370305731197,0.11007145496464982,5.287751907337851
0.014251464964999998,0.1051594930484134,0.11050650225057257,5.347009202159164
0.01438221235,0.10553528303951484,0.11093957915604304,5.404296116528193
0.014512959734999999,0.10591107303061628,0.11137071143869959,5.459638408083306
0.014643707119999998,0.10628686302171772,0.11179992997432966,5.513066952611945
0.014774454505,0.10666265301281917,0.11222726070668428,5.564607693865104
0.014905201889999999,0.10703844300392061,0.11265273030392596,5.6142873000053495
0.015035949275,0.10741423299502206,0.1130763659139404,5.6621329189183305
0.01516669666,0.1077900229861235,0.1134981929780372,5.708169991913703
0.015297444044999999,0.10816581297722494,0.11391823649142974,5.752423514204796
0.01542819143,0.10854160296832638,0.11433652101236703,5.7949180440406565
0.015558938815,0.10891739295942782,0.11475307067105271,5.8356777116248955
0.0156896862,0.10929318295052926,0.11516790846269119,5.874725512161935
0.015820433584999998,0.1096689729416307,0.1155810566767581,5.912083735127402
0.01595118097,0.11004476293273213,0.1159925394278388,5.947776495106666
0.016081928355,0.11042055292383357,0.1164023773749405,5.9818244511069265
0.016212675739999998,0.11079634291493501,0.11681059240093088,6.014249485995868
0.016343423125,0.11117213290603646,0.11721720527748292,6.045072371446455
0.01647417051,0.1115479228971379,0.11762223770290191,6.074314805764009
0.016604917894999998,0.11192371288823934,0.11802570724177228,6.101994353532938
0.01673566528,0.11229950287934078,0.11842763578667999,6.128132907339213
0.016866412665,0.11267529287044223,0.11882804231241953,6.152749441977301
0.016997160049999998,0.11305108286154365,0.11922694549589274,6.175862634349091
0.017127907435,0.1134268728526451,0.11962436372157871,6.197490868933605
0.01725865482,0.11380266284374654,0.12002031508688879,6.217652243142247
0.017389402204999998,0.11417845283484798,0.12041481740741054,6.236364572562561
0.01752014959,0.11455424282594942,0.12080788822204208,6.253645396092661
0.017650896975,0.11493003281705086,0.12119954479801977,6.269511980968908
0.017781644359999998,0.1153058228081523,0.12158980413584224,6.283981327689939
0.017912391745,0.11568161279925374,0.12197868174418043,6.297068944926695
0.01804313913,0.11605740279035519,0.12236619391325872,6.3087911229035285
0.018173886514999998,0.11643319278145661,0.12275235791324889,6.319165131792273
0.0183046339,0.11680898277255806,0.12313718665130224,6.328203878744179
0.018435381285,0.1171847727636595,0.12352069824748055,6.335925483821045
0.018566128669999998,0.11756056275476094,0.12390290472529104,6.342341970530102
0.018696876055,0.1179363527458624,0.12428382332589703,6.347470580034639
0.01882762344,0.11831214273696383,0.12466346695487127,6.351324217907433
0.018958370824999998,0.11868793272806527,0.1250418496134727,6.353916885407429
0.01908911821,0.11906372271916671,0.12541898606602764,6.355263346860928
0.019219865595,0.11943951271026815,0.12579488969021027,6.355376979942124
0.019350612979999997,0.11981530270136959,0.12616957367837547,6.354270977005888
0.019481360365,0.12019109269247102,0.12654305104056804,6.351958348097014
0.01961210775,0.12056688268357246,0.12691533460747606,6.348451923903598
0.019742855134999997,0.1209426726746739,0.12728643703332965,6.343764358655745
0.01987360252,0.12131846266577534,0.12765637079874684,6.337908132971498
0.020004349905,0.12169425265687679,0.12802514821352623,6.330895556649438
0.020135097289999997,0.12207004264797822,0.12839278141938965,6.322738771411429
0.020265844675,0.12244583263907967,0.12875928239267354,6.313449753593867
0.02039659206,0.12282162263018112,0.129124662946972,6.303040316790881
0.020527339444999997,0.12319741262128255,0.12948893327549327,6.291520654210722
0.02065808683,0.123573202612384,0.12985210539819264,6.2789027858086435
0.020788834215,0.12394899260348544,0.1302141913094215,6.26519870593606
0.0209195816,0.12432478259458687,0.1305751994853367,6.250416890749816
0.021050328985,0.12470057258568831,0.13093514315594187,6.234570570253561
0.02118107637,0.12507636257678975,0.131294030733282,6.217668156492246
0.021311823755,0.1254521525678912,0.13165187467625114,6.199722108359951
0.021442571139999998,0.12582794255899263,0.13200868248158915,6.180739922596517
0.021573318525,0.12620373255009407,0.13236446655994863,6.160734009854563
0.02170406591,0.12657952254119553,0.13271923594991586,6.1397134087203264
0.021834813294999998,0.12695531253229697,0.13307299930162977,6.117686769332803
0.02196556068,0.1273311025233984,0.13342576748159052,6.094664958192109
0.022096308065,0.12770689251449985,0.13377754968358682,6.0706571690869735
0.022227055449999998,0.1280826825056013,0.1341283549901628,6.0456724845615035
0.022357802835,0.12845847249670272,0.13447819221049045,6.01971971378773
0.02248855022,0.12883426248780416,0.1348270700595245,5.992807571720327
0.022619297604999998,0.1292100524789056,0.13517499785982523,5.9649453809196284
0.02275004499,0.12958584247000704,0.13552198425997822,5.9361417899711775
0.022880792375,0.12996163246110848,0.13586803780505777,5.906405343949289
0.023011539759999998,0.13033742245220992,0.1362131669380835,5.87574448587358
0.023142287145,0.13071321244331136,0.13655737935575882,5.844166912447463
0.02327303453,0.1310890024344128,0.13690068363149344,5.811681197080643
0.023403781914999998,0.13146479242551423,0.13724308800140703,5.778295575892795
0.0235345293,0.13184058241661567,0.13758460051850374,5.744018101888071
0.023665276685,0.1322163724077171,0.13792522914060465,5.708856732887541
0.023796024069999998,0.13259216239881855,0.13826498042817137,5.672818029352822
0.023926771455,0.13296795238991999,0.13860386269629052,5.635910306370534
0.02405751884,0.13334374238102142,0.1389418841799969,5.59814179897547
0.024188266224999998,0.13371953237212286,0.13927905067119645,5.559518299073584
0.02431901361,0.1340953223632243,0.13961537059315687,5.520048229932573
0.024449760995,0.13447111235432577,0.13995085095511972,5.479738600793954
0.024580508379999998,0.13484690234542718,0.1402854981992846,5.43859585385742
0.024711255765,0.13522269233652864,0.14061932015223855,5.396627815709904
0.02484200315,0.13559848232763008,0.1409523229582517,5.353840630621609
0.024972750534999998,0.13597427231873152,0.14128451361465352,5.310241295922003
0.02510349792,0.13635006230983296,0.141615899594692,5.265837284859049
0.025234245305,0.13672585230093443,0.1419464854749338,5.2206331739993725
0.025364992689999998,0.13710164229203584,0.14227627969903875,5.174637407002914
0.025495740075,0.1374774322831373,0.14260528848521825,5.127856202080949
0.02562648746,0.13785322227423874,0.14293351663782722,5.080294363588478
0.025757234844999997,0.13822901226534018,0.14326097159615261,5.031959330812436
0.02588798223,0.13860480225644162,0.14358765957492917,4.982857318487549
0.026018729615,0.13898059224754306,0.14391358653371444,4.932994286171388
0.026149476999999997,0.1393563822386445,0.14423875837014058,4.882376131496086
0.026280224385,0.13973217222974593,0.144563180770465,4.831008540719078
0.02641097177,0.14010796222084737,0.14488685937617635,4.778897155328976
0.026541719154999997,0.1404837522119488,0.14520980036518905,4.726048153240237
0.02667246654,0.14085954220305025,0.14553200939215427,4.672467189104024
0.026803213925,0.14123533219415169,0.1458534920535252,4.618159859373527
0.026933961309999997,0.14161112218525312,0.14617425388826305,4.563131703009926
0.027064708695,0.14198691217635456,0.1464943003785336,4.507388202179024
0.02719545608,0.142362702167456,0.14681363652793764,4.450934360481634
0.027326203464999997,0.14273849215855744,0.14713226780595617,4.393775647398734
0.02745695085,0.14311428214965888,0.14745019969372816,4.335917544069284
0.027587698235,0.14349007214076032,0.14776743745549706,4.277365314736742
0.027718445619999997,0.14386586213186175,0.14808398630201558,4.218124170153825
0.027849193004999998,0.1442416521229632,0.14839985139118747,4.158199268224277
0.02797994039,0.14461744211406466,0.14871503646089546,4.097594346830796
0.028110687774999997,0.14499323210516607,0.1490295476264111,4.036315521245032
0.028241435159999998,0.14536902209626754,0.14934339005352562,3.974367957258085
0.028372182545,0.14574481208736897,0.1496565676922901,3.91175560492113
0.028502929929999997,0.1461206020784704,0.14996908534338207,3.848483264911662
0.028633677314999998,0.14649639206957185,0.15028094883509988,3.7845567655280243
0.0287644247,0.1468721820606733,0.15059216099366415,3.719978932990864
0.028895172084999997,0.14724797205177473,0.15090272801256407,3.6547559607893465
0.029025919469999998,0.14762376204287617,0.15121265359128674,3.5888915484105777
0.029156666855,0.14799955203397763,0.1515219424597996,3.522390425821975
0.029287414239999997,0.14837534202507904,0.15183059903054258,3.455257005463536
0.029418161624999998,0.1487511320161805,0.15213862772233458,3.38749570615407
0.02954890901,0.14912692200728195,0.15244603252855538,3.3191105212734273
0.029679656395,0.1495027119983834,0.15275281867633125,3.2501066779478673
0.029810403779999998,0.14987850198948482,0.15305898864034106,3.18048665085624
0.029941151165,0.15025429198058626,0.15336454846643724,3.110256485850976
0.03007189855,0.1506300819716877,0.1536695012734881,3.0394193018004056
0.030202645934999998,0.15100587196278914,0.15397385091952215,2.9679789567330084
0.03033339332,0.15138166195389058,0.15427760238428728,2.895940430396704
0.030464140705,0.15175745194499202,0.15458075932213242,2.8233073771403996
0.030594888089999998,0.15213324193609346,0.15488332459638193,2.7500826602884776
0.030725635475,0.1525090319271949,0.15518530332338196,2.6762713961870634
0.03085638286,0.15288482191829633,0.15548669926776434,2.6018773494680127
0.030987130244999998,0.15326061190939777,0.15578751616097616,2.5269042515783937
0.03111787763,0.1536364019004992,0.1560877573544109,2.4513554539117024
0.031248625015,0.15401219189160065,0.1563874264427874,2.3752345511867388
0.0313793724,0.1543879818827021,0.15668652760234394,2.2985457196418313
0.031510119785,0.15476377187380352,0.15698506443357424,2.2212925597707156
0.031640867169999996,0.15513956186490496,0.1572830405054945,2.14347864058953
0.031771614555,0.15551535185600643,0.1575804593559689,2.065107499962471
0.03190236194,0.15589114184710787,0.1578773244920308,1.9861826449229236
0.032033109324999996,0.15626693183820928,0.1581736393902004,1.906707551991127
0.03216385671,0.15664272182931074,0.15846940749679878,1.8266856674880316
0.032294604095,0.15701851182041218,0.1587646322282579,1.7461204078457193
0.032425351479999996,0.15739430181151362,0.15905931697142725,1.6650151599136298
0.032556098865,0.1577700918026151,0.15935346508387704,1.5833732812619572
0.03268684625,0.15814588179371653,0.15964707989419744,1.5011981004809105
0.032817593634999996,0.15852167178481794,0.1599401647022946,1.4184929174766714
0.03294834102,0.1588974617759194,0.16023272277968328,1.3352610037638823
0.033079088405,0.15927325176702084,0.1605247569310596,1.2515051640387687
0.033209835789999996,0.15964904175812228,0.1608162703219905,1.1672285638682223
0.033340583175,0.16002483174922372,0.16110726652798502,1.0824347787612987
0.03347133056,0.16040062174032516,0.1613977487111969,0.9971269708717312
0.033602077944999996,0.1607764117314266,0.16168772000678422,0.9113082753576252
0.03373282533,0.16115220172252803,0.16197718277023726,0.8249810477092279
0.033863572715,0.16152799171362947,0.16226614015729626,0.7381484436667918
0.033994320099999996,0.1619037817047309,0.1625545958082205,0.6508141034895776
