time_s,displacement_mm,v_s_mm_s,max_backtrack_mm,stable_dt_s
  2.1020168096E-02,  2.4232817854E-01,  2.9218734594E+00,  0.0000000000E+00,  1.8389780954E-07
  2.1030244413E-02,  2.4235602204E-01,  2.6013011523E+00,  0.0000000000E+00,  1.8343023587E-07
  2.1040315036E-02,  2.4238110853E-01,  2.3070270549E+00,  0.0000000000E+00,  1.8365684171E-07
  2.1050362016E-02,  2.4240262157E-01,  2.1289188937E+00,  0.0000000000E+00,  1.8201952361E-07
  2.1060539738E-02,  2.4242317037E-01,  1.8600470836E+00,  0.0000000000E+00,  1.8146774807E-07
  2.1070712806E-02,  2.4244073839E-01,  1.6181856080E+00,  0.0000000000E+00,  1.8209101988E-07
  2.1080749296E-02,  2.4245500696E-01,  1.2602621692E+00,  0.0000000000E+00,  1.8275087597E-07
  2.1090800063E-02,  2.4246678272E-01,  1.1348222143E+00,  0.0000000000E+00,  1.8241493666E-07
  2.1100845296E-02,  2.4247888237E-01,  1.1535991166E+00,  0.0000000000E+00,  1.8289356029E-07
  2.1110916912E-02,  2.4248991528E-01,  1.0542511845E+00,  0.0000000000E+00,  1.8369460483E-07
  2.1121002500E-02,  2.4250077788E-01,  1.0149284944E+00,  0.0000000000E+00,  1.8293131698E-07
  2.1131029260E-02,  2.4251032095E-01,  8.1293251806E-01,  0.0000000000E+00,  1.8196859095E-07
  2.1141075114E-02,  2.4251786552E-01,  7.4955237172E-01,  0.0000000000E+00,  1.8100693868E-07
  2.1151134439E-02,  2.4252361055E-01,  3.3656061155E-01,  0.0000000000E+00,  1.8279863071E-07
  2.1161205604E-02,  2.4252653835E-01,  2.3901039349E-01,  0.0000000000E+00,  1.8278040765E-07
  2.1171240528E-02,  2.4252793812E-01,  8.5697652242E-02,  0.0000000000E+00,  1.8375090666E-07
  2.1181300985E-02,  2.4252766019E-01, -1.1248669046E-01,  4.7231235265E-07,  1.8250378121E-07
  2.1191378307E-02,  2.4252667031E-01, -5.5094807625E-02,  1.4621891264E-06,  1.8344981772E-07
  2.1201469911E-02,  2.4252648386E-01,  4.6684607657E-02,  1.6486385346E-06,  1.8331474886E-07
  2.1211523233E-02,  2.4252698922E-01,  7.2523467052E-02,  1.1432771186E-06,  1.8198455855E-07
  2.1221662949E-02,  2.4252847579E-01,  2.2135501461E-01,  0.0000000000E+00,  1.8098293382E-07
  2.1231840402E-02,  2.4253110424E-01,  2.7071605423E-01,  0.0000000000E+00,  1.8222318912E-07
  2.1242000965E-02,  2.4253378928E-01,  4.1651554069E-01,  0.0000000000E+00,  1.8269715192E-07
  2.1252055190E-02,  2.4253731412E-01,  3.3767205331E-01,  0.0000000000E+00,  1.8199924247E-07
  2.1262131156E-02,  2.4254161362E-01,  4.4224046381E-01,  0.0000000000E+00,  1.7882334871E-07
  2.1272131944E-02,  2.4254613253E-01,  4.4299375205E-01,  0.0000000000E+00,  1.7556005018E-07
  2.1282155330E-02,  2.4255071261E-01,  5.4589542657E-01,  0.0000000000E+00,  1.7073921986E-07
  2.1292198780E-02,  2.4255634888E-01,  5.5697873623E-01,  0.0000000000E+00,  1.7056240649E-07
  2.1302350318E-02,  2.4256094610E-01,  3.8404990048E-01,  0.0000000000E+00,  1.7506560172E-07
