time_s,displacement_mm,v_s_mm_s,max_backtrack_mm,stable_dt_s
  1.8696766625E-07,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  1.8696766625E-07
  1.0281671116E-05,  7.5478167453E-12,  2.9897973636E-06,  0.0000000000E+00,  1.8693841073E-07
  2.0376345294E-05,  1.2025841290E-10,  2.3771334710E-05,  0.0000000000E+00,  1.8693841061E-07
  3.0471019456E-05,  6.0582117947E-10,  7.9725058865E-05,  0.0000000000E+00,  1.8693841012E-07
  4.0565693571E-05,  1.9051296132E-09,  1.8778411363E-04,  0.0000000000E+00,  1.8693840882E-07
  5.0660367581E-05,  4.6277168761E-09,  3.6441562934E-04,  0.0000000000E+00,  1.8693840616E-07
  6.0755041393E-05,  9.5471493673E-09,  6.2564468072E-04,  0.0000000000E+00,  1.8693840146E-07
  7.0849714880E-05,  1.7596467388E-08,  9.8709995658E-04,  0.0000000000E+00,  1.8693839407E-07
  8.0944387870E-05,  2.9864335066E-08,  1.4638965237E-03,  0.0000000000E+00,  1.8693838310E-07
  9.1039060152E-05,  4.7589647873E-08,  2.0708440561E-03,  0.0000000000E+00,  1.8693836762E-07
  1.0113373147E-04,  7.2157773241E-08,  2.8220551532E-03,  0.0000000000E+00,  1.8693834694E-07
  1.1122840152E-04,  1.0509617551E-07,  3.7314032223E-03,  0.0000000000E+00,  1.8693832084E-07
  1.2132306996E-04,  1.4807008291E-07,  4.8124161808E-03,  0.0000000000E+00,  1.8693828773E-07
  1.3141773640E-04,  2.0287734831E-07,  6.0780367425E-03,  0.0000000000E+00,  1.8693824665E-07
  1.4151240043E-04,  2.7144511750E-07,  7.5408212818E-03,  0.0000000000E+00,  1.8693819825E-07
  1.5160706159E-04,  3.5582528328E-07,  9.2127719730E-03,  0.0000000000E+00,  1.8693814122E-07
  1.6170171937E-04,  4.5819031904E-07,  1.1105974767E-02,  0.0000000000E+00,  1.8693807153E-07
  1.7179637294E-04,  5.8082869686E-07,  1.3231379015E-02,  0.0000000000E+00,  1.8693798604E-07
  1.8189102150E-04,  7.2614062330E-07,  1.5599961215E-02,  0.0000000000E+00,  1.8693788599E-07
  1.9198566425E-04,  8.9663434987E-07,  1.8222253209E-02,  0.0000000000E+00,  1.8693777056E-07
  2.0208030030E-04,  1.0949218802E-06,  2.1108283730E-02,  0.0000000000E+00,  1.8693763822E-07
  2.1217492871E-04,  1.3237148400E-06,  2.4267871486E-02,  0.0000000000E+00,  1.8693748766E-07
  2.2226954845E-04,  1.5858201900E-06,  2.7709723904E-02,  0.0000000000E+00,  1.8693731761E-07
  2.3236415845E-04,  1.8841361832E-06,  3.1443424822E-02,  0.0000000000E+00,  1.8693712635E-07
  2.4245875752E-04,  2.2216480057E-06,  3.5477158738E-02,  0.0000000000E+00,  1.8693691307E-07
  2.5255334440E-04,  2.6014249934E-06,  3.9818801820E-02,  0.0000000000E+00,  1.8693667576E-07
  2.6264791776E-04,  3.0266162090E-06,  4.4476001561E-02,  0.0000000000E+00,  1.8693641230E-07
  2.7274247617E-04,  3.5004456633E-06,  4.9456352127E-02,  0.0000000000E+00,  1.8693612171E-07
  2.8283701809E-04,  4.0262080946E-06,  5.4766686179E-02,  0.0000000000E+00,  1.8693580237E-07
  2.9293154185E-04,  4.6072665883E-06,  6.0413509601E-02,  0.0000000000E+00,  1.8693545136E-07
  3.0302604572E-04,  5.2470487329E-06,  6.6402799535E-02,  0.0000000000E+00,  1.8693506485E-07
  3.1312052773E-04,  5.9490442730E-06,  7.2741496777E-02,  0.0000000000E+00,  1.8693463935E-07
  3.2321498519E-04,  6.7168014493E-06,  7.9433139285E-02,  0.0000000000E+00,  1.8693416133E-07
  3.3330941529E-04,  7.5539107017E-06,  8.6484291369E-02,  0.0000000000E+00,  1.8693361874E-07
  3.4340381344E-04,  8.4640241032E-06,  9.3898520443E-02,  0.0000000000E+00,  1.8693297993E-07
  3.5349788724E-04,  9.4507914764E-06,  1.0167815280E-01,  0.0000000000E+00,  1.8690827519E-07
  3.6359103705E-04,  1.0517936628E-05,  1.0984036003E-01,  0.0000000000E+00,  1.8693151991E-07
  3.7368415102E-04,  1.1669278135E-05,  1.1836694854E-01,  0.0000000000E+00,  1.8690695508E-07
  3.8377724746E-04,  1.2908590439E-05,  1.2727303545E-01,  0.0000000000E+00,  1.8690616897E-07
  3.9387015683E-04,  1.4239681111E-05,  1.3656154833E-01,  0.0000000000E+00,  1.8690528843E-07
  4.0396288132E-04,  1.5666424931E-05,  1.4622707449E-01,  0.0000000000E+00,  1.8676947274E-07
  4.1404843628E-04,  1.7191557543E-05,  1.5627863568E-01,  0.0000000000E+00,  1.8676960087E-07
  4.2413399953E-04,  1.8819914005E-05,  1.6666900534E-01,  0.0000000000E+00,  1.8676978088E-07
  4.3421957270E-04,  2.0554579412E-05,  1.7739624682E-01,  0.0000000000E+00,  1.8677000428E-07
  4.4430516134E-04,  2.2399882641E-05,  1.8860976835E-01,  0.0000000000E+00,  1.8677032271E-07
  4.5439051463E-04,  2.4360364975E-05,  2.0024332312E-01,  0.0000000000E+00,  1.8668567190E-07
  4.6447143102E-04,  2.6439377177E-05,  2.1225804567E-01,  0.0000000000E+00,  1.8666500708E-07
  4.7454899844E-04,  2.8640385991E-05,  2.2462123683E-01,  0.0000000000E+00,  1.8660226577E-07
  4.8462553559E-04,  3.0967762845E-05,  2.3738500888E-01,  0.0000000000E+00,  1.8660280047E-07
  4.9470210250E-04,  3.3425803609E-05,  2.5055293881E-01,  0.0000000000E+00,  1.8660335194E-07
  5.0477869794E-04,  3.6018496380E-05,  2.6410433780E-01,  0.0000000000E+00,  1.8660388052E-07
  5.1485108713E-04,  3.8748530666E-05,  2.7803472844E-01,  0.0000000000E+00,  1.8643511315E-07
  5.2492962374E-04,  4.1622503586E-05,  2.9236238043E-01,  0.0000000000E+00,  1.8674208133E-07
  5.3501372644E-04,  4.4644636724E-05,  3.0708549442E-01,  0.0000000000E+00,  1.8674317501E-07
  5.4509413789E-04,  4.7816046312E-05,  3.2218862552E-01,  0.0000000000E+00,  1.8657479417E-07
  5.5516921645E-04,  5.1139762875E-05,  3.3766727174E-01,  0.0000000000E+00,  1.8657622194E-07
  5.6524437009E-04,  5.4621381660E-05,  3.5352509617E-01,  0.0000000000E+00,  1.8657758761E-07
  5.7531502441E-04,  5.8263050154E-05,  3.6975161258E-01,  0.0000000000E+00,  1.8640973452E-07
  5.8538119538E-04,  6.2068225637E-05,  3.8634360549E-01,  0.0000000000E+00,  1.8641135660E-07
  5.9544592519E-04,  6.6050198525E-05,  4.0387909242E-01,  0.0000000000E+00,  1.8624354615E-07
  6.0550589002E-04,  7.0202002469E-05,  4.2141905001E-01,  0.0000000000E+00,  1.8655222290E-07
  6.1557891951E-04,  7.4535771448E-05,  4.3907211829E-01,  0.0000000000E+00,  1.8638451655E-07
  6.2564375652E-04,  7.9045830365E-05,  4.5711834813E-01,  0.0000000000E+00,  1.8638706177E-07
  6.3570668468E-04,  8.3738684744E-05,  4.7563793837E-01,  0.0000000000E+00,  1.8621981490E-07
  6.4576262723E-04,  8.8615040035E-05,  4.9434486804E-01,  0.0000000000E+00,  1.8622240023E-07
  6.5581410745E-04,  9.3679334858E-05,  5.1338884022E-01,  0.0000000000E+00,  1.8605482617E-07
  6.6586636939E-04,  9.8937428722E-05,  5.3278233243E-01,  0.0000000000E+00,  1.8636513985E-07
  6.7592182846E-04,  1.0439471932E-04,  5.5259082354E-01,  0.0000000000E+00,  1.8619805272E-07
  6.8597303357E-04,  1.1005060687E-04,  5.7277906723E-01,  0.0000000000E+00,  1.8635047218E-07
  6.9603573464E-04,  1.1591706798E-04,  5.9325340083E-01,  0.0000000000E+00,  1.8618441695E-07
  7.0608575039E-04,  1.2198359919E-04,  6.1406935489E-01,  0.0000000000E+00,  1.8635012713E-07
  7.1615323511E-04,  1.2827154536E-04,  6.3515800573E-01,  0.0000000000E+00,  1.8649288655E-07
  7.2621839252E-04,  1.3477222729E-04,  6.5603448641E-01,  0.0000000000E+00,  1.8632546014E-07
  7.3627768092E-04,  1.4145817792E-04,  6.7534809824E-01,  0.0000000000E+00,  1.8615798343E-07
  7.4632931377E-04,  1.4835650068E-04,  6.9705660410E-01,  0.0000000000E+00,  1.8599165364E-07
  7.5638647377E-04,  1.5547787741E-04,  7.1913690187E-01,  0.0000000000E+00,  1.8642781350E-07
  7.6644428226E-04,  1.6282338842E-04,  7.4165625231E-01,  0.0000000000E+00,  1.8625631878E-07
  7.7649345877E-04,  1.7039073836E-04,  7.6441019032E-01,  0.0000000000E+00,  1.8608696982E-07
  7.8654132017E-04,  1.7818702885E-04,  7.8757168029E-01,  0.0000000000E+00,  1.8638536746E-07
  7.9659764407E-04,  1.8622603648E-04,  8.1098376920E-01,  0.0000000000E+00,  1.8622162428E-07
  8.0664397936E-04,  1.9447885870E-04,  8.3282080742E-01,  0.0000000000E+00,  1.8588678809E-07
  8.1669720468E-04,  2.0297575683E-04,  8.5792684733E-01,  0.0000000000E+00,  1.8632665005E-07
  8.2675643709E-04,  2.1173518082E-04,  8.8346645025E-01,  0.0000000000E+00,  1.8618570447E-07
  8.3681298963E-04,  2.2074712869E-04,  9.0835333593E-01,  0.0000000000E+00,  1.8617486138E-07
  8.4686316328E-04,  2.2999623469E-04,  9.3246654687E-01,  0.0000000000E+00,  1.8632327607E-07
  8.5691589356E-04,  2.3949257057E-04,  9.5682143436E-01,  0.0000000000E+00,  1.8598744490E-07
  8.6695896299E-04,  2.4922658998E-04,  9.8177720560E-01,  0.0000000000E+00,  1.8602322483E-07
  8.7700710372E-04,  2.5921487729E-04,  1.0061714099E+00,  0.0000000000E+00,  1.8616208944E-07
  8.8705023498E-04,  2.6944690108E-04,  1.0315256685E+00,  0.0000000000E+00,  1.8581968657E-07
  8.9709186869E-04,  2.7993197178E-04,  1.0567774420E+00,  0.0000000000E+00,  1.8596856262E-07
  9.0714308996E-04,  2.9068449466E-04,  1.0826437338E+00,  0.0000000000E+00,  1.8617727055E-07
  9.1719673442E-04,  3.0161843742E-04,  1.0758257683E+00,  0.0000000000E+00,  1.8617990170E-07
  9.2725050753E-04,  3.1256908247E-04,  1.1023564469E+00,  0.0000000000E+00,  1.8618238959E-07
  9.3730383562E-04,  3.2384543496E-04,  1.1254971406E+00,  0.0000000000E+00,  1.8611880706E-07
  9.4735601574E-04,  3.3519537840E-04,  1.1417095734E+00,  0.0000000000E+00,  1.8618718609E-07
  9.5740173614E-04,  3.4678511345E-04,  1.1650913999E+00,  0.0000000000E+00,  1.8587637729E-07
  9.6743912511E-04,  3.5864136368E-04,  1.1936208210E+00,  0.0000000000E+00,  1.8587868372E-07
  9.7748341413E-04,  3.7071885615E-04,  1.2158739676E+00,  0.0000000000E+00,  1.8613300069E-07
  9.8753694678E-04,  3.8309000818E-04,  1.2443245176E+00,  0.0000000000E+00,  1.8618211466E-07
  9.9758828901E-04,  3.9579232806E-04,  1.2795984670E+00,  0.0000000000E+00,  1.8609758437E-07
  1.0076316300E-03,  4.0876003245E-04,  1.3042002915E+00,  0.0000000000E+00,  1.8590229701E-07
  1.0176684495E-03,  4.2197743831E-04,  1.3307142849E+00,  0.0000000000E+00,  1.8608770139E-07
  1.0277180381E-03,  4.3549098265E-04,  1.3594655366E+00,  0.0000000000E+00,  1.8597069113E-07
  1.0377693344E-03,  4.4930745100E-04,  1.3888849829E+00,  0.0000000000E+00,  1.8622771948E-07
  1.0478166042E-03,  4.6339067840E-04,  1.4101030759E+00,  0.0000000000E+00,  1.8595924690E-07
  1.0578571455E-03,  4.7770661516E-04,  1.4445960790E+00,  0.0000000000E+00,  1.8590924268E-07
  1.0678901460E-03,  4.9235796409E-04,  1.4713421639E+00,  0.0000000000E+00,  1.8589904611E-07
  1.0779330507E-03,  5.0726496690E-04,  1.5022319220E+00,  0.0000000000E+00,  1.8622929621E-07
  1.0879811469E-03,  5.2248796798E-04,  1.5270156366E+00,  0.0000000000E+00,  1.8591345136E-07
  1.0980192554E-03,  5.3801523267E-04,  1.5653271817E+00,  0.0000000000E+00,  1.8600387331E-07
  1.1080725720E-03,  5.5389361951E-04,  1.5875254710E+00,  0.0000000000E+00,  1.8606453488E-07
  1.1181253471E-03,  5.7002099906E-04,  1.6227644678E+00,  0.0000000000E+00,  1.8616269050E-07
  1.1281783086E-03,  5.8646298846E-04,  1.6476144452E+00,  0.0000000000E+00,  1.8618468873E-07
  1.1382296290E-03,  6.0316607547E-04,  1.6724242966E+00,  0.0000000000E+00,  1.8613923878E-07
  1.1482808861E-03,  6.2005461344E-04,  1.6877003808E+00,  0.0000000000E+00,  1.8619405877E-07
  1.1583301073E-03,  6.3714876690E-04,  1.7144715565E+00,  0.0000000000E+00,  1.8616859616E-07
  1.1683798227E-03,  6.5457970882E-04,  1.7543942558E+00,  0.0000000000E+00,  1.8608753587E-07
  1.1784276181E-03,  6.7239832791E-04,  1.7859022930E+00,  0.0000000000E+00,  1.8590994839E-07
  1.1884706583E-03,  6.9053270002E-04,  1.8349385604E+00,  0.0000000000E+00,  1.8614452994E-07
  1.1984869598E-03,  7.0907676804E-04,  1.8620829987E+00,  0.0000000000E+00,  1.8429190603E-07
  1.2084934754E-03,  7.2779202328E-04,  1.8862868746E+00,  0.0000000000E+00,  1.8609792971E-07
  1.2185420739E-03,  7.4694893968E-04,  1.9316235243E+00,  0.0000000000E+00,  1.8617962445E-07
  1.2285900639E-03,  7.6649862745E-04,  1.9651991766E+00,  0.0000000000E+00,  1.8604932875E-07
  1.2386339049E-03,  7.8642677489E-04,  1.9974064091E+00,  0.0000000000E+00,  1.8590867323E-07
  1.2486772308E-03,  8.0660468581E-04,  2.0232516436E+00,  0.0000000000E+00,  1.8593603470E-07
  1.2587204168E-03,  8.2708192650E-04,  2.0526968771E+00,  0.0000000000E+00,  1.8623712798E-07
  1.2687727958E-03,  8.4777751124E-04,  2.0756863454E+00,  0.0000000000E+00,  1.8612984709E-07
  1.2788269529E-03,  8.6871785009E-04,  2.0913225412E+00,  0.0000000000E+00,  1.8612551033E-07
  1.2888786960E-03,  8.8971061924E-04,  2.0849535496E+00,  0.0000000000E+00,  1.8617856428E-07
  1.2989293760E-03,  9.1058636400E-04,  2.0718734374E+00,  0.0000000000E+00,  1.8623939571E-07
  1.3089812565E-03,  9.3150018937E-04,  2.0965321727E+00,  0.0000000000E+00,  1.8611799676E-07
  1.3190310108E-03,  9.5266488008E-04,  2.1122926541E+00,  0.0000000000E+00,  1.8621555239E-07
  1.3290776307E-03,  9.7400684855E-04,  2.1375149273E+00,  0.0000000000E+00,  1.8603273093E-07
  1.3391227045E-03,  9.9557489233E-04,  2.1569053404E+00,  0.0000000000E+00,  1.8600242750E-07
  1.3491584530E-03,  1.0174121249E-03,  2.1930345663E+00,  0.0000000000E+00,  1.8578815246E-07
  1.3592021930E-03,  1.0396033647E-03,  2.2272958775E+00,  0.0000000000E+00,  1.8613965661E-07
  1.3692561423E-03,  1.0621585527E-03,  2.2543548631E+00,  0.0000000000E+00,  1.8620463149E-07
  1.3793035951E-03,  1.0850218471E-03,  2.3053176799E+00,  0.0000000000E+00,  1.8599901727E-07
  1.3893472677E-03,  1.1084047978E-03,  2.3578817360E+00,  0.0000000000E+00,  1.8613184245E-07
  1.3993977307E-03,  1.1323714008E-03,  2.4061259390E+00,  0.0000000000E+00,  1.8598513149E-07
  1.4094436272E-03,  1.1567188420E-03,  2.4437418575E+00,  0.0000000000E+00,  1.8609385220E-07
  1.4194892875E-03,  1.1814693154E-03,  2.4786398974E+00,  0.0000000000E+00,  1.8605374518E-07
  1.4295360058E-03,  1.2064269302E-03,  2.4986814104E+00,  0.0000000000E+00,  1.8598168091E-07
  1.4395847316E-03,  1.2316473683E-03,  2.5183175112E+00,  0.0000000000E+00,  1.8607082128E-07
