time_s,alpha_command_deg,psi_unwrapped_deg,psi_wrapped_deg,B_T,Bc_T,qB1_T,qB2_T,Bx_aba_T,By_aba_T,Bz_aba_T
0.0077,6.6717138755608465,-76.94284757596326,-76.94284757596326,0.01,0.009932281272154512,0.00026247811830609974,-0.00113176586280875,0.00984667697728032,0.00047284396290913174,0.0016790982972530533
0.0078000000000000005,6.751359082060542,-76.85284757596327,-76.85284757596327,0.010000000000000002,0.009930656686347926,0.0002673956554034907,-0.0011447957640403014,0.00984655206619513,0.0004865012868834663,0.0016759262828564855
0.0079,6.830737756463856,-76.76284757596326,-76.76284757596326,0.009999999999999998,0.009929018444437217,0.0002723436705330802,-0.0011577658032374712,0.009846399672323978,0.0005001263611062511,0.0016728081527135304
0.008,6.909846765036643,-76.67284757596326,-76.67284757596326,0.010000000000000004,0.009927366807354577,0.00027732178768046715,-0.0011706754026254923,0.00984622000775776,0.0005137184814228478,0.0016697439566219169
0.0081,6.988682984690696,-76.58284757596326,-76.58284757596326,0.01,0.009925702038122656,0.00028232962806778355,-0.0011835239885709292,0.009846013287699004,0.000527276945478624,0.001666733740350084
0.0082,7.067243303107057,-76.49284757596327,-76.49284757596327,0.010000000000000002,0.009924024401811685,0.00028736681018432897,-0.0011963109916116208,0.009845779730420638,0.0005408010527633919,0.0016637775456376882
0.0083,7.145524618858869,-76.40284757596326,-76.40284757596326,0.01,0.00992233416549618,0.0002924329498173587,-0.0012090358464860987,0.009845519557224283,0.0005542901046555225,0.0016608754101964255
0.008400000000000001,7.223523841533828,-76.31284757596326,-76.31284757596326,0.01,0.009920631598211459,0.00029752766008298904,-0.0012216979921625,0.00984523299239822,0.0005677434044657114,0.00165802736771118
0.0085,7.301237891856177,-76.22284757596326,-76.22284757596326,0.01,0.009918916970909785,0.00030265055145724316,-0.0012342968718669412,0.009844920263174918,0.000581160257480398,0.0016552334478414932
0.0086,7.378663701808276,-76.13284757596327,-76.13284757596327,0.009999999999999997,0.009917190556416251,0.0003078012318072042,-0.0012468319331113919,0.009844581599688196,0.0005945399710048419,0.0016524936762233368
0.008700000000000001,7.455798214751726,-76.04284757596326,-76.04284757596326,0.010000000000000002,0.00991545262938442,0.0003129793064222948,-0.0012593026277210161,0.009844217234930045,0.0006078818544058439,0.001649808074471214
0.0088,7.532638385548026,-75.95284757596326,-75.95284757596326,0.010000000000000002,0.009913703466251637,0.00031818437804566704,-0.0012717084118609898,0.009843827404707017,0.0006211852191541069,0.0016471766601805636
0.0089,7.609181180678809,-75.86284757596326,-75.86284757596326,0.010000000000000002,0.009911943345194144,0.0003234160469056972,-0.0012840487460628084,0.009843412347596347,0.0006344493788662443,0.001644599446930481
0.009000000000000001,7.685423578365584,-75.77284757596325,-75.77284757596325,0.01,0.009910172546081892,0.0003286739107475859,-0.0012963230952500536,0.009842972304901651,0.0006476736493464167,0.0016420764442867438
0.0091,7.761362568689037,-75.68284757596327,-75.68284757596327,0.009999999999999998,0.009908391350433142,0.00033395756486505313,-0.0013085309287636548,0.009842507520608333,0.0006608573486276089,0.001639607657805143
0.0092,7.836995153707861,-75.59284757596326,-75.59284757596326,0.010000000000000004,0.009906600041368827,0.00033926660213213166,-0.001320671720386616,0.009842018241338651,0.0006739997970125337,0.0016371930890351244
