case,classification,duration_ms,dt_s,frequency_commanded_Hz,rocking_frequency_actual_Hz,rocking_fit_amplitude_deg,rocking_fit_mse_deg2,field_to_robot_phase_lag_deg,rocking_min_deg,rocking_max_deg,delta_s_mm,v_robot_s_final_mm_s,v_robot_s_max_mm_s,fraction_v_s_positive,longest_near_zero_v_s_ms,axial_reversals,max_radial_COM_displacement_mm,near_zero_threshold_mm_s,HEAD_contact_episode_count,TAIL_contact_episode_count,BODY_contact_episode_count,contact_episode_count,longest_contact_ms,both_end_bridge_ms,magnetic_forward_force_min_uN,magnetic_forward_force_max_uN,hydro_axial_force_min_uN,hydro_axial_force_max_uN,background_flow_mm_s,flow_status,slow_gif_frames,fast_mp4_frames,fast_mp4_status,persistent_bridge_flag,long_wall_sliding_flag,gross_penetration_flag,tumble_flag,contact_chatter_flag
S4_HEADFORWARD_F60_G0P10_FLOW,LOW_PRECISION_SCREENING,37.50000149011612,2e-07,60.0,60.01453807318804,13.275124698315917,2.61384895269437,-3.3580331441117086,-14.220717090120832,14.129191903860201,0.12639196692859364,5.9940949918861985,7.574139692940055,0.8973712140201919,5.73560013435781,1,0.2511953112810556,1.0,21,34,41,52,0.5490023177117109,0.0,1.6649090200000002e-07,1.3871421499866645,-0.09587111624541048,0.21217357460653752,10.0,DIAGNOSTIC_SCREENING_FLOW_ONLY,76,0,NOT_RENDERED_FFMPEG_UNAVAILABLE,False,False,False,False,False
