time_s,increment,min_gap_um,HEAD_gap_um,TAIL_gap_um,nearest_wall_sector_deg
0.0,0,261.50874541888106,473.8091955478018,261.50874541888106,251.4230257791777
1.9999899450340308e-05,200,261.5086596283766,473.809117234216,261.5086596283766,251.4230257791777
3.9999798900680616e-05,400,261.5073848958244,473.80795280468396,261.5073848958244,251.4230257791777
5.999970017001033e-05,600,261.5019191832787,473.8029562764074,261.5019191832787,251.4230257791777
7.999959780136123e-05,800,261.4873650549067,473.78964118560503,261.4873650549067,251.4230257791777
9.999950270866975e-05,1000,261.4570202037309,473.76185812382624,261.4570202037309,251.4230257791777
0.00011999940034002066,1200,261.4024677817854,473.71187277735396,261.4024677817854,251.4230257791777
0.00013999930524732918,1400,261.3136666926102,473.63044485115046,261.3136666926102,251.4230257791777
0.00015999919560272247,1600,261.1790419037038,473.50690826163833,261.1790419037038,251.4230257791777
0.00017999910051003098,1800,260.98557507692294,473.3292531608379,260.98557507692294,251.4230257791777
0.0001999990054173395,2000,260.7188954598179,473.0842101045537,260.7188954598179,251.4230257791777
0.0002199988957727328,2200,260.3633714919394,472.7573371851855,260.3633714919394,251.4230257791777
0.0002399988006800413,2400,259.9022033030692,472.3331105532007,259.9022033030692,251.4230257791777
0.0002599986910354346,2600,259.3175157458785,471.79501847911536,259.3175157458785,251.4230257791777
0.00027999861049465835,2800,258.59045308065805,471.1256605133909,258.59045308065805,251.4230257791777
0.00029999850085005164,3000,257.7012749585784,470.3068508570824,257.7012749585784,251.4230257791777
0.00031999839120544493,3200,256.6294536690936,469.31972786915634,256.6294536690936,251.4230257791777
0.0003399983106646687,3400,255.35377414809983,468.1448693889155,255.35377414809983,251.4230257791777
0.00035999820102006197,3600,253.85243476204582,466.7624138887976,253.85243476204582,251.4230257791777
0.00037999809137545526,3800,252.1031519967019,465.1521892745799,252.1031519967019,251.4230257791777
0.000399998010834679,4000,250.08326633046514,463.2938490232726,250.08326633046514,251.4230257791777
0.0004199979011900723,4200,247.7698532061085,461.1670141939575,247.7698532061085,251.4230257791777
0.0004399977915454656,4400,245.13983445164246,458.7514259789013,245.13983445164246,251.4230257791777
0.00045999771100468934,4600,242.170097431985,456.02710361697336,242.170097431985,251.4230257791777
0.0004799976013600826,4800,238.837614985114,452.974515200429,238.837614985114,251.4230257791777
0.0004999975208193064,5000,235.11957258459,449.5747503405571,235.11957258459,251.4230257791777
0.0005199973820708692,5200,230.9934980813986,445.8097065637175,230.9934980813986,251.4230257791777
0.000539997301530093,5400,226.43740171320206,441.6622848429156,226.43740171320206,251.4230257791777
0.0005599972209893167,5600,221.42991609537947,437.11658767206853,221.42991609537947,251.4230257791777
0.0005799970822408795,5800,215.95045276809387,432.1581347904466,215.95045276809387,251.4230257791777
0.0005999970017001033,6000,209.97935233486538,426.77408103504854,209.97935233486538,251.4230257791777
0.000619996921159327,6200,203.49805702335428,420.95343740456343,203.49805702335428,251.4230257791777
0.0006399967824108899,6400,196.4892846168978,414.68731346670586,196.4892846168978,251.4230257791777
0.0006599967018701136,6600,188.93720731548763,407.6091991778832,188.93720731548763,251.4230257791777
0.0006799966213293374,6800,180.73455323543288,399.94997335160855,180.73455323543288,220.593855441266
0.0006999964825809002,7000,169.44751851837478,391.8001547870513,169.44751851837478,220.593855441266
0.0007199964020401239,7200,157.41015810780507,383.1612220316271,157.41015810780507,220.593855441266
0.0007399963214993477,7400,144.61375802666487,374.03813860145493,144.61375802666487,220.593855441266
0.0007599961827509105,7600,131.05313806427776,364.439605520447,131.05313806427776,220.593855441266
0.0007799961022101343,7800,116.72698204116271,354.3783224263844,116.72698204116271,220.593855441266
0.000799996021669358,8000,101.6381275045682,343.87760308477715,101.6381275045682,220.593855441266
0.0008199958829209208,8200,85.79391092946203,332.9530141716072,85.79391092946203,220.593855441266
0.0008399958023801446,8400,69.20644822403801,321.630476096769,69.20644822403801,220.593855441266
0.0008599957218393683,8600,51.892969373740705,309.940877300317,51.892969373740705,220.593855441266
0.0008799955830909312,8800,33.876032147085404,297.9200476245106,33.876032147085404,220.593855441266
0.0008999955025501549,9000,15.183857990582547,285.6089134680261,15.183857990582547,220.593855441266
0.0009199954220093787,9200,1.2481778606753078,273.611584528117,1.2481778606753078,220.75850295664523
0.0009399952832609415,9400,11.427094046208762,264.0338938392739,11.427094046208762,220.75850295664523
0.0009599952027201653,9600,20.77012485025754,253.90119340108402,20.77012485025754,220.75850295664523
0.000979995122179389,9800,29.27484041074324,242.7203446245636,29.27484041074324,220.75850295664523
0.0009999950416386127,10000,36.94275022453,230.76679168556876,36.94275022453,220.75850295664523
0.0010199948446825147,10200,43.7792395793843,218.208966793568,43.7792395793843,220.75850295664523
0.0010399947641417384,10400,49.79275359689215,205.06132930900367,49.79275359689215,220.75850295664523
0.0010599946836009622,10600,54.993824118518,191.34065325991114,54.993824118518,220.75850295664523
0.001079994603060186,10800,59.39510686001159,177.06613284693907,59.39510686001159,220.75850295664523
0.0010999945225194097,11000,63.01136245619531,162.25929000734703,63.01136245619531,220.75850295664523
0.0011199944419786334,11200,65.8595204965246,146.94411346902632,65.8595204965246,220.75850295664523
0.0011399942450225353,11400,67.95865322952167,131.14701542575668,67.95865322952167,220.75850295664523
0.001159994164481759,11600,69.33019276856663,114.89700077179891,69.33019276856663,220.75850295664523
0.0011799940839409828,11800,69.99780134492045,98.22551948541437,69.99780134492045,220.75850295664523
0.0011999940034002066,12000,69.9875243424629,81.16669505507309,69.9875243424629,220.75850295664523
0.0012199939228594303,12200,63.75713545376502,63.75713545376502,69.3277903414651,9.545153878083248
0.001239993842318654,12400,46.036159134388825,46.036159134388825,68.04954451859216,9.545153878083248
0.001259993645362556,12600,28.045610507802806,28.045610507802806,66.18613895310739,9.545153878083248
0.0012799935648217797,12800,9.85955361871411,9.85955361871411,63.77350453231327,9.790633048572973
0.0012999934842810035,13000,4.096553959094536,4.096553959094536,61.33740583450532,9.790633048572973
0.0013199934037402272,13200,15.582276170274053,15.582276170274053,58.97802640682027,9.790633048572973
0.001339993323199451,13400,26.68316340159558,26.68316340159558,55.9686242631638,9.545153878083248
0.0013599932426586747,13600,36.183744946920136,36.183744946920136,52.19473660005512,40.4477002090426
0.0013799930457025766,13800,41.264749077219044,41.264749077219044,46.26454043616184,40.4477002090426
0.0013999929651618004,14000,39.691429403204964,45.97849389887532,39.691429403204964,220.75850295664523
0.0014199928846210241,14200,32.47840816722089,50.326344140816545,32.47840816722089,220.75850295664523
0.0014399928040802479,14400,24.630523180569426,54.31172322229298,24.630523180569426,220.75850295664523
0.0014599927235394716,14600,16.15488431944244,57.94009004655571,16.15488431944244,220.75850295664523
