case,critical_damping_fraction,tangent_fraction,contact_node,first_contact_s,first_contact_end_s,first_contact_duration_us,first_peak_force_N,vn_in_mm_s,vn_out_mm_s,e_n,vt_in_mm_s,vt_out_mm_s,gap_closing_slope_mm_s,gap_opening_slope_mm_s,gap_proxy_restitution,Wnormal_uJ,Wtangential_combined_uJ,work_decomposition_limit,deltaV_COM_x_mm_s,deltaV_COM_y_mm_s,deltaV_COM_z_mm_s,deltaV_COM_norm_mm_s,min_gap_um,persistent_contact_over_0p10ms,decision,min_gap_scope,first_wall_impulse_norm_Ns,first_wall_impulse_xyz_Ns,Delta_Ktrans_uJ,Delta_Krot_uJ,Delta_Ktotal_uJ,Wmag_uJ,Whydro_uJ,Wcontact_net_uJ,total_KE_retained_fraction,momentum_closure_relative_residual,clean_momentum_relative_residual,event_count,action_reaction_max_N,CFT_vs_CFN_plus_CFS_max_N,COM_recoil_reduction_percent,dt_s,dt_stable,run_completed_successfully,warning_count,eligible_for_8p333ms
baseline_zeta0p055_default_tangent1,0.055,1.0,130,0.0010035999999999999,0.0010052,1.7000000000000002,5.891618026351697,-887.5779084571823,837.9598398165635,0.9440972244038086,617.5013174289346,147.6520156600587,-887.5673489199097,837.9560787200568,0.9441042189528204,-0.14581845059694096,-0.04929793063061946,CFS combines Coulomb friction and tangential contact damping; the two cannot be separated from available output,180.63520975415398,412.6931424586859,-455.03626137965296,640.314538336999,-0.5822705332849928,False,BASELINE_NEAR_ELASTIC,,,,,,,,,,,,,,,,,,,,,
candidate_zeta0p20_tangent0,0.2,0.0,130,0.0010035999999999999,0.0010052,1.7000000000000002,5.686400810143994,-887.5779084571823,733.0251048088005,0.8258712816353996,617.5013174289346,102.33504228362656,-887.5673489199098,733.0269258553087,0.8258831588919274,-0.4591072432676354,-0.04359506388817201,CFS combines Coulomb friction and tangential contact damping; the two cannot be separated from available output,170.06761331860426,387.23760657002015,-427.3360965847347,601.2421280035537,-0.9178386833900688,False,NORMAL_CONTACT_STILL_TOO_ELASTIC,all robot surface nodes in every contact event plus 5 us shoulders,6.012417017147999e-06,"[1.7006784548982696e-06, 3.8723740492684745e-06, -4.273355871406891e-06]",1.8057823932466353,-2.301330987460446,-0.4955485942138111,0.007158964235972705,-4.8460401786550145e-06,-0.5027027124096051,0.8053879433176387,7.374295105610238e-09,2.2724775446386338e-08,2.0,0.0,3.761620986868244e-07,6.102065156121972,1e-07,True,True,13.0,False
