time_s,gap_um,contact_node,wall_element,triangle_index,n_away_x,n_away_y,n_away_z,Vcontact_x_mm_s,Vcontact_y_mm_s,Vcontact_z_mm_s,vn_mm_s,vt_norm_mm_s,Vcom_x_mm_s,Vcom_y_mm_s,Vcom_z_mm_s,Fnormal_x_N,Fnormal_y_N,Fnormal_z_N,Fshear_x_N,Fshear_y_N,Fshear_z_N,Fwall_norm_N,contact_active,Wnormal_cumulative_J,Wtangential_combined_cumulative_J
0.00098,20.451403411263595,130,441,880,0.2599684828468411,0.6564620754471295,-0.7081482411373757,-762.2766802403657,-366.7293928951255,593.9434653635185,-859.5118707912279,574.0769712055073,-0.1948854925393841,-0.21316875521080084,0.10922826831057571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0009801,20.365439782454853,130,441,880,0.2599684828468411,0.6564620754471295,-0.7081482411373757,-762.4866286039737,-366.76738515662817,594.0076048866418,-859.6368115181153,574.2593147356145,-0.19491171858313575,-0.21319742504493508,0.10924296830608542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0009801999999999999,20.27948056088311,130,441,880,0.2599684828468411,0.6564620754471295,-0.7081482411373757,-762.6966384606503,-366.80536406351797,594.0717671779107,-859.7617755876879,574.4417213444178,-0.19493792972572624,-0.21322610978023052,0.10925765340043393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0009803,20.19349234125468,130,441,880,0.2599684828468411,0.6564620754471295,-0.7081482411373757,-762.9066460268476,-366.84331865727734,594.1358281673297,-859.8866513644332,574.6241381222676,-0.1949641408683167,-0.21325476471320357,0.10927234594536303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0009804,20.10749701678916,130,441,880,0.2599684828468411,0.6564620754471295,-0.7081482411373757,-763.1167072934487,-366.88122811096355,594.199906084301,-860.0115234560612,574.8066217468103,-0.194990337109746,-0.21328343454733778,0.10928702358913091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0009805,20.02148424632399,130,441,880,0.2599684828468411,0.6564620754471295,-0.7081482411373757,-763.3267741851756,-366.9191395730715,594.2638928325844,-860.1363337675514,574.9891136625474,-0.19501653335117528,-0.2133120745791496,0.10930170868347938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0009805999999999999,19.93546434489492,130,441,880,0.2599684828468411,0.6564620754471295,-0.7081482411373757,-763.5368946590412,-366.9570085859955,594.3278943007582,-860.261140566294,575.1716714438448,-0.1950427146914434,-0.21334071461096143,0.10931637887666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0009807,19.84943860095001,130,441,880,0.2599684828468411,0.6564620754471295,-0.7081482411373757,-763.7469941702933,-366.99485806866545,594.3918125897318,-860.3858701913425,575.354219765347,-0.1950688960317115,-0.21336933974161207,0.10933104906985391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0009808,19.76339413487272,130,441,880,0.2599684828468411,0.6564620754471295,-0.7081482411373757,-763.9571738490793,-367.03268390553137,594.455739729938,-860.5106114028342,575.536852591872,-0.19509506247081843,-0.21339796487226267,0.10934571181246057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0009809,19.67733743353964,130,441,880,0.2599684828468411,0.6564620754471295,-0.7081482411373757,-764.1673396011828,-367.0704908802501,594.5195769382054,-860.6352729263988,575.7194825137525,-0.1951212289099253,-0.21342657510175211,0.10936037455506721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
