case,critical_damping_fraction,tangent_fraction,contact_node,first_contact_s,first_contact_end_s,first_contact_duration_us,first_peak_force_N,vn_in_mm_s,vn_out_mm_s,e_n,vt_in_mm_s,vt_out_mm_s,gap_closing_slope_mm_s,gap_opening_slope_mm_s,gap_proxy_restitution,Wnormal_uJ,Wtangential_combined_uJ,work_decomposition_limit,deltaV_COM_x_mm_s,deltaV_COM_y_mm_s,deltaV_COM_z_mm_s,deltaV_COM_norm_mm_s,min_gap_um,persistent_contact_over_0p10ms,min_gap_scope,first_wall_impulse_norm_Ns,first_wall_impulse_xyz_Ns,Delta_Ktrans_uJ,Delta_Krot_uJ,Delta_Ktotal_uJ,Wmag_uJ,Whydro_uJ,Wcontact_net_uJ,total_KE_retained_fraction,momentum_closure_relative_residual,clean_momentum_relative_residual,event_count,action_reaction_max_N,CFT_vs_CFN_plus_CFS_max_N,COM_recoil_reduction_percent,decision,dt_s,dt_stable,run_completed_successfully,warning_count,eligible_for_8p333ms,min_first_event_gap_um,longest_contact_duration_us,gap_reopened_after_first_event,max_reopened_gap_before_next_event_um,Wcontact_total_uJ,Wcontact_from_energy_balance_uJ,contact_work_balance_difference_uJ,e_n_reduction_from_020_percent,e_n_absolute_drop_from_020
candidate_zeta0p20_tangent0,0.2,0.0,130,0.0010035999999999999,0.0010052,1.7000000000000002,5.686400810143994,-887.5779084571823,733.0251048088005,0.8258712816353996,617.5013174289346,102.33504228362656,-887.5673489199098,733.0269258553087,0.8258831588919274,-0.4591072432676354,-0.04359506388817201,CFS combines Coulomb friction and tangential contact damping; the two cannot be separated from available output,170.06761331860426,387.23760657002015,-427.3360965847347,601.2421280035537,-0.9178386833900688,False,all robot surface nodes in every contact event plus 5 us shoulders,6.012417017147999e-06,"[1.7006784548982696e-06, 3.8723740492684745e-06, -4.273355871406891e-06]",1.8057823932466353,-2.301330987460446,-0.4955485942138111,0.007158964235972705,-4.8460401786550145e-06,-0.5027027124096051,0.8053879433176387,7.374295105610238e-09,2.2724775446386338e-08,2,0.0,3.761620986868244e-07,6.102065156121972,NORMAL_CONTACT_STILL_TOO_ELASTIC,1e-07,True,True,13,False,,,,,,,,,
candidate_zeta0p50_tangent0,0.5,0.0,130,0.0010035999999999999,0.0010052,1.7000000000000002,5.490070898709385,-887.5779084571823,551.9821203795223,0.6218970922101882,617.5013174289346,26.997771501155235,-887.5673489199098,551.9799790388882,0.6219020784288636,-0.8989478843580995,-0.03779485075240395,CFS combines Coulomb friction and tangential contact damping; the two cannot be separated from available output,151.92555399242752,343.35467199971845,-379.4273136257567,533.7966757719634,-0.9288259850435256,False,all robot surface nodes at every 0.1 us increment over 1.3 ms,5.337964354115385e-06,"[1.5192584238480634e-06, 3.4335460038273267e-06, -3.794269248086458e-06]",1.4232041664902702,-2.352690298243534,-0.9294861317532638,0.007261573471798372,-4.536010372090424e-06,,0.6349718072650049,3.7582179522847696e-08,2.2724775446386338e-08,2,0.0,2.928206139782198e-07,11.217685702687774,PROVISIONAL_NORMAL_CONTACT_DAMPING_ACCEPTABLE_FOR_WOBBLE_TEST,1e-07,True,True,13,True,-0.5131287323530165,1.7999999999999998,True,68.01644901268229,-0.9367427351105033,-0.9367431692146901,4.341041867327237e-07,24.69806057686126,0.2039741894252114
