case,event_number,start_s,end_s,duration_us,peak_force_N,impulse_x_Ns,impulse_y_Ns,impulse_z_Ns,impulse_norm_Ns,min_gap_um,e_n,gap_proxy_restitution
candidate_zeta0p50_tangent0,1,0.0010035999999999999,0.0010052,1.6999999999999997,5.490070898709385,1.5192584238480634e-06,3.4335460038273267e-06,-3.794269248086458e-06,5.337964354115385e-06,-0.5131287323530165,0.6218970922101882,0.6219020784288636
candidate_zeta0p50_tangent0,2,0.0012550999999999999,0.0012568,1.7999999999999998,5.827337424739226,3.970193197019388e-07,-4.012364174914491e-06,4.977633898286084e-06,6.4057419427979265e-06,-0.9288259850435256,0.664310945200174,0.6643220795107438
