time_s,increment,gap_um,contact_node,wall_element,triangle_index
1.03e-05,103,269.3855739769848,119,450,898
1.0399999999999999e-05,104,269.38557379767946,119,450,898
1.05e-05,105,269.38557361313667,119,450,898
1.06e-05,106,269.3855734232552,119,450,898
1.07e-05,107,269.38557322793423,119,450,898
1.08e-05,108,269.3855730270686,119,450,898
1.0899999999999999e-05,109,269.3855728205587,119,450,898
1.1e-05,110,269.3855726082967,119,450,898
1.1099999999999999e-05,111,269.3855723901789,119,450,898
1.12e-05,112,269.3855721660954,119,450,898
1.13e-05,113,269.3855719359448,119,450,898
1.14e-05,114,269.3855716996128,119,450,898
1.15e-05,115,269.38557145699195,119,450,898
1.1599999999999999e-05,116,269.3855712079739,119,450,898
1.17e-05,117,269.38557095244397,119,450,898
1.1799999999999999e-05,118,269.3855706902921,119,450,898
1.19e-05,119,269.3855704214054,119,450,898
1.2e-05,120,269.3855701456679,119,450,898
1.21e-05,121,269.38556986296686,119,450,898
1.22e-05,122,269.3855695731846,119,450,898
1.2299999999999999e-05,123,269.38556927620493,119,450,898
1.24e-05,124,269.3855689719084,119,450,898
1.2499999999999999e-05,125,269.3855686601766,119,450,898
1.26e-05,126,269.38556834089115,119,450,898
1.2699999999999999e-05,127,269.38556801393145,119,450,898
1.28e-05,128,269.3855676791745,119,450,898
1.29e-05,129,269.385567336497,119,450,898
1.3e-05,130,269.38556698577617,119,450,898
1.31e-05,131,269.38556662688626,119,450,898
1.3199999999999999e-05,132,269.3855662597045,119,450,898
1.33e-05,133,269.38556588410216,119,450,898
1.3399999999999999e-05,134,269.38556549995303,119,450,898
1.35e-05,135,269.3855651071274,119,450,898
1.3599999999999999e-05,136,269.38556470549713,119,450,898
1.37e-05,137,269.38556429493224,119,450,898
1.38e-05,138,269.38556387529934,119,450,898
1.3899999999999999e-05,139,269.38556344646855,119,450,898
1.4e-05,140,269.3855630083062,119,450,898
1.4099999999999999e-05,141,269.38556256067807,119,450,898
1.42e-05,142,269.38556210344746,119,450,898
1.4299999999999999e-05,143,269.3855616364806,119,450,898
1.44e-05,144,269.3855611596409,119,450,898
1.45e-05,145,269.3855606727883,119,450,898
1.4599999999999999e-05,146,269.38556017578605,119,450,898
1.47e-05,147,269.385559668495,119,450,898
1.4799999999999999e-05,148,269.3855591507722,119,450,898
1.49e-05,149,269.38555862247654,119,450,898
1.4999999999999999e-05,150,269.3855580834667,119,450,898
1.51e-05,151,269.3855575335987,119,450,898
1.52e-05,152,269.3855569727273,119,450,898
1.53e-05,153,269.3855564007071,119,450,898
1.5399999999999998e-05,154,269.3855558173932,119,450,898
1.55e-05,155,269.38555522263647,119,450,898
1.56e-05,156,269.38555461629005,119,450,898
1.57e-05,157,269.3855539982065,119,450,898
1.5799999999999998e-05,158,269.385553368231,119,450,898
1.59e-05,159,269.3855527262171,119,450,898
1.6e-05,160,269.3855520720088,119,450,898
1.61e-05,161,269.3855514054558,119,450,898
1.62e-05,162,269.3855507264034,119,450,898
1.63e-05,163,269.3855500346976,119,450,898
1.64e-05,164,269.385549330181,119,450,898
1.6499999999999998e-05,165,269.38554861269847,119,450,898
1.66e-05,166,269.38554788209217,119,450,898
1.67e-05,167,269.3855471382023,119,450,898
1.68e-05,168,269.38554638087095,119,450,898
1.69e-05,169,269.38554560993634,119,450,898
1.7e-05,170,269.38554482523875,119,450,898
1.71e-05,171,269.38554402661475,119,450,898
1.7199999999999998e-05,172,269.3855432138991,119,450,898
1.73e-05,173,269.3855423869329,119,450,898
1.74e-05,174,269.38554154554475,119,450,898
1.75e-05,175,269.3855406895736,119,450,898
1.76e-05,176,269.38553981884814,119,450,898
1.77e-05,177,269.3855389332017,119,450,898
1.78e-05,178,269.38553803246987,119,450,898
1.7899999999999998e-05,179,269.3855371164785,119,450,898
1.8e-05,180,269.38553618505495,119,450,898
1.81e-05,181,269.38553523802943,119,450,898
1.82e-05,182,269.3855342752318,119,450,898
1.8299999999999998e-05,183,269.38553329648647,119,450,898
1.84e-05,184,269.38553230161943,119,450,898
1.85e-05,185,269.38553129045437,119,450,898
1.8599999999999998e-05,186,269.3855302628158,119,450,898
1.87e-05,187,269.38552921852386,119,450,898
1.88e-05,188,269.38552815740263,119,450,898
1.89e-05,189,269.3855270792736,119,450,898
1.8999999999999998e-05,190,269.3855259839546,119,450,898
1.91e-05,191,269.3855248712654,119,450,898
1.92e-05,192,269.38552374102306,119,450,898
1.9299999999999998e-05,193,269.38552259304646,119,450,898
1.94e-05,194,269.38552142715014,119,450,898
1.95e-05,195,269.38552024315294,119,450,898
1.96e-05,196,269.3855190408633,119,450,898
1.9699999999999998e-05,197,269.3855178201,119,450,898
1.98e-05,198,269.3855165806675,119,450,898
1.99e-05,199,269.38551532238444,119,450,898
1.9999999999999998e-05,200,269.38551404506353,119,450,898
2.01e-05,201,269.38551274850414,119,450,898
2.02e-05,202,269.38551143252903,119,450,898
2.03e-05,203,269.3855100969304,119,450,898
2.0399999999999998e-05,204,269.3855087415246,119,450,898
2.05e-05,205,269.38550736611484,119,450,898
2.06e-05,206,269.3855059705072,119,450,898
2.07e-05,207,269.38550455450485,119,450,898
2.0799999999999997e-05,208,269.3855031179102,119,450,898
2.09e-05,209,269.3855016605273,119,450,898
2.1e-05,210,269.38550018215375,119,450,898
2.1099999999999998e-05,211,269.3854986825947,119,450,898
2.12e-05,212,269.3854971616469,119,450,898
2.13e-05,213,269.3854956191057,119,450,898
2.14e-05,214,269.385494054776,119,450,898
2.1499999999999997e-05,215,269.38549246844303,119,450,898
2.16e-05,216,269.385490859915,119,450,898
2.17e-05,217,269.385489228982,119,450,898
2.1799999999999998e-05,218,269.38548757543094,119,450,898
2.19e-05,219,269.38548589906327,119,450,898
2.2e-05,220,269.3854841996689,119,450,898
2.21e-05,221,269.3854824770394,119,450,898
2.2199999999999998e-05,222,269.38548073096104,119,450,898
2.23e-05,223,269.38547896122327,119,450,898
2.24e-05,224,269.3854771676199,119,450,898
2.2499999999999998e-05,225,269.38547534993467,119,450,898
2.26e-05,226,269.3854735079502,119,450,898
2.27e-05,227,269.3854716414499,119,450,898
2.28e-05,228,269.3854697502311,119,450,898
2.2899999999999998e-05,229,269.38546783406446,119,450,898
2.3e-05,230,269.3854658927441,119,450,898
2.31e-05,231,269.3854639260435,119,450,898
2.3199999999999998e-05,232,269.38546193374304,119,450,898
2.33e-05,233,269.3854599156247,119,450,898
2.34e-05,234,269.3854578714693,119,450,898
2.35e-05,235,269.38545580105534,119,450,898
2.3599999999999998e-05,236,269.3854537041544,119,450,898
2.37e-05,237,269.38545158054046,119,450,898
2.38e-05,238,269.3854494300036,119,450,898
2.3899999999999998e-05,239,269.3854472523091,119,450,898
2.4e-05,240,269.3854450472198,119,450,898
2.41e-05,241,269.38544281451874,119,450,898
2.42e-05,242,269.38544055398245,119,450,898
2.4299999999999998e-05,243,269.3854382653769,119,450,898
2.44e-05,244,269.38543594846317,119,450,898
2.45e-05,245,269.3854336030275,119,450,898
2.4599999999999998e-05,246,269.38543122881754,119,450,898
2.4699999999999997e-05,247,269.3854288256183,119,450,898
2.48e-05,248,269.38542639317836,119,450,898
2.49e-05,249,269.38542393128023,119,450,898
2.4999999999999998e-05,250,269.38542143967743,119,450,898
2.51e-05,251,269.3854189181326,119,450,898
2.52e-05,252,269.38541636641366,119,450,898
2.53e-05,253,269.3854137842792,119,450,898
2.5399999999999997e-05,254,269.38541117148884,119,450,898
2.55e-05,255,269.38540852780085,119,450,898
2.56e-05,256,269.38540585296965,119,450,898
2.5699999999999998e-05,257,269.3854031467694,119,450,898
2.58e-05,258,269.3854004089397,119,450,898
2.59e-05,259,269.3853976392497,119,450,898
2.6e-05,260,269.38539483744046,119,450,898
2.6099999999999997e-05,261,269.3853920032779,119,450,898
2.62e-05,262,269.38538913650865,119,450,898
2.63e-05,263,269.3853862368838,119,450,898
2.6399999999999998e-05,264,269.3853833041616,119,450,898
2.65e-05,265,269.38538033808254,119,450,898
2.66e-05,266,269.38537733840747,119,450,898
2.67e-05,267,269.3853743048755,119,450,898
2.6799999999999998e-05,268,269.38537123724177,119,450,898
2.69e-05,269,269.38536813523285,119,450,898
2.7e-05,270,269.38536499862823,119,450,898
2.7099999999999998e-05,271,269.3853618271454,119,450,898
2.7199999999999997e-05,272,269.3853586205509,119,450,898
2.73e-05,273,269.3853553785513,119,450,898
2.74e-05,274,269.3853521009227,119,450,898
2.7499999999999998e-05,275,269.3853487873943,119,450,898
2.76e-05,276,269.385345437708,119,450,898
2.77e-05,277,269.38534205160795,119,450,898
2.7799999999999998e-05,278,269.38533862880905,119,450,898
2.7899999999999997e-05,279,269.38533516907586,119,450,898
2.8e-05,280,269.38533167214575,119,450,898
2.81e-05,281,269.38532813773105,119,450,898
2.8199999999999998e-05,282,269.3853245655876,119,450,898
2.83e-05,283,269.3853209554275,119,450,898
2.84e-05,284,269.3853173070017,119,450,898
2.8499999999999998e-05,285,269.3853136200316,119,450,898
2.8599999999999997e-05,286,269.38530989427045,119,450,898
2.87e-05,287,269.38530612942213,119,450,898
2.88e-05,288,269.3853023252244,119,450,898
2.8899999999999998e-05,289,269.38529848141394,119,450,898
2.9e-05,290,269.3852945977102,119,450,898
2.91e-05,291,269.3852906738203,119,450,898
2.9199999999999998e-05,292,269.38528670951746,119,450,898
2.9299999999999997e-05,293,269.38528270447426,119,450,898
2.94e-05,294,269.38527865844895,119,450,898
2.95e-05,295,269.3852745711627,119,450,898
2.9599999999999998e-05,296,269.38527044231984,119,450,898
2.97e-05,297,269.3852662716482,119,450,898
2.98e-05,298,269.38526205887814,119,450,898
2.99e-05,299,269.3852578037046,119,450,898
2.9999999999999997e-05,300,269.3852535058838,119,450,898
3.01e-05,301,269.3852491650808,119,450,898
3.02e-05,302,269.3852447810794,119,450,898
3.0299999999999998e-05,303,269.3852403535318,119,450,898
3.04e-05,304,269.3852358821794,119,450,898
3.05e-05,305,269.38523136673814,119,450,898
3.06e-05,306,269.3852268069199,119,450,898
3.07e-05,307,269.385222202438,119,450,898
3.0799999999999996e-05,308,269.385217552998,119,450,898
3.09e-05,309,269.3852128583022,119,450,898
3.1e-05,310,269.3852081180843,119,450,898
3.11e-05,311,269.3852033320307,119,450,898
3.12e-05,312,269.3851984998506,119,450,898
3.13e-05,313,269.38519362125845,119,450,898
3.14e-05,314,269.3851886959623,119,450,898
3.15e-05,315,269.3851837236501,119,450,898
3.1599999999999996e-05,316,269.3851787040423,119,450,898
3.17e-05,317,269.38517363683764,119,450,898
3.18e-05,318,269.3851685217285,119,450,898
3.1899999999999996e-05,319,269.3851633584438,119,450,898
3.2e-05,320,269.3851581466429,119,450,898
3.21e-05,321,269.38515288604236,119,450,898
3.22e-05,322,269.38514757635517,119,450,898
3.23e-05,323,269.38514221727587,119,450,898
3.24e-05,324,269.3851368084495,119,450,898
3.25e-05,325,269.38513134964154,119,450,898
3.26e-05,326,269.3851258405367,119,450,898
3.2699999999999995e-05,327,269.38512028078867,119,450,898
3.28e-05,328,269.38511467011097,119,450,898
3.29e-05,329,269.3851090082016,119,450,898
3.2999999999999996e-05,330,269.3851032947414,119,450,898
3.31e-05,331,269.3850975294482,119,450,898
3.32e-05,332,269.3850917119609,119,450,898
3.3299999999999996e-05,333,269.3850858419883,119,450,898
3.34e-05,334,269.3850799192649,119,450,898
3.35e-05,335,269.3850739434022,119,450,898
3.36e-05,336,269.38506791413664,119,450,898
3.37e-05,337,269.3850618311303,119,450,898
3.38e-05,338,269.38505569408,119,450,898
3.39e-05,339,269.3850495026354,119,450,898
3.4e-05,340,269.3850432565565,119,450,898
3.4099999999999995e-05,341,269.38503695543045,119,450,898
3.42e-05,342,269.38503059900654,119,450,898
3.43e-05,343,269.3850241869262,119,450,898
3.4399999999999996e-05,344,269.38501771886246,119,450,898
3.45e-05,345,269.38501119452155,119,450,898
3.46e-05,346,269.38500461355403,119,450,898
3.4699999999999996e-05,347,269.38499797566715,119,450,898
3.48e-05,348,269.3849912805142,119,450,898
3.49e-05,349,269.38498452776406,119,450,898
3.5e-05,350,269.38497771712554,119,450,898
3.51e-05,351,269.3849708482295,119,450,898
3.52e-05,352,269.38496392073995,119,450,898
3.53e-05,353,269.3849569343693,119,450,898
3.54e-05,354,269.3849498887629,119,450,898
3.5499999999999996e-05,355,269.38494278355097,119,450,898
3.56e-05,356,269.38493561848986,119,450,898
3.57e-05,357,269.38492839317195,119,450,898
3.5799999999999996e-05,358,269.3849211073104,119,450,898
3.59e-05,359,269.38491376051735,119,450,898
3.6e-05,360,269.38490635252754,119,450,898
3.6099999999999997e-05,361,269.38489888292173,119,450,898
3.62e-05,362,269.3848913514452,119,450,898
3.63e-05,363,269.3848837576986,119,450,898
3.64e-05,364,269.3848761013362,119,450,898
3.65e-05,365,269.38486838208144,119,450,898
3.6599999999999995e-05,366,269.38486059954704,119,450,898
3.67e-05,367,269.3848527533835,119,450,898
3.68e-05,368,269.3848448432654,119,450,898
3.6899999999999996e-05,369,269.3848368688645,119,450,898
3.7e-05,370,269.3848288297751,119,450,898
3.71e-05,371,269.3848207257502,119,450,898
3.7199999999999996e-05,372,269.38481255631626,119,450,898
3.73e-05,373,269.3848043212238,119,450,898
3.74e-05,374,269.38479602012166,119,450,898
3.75e-05,375,269.3847876526207,119,450,898
3.76e-05,376,269.3847792183552,119,450,898
3.77e-05,377,269.3847707170378,119,450,898
3.78e-05,378,269.3847621482597,119,450,898
3.79e-05,379,269.38475351165164,119,450,898
3.7999999999999995e-05,380,269.384744806972,119,450,898
3.81e-05,381,269.3847360337351,119,450,898
3.82e-05,382,269.38472719166754,119,450,898
3.8299999999999996e-05,383,269.38471828039104,119,450,898
3.84e-05,384,269.3847092994852,119,450,898
3.85e-05,385,269.3847002487348,119,450,898
3.8599999999999996e-05,386,269.3846911276188,119,450,898
3.87e-05,387,269.3846819358826,119,450,898
3.88e-05,388,269.38467267310347,119,450,898
3.89e-05,389,269.3846633390096,119,450,898
3.9e-05,390,269.38465393315687,119,450,898
3.9099999999999995e-05,391,269.38464445519054,119,450,898
3.92e-05,392,269.38463490474663,119,450,898
3.93e-05,393,269.3846252814943,119,450,898
3.9399999999999995e-05,394,269.38461558501115,119,450,898
3.95e-05,395,269.38460581501835,119,450,898
3.96e-05,396,269.38459597101775,119,450,898
3.9699999999999996e-05,397,269.38458605275207,119,450,898
3.98e-05,398,269.384576059842,119,450,898
3.99e-05,399,269.38456599182695,119,450,898
3.9999999999999996e-05,400,269.3845558484317,119,450,898
4.01e-05,401,269.3845456292337,119,450,898
4.02e-05,402,269.3845353339382,119,450,898
4.03e-05,403,269.38452496202217,119,450,898
4.04e-05,404,269.38451451323033,119,450,898
4.0499999999999995e-05,405,269.3845039871004,119,450,898
4.06e-05,406,269.3844933833346,119,450,898
4.07e-05,407,269.3844827015551,119,450,898
4.0799999999999996e-05,408,269.3844719413236,119,450,898
4.09e-05,409,269.384461102319,119,450,898
4.1e-05,410,269.38445018410164,119,450,898
4.1099999999999996e-05,411,269.3844391863334,119,450,898
4.12e-05,412,269.38442810859294,119,450,898
4.13e-05,413,269.3844169505246,119,450,898
4.14e-05,414,269.38440571174675,119,450,898
4.15e-05,415,269.3843943918398,119,450,898
4.1599999999999995e-05,416,269.3843829905277,119,450,898
4.17e-05,417,269.3843715072228,119,450,898
4.18e-05,418,269.3843599417554,119,450,898
4.1899999999999995e-05,419,269.38434829360125,119,450,898
4.2e-05,420,269.38433656235804,119,450,898
4.21e-05,421,269.3843247477316,119,450,898
4.2199999999999996e-05,422,269.3843128493414,119,450,898
4.23e-05,423,269.3843008666412,119,450,898
4.24e-05,424,269.38428879935867,119,450,898
4.2499999999999996e-05,425,269.3842766470702,119,450,898
4.26e-05,426,269.38426440935575,119,450,898
4.27e-05,427,269.38425208587876,119,450,898
4.28e-05,428,269.3842396762141,119,450,898
4.29e-05,429,269.38422717998964,119,450,898
4.2999999999999995e-05,430,269.38421459675646,119,450,898
4.31e-05,431,269.38420192616144,119,450,898
4.32e-05,432,269.38418916771786,119,450,898
4.3299999999999995e-05,433,269.3841763210895,119,450,898
4.34e-05,434,269.38416338589565,119,450,898
4.35e-05,435,269.3841503617369,119,450,898
4.3599999999999996e-05,436,269.38413724811033,119,450,898
4.37e-05,437,269.3841240447396,119,450,898
4.38e-05,438,269.38411075115977,119,450,898
4.3899999999999996e-05,439,269.3840973669322,119,450,898
4.4e-05,440,269.3840838917188,119,450,898
4.41e-05,441,269.3840703250757,119,450,898
4.42e-05,442,269.3840566665829,119,450,898
4.43e-05,443,269.38404291581986,119,450,898
4.4399999999999995e-05,444,269.3840290724255,119,450,898
4.45e-05,445,269.38401513592,119,450,898
4.46e-05,446,269.384001105965,119,450,898
4.4699999999999996e-05,447,269.38398698213854,119,450,898
4.48e-05,448,269.38397276395375,119,450,898
4.49e-05,449,269.38395845109824,119,450,898
4.4999999999999996e-05,450,269.38394404300425,119,450,898
4.51e-05,451,269.3839295394972,119,450,898
4.52e-05,452,269.3839149399099,119,450,898
4.5299999999999997e-05,453,269.3839002439019,119,450,898
4.54e-05,454,269.3838854511365,119,450,898
4.5499999999999995e-05,455,269.38387056111105,119,450,898
4.56e-05,456,269.3838555733997,119,450,898
4.57e-05,457,269.3838404876675,119,450,898
4.5799999999999995e-05,458,269.3838253034519,119,450,898
4.59e-05,459,269.3838100202502,119,450,898
4.6e-05,460,269.3837946376362,119,450,898
4.6099999999999996e-05,461,269.3837791553561,119,450,898
4.62e-05,462,269.3837635727417,119,450,898
4.63e-05,463,269.38374788958185,119,450,898
4.6399999999999996e-05,464,269.3837321053637,119,450,898
4.65e-05,465,269.3837162196312,119,450,898
4.66e-05,466,269.3837002319614,119,450,898
4.67e-05,467,269.3836841420576,119,450,898
4.68e-05,468,269.3836679491662,119,450,898
4.6899999999999995e-05,469,269.38365165323864,119,450,898
4.7e-05,470,269.38363525352355,119,450,898
4.71e-05,471,269.38361874980495,119,450,898
4.7199999999999995e-05,472,269.3836021414962,119,450,898
4.73e-05,473,269.3835854282567,119,450,898
4.74e-05,474,269.38356860975347,119,450,898
4.7499999999999996e-05,475,269.38355168526743,119,450,898
4.76e-05,476,269.38353465454924,119,450,898
4.77e-05,477,269.3835175170926,119,450,898
4.7799999999999996e-05,478,269.38350027251374,119,450,898
4.79e-05,479,269.3834829203972,119,450,898
4.8e-05,480,269.38346546015043,119,450,898
4.81e-05,481,269.3834478914798,119,450,898
4.82e-05,482,269.3834302137965,119,450,898
4.8299999999999995e-05,483,269.3834124268872,119,450,898
4.84e-05,484,269.3833945300781,119,450,898
4.85e-05,485,269.38337652295337,119,450,898
4.8599999999999995e-05,486,269.38335840517027,119,450,898
4.87e-05,487,269.3833401762246,119,450,898
4.88e-05,488,269.3833218356941,119,450,898
4.8899999999999996e-05,489,269.3833033829932,119,450,898
4.9e-05,490,269.3832848180309,119,450,898
4.91e-05,491,269.38326613997145,119,450,898
4.9199999999999997e-05,492,269.38324734847714,119,450,898
4.93e-05,493,269.3832284429988,119,450,898
4.9399999999999995e-05,494,269.38320942336367,119,450,898
4.95e-05,495,269.38319028886315,119,450,898
4.96e-05,496,269.38317103911515,119,450,898
4.9699999999999995e-05,497,269.3831516737812,119,450,898
4.98e-05,498,269.3831321922302,119,450,898
4.99e-05,499,269.38311259420794,119,450,898
4.9999999999999996e-05,500,269.3830928787977,119,450,898
5.01e-05,501,269.3830730460675,119,450,898
5.02e-05,502,269.38305309539896,119,450,898
5.0299999999999996e-05,503,269.38303302615134,119,450,898
5.04e-05,504,269.38301283807783,119,450,898
5.05e-05,505,269.38299253054464,119,450,898
5.06e-05,506,269.3829721032546,119,450,898
5.07e-05,507,269.38295155553965,119,450,898
5.0799999999999995e-05,508,269.38293088705814,119,450,898
5.09e-05,509,269.3829100974296,119,450,898
5.1e-05,510,269.3828891859825,119,450,898
5.1099999999999995e-05,511,269.3828681523829,119,450,898
5.12e-05,512,269.38284699612166,119,450,898
5.13e-05,513,269.38282571673426,119,450,898
5.1399999999999996e-05,514,269.3828043138437,119,450,898
5.15e-05,515,269.3827827867352,119,450,898
5.16e-05,516,269.3827611351531,119,450,898
5.1699999999999996e-05,517,269.3827393585107,119,450,898
5.18e-05,518,269.38271745630396,119,450,898
5.1899999999999994e-05,519,269.3826954282722,119,450,898
5.2e-05,520,269.3826732737478,119,450,898
5.21e-05,521,269.38265099231035,119,450,898
5.2199999999999995e-05,522,269.3826285833674,119,450,898
5.23e-05,523,269.38260604662224,119,450,898
5.24e-05,524,269.3825833814495,119,450,898
5.2499999999999995e-05,525,269.3825605874218,119,450,898
5.26e-05,526,269.38253766412294,119,450,898
5.27e-05,527,269.3825146110831,119,450,898
5.2799999999999996e-05,528,269.3824914275937,119,450,898
5.29e-05,529,269.3824681133933,119,450,898
5.3e-05,530,269.382444667822,119,450,898
5.3099999999999996e-05,531,269.38242109052896,119,450,898
5.32e-05,532,269.38239738109996,119,450,898
5.3299999999999995e-05,533,269.3823735388967,119,450,898
5.34e-05,534,269.3823495633786,119,450,898
5.35e-05,535,269.38232545433385,119,450,898
5.3599999999999995e-05,536,269.38230121079204,119,450,898
5.37e-05,537,269.3822768327502,119,450,898
5.38e-05,538,269.3822523196687,119,450,898
5.3899999999999996e-05,539,269.38222767069465,119,450,898
5.4e-05,540,269.3822028855089,119,450,898
5.41e-05,541,269.382177963668,119,450,898
5.4199999999999996e-05,542,269.3821529047654,119,450,898
5.43e-05,543,269.38212770812186,119,450,898
5.4399999999999994e-05,544,269.3821023733206,119,450,898
5.4499999999999997e-05,545,269.38207689984813,119,450,898
5.46e-05,546,269.38205128728697,119,450,898
5.4699999999999995e-05,547,269.3820255348849,119,450,898
5.48e-05,548,269.3819996424697,119,450,898
5.49e-05,549,269.3819736095255,119,450,898
5.4999999999999995e-05,550,269.3819474350612,119,450,898
5.51e-05,551,269.3819211191472,119,450,898
5.52e-05,552,269.3818946611094,119,450,898
5.5299999999999996e-05,553,269.3818680601967,119,450,898
5.54e-05,554,269.3818413161537,119,450,898
5.55e-05,555,269.3818144283887,119,450,898
5.5599999999999996e-05,556,269.3817873964818,119,450,898
5.57e-05,557,269.381760219844,119,450,898
5.5799999999999994e-05,558,269.3817328979696,119,450,898
5.59e-05,559,269.38170543051444,119,450,898
5.6e-05,560,269.3816778166482,119,450,898
5.6099999999999995e-05,561,269.38165005602923,119,450,898
5.62e-05,562,269.38162214815156,119,450,898
5.63e-05,563,269.38159409242564,119,450,898
5.6399999999999995e-05,564,269.3815658884311,119,450,898
5.65e-05,565,269.38153753557503,119,450,898
5.66e-05,566,269.381509033608,119,450,898
5.6699999999999996e-05,567,269.38148038151985,119,450,898
5.68e-05,568,269.38145157921923,119,450,898
5.69e-05,569,269.3814226258738,119,450,898
5.6999999999999996e-05,570,269.3813935212216,119,450,898
5.71e-05,571,269.3813642647643,119,450,898
5.7199999999999994e-05,572,269.3813348556575,119,450,898
