case,classification,duration_ms,dt_s,frequency_commanded_Hz,rocking_frequency_actual_Hz,rocking_fit_amplitude_deg,rocking_fit_mse_deg2,field_to_robot_phase_lag_deg,rocking_min_deg,rocking_max_deg,delta_s_mm,v_robot_s_final_mm_s,v_robot_s_max_mm_s,fraction_v_s_positive,longest_near_zero_v_s_ms,axial_reversals,max_radial_COM_displacement_mm,near_zero_threshold_mm_s,HEAD_contact_episode_count,TAIL_contact_episode_count,BODY_contact_episode_count,contact_episode_count,longest_contact_ms,both_end_bridge_ms,magnetic_forward_force_min_uN,magnetic_forward_force_max_uN,hydro_axial_force_min_uN,hydro_axial_force_max_uN,background_flow_mm_s,flow_status,slow_gif_frames,fast_mp4_frames,fast_mp4_status,persistent_bridge_flag,long_wall_sliding_flag,gross_penetration_flag,tumble_flag,contact_chatter_flag
S4_HEADFORWARD_F40_G0P05_FLOW,LOW_PRECISION_SCREENING,37.50000149011612,2e-07,40.0,40.03908977164133,14.049216221346198,1.3367064763589442,-1.0242002127878642,-13.830766454255219,14.045127231524404,0.07488433379668866,3.1975049468698207,3.1975049468698207,0.999994666695111,5.675200140103698,0,0.126312959740326,1.0,12,24,13,27,0.5341998767107725,0.0,8.32454511e-08,0.6936308479767829,-0.05136855871143859,0.08624311452199314,10.0,DIAGNOSTIC_SCREENING_FLOW_ONLY,76,0,NOT_RENDERED_FFMPEG_UNAVAILABLE,False,False,False,False,False
