time_s,B_mT,command_deg,force_s_N,torque_rock_Nmm,theta_deg
0.0447101,10.999974503140447,2.626587587980578,2.9895566786609722e-05,-0.0003695659648758015,4.3986528515345515
0.0447201,10.999992685108491,2.53693735110931,2.9899504835294902e-05,-0.00036901366536764896,4.306411065890491
0.0447301,10.99997881303444,2.447186960295347,2.990337865546221e-05,-0.0003684269303090366,4.213826515560443
0.0447401,10.999976080023885,2.3573399587304467,2.990718725354647e-05,-0.00036777438339693466,4.120830708088321
0.0447501,10.999999623940147,2.267399893420388,2.9910929630893637e-05,-0.0003670449206648398,4.027459096067427
0.0447601,10.999975740867253,2.177370315044954,2.991501106774248e-05,-0.00036598930960732583,3.932281371135228
0.0447701,10.999979031963818,2.087254777817724,2.9919091401425233e-05,-0.0003648180458438598,3.8365212124519217
0.0447801,10.999991930140732,1.997056839345832,2.992309686928086e-05,-0.00036357973151632543,3.7404225698417135
0.0447901,10.999974001181284,1.9067800604894245,2.9927026381456996e-05,-0.0003622980069208184,3.6439152710632734
0.0448001,10.999983375209414,1.8164280052211599,2.993087885221384e-05,-0.00036093972405537095,3.547036545183904
0.0448101,10.999985526737477,1.7260042404854716,2.9934653195832365e-05,-0.00035952227463344086,3.4498228006980733
0.0448201,10.999973615993701,1.6355123360577681,2.9938348331588868e-05,-0.0003580495056956711,3.3522044914025098
0.0448301,10.999989121281658,1.54495586440347,2.9941963179924846e-05,-0.0003565010419312665,3.2542190539061004
0.0448401,10.999980441563165,1.454338400537046,2.9945496663298405e-05,-0.00035489889077920797,3.155904098431125
0.0448501,10.999974602654337,1.3636635218807824,2.994894771026195e-05,-0.0003532321451441488,3.0571884522629778
0.0448601,10.999996276912869,1.2729348081236473,2.9952315250472663e-05,-0.0003514906873329535,2.9581106165792206
0.0448701,10.99997669783514,1.1821558410799073,2.995559821958843e-05,-0.0003496986159829964,2.8587089432205106
0.0448801,10.999976973778283,1.091330204547724,2.9958795554546282e-05,-0.0003478353167362862,2.758911203260458
0.0448901,10.999995550287451,1.0004614841677342,2.9961906201179712e-05,-0.0003459009160507317,2.6587569897953363
0.0449001,10.999974314080838,0.9095532672814076,2.9964929105587554e-05,-0.0003439115581225902,2.5582851701418963
0.0449101,10.999980737192516,0.8186091427894935,2.9967863221960983e-05,-0.00034184949239688626,2.457423412382994
0.0449201,10.999988420416193,0.7276327010103053,2.9970707509550935e-05,-0.0003397202011548896,2.356247586694503
0.0449301,10.999973304077379,0.6366275335379944,2.9973460931841075e-05,-0.00033752892366300467,2.2546864600401535
0.0449401,10.999985895896696,0.5455972331007275,2.9976122460407397e-05,-0.00033526625064282304,2.1527786413684313
0.0449501,10.999982646314677,0.45454539341892275,2.9978691071987223e-05,-0.00033293782786202064,2.050564783805906
