start_ms,end_ms,delta_p_Ns,Jmag_Ns,Jwall_Ns,Jfluid_inferred_Ns,closure_residual_Ns
8.333333333333334,8.8,-1.4763975811265814e-08,1.2362935018466073e-08,0.0,-2.6422356396922677e-08,-7.045544328092097e-10
8.8,9.250123053789139,-2.033698794179167e-08,1.193130824941229e-08,0.0,-3.299333325329511e-08,7.250370620911514e-10
9.250123053789139,9.299999999999999,3.278390217794792e-08,1.3140116259217255e-09,0.0,3.134142086926776e-08,1.2846968275843134e-10
9.299999999999999,9.308700449764729,6.258282604896041e-09,2.289534981410195e-10,-1.1731105792954e-13,6.0123060099185534e-09,1.7140407894397866e-11
9.308700449764729,9.799999999999999,2.988666998214955e-08,1.2849010387887867e-08,-8.31194457544757e-09,2.3873299395942852e-08,1.476304773766401e-09
9.799999999999999,10.3,-9.22796058759909e-08,1.2961892602776254e-08,-2.895385484669022e-09,-1.0376796114492371e-07,1.421848150825574e-09
10.3,10.682020978413481,-1.9379075596688275e-08,9.91371254849599e-09,0.0,-2.9161168425897082e-08,-1.3161971928718207e-10
