G_mT,max_backtrack_mm,minimum_v_s_mm_s,cycle2_end_v_s_mm_s,cycle2_delta_s_mm
2.05,0.01207845212118644,-6.472649526434342,-2.0784049748581452,0.07173295218707121
2.1,0.0075327525191376254,-5.193927602170667,-0.6937366186456289,0.08203202445850463
2.15,0.003388868938666051,-3.915205677906998,0.690931737566836,0.09233109672993757
2.2,0.0008971085129355072,-2.636483753643316,2.0756000937794044,0.10263016900137148
2.25,0.0002063762325934526,-1.357761829379604,3.4602684499919123,0.11292924127280393
2.3,1.0991401590276784e-06,-0.1017558569541066,4.844936806204334,0.12322831354423737
2.35,0.0,0.0,6.22960516241692,0.13352738581567097
2.4,0.0,0.0,7.614273518629471,0.1438264580871052
