cycle,delta_s_mm,mean_v_s_mm_s,end_v_s_mm_s,min_v_s_mm_s,max_backtrack_mm,longest_negative_v_ms
1,0.09687048225120048,9.687048225120048,15.504884046853252,0.0,0.0,0.0
