cycle,side,min_signed_gap_mm,closest_time_ms,rocking_at_closest_deg,dwell_gap_negative_ms,dwell_within_5um_ms,dwell_within_10um_ms
1,TAIL,-0.0028505306176820344,6.1352006159722805,-10.177179506403409,0.11540985082982132,0.2968506369009062,0.4640921425792895
1,HEAD,0.0030135812999350087,6.786308716982603,-12.0403343169386,0.0,0.15526965791990094,1.8297863901678555
2,TAIL,-0.007027151724939951,16.03684201836586,-9.654802919774973,0.3539195526270304,1.1704050955188807,1.8820846509199303
2,HEAD,0.004986332434678498,11.411010287702084,13.093563337399718,0.0,0.004462890301199311,0.26604382468931165
3,TAIL,-0.0046842953596555326,25.513697415590286,-2.0896944081560056,3.892653545988223,6.164083068105551,6.966392678619734
3,HEAD,0.002897260526651624,27.968816459178925,-13.425345799015544,0.0,0.13393861580433924,0.3349568774512493
