cycle,t_start_s,t_end_s,delta_s_mm,mean_v_s_mm_s,end_v_s_mm_s,minimum_v_s_mm_s,maximum_backward_excursion_mm,negative_velocity_duration_s
1,0.0,0.0125,0.16681307323439035,13.345045858751227,26.411116045149942,0.0,0.0,0.0
2,0.0125,0.025,-0.10277931565356743,-8.222345252285393,-54.26350145470576,-54.26350145470576,0.2638093646856335,0.006150419649856103
