time_s,magnetic_N,wall_N,fluid_N,reaction_N,no_fluid_wall_N,inertia_N,closure_residual_N,magnetic_J_Ns,wall_J_Ns,fluid_J_Ns,reaction_J_Ns,no_fluid_wall_J_Ns,inertia_J_Ns,closure_residual_J_Ns
0.0001906771067297086,2.7825329854582213e-06,0.0,4.905920713314443e-09,-5.777358960158159e-09,0.0,2.7816614268227443e-06,-1.2038863312754315e-13,1.8329491257004566e-10,0.0,3.5486101968543696e-13,-3.550838141163687e-13,0.0,1.8329468977522574e-10,-3.890274619519236e-22
0.00020189335918985307,3.0927899607119476e-06,0.0,5.069373790125734e-09,-6.239309844436992e-09,0.0,3.0916201869734856e-06,1.6231584922104798e-13,2.1623194446039316e-10,0.0,4.094299573084391e-13,-4.0972820243732946e-13,0.0,2.1623164628821492e-10,7.295062408528092e-20
0.00021310961164999753,3.416198943596905e-06,0.0,5.511420425732098e-09,-4.4374829619073364e-09,0.0,3.4172729793928846e-06,9.83321547966395e-14,2.5272311749120714e-10,0.0,4.712010930994254e-13,-4.71138261989818e-13,0.0,2.5272318030236893e-10,-1.9947937367074947e-20
0.000224325864110142,3.7522650242215777e-06,0.0,5.983388928530867e-09,-5.249143754133449e-09,0.0,3.752998996376942e-06,-2.73019033291235e-13,2.9291317238049747e-10,0.0,5.324981481964626e-13,-5.322294986526995e-13,0.0,2.9291344104483106e-10,1.4789830107553e-20
0.000235542087466456,4.100492375228932e-06,0.0,6.358514247895995e-09,-6.06573157364507e-09,0.0,4.100785322079568e-06,1.6417638546529579e-13,3.3694117947986274e-10,0.0,5.97909095528534e-13,-5.985811322619323e-13,0.0,3.369405074475398e-10,4.4102892541774054e-21
0.00024675831082277,4.4603869505050535e-06,0.0,6.359283651821655e-09,-6.812859680532942e-09,0.0,4.459933341004591e-06,-3.3471751202153194e-14,3.849408758715628e-10,0.0,6.672544312622523e-13,-6.678114205000069e-13,0.0,3.849403189142084e-10,3.188312486219625e-20
0.0002579745196271688,4.831453361445614e-06,0.0,6.279812370897545e-09,-5.900221604337804e-09,0.0,4.831832550142069e-06,-4.0207010423430785e-13,4.370402779852374e-10,0.0,7.399229513302671e-13,-7.395774601472869e-13,0.0,4.3704062366675475e-10,1.90334019733491e-19
0.0002691906993277371,5.213196167183347e-06,0.0,6.427109166839319e-09,-8.06184765409349e-09,0.0,5.2115610895194065e-06,-3.391766864791661e-13,4.933618291295938e-10,0.0,8.161057503660059e-13,-8.15649581661308e-13,0.0,4.933622855277799e-10,2.294810960087526e-19
0.00028040684992447495,5.60512039581118e-06,0.0,6.733318062701926e-09,-5.101432620033721e-09,0.0,5.606752467170898e-06,1.8591704967939804e-13,5.540224795986293e-10,0.0,8.944280762366091e-13,-8.950047564276191e-13,0.0,5.540219029998733e-10,8.143527559729929e-20
0.0002916230005212128,6.006732139652323e-06,0.0,6.476644930477803e-09,-5.532581765795038e-09,0.0,6.007675905187331e-06,-2.976296746765635e-13,6.19133801983758e-10,0.0,9.737624936650669e-13,-9.739275363888663e-13,0.0,6.191336366054337e-10,-3.3560062170931917e-19
0.0003028391220141202,6.417535437079747e-06,0.0,6.362260831000898e-09,-5.43757432798904e-09,0.0,6.4184597868281145e-06,-3.3675464404737043e-13,6.888014907888092e-10,0.0,1.0560142868923818e-12,-1.0555974550815393e-12,0.0,6.888019074911577e-10,-1.2946317176022614e-19
0.00031405521440319717,6.837035340038058e-06,0.0,5.035667608467947e-09,-5.861409187202432e-09,0.0,6.836209218514578e-06,-3.7994474560764996e-13,7.631258399837773e-10,0.0,1.158807593864383e-12,-1.1599107806267458e-12,0.0,7.631247369456576e-10,1.486416380889795e-19
0.0003252712485846132,7.264735789398809e-06,0.0,4.482274723678774e-09,-5.5110615658403006e-09,0.0,7.263707703057569e-06,7.005009213071093e-13,8.422013800063433e-10,0.0,1.2242198626413892e-12,-1.2256075723674404e-12,0.0,8.421999931124414e-10,8.158235819864354e-19
0.00033648728276602924,7.700144074184356e-06,0.0,8.142390928550096e-09,-9.419870594162351e-09,0.0,7.698866513813647e-06,-8.070509762054829e-14,9.261177109680441e-10,0.0,1.30980058808652e-12,-1.3101174248340697e-12,0.0,9.261173989969411e-10,4.865643997682749e-18
0.00034770325873978436,8.14276301520876e-06,0.0,1.136549214875322e-08,-9.061946145728711e-09,0.0,8.145067179073555e-06,6.178617713352387e-13,1.0149580350358494e-09,0.0,1.4110119827722001e-12,-1.412086662991323e-12,0.0,1.0149569644980999e-09,4.1424682522755954e-18
0.00035891818697564304,8.592057721724735e-06,0.0,3.587018485061609e-08,-3.47987790961899e-08,0.0,8.593129660365285e-06,5.328861233300144e-13,1.1087918973409318e-09,0.0,1.5542843109690066e-12,-1.5562073492880249e-12,0.0,1.1087899781783702e-09,3.875755767200077e-18
0.00037013288238085806,9.0475649745283e-06,0.0,1.5821638696940477e-08,-1.55305077818404e-08,0.0,9.047855412953358e-06,-6.924900411398819e-13,1.2076978132113679e-09,0.0,1.6745433169553236e-12,-1.6751858938534447e-12,0.0,1.2076971748736548e-09,4.23918272325585e-18
0.00038134740316309035,9.508792119249407e-06,0.0,1.2125836244668247e-08,-1.2335140702855862e-08,0.0,9.508582450911969e-06,-3.638792504210295e-13,1.3117430198406195e-09,0.0,1.7581664698519604e-12,-1.7587983480518376e-12,0.0,1.311742392204842e-09,4.242419849501253e-18
0.0003925617493223399,9.975244231793062e-06,0.0,3.6712491100594103e-09,-4.409251313535122e-09,0.0,9.974506377566055e-06,1.4797646784401198e-13,1.4209887268205708e-09,0.0,1.844303296572372e-12,-1.845220768275855e-12,0.0,1.4209878134543073e-09,4.105437538177687e-18
0.0004037760372739285,1.0446431344219296e-05,0.0,1.2759007957911162e-10,-2.5278466047442413e-09,0.0,1.044403143179879e-05,3.4410465979178764e-13,1.5354918070760326e-09,0.0,1.8937135223638413e-12,-1.8936641303084407e-12,0.0,1.5354918624390794e-09,5.970989394328749e-18
0.0004149822052568197,1.0921515560387946e-05,0.0,1.8255854693948983e-09,-3.2453731584544547e-09,0.0,1.0920095783843636e-05,1.1144747912071942e-14,1.6552144834464797e-09,0.0,2.0350900899346107e-12,-2.035447038005369e-12,0.0,1.6552141322924214e-09,5.7940112011617874e-18
0.0004261884023435414,1.1400344069781454e-05,0.0,-9.698450912724268e-08,9.798510704804195e-08,0.0,1.1401343787147526e-05,-8.805547267634172e-13,1.7802827985386016e-09,0.0,1.31029519917003e-12,-1.3101524661810378e-12,0.0,1.7802829468470846e-09,5.575492804242639e-18
0.0004373945703264326,1.1882420805083188e-05,0.0,1.280017760700556e-08,-1.4312316771659395e-08,0.0,1.1880909106023107e-05,4.401045720486005e-13,1.9107352824333553e-09,0.0,7.322593402133932e-13,-7.320131461163429e-13,0.0,1.9107355337295552e-09,5.102102179143719e-18
0.00044860076741315424,1.2367254678277166e-05,0.0,2.315012570313106e-08,-2.097306807907429e-08,0.0,1.236943196299481e-05,2.2709358705856348e-13,2.0466062613513597e-09,0.0,1.0139086114641183e-12,-1.0136086340934297e-12,0.0,2.046606567165924e-09,5.837195293108082e-18
0.0004598041996359825,1.2854230420638576e-05,0.0,7.860035928132618e-09,-4.772029465963863e-09,0.0,1.2857318677263149e-05,2.5016240401615816e-13,2.187887980485939e-09,0.0,1.2458707594711484e-12,-1.2464080840554287e-12,0.0,2.187887449599845e-09,6.438491460781831e-18
0.00047100335359573364,1.334278717695144e-05,0.0,-7.517859235596968e-09,8.660437990988967e-09,0.0,1.3343928782118413e-05,-9.73588419424438e-13,2.3345787787897342e-09,0.0,1.1994728000981715e-12,-1.200818046324269e-12,0.0,2.3345774404962304e-09,6.952722447128207e-18
0.0004821994516532868,1.3832484024539554e-05,0.0,-4.982753612760684e-09,2.2588126598485646e-09,0.0,1.3829760613214364e-05,5.296277214131328e-13,2.4867063213813272e-09,0.0,1.2333824816389394e-12,-1.235062787477436e-12,0.0,2.4867046479228663e-09,6.847375407718042e-18
0.0004933956079185009,1.432296430340607e-05,0.0,1.63562326158829e-08,-1.835988256680868e-08,0.0,1.4320961292173038e-05,6.387178942891163e-13,2.6443222222112087e-09,0.0,1.3216906443938147e-12,-1.3233384982399128e-12,0.0,2.64432058158153e-09,7.224163738379237e-18
0.0005045917932875454,1.4813734414788726e-05,0.0,7.01537593066796e-09,-8.972152307249517e-09,0.0,1.4811778383083275e-05,7.446711314669204e-13,2.8074321226155377e-09,0.0,1.3867870644104993e-12,-1.390356136452796e-12,0.0,2.8074285605110325e-09,6.96753259467613e-18
0.0005157829727977514,1.530408151586478e-05,0.0,3.241952985207129e-09,-3.563717764784043e-09,0.0,1.5303759826150453e-05,7.506524901993404e-14,2.9759594839360937e-09,0.0,1.3719018483513078e-12,-1.3766278001051785e-12,0.0,2.975954764827029e-09,6.842684091645943e-18
0.0005269834655337036,1.5794140349607904e-05,0.0,2.7997616980509217e-09,-5.887764608548319e-09,0.0,1.579105234867241e-05,1.975003006190329e-15,3.1501180678853923e-09,0.0,1.4003968763431319e-12,-1.403791659582943e-12,0.0,3.1501146778428856e-09,4.740729490327057e-18
0.0005381880328059196,1.628318729597759e-05,0.0,-5.720066427013759e-09,4.808437523033422e-09,0.0,1.6282275356310535e-05,-3.1076307298967196e-13,3.329825697094259e-09,0.0,1.4190307034813306e-12,-1.4204118202091796e-12,0.0,3.329824319139736e-09,3.162200432482878e-18
0.0005493850912898779,1.67702244549273e-05,0.0,-1.9528191263134172e-09,-1.2641263548126824e-10,0.0,1.67681437690106e-05,-1.4541549083304291e-12,3.5148779877055417e-09,0.0,1.4057326513307234e-12,-1.405043442420301e-12,0.0,3.514878679174194e-09,2.2597354650064053e-18
0.0005605796468444169,1.725497933788294e-05,0.0,1.278077075863068e-08,-1.3016449919818862e-08,0.0,1.7254743136443696e-05,-5.222780554933228e-13,3.705328761075581e-09,0.0,1.441067202360778e-12,-1.4399537942763277e-12,0.0,3.7053298772219436e-09,2.7382731351227083e-18
0.0005717729218304157,1.7737013767317245e-05,0.0,-1.3633789855053712e-09,3.3057246832661323e-10,0.0,1.7735980554146653e-05,-4.066534164525598e-13,3.901168976130334e-09,0.0,1.3952553138310856e-12,-1.3932678801879752e-12,0.0,3.901170967124434e-09,3.560450295611947e-18
0.0005829574656672776,1.8215518998759694e-05,0.0,1.612690883919774e-09,-2.8133595496303873e-09,0.0,1.821431942521395e-05,1.095119966389689e-12,4.1022284813579895e-09,0.0,1.3792490307931522e-12,-1.3779126225883554e-12,0.0,4.102229823060855e-09,5.29465222556692e-18
0.0005941418348811567,1.8690373716804372e-05,0.0,-1.5102780569491904e-06,1.5098225310204089e-06,0.0,1.8689918663071595e-05,4.721960059832046e-13,4.3086166697395405e-09,0.0,7.250643206380654e-12,-7.250719831991968e-12,0.0,4.308616598488258e-09,5.3743208069698454e-18
0.0006053189281374216,1.9160789579767396e-05,0.0,1.172481264293507e-06,-1.1735535687821214e-06,0.0,1.9159716461945348e-05,-8.133334331277952e-13,4.520153733450862e-09,0.0,8.973678373530047e-12,-8.977476234810964e-12,0.0,4.520149941389043e-09,5.7994532708720415e-18
0.0006165103986859322,1.9627182564153675e-05,0.0,-7.146282804250754e-07,7.166013296433629e-07,0.0,1.9629155469861646e-05,-1.4351031552895833e-13,4.737205504332119e-09,0.0,7.892285050400429e-12,-7.890931289655862e-12,0.0,4.737206862302501e-09,4.2096262003704935e-18
0.0006276935455389321,2.0088111654737568e-05,0.0,4.3708475888192853e-07,-4.394233441616951e-07,0.0,2.008577385830212e-05,7.888443181005081e-13,4.95928148256184e-09,0.0,1.0617649057284845e-11,-1.0615914057941586e-11,0.0,4.959283221124485e-09,3.563290580299701e-18
0.0006388719193637371,2.054324138030381e-05,0.0,-2.2843558199711806e-07,2.282809216876954e-07,0.0,2.054308740909231e-05,6.890979249078808e-13,5.186383154092878e-09,0.0,8.195328414244872e-12,-8.194135522397864e-12,0.0,5.186384350189891e-09,3.2051567399257143e-18
0.0006500452291220427,2.0992077126978606e-05,0.0,-6.354498560321033e-08,6.44103134679974e-08,0.0,2.0992941866009073e-05,-5.888343198451329e-13,5.418432537503153e-09,0.0,9.091030810238659e-12,-9.08983450078733e-12,0.0,5.418433738397962e-09,4.585348173824771e-18
