time_s,s_relative_mm,v_s_mm_s,delta_s_backtrack_mm,F_mag_s_N,whole_general_contact_force_s_N,pipe_surface_reaction_on_robot_proxy_s_N
0.014240000000000001,0.1488130538336992,12.702086477475232,0.0,2.6070552599451132e-05,-0.0005144054667357857,6.269991535392952e-06
0.014245,0.14887608978791583,12.528648694841124,0.0,2.6072342768050123e-05,-0.00039434445229330207,5.754326750107731e-06
0.01425,0.1489381948232497,12.305284923439274,0.0,2.6074148346698364e-05,-0.0006232170944323861,5.115072798651786e-06
0.014255,0.14899917464851514,12.112624956549869,0.0,2.6075965148161963e-05,3.172153050600221e-05,3.2634322890953705e-06
0.01426,0.1490596182802576,12.04881269247336,0.0,2.6077795497615915e-05,-0.0002013960808910355,1.6600751359256218e-06
0.014265,0.14911955551248202,11.920258231491069,0.0,2.6079635933268663e-05,-0.0005519760003752914,4.116286993448421e-06
0.01427,0.14917892741831296,11.881499488023922,0.0,2.608148841730736e-05,-4.3814722056323686e-05,7.348830898604741e-07
0.014275,0.1492384262618109,11.87588925383991,0.0,2.608335375596439e-05,-0.00030613288308756426,-5.582450881298601e-07
0.014280000000000001,0.14929752951943148,11.744341178224706,0.0,2.6085236868094073e-05,-0.00023650405872034332,-2.212979639695811e-06
0.014285,0.14935603526429858,11.691843436619092,0.0,2.6087131578030595e-05,3.5851188603491622e-06,1.2020726747569329e-06
0.01429,0.14941425629338803,11.531304212638751,0.0,2.608903894711788e-05,-0.0003241312362167293,-3.47645951548399e-07
0.014295,0.1494716942514657,11.505819640668303,0.0,2.6090958781466922e-05,0.00046172411624263504,2.3672974538679506e-06
0.0143,0.14952960163123982,11.660462195643282,0.0,2.6092891614340736e-05,0.0002883021674936569,-2.586953837332044e-06
0.014305,0.14958775069394165,11.540531628266425,0.0,2.6094837946247777e-05,-0.00022853969684863217,-3.6366271783274575e-07
0.01431,0.14964535214443667,11.524860909481351,0.0,2.6096786568651933e-05,-0.0002957893169202795,-9.311537809702087e-07
0.014315,0.14970249561433768,11.28308487041094,0.0,2.609874823282304e-05,-0.000774066872116809,-2.0530178769465309e-07
0.014320000000000001,0.14975827720120102,11.065067614218366,0.0,2.610072539180077e-05,-0.00034818430255321943,-4.278773760748997e-06
0.014325000000000001,0.14981297654028022,10.81784105209401,0.0,2.6102711998835397e-05,-0.0003816745669813849,-5.448110219681043e-06
0.01433,0.1498664014506263,10.57492036586654,0.0,2.610472012909543e-05,-0.0003724303046300317,-4.5428088248443264e-06
0.014335,0.14991898684409313,10.467674872440496,0.0,2.6106746748227633e-05,-0.00014163387021930602,-2.142867296594532e-06
0.01434,0.14997129961719968,10.477497202517526,0.0,2.6108781858936103e-05,-0.00017744950192832636,1.958224921135595e-06
0.014345,0.1500234573069768,10.36956702891031,0.0,2.611083675695683e-05,-0.0004253335294105752,6.253884339598905e-07
0.01435,0.15007481924296676,10.17884916812845,0.0,2.611290349963078e-05,-0.0003974901865259967,3.9823175538361783e-07
0.014355,0.15012524529625612,9.97838984829535,0.0,2.6114983986256168e-05,-0.0006268389823804212,1.1468059688231452e-06
0.01436,0.15017474516896265,9.912329469043536,0.0,2.6117077817742732e-05,0.00032928952617322573,-2.9858249993588663e-07
0.014365000000000001,0.15022424688499375,9.81446014125369,0.0,2.6119186296055587e-05,-0.00042984447695220763,-8.714839611341256e-08
0.01437,0.15027301261317585,9.732789404777149,0.0,2.6121301788385287e-05,0.0001808343754011292,5.924897249000446e-07
0.014375,0.1503214405617692,9.646710252241435,0.0,2.6123428486875352e-05,-0.00019685671525613397,-1.6674999599710228e-06
0.01438,0.15036982304762267,9.720033369829936,0.0,2.6125567283711774e-05,0.0002311483641766683,-5.410202024186556e-06
0.014385,0.15041843805007557,9.715449263205208,0.0,2.6127719842415417e-05,-0.0001422507740111248,-7.2282685865991006e-06
0.01439,0.15046698828505825,9.701320508633485,0.0,2.6129885344754194e-05,-0.0003995436894824346,-1.6192357449927954e-05
0.014395,0.15051513574771413,9.549344522805924,0.0,2.613205947512076e-05,-0.0003602676224396193,-8.015372159537373e-06
0.0144,0.15056245675359375,9.356118557866472,0.0,2.6134247743951985e-05,-0.0005862698138396824,-7.942877001514829e-06
0.014405000000000001,0.15060885906409754,9.283670355141377,0.0,2.613644581158643e-05,0.00028297579454690535,-5.579699790624074e-06
0.014410000000000001,0.15065502111554407,9.13537159605793,0.0,2.6138656505288923e-05,-4.250814235415396e-05,-8.074278059357504e-06
0.014415,0.1507006006320428,9.129572840945414,0.0,2.6140885867896095e-05,7.165739962551262e-05,-6.4086092264410316e-06
0.01442,0.15074620135645225,9.117175413002558,0.0,2.6143127082804712e-05,0.00016069196189401607,-6.445280834439588e-06
0.014425,0.15079200554781963,9.150365943998764,0.0,2.6145375946748553e-05,-0.00047310424998518746,-8.5322306649067e-06
0.01443,0.15083759523160922,9.152430373719344,0.0,2.6147648742514213e-05,0.00026170239966239047,-1.0933908505568925e-05
0.014435,0.15088369473137564,9.272125404066916,0.0,2.6149938453677097e-05,3.0351125587069743e-05,-1.121254823741654e-05
0.01444,0.15093017929448146,9.350792569464303,0.0,2.615224341411626e-05,0.00033973668956599294,-1.008343414279393e-05
0.014445,0.1509771945590042,9.494385320779992,0.0,2.6154557990150207e-05,0.0007848703649879151,-9.610386129028196e-06
0.014450000000000001,0.1510253893965065,9.72854280989247,0.0,2.615688936645214e-05,9.114091313220106e-06,-9.643415457419847e-06
0.014455,0.1510740678498247,9.764409409147937,0.0,2.615922858280658e-05,0.0002338138342367928,-6.912852693904649e-06
0.01446,0.1511229411881693,9.806540808111793,0.0,2.6161579805552517e-05,0.00033925384031097925,-5.65643250678565e-06
0.014465,0.15117225739170034,9.788396241082967,0.0,2.6163946371909715e-05,-0.00034630721270121506,-6.537394009934981e-06
0.01447,0.15122167326786815,10.105450799486821,0.0,2.6166325552304447e-05,0.0008495926324475034,-1.1653845225477992e-05
0.014475,0.15127267940812913,10.182403546496623,0.0,2.616871841290573e-05,-0.00034068059335743404,-9.911026839355862e-06
