cycle,delta_s_mm,mean_v_s_mm_s,end_v_s_mm_s,minimum_v_s_mm_s,max_backtrack_mm,rocking_half_range_deg,rocking_fundamental_amplitude_deg,phase_lag_deg,theta_offset_deg,sinusoid_residual_rms_over_amplitude,omega_peak_abs_rad_s
1,0.11981050150504613,11.981050150504613,23.081822545044115,0.0,0.0,13.052489386932578,12.718202414039958,32.02044337610391,0.5843006331619973,0.09791895465368647,156.3669679719506
2,0.2089995500609051,20.899955006090508,-1.6133545935019424,-1.6584036669736568,0.0005285071507095673,12.462734231622624,12.253567107419414,37.491047923881155,0.30144306904879237,0.05285301537981903,157.11568512193256
3,-0.06293399791504461,-6.293399791504461,-9.683461218697076,-14.54327349536281,0.06305897207650873,12.116646239023552,11.916634335292908,38.378740564978955,0.1230384843904222,0.0638420768073571,158.39209804246843
4,-0.16137189447673939,-16.13718944767394,-18.3343470830823,-23.466269943586173,0.16137189447673939,11.98186280031646,11.258470464876542,40.62055283098982,0.5817603890082692,0.08578526160817802,163.94752354242002
5,-0.17424484752995534,-17.424484752995532,-15.154119252666863,-24.250651968364174,0.17424484752995534,12.358537473652355,11.426004727901459,39.88415321883218,0.2621494413013252,0.07041306682669957,154.46251258563834
