candidate,cycle1_delta_s_mm,cycle2_delta_s_mm,cycle3_delta_s_mm,cycle4_delta_s_mm,cycle5_delta_s_mm,max_backtrack_mm,mean_speed_mm_s,first_negative_cycle_index
F100 G2.20,0.09233673047286903,0.14315865410150266,-0.02352687398858097,,,0.032364253391975906,7.065617177455208,3
F80 G2.20,0.16681307323439035,-0.10277931565356743,,,,0.2638283471428363,2.5605551008599123,2
