561 361 -70 0.25 0 1
0.00000000000000000e+00 -9.84165616927011211e-01 6.54257190582297476e-02 -1.64734676812106740e-01
1.00000000000000000e+00 -9.84497871307927985e-01 6.10360024673683582e-02 -1.64434022613818343e-01
2.00000000000000000e+00 -9.84808747700348319e-01 5.66453511991899111e-02 -1.64143335656346784e-01
3.00000000000000000e+00 -9.85098171565802594e-01 5.22551818217835626e-02 -1.63862711897749758e-01
4.00000000000000000e+00 -9.85366092356569911e-01 4.78669116029788247e-02 -1.63592245560527705e-01
5.00000000000000000e+00 -9.85612483490694413e-01 4.34819578652172536e-02 -1.63332029092623149e-01
6.00000000000000000e+00 -9.85837342297005148e-01 3.91017373402073806e-02 -1.63082153130730462e-01
7.00000000000000000e+00 -9.86040689930236414e-01 3.47276655241241586e-02 -1.62842706465926218e-01
8.00000000000000000e+00 -9.86222571256365255e-01 3.03611560341101802e-02 -1.62613776011616057e-01
9.00000000000000000e+00 -9.86383054708343754e-01 2.60036199668355998e-02 -1.62395446773785451e-01
1.00000000000000000e+01 -9.86522232112434949e-01 2.16564652598625514e-02 -1.62187801823526212e-01
1.10000000000000000e+01 -9.86640218485406728e-01 1.73210960565569859e-02 -1.61990922271800925e-01
1.20000000000000000e+01 -9.86737151802870249e-01 1.29989120752805522e-02 -1.61804887246395412e-01
1.30000000000000000e+01 -9.86813192739104394e-01 8.69130798358215897e-03 -1.61629773870996724e-01
1.40000000000000000e+01 -9.86868524378732848e-01 4.39967277810184108e-03 -1.61465657246326111e-01
1.50000000000000000e+01 -9.86903351900665471e-01 1.25389170880261874e-04 -1.61312610433241826e-01
1.60000000000000000e+01 -9.86917902234759836e-01 -4.13016701724404009e-03 -1.61170704437720247e-01
1.70000000000000000e+01 -9.86912423691682084e-01 -8.36562745548661245e-03 -1.61040008197609941e-01
1.80000000000000000e+01 -9.86887185566500902e-01 -1.25796318935703106e-02 -1.60920588571049100e-01
1.90000000000000000e+01 -9.86842477716571964e-01 -1.67708287431566141e-02 -1.60812510326421715e-01
2.00000000000000000e+01 -9.86778610114304011e-01 -2.09378756496465986e-02 -1.60715836133724532e-01
2.10000000000000000e+01 -9.86695912375453399e-01 -2.50794400537703993e-02 -1.60630626557206807e-01
2.20000000000000000e+01 -9.86594733263592150e-01 -2.91941997424045481e-02 -1.60556940049137564e-01
2.30000000000000000e+01 -9.86475440171461604e-01 -3.32808433880829105e-02 -1.60494832944549415e-01
2.40000000000000000e+01 -9.86338418579935983e-01 -3.73380710766921253e-02 -1.60444359456801328e-01
2.50000000000000000e+01 -9.86184071495348036e-01 -4.13645948228693952e-02 -1.60405571673797237e-01
2.60000000000000000e+01 -9.86012818865978358e-01 -4.53591390726497956e-02 -1.60378519554694149e-01
2.70000000000000000e+01 -9.85825096978506399e-01 -4.93204411929374850e-02 -1.60363250926926937e-01
2.80000000000000000e+01 -9.85621357835282152e-01 -5.32472519474068429e-02 -1.60359811483376968e-01
2.90000000000000000e+01 -9.85402068513273277e-01 -5.71383359584693024e-02 -1.60368244779506369e-01
3.00000000000000000e+01 -9.85167710505584049e-01 -6.09924721549740673e-02 -1.60388592230279736e-01
3.10000000000000000e+01 -9.84918779046457749e-01 -6.48084542053430079e-02 -1.60420893106692386e-01
3.20000000000000000e+01 -9.84655782420698067e-01 -6.85850909358714789e-02 -1.60465184531727256e-01
3.30000000000000000e+01 -9.84379241258457327e-01 -7.23212067339635417e-02 -1.60521501475558076e-01
3.40000000000000000e+01 -9.84089687816369740e-01 -7.60156419360992486e-02 -1.60589876749821586e-01
3.50000000000000000e+01 -9.83787665246012466e-01 -7.96672532003716016e-02 -1.60670341000782507e-01
3.60000000000000000e+01 -9.83473726850695451e-01 -8.32749138634587827e-02 -1.60762922701216532e-01
3.70000000000000000e+01 -9.83148435331597681e-01 -8.68375142819368256e-02 -1.60867648140841091e-01
3.80000000000000000e+01 -9.82812362024275243e-01 -9.03539621578711288e-02 -1.60984541415126969e-01
3.90000000000000000e+01 -9.82466086126574489e-01 -9.38231828486580238e-02 -1.61113624412329737e-01
4.00000000000000000e+01 -9.82110193918999341e-01 -9.72441196611253250e-02 -1.61254916798583975e-01
4.10000000000000000e+01 -9.81745277978577469e-01 -1.00615734129931772e-01 -1.61408436000910760e-01
4.20000000000000000e+01 -9.81371936387288146e-01 -1.03937006280340694e-01 -1.61574197187995316e-01
