region,parameter,x_mm,radius_mm
HEAD,0.0505,0.00031749973065663156,0.024358521475623066
HEAD,0.051,0.00032560485203119084,0.024600785643312653
HEAD,0.0515,0.00033384005449848934,0.02484309849254743
HEAD,0.052,0.00034220621865582084,0.025085460729614917
HEAD,0.0525,0.00035070422228492085,0.025327873057475046
HEAD,0.053,0.0003593349403545479,0.025570336175764062
HEAD,0.0535,0.0003680992450230674,0.02581285078079871
HEAD,0.054,0.00037699800564103286,0.026055417565580136
HEAD,0.0545,0.00038603208875376933,0.026298037219798072
HEAD,0.055,0.00039520235810395544,0.02654071042983475
HEAD,0.0555,0.0004045096746342067,0.02678343787876906
HEAD,0.056,0.0004139548964896568,0.02702622024638049
HEAD,0.0565,0.0004235388790205416,0.027269058209153287
HEAD,0.057,0.0004332624747847807,0.027511952440280367
HEAD,0.0575,0.0004431265335505604,0.02775490360966749
HEAD,0.058,0.00045313190229891615,0.027997912383937184
HEAD,0.0585,0.00046327942522631513,0.028240979426432913
HEAD,0.059,0.0004735699437472384,0.028484105397222997
HEAD,0.0595,0.00048400429649676487,0.028727290953104744
HEAD,0.06,0.0004945833193331518,0.028970536747608477
HEAD,0.0605,0.0005053078453404194,0.029213843431001554
HEAD,0.061,0.0005161787048309313,0.02945721165029242
HEAD,0.0615,0.000527196725347979,0.029700642049234654
HEAD,0.062,0.0005383627316683632,0.029944135268331035
HEAD,0.0625,0.0005496775458049774,0.030187691944837572
HEAD,0.063,0.0005611419870093893,0.030431312712767517
HEAD,0.0635,0.0005727568717744238,0.03067499820289543
HEAD,0.064,0.0005845230138367463,0.030918749042761276
HEAD,0.0645,0.0005964412241794442,0.031162565856674394
HEAD,0.065,0.0006085123110346099,0.03140644926571757
HEAD,0.0655,0.0006207370798859233,0.03165039988775106
HEAD,0.066,0.0006331163334712346,0.03189441833741669
HEAD,0.0665,0.0006456508717851469,0.03213850522614189
HEAD,0.067,0.0006583414920815979,0.03238266116214362
HEAD,0.0675,0.0006711889888764434,0.0326268867504326
HEAD,0.068,0.0006841941539500395,0.03287118259281721
HEAD,0.0685,0.0006973577763498256,0.03311554928790763
HEAD,0.069,0.0007106806423929058,0.0333599874311198
HEAD,0.0695,0.0007241635356686324,0.03360449761467952
HEAD,0.07,0.0007378072370411891,0.03384908042762648
HEAD,0.0705,0.0007516125246521715,0.03409373645581832
HEAD,0.071,0.0007655801739231723,0.03433846628193465
HEAD,0.0715,0.0007797109575583609,0.03458327048548107
HEAD,0.072,0.0007940056455470688,0.034828149642793294
HEAD,0.0725,0.0008084650051663698,0.03507310432704112
HEAD,0.073,0.0008230898009836649,0.03531813510823251
HEAD,0.0735,0.0008378807948592619,0.035563242553217606
HEAD,0.074,0.0008528387459489613,0.03580842722569285
HEAD,0.0745,0.0008679644107066361,0.03605368968620489
HEAD,0.075,0.0008832585428868163,0.03629903049215479
HEAD,0.0755,0.0008987218935472698,0.03654445019780192
HEAD,0.076,0.0009143552110515864,0.036789949354268124
HEAD,0.0765,0.000930159241071759,0.037035528509541664
HEAD,0.077,0.0009461347265907678,0.03728118820848136
HEAD,0.0775,0.0009622824079051613,0.03752692899282056
HEAD,0.078,0.00097860302262764,0.03777275140117121
HEAD,0.0785,0.0009950973056896382,0.03801865596902788
HEAD,0.079,0.0010117659893439065,0.03826464322877188
HEAD,0.0795,0.001028609803167095,0.0385107137096752
HEAD,0.08,0.0010456294740623364,0.03875686793790465
HEAD,0.0805,0.0010628257262618255,0.03900310643652579
HEAD,0.081,0.0010801992813294064,0.03924942972550713
