time_s,CF_vs_telemetry_plus_hydro_error_N,CF_x_N,Fmag_plus_hydro_x_N,CF_y_N,Fmag_plus_hydro_y_N,CF_z_N,Fmag_plus_hydro_z_N
0.007300000172108412,1.3546289380757985e-08,-4.434164566191612e-06,-4.425615912626186e-06,-1.9351718947291374e-06,-1.925820096591211e-06,1.8068917597702239e-06,1.8020994378076421e-06
0.007350100204348564,4.967606980962105e-09,-4.46166495748912e-06,-4.458529995658524e-06,-2.0181953459541546e-06,-2.0147659855835417e-06,1.821369664867234e-06,1.8196122176030232e-06
0.007400100119411945,4.931009665658886e-09,-4.467911367100896e-06,-4.464799694829542e-06,-2.061001396214124e-06,-2.0575970835529403e-06,1.822680928853515e-06,1.820936507085877e-06
0.007449999917298555,4.920966373347724e-09,-4.4531630010169465e-06,-4.450057442462415e-06,-2.0642039544327417e-06,-2.0608067411908747e-06,1.811748575164529e-06,1.8100077827296652e-06
0.007500099949538708,2.1595181248498308e-08,-4.417492164066061e-06,-4.4311200016286245e-06,-2.0280394892324694e-06,-2.042948177545336e-06,1.7889971104523283e-06,1.7966368034640716e-06
0.007550099864602089,4.89605740259112e-09,-4.383140549180098e-06,-4.380050819319453e-06,-1.9766989680647384e-06,-1.9733188947025134e-06,1.7669333374215057e-06,1.7652012717346214e-06
0.007600000128149986,4.891972122635464e-09,-4.30580303145689e-06,-4.302715948826135e-06,-1.8615756971485098e-06,-1.8581983984795684e-06,1.72036629919603e-06,1.7186356444701233e-06
0.007650100160390139,4.837167071776579e-09,-4.208175141684478e-06,-4.205122755919734e-06,-1.7068781517082243e-06,-1.7035385942615967e-06,1.661266196606448e-06,1.659554915658111e-06
0.00770010007545352,3.052855184146895e-08,-2.493672809578129e-06,-2.5129381481395745e-06,-1.228566020472499e-06,-1.249642049695709e-06,-9.456547331865295e-07,-9.34854723935027e-07
0.00774999987334013,1.2752909136475878e-08,-2.5718527467688546e-06,-2.5638048632638485e-06,-1.3064694712738856e-06,-1.2976652910581864e-06,-9.014947295327147e-07,-9.060063449044582e-07
0.007800099905580282,4.952686217562048e-09,-2.6086329398822272e-06,-2.6055074848223067e-06,-1.3266044334159233e-06,-1.323185281299241e-06,-8.71743225161481e-07,-8.73495375337988e-07
0.00785010028630495,4.967179894522806e-09,-2.622001829877263e-06,-2.618867255307705e-06,-1.3083506473776652e-06,-1.3049213498656167e-06,-8.466528242934146e-07,-8.484098777776006e-07
0.007900100201368332,4.982564730774805e-09,-2.6126313059648965e-06,-2.6094870359832175e-06,-1.2516404694906669e-06,-1.2482005479207925e-06,-8.265585051958624e-07,-8.283210196417001e-07
0.00795000046491623,5.019335194278212e-09,-2.5814465516305063e-06,-2.5782792522607257e-06,-1.1564885653569945e-06,-1.1530229409759562e-06,-8.121559176288429e-07,-8.139311325860411e-07
0.00800000037997961,1.3030422739442836e-08,-2.546486712162732e-06,-2.538263899517003e-06,-1.0409443120806827e-06,-1.0319481020562716e-06,-7.947822382448066e-07,-7.993915195508793e-07
0.008050000295042992,5.087588496600754e-09,-2.4734467842790764e-06,-2.470236421063318e-06,-8.659096693008905e-07,-8.623969590122359e-07,-7.957527259350172e-07,-7.975521678378391e-07
0.008100000210106373,1.0027254362683172e-07,-2.382070761086652e-06,-2.445349105726508e-06,-6.511704668810125e-07,-7.203952217812043e-07,-8.064770895543916e-07,-7.710036147592316e-07
0.008150099776685238,5.175948685791991e-09,-6.134786417533178e-06,-6.131520321453886e-06,-1.833191845435067e-06,-1.8296183686001717e-06,4.391592028696323e-06,4.389760820213039e-06
0.008200099691748619,5.336368763246369e-09,-6.4356195252912585e-06,-6.4322521248595925e-06,-2.2092103790782858e-06,-2.2055262330933838e-06,4.620123036147561e-06,4.618235044020433e-06
0.008249999955296516,1.620640745011029e-08,-6.743204721715301e-06,-6.732977455344486e-06,-2.571592403910472e-06,-2.56040410213766e-06,4.8369806791015435e-06,4.831247218675249e-06
0.008299999870359898,5.7162904673524705e-09,-7.010249646555167e-06,-7.006642433390762e-06,-2.8686092718999134e-06,-2.8646629683015516e-06,5.016057912143879e-06,5.014035369733138e-06
0.008333000354468822,1.5256743092347448e-07,-7.175932296377141e-06,-7.07965300240796e-06,-3.041624722754932e-06,-2.936296699152944e-06,5.120045443618437e-06,5.066072061516848e-06
