time_s,CF_vs_telemetry_plus_hydro_error_N,CF_x_N,Fmag_plus_hydro_x_N,CF_y_N,Fmag_plus_hydro_y_N,CF_z_N,Fmag_plus_hydro_z_N
0.0028500999324023724,2.2360639692391327e-09,-5.023606263421243e-06,-5.0221952275189175e-06,-5.563941613218049e-06,-5.562397844669414e-06,3.3939188597287284e-06,3.393127823430494e-06
0.002900100080296397,2.267463441160509e-09,-4.9291070354229305e-06,-4.9276761215106105e-06,-5.424186838354217e-06,-5.422621491867263e-06,3.29985005009803e-06,3.2990478243141573e-06
0.002950000111013651,2.3411906859651526e-09,-4.811023700312944e-06,-4.8095464250106985e-06,-5.2414097808650695e-06,-5.239793357329217e-06,3.1825438782107085e-06,3.1817156231399925e-06
0.003000000026077032,3.968742628652686e-09,-2.7832375053549185e-06,-2.785741983664975e-06,-1.8160869785788236e-06,-1.8188269138423852e-06,-3.2221984724856156e-07,-3.2081583115234544e-07
0.0030501000583171844,2.3739063380561346e-09,-2.926306478912011e-06,-2.924808474259859e-06,-1.9926148979720892e-06,-1.990975971525975e-06,-2.67153325239633e-07,-2.679931665747807e-07
0.0031000999733805656,2.4298048511470637e-09,-3.0410392355406657e-06,-3.039505779462272e-06,-2.1309961084625684e-06,-2.1293187360669443e-06,-2.2238593544443575e-07,-2.2324552017946362e-07
0.0031500000040978193,2.5282657558565722e-09,-3.126707724732114e-06,-3.125112168222768e-06,-2.2317062757792883e-06,-2.2299608976206564e-06,-1.8736544404873712e-07,-1.8825986131215021e-07
0.0032001000363379717,2.5332658596389452e-09,-3.183095031999983e-06,-3.1814963946080246e-06,-2.2954193354962626e-06,-2.293670462761624e-06,-1.6158273297151027e-07,-1.6247896874555784e-07
0.003250099951401353,7.654440044888643e-09,-3.241608737880597e-06,-3.2367783333167032e-06,-2.356985987717053e-06,-2.3517015906728863e-06,-1.2698649243247928e-07,-1.296944052873387e-07
0.0032999999821186066,2.678060208756689e-09,-3.2377276966144564e-06,-3.236037658578273e-06,-2.3459879230358638e-06,-2.3441390988498814e-06,-1.1970027458119148e-07,-1.206477063978967e-07
0.003350100014358759,2.6920749613725606e-09,-3.2031132377596805e-06,-3.2014144314103992e-06,-2.29676970775472e-06,-2.2949111417444135e-06,-1.220983421035271e-07,-1.2305073748918594e-07
0.00340009992942214,2.7468730669663985e-09,-3.138210558972787e-06,-3.1364771912545795e-06,-2.2092606286605587e-06,-2.207364232732227e-06,-1.345146642961481e-07,-1.354864824285721e-07
0.003450100077316165,2.800595456954089e-09,-3.0435528515226906e-06,-3.041785479857612e-06,-2.083058461721521e-06,-2.0811249924924026e-06,-1.5743705716886325e-07,-1.5842772817936191e-07
0.003500099992379546,3.25768851757779e-08,-2.9199554774095304e-06,-2.9405135247869025e-06,-1.9177589365426684e-06,-1.9402489923242077e-06,-1.9154252584030473e-07,-1.8001787718063647e-07
0.0035500999074429274,2.9384166573269157e-09,-2.7905789465876296e-06,-2.7887246633021454e-06,-1.7371113472108846e-06,-1.7350827644819629e-06,-2.2531523313773505e-07,-2.2635483789972436e-07
0.003600100055336952,2.914065643470247e-09,-2.608613385746139e-06,-2.6067744740286167e-06,-1.48808305766579e-06,-1.486071218033779e-06,-2.868045783088746e-07,-2.8783544375338366e-07
0.003650000086054206,2.9763648161709154e-09,-2.401426854703459e-06,-2.3995485917113927e-06,-1.1987650623268564e-06,-1.1967102203088802e-06,-3.628965714597143e-07,-3.6394942469389945e-07
0.0037000998854637146,3.6814242062710738e-09,-5.550763944484061e-06,-5.553087246149411e-06,-2.204755674029002e-06,-2.2072971280852185e-06,5.02814464198309e-06,5.029447010916396e-06
0.0037501000333577394,2.744290308754014e-09,-5.622174739983166e-06,-5.620442836417428e-06,-2.3486777536163572e-06,-2.346783223262095e-06,5.111508016852895e-06,5.1105372470168955e-06
0.003800000064074993,6.118390520287629e-09,-5.6937701629067305e-06,-5.689909071083764e-06,-2.470570734658395e-06,-2.4663468856214652e-06,5.180653715797234e-06,5.1784890514337375e-06
0.0038501000963151455,2.904626608668266e-09,-5.730357770517003e-06,-5.728524762167639e-06,-2.531924792492646e-06,-2.5299195761942793e-06,5.216466433921596e-06,5.2154387940412335e-06
0.0039001000113785267,2.9079944084641444e-09,-5.7485231081955135e-06,-5.746687998314427e-06,-2.5506267320452025e-06,-2.5486191145428216e-06,5.228334885032382e-06,5.2273061600117215e-06
0.003950099926441908,2.9642956163180984e-09,-5.748284365836298e-06,-5.7464136042745754e-06,-2.5268204808526207e-06,-2.524773999214032e-06,5.216261797613697e-06,5.215213364219045e-06
0.004000000189989805,3.0527296623644972e-09,-5.729491476813564e-06,-5.727565122453093e-06,-2.4606358692835784e-06,-2.458528358728147e-06,5.179902927920921e-06,5.178822781390066e-06
0.004050000105053186,4.0916330594196266e-08,-4.126818112126784e-06,-4.152638857966002e-06,6.450994760598405e-08,3.626265553432631e-08,2.5658439426479163e-06,2.5803189446934623e-06
0.004100100137293339,3.2099663202965657e-09,-4.367350356915267e-06,-4.365324558394145e-06,-1.730481073991541e-07,-1.7083207019303944e-07,2.7117773697682424e-06,2.7106419389115314e-06
0.004149999935179949,3.3505475965875163e-09,-4.587077455653343e-06,-4.584963032099978e-06,-3.6767139022231277e-07,-3.653583477299439e-07,2.840785555235925e-06,2.8396001368867897e-06
0.004200099967420101,3.398733283463108e-09,-4.787057605426526e-06,-4.7849127421989015e-06,-5.211574602981273e-07,-5.188111366360446e-07,2.953800276372931e-06,2.952597897505994e-06
0.004250099882483482,1.0073917252861417e-08,-4.998490567231784e-06,-4.992133208571202e-06,-6.688534881504893e-07,-6.618988710287227e-07,3.0682292617711937e-06,3.0646654014529634e-06
0.00430000014603138,3.680270788066594e-09,-5.156808128958801e-06,-5.154485841090637e-06,-7.409943805214425e-07,-7.384534068210068e-07,3.1474880870518973e-06,3.146186232688088e-06
0.004350100178271532,3.727269897593939e-09,-5.2927657634427305e-06,-5.290413998655875e-06,-7.712386036473617e-07,-7.686650942790196e-07,3.2079763059300603e-06,3.206657672998623e-06
0.004400100093334913,3.820210515492454e-09,-5.4049305617809296e-06,-5.4025198468724945e-06,-7.592996098537697e-07,-7.566622017231164e-07,3.2478665161761455e-06,3.246515020573011e-06
0.004449999891221523,3.9577232921912215e-09,-5.492859145306284e-06,-5.490361544934214e-06,-7.054218258417677e-07,-7.026895749244002e-07,3.2655595987307606e-06,3.264159466250052e-06
0.004500099923461676,1.2540316283286258e-08,-5.5932969189598225e-06,-5.5853829478203014e-06,-6.495663456007605e-07,-6.409090719787886e-07,3.2797765925351996e-06,3.2753403546333294e-06
0.004550000187009573,3.1210349171828316e-09,-3.816279786406085e-06,-3.814310382249163e-06,-1.586284241739122e-07,-1.564735934386821e-07,-1.132844715812098e-07,-1.1438855976767e-07
0.004600000102072954,4.012528773951346e-09,-4.031324351672083e-06,-4.028792297876605e-06,-2.7340084329807723e-07,-2.706306122656165e-07,-1.797221749200162e-08,-1.9391693016758776e-08
0.0046501001343131065,4.070719147607027e-09,-4.2186957216472365e-06,-4.216126986387095e-06,-3.476963854609494e-07,-3.4488593245902587e-07,6.593678136823655e-08,6.449674405414322e-08
0.004699999932199717,1.5212747585199546e-08,-4.423574864631519e-06,-4.4139745659646295e-06,-4.321916264871106e-07,-4.216893332040069e-07,1.63603814939961e-07,1.582220131605201e-07
0.004749999847263098,4.375039880708038e-09,-4.553751296043629e-06,-4.550990235831064e-06,-4.2537851641100133e-07,-4.223583072496778e-07,2.225597626193121e-07,2.2101190697932623e-07
0.00480009987950325,4.425777567751239e-09,-4.653934411180671e-06,-4.651141191133791e-06,-3.7608663205901394e-07,-3.7303148983908254e-07,2.668520835413801e-07,2.6528634573928564e-07
0.0048500001430511475,4.568212404048678e-09,-4.723470283352071e-06,-4.720587819620157e-06,-2.844161599568906e-07,-2.8126205275571194e-07,2.947959103494213e-07,2.9317987347911947e-07
0.004900000058114529,1.1219818470159167e-08,-7.836832992325071e-06,-7.829752286437469e-06,1.520972887192329e-06,1.528718529460454e-06,5.175010301172733e-06,5.171041301740782e-06
0.004950100090354681,4.366804829399749e-09,-7.960203220136464e-06,-7.957447213605187e-06,1.3406031484919367e-06,1.343617722886131e-06,5.278289791021962e-06,5.27674520252029e-06
0.004999999888241291,4.4332303061312344e-09,-8.054948011704255e-06,-8.052150325506827e-06,1.2042970638503903e-06,1.2073576132355945e-06,5.354901986720506e-06,5.353333700921091e-06
0.005050099920481443,1.919894816614468e-09,-7.272942639247049e-06,-7.271731173638668e-06,3.583737111512164e-07,3.596992392100587e-07,3.977912456321064e-06,3.977233249024435e-06
0.005100099835544825,1.964943426737984e-08,-7.381260274996748e-06,-7.3688603192895426e-06,1.5680454623634432e-07,1.7037000772616075e-07,4.0763388824416324e-06,4.069387650892063e-06
0.005150000099092722,4.616027907320664e-09,-7.40315545044723e-06,-7.400242406805849e-06,6.120479412174973e-08,6.439157192080675e-08,4.120609901292482e-06,4.1189770088759366e-06
0.005200100131332874,4.5699533731843685e-09,-7.396331966447178e-06,-7.393448040379e-06,8.330472311968151e-09,1.14854416691999e-08,4.144196282140911e-06,4.142579615007179e-06
0.0052501000463962555,7.446844935703344e-09,-7.361290045082569e-06,-7.356590667656172e-06,-1.6643140199334994e-09,3.4767998214799327e-09,4.147867457504617e-06,4.145233012635141e-06
0.0052999998442828655,2.161481357597157e-08,-6.64224262436619e-06,-6.6286023869506745e-06,-1.7035068822224275e-06,-1.6885845814351167e-06,2.97251358460926e-06,2.964867080284708e-06
0.005350099876523018,4.748260602033371e-09,-6.49215689918492e-06,-6.48916046631254e-06,-1.6413869161624461e-06,-1.6381088514090767e-06,2.918672180385329e-06,2.91699240056081e-06
0.005400099791586399,4.720508831637736e-09,-6.314347047009505e-06,-6.311368404901213e-06,-1.5365613990070415e-06,-1.5333022403891793e-06,2.847674977601855e-06,2.8460050135531725e-06
0.005450000055134296,4.740123266760893e-09,-6.1098871810827404e-06,-6.106895928473592e-06,-1.3894388075641473e-06,-1.3861663376844205e-06,2.7602668524195906e-06,2.758589915539851e-06
0.005500100087374449,5.859103136151698e-08,-5.878424872207688e-06,-5.91539938863762e-06,-1.1990659913863055e-06,-1.2395154288543295e-06,2.656200422279653e-06,2.6769281114730816e-06
0.00555010000243783,4.725078809766488e-09,-5.667799086950254e-06,-5.664817369258328e-06,-1.0162160606341786e-06,-1.0129539290407943e-06,2.5615750018914696e-06,2.5599034077925306e-06
0.00559999980032444,4.732091505232404e-09,-5.38373387826141e-06,-5.380747795367708e-06,-7.365587180174771e-07,-7.332917429638495e-07,2.422645138722146e-06,2.4209709604267397e-06
0.005650099832564592,4.6487044978322955e-09,-5.075138233223697e-06,-5.072204674425298e-06,-4.1232215153286234e-07,-4.0911277103369485e-07,2.265680450364016e-06,2.2640358947717468e-06
0.005700100213289261,1.8787312404943417e-09,-3.688678589242045e-06,-3.6898639812453407e-06,-1.0281554523317027e-06,-1.0294526731714247e-06,9.742633011455837e-08,9.809093147290992e-08
0.005750000011175871,4.8851234232386355e-08,-3.4060562938975636e-06,-3.4368844310701513e-06,-7.910779800113232e-07,-8.248033632118071e-07,-4.9031761761852977e-08,-3.1749760359350055e-08
0.005800100043416023,4.412087279204085e-09,-6.352686341415392e-06,-6.349902071522033e-06,-5.112399776407983e-06,-5.1093537733661855e-06,3.6105946037423564e-06,3.609033763971718e-06
0.005849999841302633,4.476793272176369e-09,-6.461020802817075e-06,-6.458195764564932e-06,-5.298195901559666e-06,-5.2951051709635375e-06,3.7110580706212204e-06,3.709474334134967e-06
0.005900000222027302,4.4971196990033555e-09,-6.548345936607802e-06,-6.545507951986893e-06,-5.442457222670782e-06,-5.439352514021618e-06,3.7906891066086246e-06,3.7890982850968094e-06
0.005950099788606167,1.4817852368973876e-08,-6.648693670285866e-06,-6.639342828928944e-06,-5.582248832070036e-06,-5.572019083653588e-06,3.869385182042606e-06,3.864142781630337e-06
0.006000000052154064,4.60228220453007e-09,-6.695086540275952e-06,-6.69218221233793e-06,-5.64416905035614e-06,-5.640991865477768e-06,3.910055056621786e-06,3.908426751684987e-06
0.0060501000843942165,4.591012322657059e-09,-6.720567398588173e-06,-6.7176701339465916e-06,-5.6644671531103086e-06,-5.661297646461626e-06,3.931580522475997e-06,3.929956490657532e-06
0.006100099999457598,4.61791674298361e-09,-6.725067123625195e-06,-6.722152857016454e-06,-5.643074473482557e-06,-5.63988656201396e-06,3.933757852792041e-06,3.932124015086914e-06
0.006149999797344208,6.565605545936762e-08,-6.393988769559655e-06,-6.435521466732638e-06,-5.848044565937016e-06,-5.893121746465439e-06,3.3141038784378907e-06,3.3376368442439436e-06
0.00620009982958436,4.717685998140183e-09,-5.586922270595096e-06,-5.583945242049657e-06,-6.642515018029371e-06,-6.6392579206254906e-06,1.698343112366274e-06,1.696674226894373e-06
0.006250100210309029,4.705293021901427e-09,-5.578051059274003e-06,-5.575081678416571e-06,-6.637032583967084e-06,-6.633784267940166e-06,1.687716235210246e-06,1.6860516022973384e-06
0.006300000008195639,4.728043339108103e-09,-5.544939085666556e-06,-5.541955505880996e-06,-6.590916655113688e-06,-6.58765249666001e-06,1.6641737374811783e-06,1.6625010405364314e-06
0.006350100040435791,4.688872429858298e-09,-5.487602265930036e-06,-5.48464312166255e-06,-6.503983968286775e-06,-6.500747088436725e-06,1.6275548659905326e-06,1.625896071637989e-06
0.006400099955499172,1.5863457971872585e-08,-5.437949766928796e-06,-5.427938982285655e-06,-6.410985861293739e-06,-6.4000342289044e-06,1.5952845160427387e-06,1.5896724542413314e-06
0.0064500002190470695,4.7681300702836384e-09,-5.332047294359654e-06,-5.329038467917911e-06,-6.2416656874120235e-06,-6.238373727554744e-06,1.5306893601518823e-06,1.5290026390401771e-06
0.006500099785625935,6.541259639072473e-08,-3.422622967264033e-06,-3.463902206678252e-06,-5.480856543726986e-06,-5.526015477320506e-06,-1.2920438621222274e-06,-1.2689029270362043e-06
0.006550100166350603,4.7133525922875695e-09,-3.482067768345587e-06,-3.479093345396137e-06,-5.546136890188791e-06,-5.5428829139505235e-06,-1.2494444945332361e-06,-1.2511118695413857e-06
0.006599999964237213,1.4910541259514152e-08,-3.543992306731525e-06,-3.5345829440446712e-06,-5.603517820418347e-06,-5.59322395413242e-06,-1.195808522425068e-06,-1.2010834111790031e-06
0.0066500999964773655,4.803177400220814e-09,-3.5516670777724357e-06,-3.548635918981418e-06,-5.590494311036309e-06,-5.587178367309271e-06,-1.1628566198851331e-06,-1.1645557687075564e-06
0.006700099911540747,4.816129979496789e-09,-3.5336399832885945e-06,-3.530600782263554e-06,-5.537660854315618e-06,-5.534335924220434e-06,-1.1351913826729287e-06,-1.1368952620615425e-06
0.006750000175088644,4.857073154623199e-09,-3.490961034913198e-06,-3.487895958196997e-06,-5.445143415272469e-06,-5.441790102971605e-06,-1.1131559176646988e-06,-1.1148739866289844e-06
0.006800100207328796,4.792984567202093e-09,-3.424481064939755e-06,-3.4214565066876707e-06,-5.312134817359038e-06,-5.308825615540707e-06,-1.0972827340083313e-06,-1.0989780014700443e-06
0.006850100122392178,6.791935920714837e-09,-3.3604990221647313e-06,-3.3562128591633227e-06,-5.166028131498024e-06,-5.161339111737464e-06,-1.0748793783932342e-06,-1.0772819382700186e-06
0.006900100037455559,5.128112464552473e-09,-6.508309979835758e-06,-6.505073780823918e-06,-2.377737928327406e-06,-2.374197731625253e-06,4.40992471339996e-06,4.408110447511251e-06
0.00695009995251894,5.083133432563602e-09,-6.4792175180627964e-06,-6.476009815130529e-06,-2.459688175804331e-06,-2.45617888492516e-06,4.450637334230123e-06,4.448839067031698e-06
0.007000099867582321,5.0293291795768484e-09,-6.4296514210582245e-06,-6.426477748374262e-06,-2.5014862785610603e-06,-2.49801410612954e-06,4.464520316105336e-06,4.462740998174947e-06
0.007050099782645702,1.4699018213876027e-08,-6.385767392202979e-06,-6.376491421987943e-06,-2.5305103008577134e-06,-2.5203624584041694e-06,4.4674420678347815e-06,4.4622421825899256e-06
0.007100100163370371,4.976956493242724e-09,-6.2973040257929824e-06,-6.294163203511922e-06,-2.490839960955782e-06,-2.487404177008148e-06,4.432258265296696e-06,4.430497379156251e-06
0.007149999961256981,4.943673073935061e-09,-6.190660769789247e-06,-6.18754102787967e-06,-2.4106143428070936e-06,-2.407201438597992e-06,4.374576292320853e-06,4.3728272357925845e-06
0.007200099993497133,4.857134066000559e-09,-6.065654361009365e-06,-6.062589424066442e-06,-2.289305257363594e-06,-2.28595195099463e-06,4.294805876270402e-06,4.293087374228834e-06
0.0072500999085605145,2.391480159537701e-08,-4.3645536607073154e-06,-4.379645487533868e-06,-1.7891493371280376e-06,-1.805659248312114e-06,1.766420723470219e-06,1.7748810621796034e-06
