time_s,gap_um,node,wall_element,triangle_index
0.0069500999525189,50.71813900455817,14,449,897
0.0070000998675823,49.48182715704996,14,449,897
0.0070500997826457,44.79190931964091,14,449,897
0.0071001001633703,36.49929582909772,14,449,897
0.0071499999612569,24.528415180603872,14,449,897
0.0072000999934971,8.74357694987638,14,449,897
0.0072500999085605,8.285711298187366,14,449,897
0.0073000001721084,23.20335227655792,14,449,897
0.0073501002043485,34.45177849874661,14,449,897
0.0074001001194119,41.825990707143006,14,449,897
0.0074499999172985,43.621381535739545,13,461,920
0.0075000999495387,40.79547474528943,13,461,920
0.007550099864602,34.787378077893536,13,461,920
0.0076000001281499,25.36263910104974,66,449,897
0.0076501001603901,10.037768596294043,66,449,897
0.0077001000754535,6.81123044671344,66,461,920
0.0077499998733401,21.36937898917961,66,461,920
0.0078000999055802,32.215525928729136,66,461,920
0.0078501002863049,39.31359913192636,66,461,920
0.0079001002013683,42.77987549106951,66,461,920
0.0079500004649162,42.75544854008835,66,461,920
0.0080000003799796,39.43252118349806,66,461,920
0.0080500002950429,33.048653075300116,66,461,920
0.0081000002101063,3.8573213681274043,51,502,1002
0.0081500997766852,24.031773378431257,66,461,921
0.0082000996917486,22.85941772834951,66,461,921
0.0082499999552965,18.588075346031925,66,461,921
0.0082999998703598,11.071768199543056,66,461,921
0.0083330003544688,4.294765678281024,66,461,921
