time_s,gap_um,contact_node,wall_element,triangle_index
0.0009885999999999999,13.01377911963161,130,441,880
0.0009887,12.926764248724453,130,441,880
0.0009888,12.839720688525945,130,441,880
0.0009889,12.752692077819813,130,441,880
0.0009889999999999999,12.665624533871636,130,441,880
0.0009891,12.57856165158289,130,441,880
0.0009892,12.491491858582751,130,441,880
0.0009893,12.404393510139831,130,441,880
0.0009893999999999999,12.317299755746633,130,441,880
0.0009895,12.230177421996487,130,441,880
0.0009896,12.143049474564451,130,441,880
0.0009897,12.055913413514013,130,441,880
0.0009897999999999999,11.968750032982035,130,441,880
0.0009899,11.881591298342562,130,441,880
0.00099,11.794414214102835,130,441,880
0.0009901,11.707231530784185,130,441,880
0.0009901999999999999,11.620030539755057,130,441,880
0.0009903,11.532812459128241,130,441,880
0.0009904,11.44559907320146,130,441,880
0.0009905,11.358357074028664,130,441,880
0.0009906,11.271098035908956,130,441,880
0.0009907,11.183842408019283,130,441,880
0.0009908,11.096571003486527,130,441,880
0.0009908999999999999,11.009291479730901,130,441,880
0.000991,10.921984690442542,130,441,880
0.0009911,10.834681361864003,130,441,880
0.0009912,10.747362190468483,130,441,880
0.0009912999999999999,10.66002475466792,130,441,880
0.0009914,10.572680547761195,130,441,880
0.0009915,10.485319258149014,130,441,880
0.0009916,10.397951197182463,130,441,880
0.0009916999999999999,10.310566107024252,130,441,880
0.0009918,10.22317421914048,130,441,880
0.0009919,10.1357653377322,130,441,880
0.000992,10.048349664414218,130,441,880
0.0009920999999999999,9.960916967322449,130,441,880
0.0009922,9.873477489214208,130,441,880
0.0009923,9.786031265365942,130,441,880
0.0009924,9.698557797865078,130,441,880
0.0009925,9.61108782166395,130,441,880
0.0009926,9.52359057087045,130,441,880
0.0009927,9.436096827738785,130,441,880
0.0009928,9.348586083366245,130,441,880
0.0009929,9.261058377466902,130,441,880
0.000993,9.173523922443323,130,441,880
0.0009931,9.085960991356751,130,441,880
0.0009931999999999999,8.998402792542622,130,441,880
0.0009933,8.910827651414905,130,441,880
0.0009934,8.823245764214828,130,441,880
0.0009935,8.735657127944625,130,441,880
0.0009935999999999999,8.64802986264354,130,441,880
0.0009937,8.560417558291745,130,441,880
0.0009938,8.472788294321377,130,441,880
0.0009939,8.385142077611883,130,441,880
0.0009939999999999999,8.297477693728474,130,441,880
0.0009941,8.20980783469112,130,441,880
0.0009942,8.12213125134235,130,441,880
0.0009943,8.034436516068698,130,441,880
0.0009943999999999999,7.946736314309101,130,441,880
0.0009945,7.859007703301631,130,441,880
0.0009946,7.771283855158735,130,441,880
0.0009947,7.6835316511385345,130,441,880
0.0009948,7.595784210178145,130,441,880
0.0009949,7.508030104845485,130,441,880
0.000995,7.420247579943739,130,441,880
0.0009950999999999998,7.332459684999862,130,441,880
0.0009952,7.244653595034681,130,441,880
0.0009953,7.156840780134281,130,441,880
0.0009954,7.069022640139198,130,441,880
0.0009954999999999999,6.98117610586118,130,441,880
0.0009956,6.893334387535713,130,441,880
0.0009957,6.805474495870951,130,441,880
0.0009958,6.71759775803387,130,441,880
0.0009958999999999999,6.629715635738753,130,441,880
0.000996,6.541815345485296,130,441,880
0.0009961,6.453908430394451,130,441,880
0.0009962,6.3659961491327675,130,441,880
0.0009962999999999999,6.278065700889307,130,441,880
0.0009964,6.190118437398418,130,441,880
0.0009965,6.102165731986544,130,441,880
0.0009966,6.014194957456961,130,441,880
0.0009966999999999999,5.926217579293009,130,441,880
0.0009968,5.8382233849142136,130,441,880
0.0009969,5.750222514954319,130,441,880
0.000997,5.662216299714938,130,441,880
0.0009971,5.57418175569516,130,441,880
0.0009972,5.486150826344606,130,441,880
0.0009973,5.398092898976929,130,441,880
0.0009973999999999998,5.310028305858521,130,441,880
0.0009975,5.221957140455184,130,441,880
0.0009976,5.133869186567257,130,441,880
0.0009977,5.04577458522583,130,441,880
0.0009977999999999999,4.957663211451631,130,441,880
0.0009979,4.869545266788271,130,441,880
0.000998,4.781410478317778,130,441,880
0.0009981,4.693269134465059,130,441,880
0.0009981999999999999,4.605111023953331,130,441,880
0.0009983,4.5169462892103605,130,441,880
0.0009984,4.428764793428064,130,441,880
0.0009985,4.340576682243403,130,441,880
0.0009985999999999999,4.252371896785664,130,441,880
0.0009987,4.1641604203659295,130,441,880
0.0009988,4.075932284562259,130,441,880
0.0009989,3.9876975293031847,130,441,880
0.0009989999999999999,3.8994346054515066,130,441,880
0.0009991,3.8111765205279444,130,441,880
0.0009992,3.722901713228491,130,441,880
0.0009993,3.6346203768163567,130,441,880
0.0009994,3.5463222605838247,130,441,880
0.0009995,3.458006175319309,130,441,880
0.0009996,3.3696848324918043,130,441,880
0.0009996999999999999,3.281356899796759,130,441,880
0.0009998,3.1930110164216523,130,441,880
0.0009999,3.10464969033528,130,441,880
0.001,3.016291972367797,130,441,880
0.0010000999999999999,2.927906133791475,130,441,880
0.0010002,2.8395150470698587,130,441,880
0.0010003,2.7511173915727287,130,441,880
0.0010004,2.6626916274034635,130,441,880
0.0010004999999999999,2.5742708097131737,130,441,880
0.0010006,2.4858434320888017,130,441,880
0.0010007,2.3973879555045916,130,441,880
0.0010008,2.3089271766191612,130,441,880
0.0010008999999999999,2.2204484918394405,130,441,880
0.001001,2.131974767537239,130,441,880
0.0010011,2.043472962239512,130,441,880
0.0010012,1.9549658717715308,130,441,880
0.0010012999999999999,1.866440885804687,130,441,880
0.0010014,1.7779106184218547,130,441,880
0.0010015,1.689372641390242,130,441,880
0.0010016,1.600807859966862,130,441,880
0.0010017,1.5122479830709366,130,441,880
0.0010018,1.4236702290378762,130,441,880
0.0010019,1.3350872861718852,130,441,880
0.0010019999999999999,1.2464762298385224,130,441,880
0.0010021,1.157858736179434,130,441,880
0.0010022,1.0692462320834264,130,441,880
0.0010023,0.9806056290549267,130,441,880
0.0010023999999999999,0.8919585950516364,130,441,880
0.0010025,0.8033063901366827,130,441,880
0.0010026,0.7146260973103279,130,441,880
0.0010027,0.6259393846952813,130,441,880
0.0010027999999999999,0.5372462631133131,130,441,880
0.0010029,0.4485479052642899,130,441,880
0.001003,0.35983172045604206,130,441,880
0.0010031,0.27109887999159227,130,441,880
0.0010031999999999999,0.1823597195917559,130,441,880
0.0010033,0.09360392042250756,130,441,880
0.0010034,0.004841652067614171,130,441,880
0.0010035,-0.08392576070635079,130,441,880
0.0010035999999999999,-0.17271097530649032,130,441,880
0.0010037,-0.25912838446709474,130,441,880
0.0010038,-0.33998200734441114,130,441,880
0.0010039,-0.41258554517713303,130,441,880
0.001004,-0.4745276746645775,130,441,880
0.0010041,-0.523805969455349,130,441,880
0.0010042,-0.5588198259562263,130,441,880
0.0010042999999999999,-0.5784940928428848,130,441,880
0.0010044,-0.5822705332849928,130,441,880
0.0010045,-0.5701224978183115,130,441,880
0.0010046,-0.5425599772505506,130,441,880
0.0010046999999999999,-0.500632386845754,130,441,880
0.0010048,-0.4458419142926343,130,441,880
0.0010049,-0.38014721994810574,130,441,880
0.001005,-0.3059392191515874,130,441,880
0.0010050999999999999,-0.22580476506495464,130,441,880
0.0010052,-0.14243564056114935,130,441,880
0.0010053,-0.058604635572474674,130,441,880
0.0010054,0.02521504055141781,130,441,880
0.0010054999999999999,0.10902334693605402,130,441,880
0.0010056,0.19281028222265428,130,441,880
0.0010057,0.2765757829519005,130,441,880
0.0010058,0.3603299303526049,130,441,880
0.0010059,0.4440727033856833,130,441,880
0.001006,0.5278055237389387,130,441,880
0.0010061,0.6115156231471538,130,441,880
0.0010061999999999998,0.6952156448110671,130,441,880
0.0010063,0.7788941747915087,130,441,880
0.0010064,0.8625500245554961,130,441,880
0.0010065,0.9462059837328916,130,441,880
0.0010065999999999999,1.029840452857538,130,441,880
0.0010067,1.1134534220640075,130,441,880
0.0010068,1.1970551252276558,130,441,880
0.0010069,1.2806454038034458,130,441,880
0.0010069999999999999,1.3642143338547135,130,441,880
0.0010071,1.4477731860582825,130,441,880
0.0010072,1.5313093470523742,130,441,880
0.0010073,1.6148340792501337,130,441,880
0.0010073999999999999,1.6983488127153843,130,441,880
0.0010075,1.7818421053405715,130,441,880
0.0010076,1.8653126336870065,130,441,880
0.0010077,1.948783241108381,130,441,880
0.0010077999999999999,2.0322323971843916,130,441,880
0.0010079,2.1156600609357072,130,441,880
0.001008,2.1990865867110134,130,441,880
0.0010081,2.282481375000808,130,441,880
0.0010082,2.365864882872848,130,441,880
0.0010083,2.4492371242054443,130,441,880
0.0010084,2.532599266478898,130,441,880
0.0010084999999999998,2.6159283742211947,130,441,880
0.0010086,2.6992577219238707,130,441,880
0.0010087,2.782564356918745,130,441,880
0.0010088,2.8658607341227,130,441,880
0.0010088999999999999,2.949124497649698,130,441,880
0.001009,3.032388146586,130,441,880
0.0010091,3.115640370608553,130,441,880
0.0010092,3.198871213349729,130,441,880
0.0010092999999999999,3.2820806126919986,130,441,880
0.0010094,3.365278657430523,130,441,880
0.0010095,3.4484653223537776,130,441,880
0.0010096,3.5316419719770558,130,441,880
0.0010096999999999999,3.6147957270735978,130,441,880
0.0010098,3.697939559801792,130,441,880
0.0010099,3.7810504231583075,130,441,880
0.00101,3.864161282386222,130,441,880
0.0010100999999999999,3.9472495469503572,130,441,880
0.0010102,4.030327581424429,130,441,880
0.0010103,4.113384212824568,130,441,880
0.0010104,4.19642941917917,130,441,880
0.0010105,4.279463444412118,130,441,880
0.0010106,4.362475653678485,130,441,880
0.0010107,4.445476618130694,130,441,880
0.0010107999999999998,4.528456199480873,130,441,880
0.0010109,4.611414359343215,130,441,880
0.001011,4.694372298788407,130,441,880
0.0010111,4.777307656986327,130,441,880
0.0010111999999999999,4.860232918533333,130,441,880
0.0010113,4.943135345633649,130,441,880
0.0010114,5.026027760541952,130,441,880
0.0010115,5.10889871322125,130,441,880
0.0010115999999999999,5.191758113212338,130,441,880
0.0010117,5.274606289137309,130,441,880
0.0010118,5.357432908322376,130,441,880
0.0010119,5.440248228129199,130,441,880
0.0010119999999999999,5.523041885869293,130,441,880
0.0010121,5.605814118180824,130,441,880
0.0010122,5.688585092171174,130,441,880
0.0010123,5.771335859960283,130,441,880
0.0010123999999999999,5.854063985843953,130,441,880
0.0010125,5.9367919616477,130,441,880
0.0010126,6.019486900656522,130,441,880
0.0010127,6.102182243847745,130,441,880
0.0010128,6.184855906009556,130,441,880
0.0010129,6.267507910809873,130,441,880
0.001013,6.3501588136256,130,441,880
0.0010130999999999999,6.4327782585808855,130,441,880
0.0010132,6.515386012688248,130,441,880
0.0010133,6.59798248485389,130,441,880
0.0010134,6.680557397978125,130,441,880
0.0010134999999999999,6.763120984660923,130,441,880
0.0010136,6.8456744568461945,130,441,880
0.0010137,6.928205001744406,130,441,880
0.0010138,7.010725664162128,130,441,880
0.0010138999999999999,7.093223358588313,130,441,880
0.001014,7.175710974347877,130,441,880
0.0010141,7.258187403546902,130,441,880
0.0010142,7.340641969203741,130,441,880
0.0010142999999999999,7.42307532414754,130,441,880
0.0010144,7.505507439056185,130,441,880
0.0010145,7.587907255677162,130,441,880
0.0010146,7.670306465397854,130,441,880
0.0010146999999999999,7.752673705085291,130,441,880
0.0010148,7.8350514568134715,130,441,880
0.0010149,7.917385786381223,130,441,880
0.001015,7.99971921658269,130,441,880
0.0010151,8.082031682071335,130,441,880
0.0010152,8.164343678772795,130,441,880
0.0010153,8.246612176666632,130,441,880
0.0010153999999999999,8.328891151701848,130,441,880
0.0010155,8.411138181755852,130,441,880
0.0010156,8.493383568405381,130,441,880
0.0010157,8.575598010251724,130,441,880
0.0010157999999999999,8.657810872102347,130,441,880
0.0010159,8.740001820947354,130,441,880
0.001016,8.822171915878021,130,441,880
0.0010161,8.904341790291703,130,441,880
0.0010161999999999999,8.98647824455665,130,441,880
0.0010163,9.068603972759988,130,441,880
0.0010164,9.150719408618542,130,441,880
0.0010165,9.232823019634754,130,441,880
0.0010165999999999999,9.314893925621174,130,441,880
0.0010167,9.396965229895876,130,441,880
0.0010168,9.479024593164864,130,441,880
0.0010169,9.561062645998925,130,441,880
0.001017,9.643078788750039,130,441,880
0.0010171,9.725083892263475,130,441,880
0.0010172,9.807067461133741,130,441,880
0.0010173,9.889039611540676,130,441,880
0.0010174,9.971011520814846,130,441,880
0.0010175,10.052940574684833,130,441,880
0.0010176,10.134867993236304,130,441,880
0.0010176999999999999,10.216785688489221,130,441,880
0.0010178,10.29867007650998,130,441,880
0.0010179,10.380554808573324,130,441,880
0.001018,10.462427833223442,130,441,880
0.0010180999999999999,10.544279268842958,130,441,880
0.0010182,10.626109515648507,130,441,880
0.0010183,10.7079279810016,130,441,880
0.0010184,10.789735394366794,130,441,880
0.0010184999999999999,10.871520825061442,130,441,880
0.0010186,10.953284794230056,130,441,880
0.0010187,11.035037637513932,130,441,880
0.0010188,11.11679023138014,130,441,880
0.0010188999999999999,11.198509703199104,130,441,880
0.001019,11.280207404334144,130,441,880
0.0010191,11.361905748629521,130,441,880
0.0010192,11.443592313489031,130,441,880
0.0010193,11.525245872522948,130,441,880
0.0010194,11.606899447520519,130,441,880
0.0010195,11.688531577837646,130,441,880
0.0010195999999999998,11.77014208340868,130,441,880
0.0010197,11.851741063723727,130,441,880
0.0010198,11.93332870932778,130,441,880
0.0010199,12.014894385430612,130,441,880
0.0010199999999999999,12.096460770395932,130,441,880
0.0010201,12.177993881383786,130,441,880
0.0010202,12.259515156343317,130,441,880
0.0010203,12.34102666273734,130,441,880
0.0010203999999999999,12.422505100345655,130,441,880
0.0010205,12.503993437985319,130,441,880
0.0010206,12.585450398137976,130,441,880
0.0010207,12.666884420992641,130,441,880
0.0010207999999999999,12.748318136162974,130,441,880
0.0010209,12.829730546251755,130,441,880
0.001021,12.911131314236329,130,441,880
0.0010211,12.992510765801411,130,441,880
0.0010211999999999999,13.073878442525295,130,441,880
0.0010213,13.155236356535648,130,441,880
0.0010214,13.236571008922994,130,441,880
0.0010215,13.317894555172755,130,441,880
0.0010216,13.39919752205009,130,441,880
0.0010217,13.480487708556211,130,441,880
0.0010218,13.561757644874511,130,441,880
0.0010218999999999998,13.643014821829258,130,441,880
0.001022,13.724262232558756,130,441,880
0.0010221,13.805487647881433,130,441,880
0.0010222,13.886702020790963,130,441,880
0.0010222999999999999,13.967899532794377,130,441,880
0.0010224,14.04907542251529,130,441,880
0.0010225,14.130240136461806,130,441,880
0.0010226,14.21138811707008,130,441,880
0.0010226999999999999,14.292519538914519,130,441,880
0.0010228,14.373634401138556,130,441,880
0.0010229,14.454743839616858,130,441,880
0.001023,14.535825719462936,130,441,880
0.0010230999999999999,14.61690251925447,130,441,880
0.0010232,14.697951274011006,130,441,880
0.0010233,14.778994956667187,130,441,880
0.0010234,14.860022510772488,130,441,880
0.0010234999999999999,14.941033133565078,130,441,880
0.0010236,15.022026355087686,130,441,880
0.0010237,15.103004220119717,130,441,880
0.0010238,15.183965647257315,130,441,880
0.0010239,15.264909833875851,130,441,880
0.001024,15.345838192155739,130,441,880
0.0010241,15.426753713521132,130,441,880
0.0010241999999999999,15.507660485615643,130,441,880
0.0010243,15.588538527725298,130,441,880
0.0010244,15.669400737858572,130,441,880
0.0010245,15.75026225420461,130,441,880
0.0010245999999999999,15.831102152821405,130,441,880
0.0010247,15.911914105498491,130,441,880
0.0010248,15.992726637471696,130,441,880
0.0010249,16.073516994411264,130,441,880
0.0010249999999999999,16.154295789841385,130,441,880
0.0010251,16.23505299080065,130,441,880
0.0010252,16.31579880589616,130,441,880
0.0010253,16.3965229369209,130,441,880
0.0010253999999999999,16.477235598909022,130,441,880
0.0010255,16.557938786351833,130,441,880
0.0010256,16.638618352588793,130,441,880
0.0010257,16.719280675565095,130,441,880
0.0010257999999999999,16.79993425080905,130,441,880
0.0010259,16.880564132278945,130,441,880
0.001026,16.961189009377076,130,441,880
0.0010261,17.04179221627416,130,441,880
0.0010262,17.122384036201943,130,441,880
0.0010263,17.202947657198973,130,441,880
0.0010264,17.283506307320888,130,441,880
0.0010264999999999999,17.36404842011461,130,441,880
0.0010266,17.44457390967355,130,441,880
0.0010267,17.525094472248036,130,441,880
0.0010268,17.605586166531282,130,441,880
0.0010268999999999999,17.686062606596458,130,441,880
0.001027,17.76652203030247,130,441,880
0.0010271,17.846975575284148,130,441,880
0.0010272,17.92740229853805,130,441,880
0.0010272999999999999,18.00782284101569,130,441,880
0.0010274,18.088227393085656,130,441,880
0.0010275,18.168603189313522,130,441,880
0.0010276,18.24897534495019,130,441,880
0.0010276999999999999,18.32933523056592,130,441,880
0.0010278,18.40967279421887,130,441,880
0.0010279,18.489994673102817,130,441,880
0.001028,18.57029971273125,130,441,880
0.0010280999999999999,18.6505933949706,130,441,880
0.0010282,18.730864684259817,130,441,880
0.0010283,18.81113672693342,130,441,880
0.0010284,18.89137506298665,130,441,880
0.0010285,18.971603003813218,130,441,880
0.0010286,19.051819575331304,130,441,880
0.0010287,19.13201375731923,130,441,880
0.0010287999999999999,19.212197180508646,130,441,880
0.0010289,19.292369782764847,130,441,880
0.001029,19.372525236468608,130,441,880
0.0010291,19.452648052580802,130,441,880
0.0010291999999999999,19.532770908712266,130,441,880
0.0010293,19.61287713283733,130,441,880
0.0010294,19.692966151480448,130,441,880
0.0010295,19.773033562747987,130,441,880
0.0010295999999999999,19.8531015850743,130,441,880
0.0010297,19.933140893492492,130,441,880
0.0010298,20.01316424457604,130,441,880
0.0010299,20.093181892984834,130,441,880
0.0010299999999999999,20.17317141600732,130,441,880
0.0010301,20.253156554362565,130,441,880
0.0010302,20.333112972595465,130,441,880
0.0010303,20.41306487077555,130,441,880
0.0010304,20.492999622578537,130,441,880
0.0010305,20.57292281201624,130,441,880
0.0010306,20.652824978376362,130,441,880
0.0010306999999999998,20.732709928598567,130,441,880
0.0010308,20.812578321295664,130,441,880
0.0010309,20.89243580746347,130,441,880
0.001031,20.97227101543731,130,441,880
0.0010310999999999999,21.05208947530529,130,441,880
0.0010312,21.131908725764596,130,441,880
0.0010313,21.211694117259523,130,441,880
0.0010314,21.291468004951543,130,441,880
0.0010314999999999999,21.37123237578544,130,441,880
0.0010316,21.45098458212922,130,441,880
0.0010317,21.5307085221959,130,441,880
0.0010318,21.61042247248934,130,441,880
0.0010318999999999999,21.690125507817886,130,441,880
0.001032,21.769811316286873,130,441,880
0.0010321,21.849475377131515,130,441,880
0.0010322,21.929127981787268,130,441,880
0.0010322999999999999,22.008764064619246,130,441,880
0.0010324,22.08838346200153,130,441,880
0.0010325,22.167986100219615,130,441,880
0.0010326,22.247572286995663,130,441,880
0.0010327,22.32715407723387,130,441,880
0.0010328,22.406706929313934,130,441,880
0.0010329,22.486254845405067,130,441,880
0.0010329999999999998,22.56577399016862,130,441,880
0.0010331,22.645288567213836,130,441,880
0.0010332,22.724787347856726,130,441,880
0.0010333,22.804273761201035,130,441,880
0.0010333999999999999,22.88372707353993,130,441,880
0.0010335,22.963174714488872,130,441,880
0.0010336,23.04261125635275,130,441,880
0.0010337,23.122026280931497,130,441,880
0.0010337999999999999,23.201441180535305,130,441,880
0.0010339,23.280823022495902,130,441,880
0.001034,23.36019316818988,130,441,880
0.0010341,23.439541727570976,130,441,880
0.0010341999999999999,23.518890159670462,130,441,880
0.0010343,23.598204870263583,130,441,880
0.0010344,23.677520063803627,130,441,880
0.0010345,23.75680720132599,130,441,880
0.0010345999999999999,23.836088541526646,130,441,880
0.0010347,23.915348903141034,130,441,880
0.0010348,23.99459826940174,130,441,880
0.0010349,24.073830385266884,130,441,880
0.001035,24.15303382786168,130,441,880
0.0010351,24.23224415376979,130,441,880
0.0010352,24.311426547343004,130,441,880
0.0010352999999999998,24.390591483122826,130,441,880
0.0010354,24.4697404352268,130,441,880
0.0010355,24.54887230108199,130,441,880
0.0010356,24.628004578079313,130,441,880
0.0010356999999999999,24.707103674700303,130,441,880
0.0010358,24.786197145589032,130,441,880
0.0010359,24.865268034524632,130,441,880
0.001036,24.944328185914824,130,441,880
0.0010360999999999999,25.023372283115872,130,441,880
0.0010362,25.10239336000452,130,441,880
0.0010363,25.18140357714351,130,441,880
0.0010364,25.260402857522507,130,441,880
0.0010364999999999999,25.339384857576622,130,441,880
0.0010366,25.418345744836223,130,441,880
0.0010367,25.497294655977296,130,441,880
0.0010368,25.576227321027357,130,441,880
0.0010368999999999999,25.655148586240635,130,441,880
0.001037,25.73404803672008,130,441,880
0.0010371,25.812930267021834,130,441,880
0.0010372,25.89180790262365,130,441,880
0.0010373,25.970656969348287,130,441,880
0.0010374,26.049501384337663,130,441,880
0.0010375,26.128328511738708,130,441,880
0.0010375999999999999,26.207128103513668,130,441,880
0.0010377,26.285922005309953,130,441,880
0.0010378,26.364704893269455,130,441,880
0.0010379,26.44346484213638,130,441,880
0.0010379999999999999,26.522208770312538,130,441,880
0.0010381,26.600936693513273,130,441,880
0.0010382,26.679652376606327,130,441,880
0.0010383,26.758346999937256,130,441,880
0.0010383999999999999,26.837029381402537,130,441,880
0.0010385,26.915700968737106,130,441,880
0.0010386,26.994350721542023,130,441,880
0.0010387,27.072994715720277,130,441,880
0.0010387999999999999,27.151605384210153,130,441,880
0.0010389,27.23021672926573,130,441,880
0.001039,27.308798592307458,130,441,880
0.0010391,27.38737717248869,130,441,880
0.0010391999999999999,27.465932152746838,130,441,880
0.0010393,27.544475552085128,130,441,880
0.0010394,27.62300425533099,130,441,880
0.0010395,27.701514400820763,130,441,880
0.0010396,27.78000778986,130,441,880
0.0010397,27.858491532117128,130,441,880
0.0010398,27.936951662402294,130,441,880
0.0010398999999999999,28.015396360058453,130,441,880
0.00104,28.093834643566378,130,441,880
0.0010401,28.1722505426761,130,441,880
0.0010402,28.25065688095218,130,441,880
0.0010402999999999999,28.32903360168784,130,441,880
0.0010404,28.407410276820613,130,441,880
0.0010405,28.485755779138902,130,441,880
0.0010406,28.564099183361556,130,441,880
0.0010406999999999999,28.642425829971092,130,441,880
0.0010408,28.720732101065938,130,441,880
0.0010409,28.799025593267523,130,441,880
0.001041,28.877302809375383,130,441,880
0.0010410999999999999,28.955564214413137,130,441,880
0.0010412,29.03380765981409,130,441,880
0.0010413,29.11203434271,130,441,880
0.0010414,29.190245696318527,130,441,880
0.0010414999999999999,29.26845051536314,130,441,880
0.0010416,29.346627874862975,130,441,880
0.0010417,29.42478929736033,130,441,880
0.0010418,29.502944057006992,130,441,880
0.0010419,29.581070742316705,130,441,880
0.001042,29.65919725944982,130,441,880
0.0010421,29.737303519773818,130,441,880
0.0010421999999999999,29.815396741497015,130,441,880
0.0010423,29.893456708099283,130,441,880
0.0010424,29.971517823395477,130,441,880
0.0010425,30.049556040999178,130,441,880
0.0010425999999999999,30.12758240916925,130,441,880
0.0010427,30.20559237259295,130,441,880
0.0010428,30.283593258914248,130,441,880
0.0010429,30.361569789888303,130,441,880
0.0010429999999999999,30.439529545277548,130,441,880
0.0010431,30.517484073400514,130,441,880
0.0010432,30.595411831834436,130,441,880
0.0010433,30.673321493314912,130,441,880
0.0010433999999999999,30.751226173277438,130,441,880
0.0010435,30.829114074360586,130,441,880
0.0010436,30.906974954355523,130,441,880
0.0010437,30.9848345806034,130,441,880
0.0010438,31.062672377453328,130,441,880
0.0010439,31.14049351332911,130,441,880
0.001044,31.218304475319666,130,441,880
0.0010440999999999998,31.296092161356494,130,441,880
0.0010442,31.373868231730704,130,441,880
0.0010443,31.451622590259873,130,441,880
0.0010444,31.52936532721467,130,441,880
0.0010444999999999999,31.60709259633855,130,441,880
0.0010446,31.68481356410064,130,441,880
0.0010447,31.76250100829184,130,441,880
0.0010448,31.840188637538457,130,441,880
0.0010448999999999999,31.917847917055873,130,441,880
0.001045,31.995503281608404,130,441,880
0.0010451,32.073129096277725,130,441,880
0.0010452,32.15074980091281,130,441,880
0.0010452999999999999,32.22835875610444,130,441,880
0.0010454,32.30594611347403,130,441,880
0.0010455,32.383515578492954,130,441,880
0.0010456,32.461070662624344,130,441,880
0.0010456999999999999,32.53861292381347,130,441,880
0.0010458,32.61613346326072,130,441,880
0.0010459,32.693642248369855,130,441,880
0.001046,32.771134356402115,130,441,880
0.0010461,32.84861618105603,130,441,880
0.0010462,32.926076252049526,130,441,880
0.0010463,33.00351820059514,130,441,880
0.0010463999999999998,33.08095503443151,130,441,880
0.0010465,33.15835735393112,130,441,880
