time_s,speed_mm_s,Fwall_norm_N,residual_norm_Ns,Vcom_x,Vcom_y,Vcom_z,P_x,P_y,P_z,Jmag_x,Jmag_y,Jmag_z,Jhydro_x,Jhydro_y,Jhydro_z,Jwall_x,Jwall_y,Jwall_z
0.0002562,0.011526408185735127,0.0,3.2979993019056117e-18,-0.007274050270998635,-0.007957367228612601,0.0040775709813771046,-7.274030328406943e-11,-7.957345412633928e-11,4.0775598022774084e-11,-7.274345683846238e-11,-7.958006834701788e-11,4.0779454169870724e-11,3.1547626452904688e-15,6.611301353085071e-15,-3.857092857823493e-15,0.0,0.0,0.0
0.0002563,0.011539226250265109,0.0,3.0258269458649778e-18,-0.007282139273226604,-0.007966216655718937,0.004082105125334752,-7.282119308458042e-11,-7.966194815478607e-11,4.0820939338042124e-11,-7.282435253316047e-11,-7.966856682087169e-11,4.0824803709442465e-11,3.159556294880469e-15,6.621333078735071e-15,-3.8629462077434934e-15,0.0,0.0,0.0
0.0002564,0.011552053016752509,0.0,3.506896836248136e-18,-0.007290233863390025,-0.007975071670760723,0.0040866429945827,-7.290213876429274e-11,-7.975049806243417e-11,4.086631790611103e-11,-7.290530449115952e-11,-7.97571268457918e-11,4.087018478981254e-11,3.164355298240469e-15,6.631375965535071e-15,-3.868806072293494e-15,0.0,0.0,0.0
0.0002565,0.011564888449601672,0.0,3.8402350292336926e-18,-0.0072983345071501865,-0.007983932273737957,0.004091183657798374,-7.298314497980648e-11,-7.983910384928354e-11,4.09117244137806e-11,-7.298631272597987e-11,-7.984574843656926e-11,4.091559741856037e-11,3.169159659150469e-15,6.641430021235071e-15,-3.874672456018494e-15,0.0,0.0,0.0
0.0002566,0.0115777332469715,0.0,4.6696030046990844e-18,-0.007306440273184512,-0.00799280032729579,0.0040957271149817745,-7.306420241792144e-11,-7.992778414173463e-11,4.095715886105084e-11,-7.306737725113456e-11,-7.993443160798705e-11,4.0961041603261257e-11,3.1739693813954692e-15,6.651495253585071e-15,-3.880545363458494e-15,0.0,0.0,0.0
0.0002567,0.0115905863972193,0.0,3.974640844113445e-18,-0.0073145520928155775,-0.0080016730374665,0.004100274297455474,-7.314532039183782e-11,-8.001651100018683e-11,4.1002630561121937e-11,-7.314849808012923e-11,-8.002317637482015e-11,4.100651735148637e-11,3.1787844687604695e-15,6.661571670385071e-15,-3.886424799158494e-15,0.0,0.0,0.0
0.0002568,0.01160344891198775,0.0,3.2269696841698656e-18,-0.007322669034720807,-0.008010553198217805,0.004104824273896902,-7.322648958835542e-11,-8.010531236424071e-11,4.104813020079371e-11,-7.32296752264622e-11,-8.011198275183546e-11,4.105202467080276e-11,3.1836049250254698e-15,6.671659279435072e-15,-3.892310767668494e-15,0.0,0.0,0.0
0.0002569,0.01161632042258172,0.0,2.0654647073232245e-18,-0.0073307920302227774,-0.008019438946904562,0.004109377975628629,-7.330771932067446e-11,-8.019416960749592e-11,4.109366709326635e-11,-7.331090870362441e-11,-8.020085075379183e-11,4.109756356877336e-11,3.18843075397547e-15,6.681758088485072e-15,-3.898203273528495e-15,0.0,0.0,0.0
0.000257,0.011629200948616907,0.0,4.045980200466413e-18,-0.007338920613660199,-0.008028331214849341,0.004113934471328082,-7.338900493219481e-11,-8.028309204315262e-11,4.113923192533964e-11,-7.339219852509944e-11,-8.028978039544009e-11,4.114313405295696e-11,3.1932619594004702e-15,6.691868105335072e-15,-3.904102321288495e-15,0.0,0.0,0.0
0.0002571,0.011642089847145777,0.0,1.5801824422151032e-18,-0.007347054785033072,-0.00803722907072957,0.004118493760995262,-7.347034642291648e-11,-8.037207035801061e-11,4.118482469701361e-11,-7.347354470436353e-11,-8.037877169152299e-11,4.1188736130908256e-11,3.1980985450904704e-15,6.701989337735072e-15,-3.9100079155034946e-15,0.0,0.0,0.0
0.00025719999999999996,0.011654988090579592,0.0,1.653130475920388e-18,-0.007355194544341399,-0.008046133445867824,0.004123056775952741,-7.355174379283948e-11,-8.046111386527012e-11,4.1230454721488437e-11,-7.355494725488553e-11,-8.046782465677522e-11,4.123436981017778e-11,3.202940514835468e-15,6.712121793485067e-15,-3.915920060718491e-15,0.0,0.0,0.0
0.00025729999999999997,0.011667894706507101,0.0,4.0662257768390326e-18,-0.007363339891585176,-0.008055043408941526,0.004127622584877947,-7.36331970419638e-11,-8.055021325173092e-11,4.1276112685563934e-11,-7.363640619012705e-11,-8.055693930592354e-11,4.1280035098312005e-11,3.207787872425468e-15,6.722265480385068e-15,-3.921838761483492e-15,0.0,0.0,0.0
0.00025739999999999997,0.011680811439423318,0.0,4.478522049464126e-18,-0.007371491292425695,-0.008063960822595827,0.004132191653432166,-7.371471082688956e-11,-8.063938714379344e-11,4.132180324584019e-11,-7.371792152354215e-11,-8.064611565368646e-11,4.132573200285319e-11,3.212640621650468e-15,6.732420406235068e-15,-3.927764022353492e-15,0.0,0.0,0.0
0.00025749999999999997,0.011693735772749462,0.0,3.553431899286663e-18,-0.007379647815540376,-0.008072882892863002,0.004136763981615399,-7.379627583441651e-11,-8.072860760185703e-11,4.136752640231722e-11,-7.379949326857763e-11,-8.073535371477453e-11,4.13714605313395e-11,3.2174987663054683e-15,6.742586578835068e-15,-3.9336958478834925e-15,0.0,0.0,0.0
0.0002576,0.011706670223064304,0.0,3.1360437979643808e-18,-0.007387810392251799,-0.008081812413710776,0.004141339569427646,-7.387790137774492e-11,-8.081790256552235e-11,4.141328215499502e-11,-7.388112143867287e-11,-8.082465350389022e-11,4.141722069130497e-11,3.2223623101854684e-15,6.752764005935068e-15,-3.939634242628493e-15,0.0,0.0,0.0
0.0002577,0.011719612752004723,0.0,1.827636280361189e-18,-0.007395978091237385,-0.008090747522493998,0.004145917951207617,-7.395957814367451e-11,-8.090725340838895e-11,4.145906584727347e-11,-7.396280604725992e-11,-8.091401503572794e-11,4.14630124902795e-11,3.2272312570804687e-15,6.762952695335068e-15,-3.945579211143493e-15,0.0,0.0,0.0
0.0002578,0.011732564754986343,0.0,4.856997361318706e-18,-0.007404151843819711,-0.008099689150535246,0.004150499592616602,-7.404131544540555e-11,-8.099666944365707e-11,4.150488213575269e-11,-7.404454710776348e-11,-8.10034383249741e-11,4.150883593578889e-11,3.2321056107854688e-15,6.7731526548350685e-15,-3.9515307579884934e-15,0.0,0.0,0.0
0.0002579,0.011745525459925372,0.0,2.698173356937419e-18,-0.007412331184337488,-0.008108636366511943,0.004155084959315888,-7.41231086263379e-11,-8.108614135812648e-11,4.1550735677032784e-11,-7.412634463360089e-11,-8.109292338630701e-11,4.1554691035354787e-11,3.2369853751004687e-15,6.783363892285069e-15,-3.957488887718493e-15,0.0,0.0,0.0
0.000258,0.011758495015573765,0.0,2.7454004509451547e-18,-0.00742051611279072,-0.008117590101746662,0.004159672654321613,-7.420495768647159e-11,-8.117567846499738e-11,4.159661250131344e-11,-7.420819863818207e-11,-8.11824702343969e-11,4.160057779649471e-11,3.241870553820469e-15,6.793586415485069e-15,-3.963453604888493e-15,0.0,0.0,0.0
0.0002581,0.011771473273179579,0.0,3.6282709907000076e-18,-0.0074287066291794015,-0.008126549424916833,0.004164264074617638,-7.428686262580659e-11,-8.12652714510696e-11,4.1642526578394956e-11,-7.42901091349096e-11,-8.127207888390596e-11,4.164649622672204e-11,3.246761150745469e-15,6.803820232185069e-15,-3.969424914063493e-15,0.0,0.0,0.0
0.0002582,0.01178446135390593,0.0,4.454751554413371e-18,-0.007436902733503536,-0.0081355161986676,0.004168858754542676,-7.436882344434291e-11,-8.135493894274352e-11,4.168847325167725e-11,-7.437207613717868e-11,-8.13617493494883e-11,4.169244633354603e-11,3.251657169675469e-15,6.814065350185069e-15,-3.975402819808493e-15,0.0,0.0,0.0
0.0002583,0.01179745745804668,0.0,4.780256623395095e-18,-0.007445104891424411,-0.008144487629031243,0.004173456228435441,-7.445084479868068e-11,-8.144465300041852e-11,4.1734447864560196e-11,-7.445409965837715e-11,-8.145148164578997e-11,4.1738428124471806e-11,3.2565586144104693e-15,6.824321777285069e-15,-3.981387326683493e-15,0.0,0.0,0.0
0.0002584,0.011810463091439793,0.0,1.2673608846638505e-18,-0.007453312171619449,-0.008153466509975484,0.004178056961957218,-7.453291737561964e-11,-8.153444156369526e-11,4.178045507364391e-11,-7.453617971188543e-11,-8.154127578744893e-11,4.1784441607000334e-11,3.2614654887554695e-15,6.8345895213350696e-15,-3.987378439248493e-15,0.0,0.0,0.0
0.0002585,0.011823477555926644,0.0,1.8151107416353656e-18,-0.007461525505411228,-0.008162450978855174,0.0041826609551080095,-7.461505048836004e-11,-8.162428600617327e-11,4.1826494878928396e-11,-7.46183163110766e-11,-8.163113178909512e-11,4.183048678862847e-11,3.2663777965104695e-15,6.84486859013507e-15,-3.9933761620684936e-15,0.0,0.0,0.0
0.0002586,0.011836501035854704,0.0,2.4066404723760743e-18,-0.007469744427138459,-0.008171441966992888,0.0041872677422265265,-7.469723948030176e-11,-8.171419564105279e-11,4.187256262381354e-11,-7.470050946931638e-11,-8.172104966535035e-11,4.187656367684893e-11,3.2712955414804696e-15,6.85515899148507e-15,-3.9993804997134934e-15,0.0,0.0,0.0
0.0002587,0.011849533217740186,0.0,3.2155797669930876e-18,-0.007477968936801141,-0.008180438543066052,0.0041918782546353445,-7.47794843514448e-11,-8.180416115513362e-11,4.1918667621499564e-11,-7.478275919996305e-11,-8.181102943082838e-11,4.192267227915028e-11,3.27621872747047e-15,6.86546073318507e-15,-4.0053914567484936e-15,0.0,0.0,0.0
0.0002588,0.011862574415066872,0.0,3.597854123063223e-18,-0.007486199034399277,-0.00818944163839724,0.004196491561011888,-7.486178510178918e-11,-8.189419186161596e-11,4.196480055878624e-11,-7.486506551636756e-11,-8.19010711001349e-11,4.1968812603016965e-11,3.2811473582854698e-15,6.87577382303507e-15,-4.011409037738494e-15,0.0,0.0,0.0
0.0002589,0.011875624792566594,0.0,1.5324861528891692e-18,-0.007494434719932863,-0.008198451252986452,0.0042011081270174454,-7.494414173133485e-11,-8.19842877604998e-11,4.2010966092273685e-11,-7.494742843187347e-11,-8.199117468786754e-11,4.2014984655929275e-11,3.2860814377304697e-15,6.8860982688850705e-15,-4.017433247258494e-15,0.0,0.0,0.0
0.000259,0.011888684001160079,0.0,4.727892006403421e-18,-0.007502676459063189,-0.008207466455511112,0.004205727952652016,-7.502655889668197e-11,-8.20744395385849e-11,4.2057164221961897e-11,-7.502984795981692e-11,-8.208134020861582e-11,4.2061188445363376e-11,3.29102096961547e-15,6.896434078585071e-15,-4.023464089878494e-15,0.0,0.0,0.0
0.0002591,0.011901752096058418,0.0,4.495406072711986e-18,-0.007510923320467681,-0.008216488177293797,0.0042103510379156,-7.51090272846303e-11,-8.216465650907155e-11,4.210339494785088e-11,-7.511232411352674e-11,-8.21715676769612e-11,4.2107423978791286e-11,3.29596595775047e-15,6.906781259935071e-15,-4.029501570163495e-15,0.0,0.0,0.0
0.0002592,0.011914829500266136,0.0,2.4811483506147713e-18,-0.0075191762354689115,-0.008225516418334505,0.004214976917146909,-7.519155620838006e-11,-8.225493867195969e-11,4.2149653613340515e-11,-7.519485690632428e-11,-8.226185710747705e-11,4.2153691263680883e-11,3.30091640594547e-15,6.917139820735071e-15,-4.035545692688495e-15,0.0,0.0,0.0
0.0002593,0.011927915606431281,0.0,4.400960355664908e-18,-0.007527434738405595,-0.008234550247310663,0.00421960652166852,-7.527414101133115e-11,-8.234527671404913e-11,4.2195949531631036e-11,-7.527744635152358e-11,-8.235220851472867e-11,4.21999903074959e-11,3.30587231801047e-15,6.9275097688350714e-15,-4.041596462033495e-15,0.0,0.0,0.0
0.00025939999999999996,0.01194101072803762,0.0,4.074813009893766e-18,-0.00753569882927773,-0.008243590595544845,0.004224238920157856,-7.535678169348356e-11,-8.243567994854006e-11,4.22422733895222e-11,-7.536009246243125e-11,-8.244262191327326e-11,4.2246321117695935e-11,3.3108336977554674e-15,6.937891112035066e-15,-4.047653882768492e-15,0.0,0.0,0.0
0.00025949999999999997,0.011954115029816985,0.0,1.3732479109019758e-18,-0.007543968508085317,-0.00825263746303705,0.004228874578276206,-7.543947825483728e-11,-8.25261483754325e-11,4.2288629843614146e-11,-7.54427952523466e-11,-8.253309731766003e-11,4.229268370173648e-11,3.3158005490004673e-15,6.948283858185066e-15,-4.053717959468492e-15,0.0,0.0,0.0
0.00025959999999999997,0.01196722816269014,0.0,3.699758500813e-18,-0.007552244240489644,-0.008261689918464704,0.004233513496023569,-7.552223535199245e-11,-8.261667268152624e-11,4.2335018893906855e-11,-7.55255547345614e-11,-8.262363474242997e-11,4.233907806706882e-11,3.3207728755554673e-15,6.958688015135066e-15,-4.059788696713492e-15,0.0,0.0,0.0
0.00025969999999999997,0.011980350181868125,0.0,3.94249287932978e-18,-0.007560525095168136,-0.008270748893150385,0.004238155673399946,-7.560504367174881e-11,-8.27072621800215e-11,4.238144054040033e-11,-7.56083709223601e-11,-8.271423420211603e-11,4.238550422114011e-11,3.3257506812354673e-15,6.969103590685066e-15,-4.065866099078492e-15,0.0,0.0,0.0
0.00025979999999999997,0.011993481510355496,0.0,8.987632914941345e-19,-0.0075688120034433665,-0.008279814387094088,0.004242800644744048,-7.568791252730662e-11,-8.279791687091825e-11,4.242789012649446e-11,-7.569124382901976e-11,-8.280489571124306e-11,4.243196217139337e-11,3.3307339698604675e-15,6.979530592635067e-15,-4.071950171143492e-15,0.0,0.0,0.0
0.0002599,0.01200662137606847,0.0,2.4957193137995386e-18,-0.00757710449965405,-0.008288885468973238,0.004247448875717164,-7.577083726206575e-11,-8.28886274410163e-11,4.247437230878937e-11,-7.577417346781002e-11,-8.289561928432782e-11,4.247845192526747e-11,3.3357227452454675e-15,6.989969028835067e-15,-4.078040917488492e-15,0.0,0.0,0.0
0.00026,0.012019770421954467,0.0,2.904894283334895e-18,-0.007585402583800185,-0.008297963070110414,0.004252100366319293,-7.585381787602618e-11,-8.297940320351585e-11,4.2520887087285036e-11,-7.585715985199313e-11,-8.298640493587899e-11,4.252497349019713e-11,3.3407170112054675e-15,7.000418907135067e-15,-4.084138342693492e-15,0.0,0.0,0.0
0.0002601,0.01203292894188168,0.0,3.649834173188513e-18,-0.00759370672154306,-0.008307047190505614,0.004256755116550434,-7.593685902578807e-11,-8.307024415841692e-11,4.2567434461981464e-11,-7.5940202994824e-11,-8.30772526803972e-11,4.257152687361296e-11,3.3457167715604675e-15,7.010880235385067e-15,-4.090242451343492e-15,0.0,0.0,0.0
