time_s,speed_mm_s,Fwall_norm_N,residual_norm_Ns,Vcom_x,Vcom_y,Vcom_z,P_x,P_y,P_z,Jmag_x,Jmag_y,Jmag_z,Jhydro_x,Jhydro_y,Jhydro_z,Jwall_x,Jwall_y,Jwall_z
1.9e-06,5.400729714847309e-09,0.0,1.6817754235690848e-24,-3.4081899549466157e-09,-3.7284992881231256e-09,1.9106061190891827e-09,-3.408180611027046e-17,-3.7284890660410456e-17,1.910600880956877e-17,-3.4081815795211566e-17,-3.7284909849642245e-17,1.9106018680596224e-17,8.615725417778001e-24,1.8081261068750002e-23,-1.0547449857663001e-23,0.0,0.0,0.0
2e-06,6.297981372148823e-09,0.0,2.2021470156694723e-24,-3.974410581297909e-09,-4.34793445811847e-09,2.2280250992991186e-09,-3.974399685023552e-17,-4.347922537788204e-17,2.2280189909285163e-17,-3.974400864875685e-17,-4.3479249710060885e-17,2.2280202916641946e-17,1.0688721742777998e-23,2.2431723113749995e-23,-1.3085230817662998e-23,0.0,0.0,0.0
2.1e-06,7.289490883041004e-09,0.0,1.6985095845307477e-24,-4.600113626682592e-09,-5.03244246414034e-09,2.5787894060322466e-09,-4.600101014975995e-17,-5.0324286671577057e-17,2.5787823360035464e-17,-4.600102213746542e-17,-5.032431293252193e-17,2.5787839285500103e-17,1.3115374212777995e-23,2.752438017874999e-23,-1.6055960817662994e-23,0.0,0.0,0.0
2.2e-06,8.379960147488346e-09,0.0,1.873323453869371e-24,-5.288266273158429e-09,-5.785269154224428e-09,2.9645628195144277e-09,-5.2882517748072884e-17,-5.785253293286398e-17,2.9645546918463955e-17,-5.2882534870077914e-17,-5.785256739543909e-17,2.964556539992055e-17,1.5933810547778003e-23,3.343924841375001e-23,-1.9506316157663004e-23,0.0,0.0,0.0
2.3e-06,9.574092450173909e-09,0.0,2.7583213158212775e-24,-6.041836813006204e-09,-6.609661708674052e-09,3.387008453837706e-09,-6.041820248660325e-17,-6.609643587575109e-17,3.386999167989501e-17,-6.041821950554248e-17,-6.609647446825726e-17,3.387001553724265e-17,1.9184109737778e-23,4.026043894875e-23,-2.3485361887663e-23,0.0,0.0,0.0
2.4e-06,1.087658763333472e-08,0.0,1.8221931257944472e-24,-6.863790873971445e-09,-7.508864643257276e-09,3.8477896451387306e-09,-6.863772056150045e-17,-7.50884405689671e-17,3.847779096009298e-17,-6.863774275301202e-17,-7.508848901144946e-17,3.8477820639393694e-17,2.2908301642777995e-23,4.8076157088749993e-23,-2.8044551327663e-23,0.0,0.0,0.0
2.4999999999999998e-06,1.2292147221154664e-08,0.0,4.509661890925147e-24,-7.757095416067309e-09,-8.486123806009789e-09,4.348569507509547e-09,-7.757074149155363e-17,-8.48610054038805e-17,4.3485575854382244e-17,-7.757076537184106e-17,-8.48610593765135e-17,4.348560831288718e-17,2.7150366597777985e-23,5.697870147874998e-23,-3.323772559266299e-23,0.0,0.0,0.0
2.5999999999999997e-06,1.3825469025752892e-08,0.0,3.002315887323473e-24,-8.724715178860904e-09,-9.54468238043202e-09,4.891009822774569e-09,-8.724691259115239e-17,-9.544656212658022e-17,4.8909964135447425e-17,-8.724694217158282e-17,-9.544662740596865e-17,4.8910002828821164e-17,3.195623503277798e-23,6.706446327374997e-23,-3.9121113112662976e-23,0.0,0.0,0.0
2.7e-06,1.548125160318621e-08,0.0,3.499009036528889e-24,-9.769615346008542e-09,-1.0687783994113614e-08,5.47677281684742e-09,-9.769588561556611e-17,-1.0687754692403516e-16,5.4767578016853024e-17,-9.769592201198622e-17,-1.0687762843335248e-16,5.4767625122876564e-17,3.7373787072777994e-23,7.843392532375e-23,-4.5753329157662996e-23,0.0,0.0,0.0
2.8e-06,1.7264193229264016e-08,0.0,5.417122499256328e-24,-1.0894760657077332e-08,-1.1918672274644208e-08,6.107520715641726e-09,-1.0894730787918436e-16,-1.1918639598321415e-16,6.107503971216359e-17,-1.0894734780299268e-16,-1.191864912832173e-16,6.107509279531537e-17,4.345285214777799e-23,9.119166142374998e-23,-5.319537535266298e-23,0.0,0.0,0.0
2.8999999999999998e-06,1.9178989974320955e-08,0.0,4.659151573031085e-24,-1.2103114075277544e-08,-1.3240589961435024e-08,6.7849144128034804e-09,-1.2103080893287703e-16,-1.324055366093262e-16,6.784895811230387e-17,-1.210308565047333e-16,-1.3240563827112705e-16,6.784902011097911e-17,5.024520860277798e-23,1.0544633537374996e-22,-6.151063919766297e-23,0.0,0.0,0.0
