time_s,gap_um,contact_node,wall_element,triangle_index,speed_mm_s,CPRESS_MPa,CPRESS_node,Vcom_x,Vcom_y,Vcom_z,Fmag_x,Fmag_y,Fmag_z,Fhydro_x,Fhydro_y,Fhydro_z,Fwall_x,Fwall_y,Fwall_z,Jwall_cumulative_x,Jwall_cumulative_y,Jwall_cumulative_z,mDeltaV_x,mDeltaV_y,mDeltaV_z,residual_x,residual_y,residual_z,force_unit,velocity_unit,impulse_unit,gap_source
0.0009811,19.505182095072676,130,441,880,0.3092476832423054,,,-0.19517351708465555,-0.21348378065956972,0.10938968513911926,-2.6159738166966947e-06,-2.8618295606851e-06,1.4664959434696517e-06,1.84470111e-09,2.69704362e-09,-1.56088278e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.951729819954528e-09,-2.1348319537080873e-09,1.0938938523552432e-09,6.676966023599973e-17,1.4240364050710764e-17,3.33314079311703e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009812,19.419083472344884,130,441,880,0.309289097702519,,,-0.1951996537214401,-0.21351237598789793,0.10940432552998408,-2.6151760966637287e-06,-2.860956868933784e-06,1.4660487474064106e-06,1.84513297e-09,2.6973823e-09,-1.56104815e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.9519911856058095e-09,-2.135117906207398e-09,1.0940402558625094e-09,7.412234299396624e-17,-6.865876152708487e-17,-3.4299323216119557e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009813,19.33297773540476,130,441,880,0.3093304942246973,,,-0.19522579035822463,-0.21354094151390374,0.10941897337142947,-2.6143780257867447e-06,-2.8600837933652515e-06,1.4656013546625577e-06,1.84556484e-09,2.69772084e-09,-1.56121342e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.952252551257091e-09,-2.1354035606843013e-09,1.094186733875377e-09,1.6422939093226322e-18,5.914229311291139e-17,1.732151932506222e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009814,19.24685976726049,130,441,880,0.3093718863581957,,,-0.19525191209384796,-0.21356952194107073,0.10943360631171367,-2.6135796041709117e-06,-2.8592103340945595e-06,1.4651537652970505e-06,1.84599671e-09,2.69805924e-09,-1.56137857e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.9525137678971687e-09,-2.135689364172408e-09,1.0943330628770412e-09,-1.6943637737380445e-18,-4.942844477160424e-17,-3.530321469616846e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009815,19.160724366758075,130,441,880,0.3094132511491839,0.0,-1.0,-0.1952780189283101,-0.21359807256591534,0.10944824670257845,-2.61278083192152e-06,-2.8583364912368924e-06,1.4647059793689147e-06,1.84642858e-09,2.69839751e-09,-1.56154361e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.952774835526043e-09,-2.135974869638108e-09,1.094479466384307e-09,6.407730244918882e-17,5.2624284207037484e-17,3.1362926637717095e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009816,19.074581891005984,130,441,880,0.30945461066920876,,,-0.19530412576277226,-0.21362662319075995,0.10946287219228204,-2.6119817091439784e-06,-2.8574622649075667e-06,1.464257996937241e-06,1.84686045e-09,2.69873564e-09,-1.56170854e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.9530359031549178e-09,-2.136260375103808e-09,1.0946257208803693e-09,4.9911029295322257e-17,6.723973444105648e-17,-6.1772189182840895e-18,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009817,18.98842202198829,130,441,880,0.3094959701892337,,,-0.1953302325972344,-0.21365517381560453,0.1094774976819856,-2.61118223594382e-06,-2.856587655222031e-06,1.4638098180611902e-06,1.84729232e-09,2.69907363e-09,-1.56187336e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.953296970783792e-09,-2.1365458805695075e-09,1.0947719753764312e-09,-4.422822880994007e-17,-5.6204219589193225e-18,1.1071880625302486e-18,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009818,18.90225508808725,130,441,880,0.30953730738254354,,,-0.19535632453053534,-0.21368370953928792,0.10949211572110856,-2.6103824124266943e-06,-2.855712662295867e-06,1.4633614427999893e-06,1.8477242e-09,2.69941149e-09,-1.56203807e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.953557889401463e-09,-2.136831237024004e-09,1.0949181553668915e-09,-6.93643080905551e-17,-1.6983298981820315e-17,-2.126982301255062e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009819,18.816075874394148,130,441,880,0.3095786248846196,,,-0.1953824015626751,-0.2137122303618101,0.10950673376023151,-2.609582238698369e-06,-2.8548372862447808e-06,1.4629128712129307e-06,1.84815607e-09,2.69974921e-09,-1.56220266e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.953818659007931e-09,-2.137116444467297e-09,1.0950643353573519e-09,-2.5532233028726365e-17,3.31128002107542e-17,1.2169731733288739e-18,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.000982,18.729879310395724,130,441,880,0.30961993975121427,0.0,-1.0,-0.19540847859481486,-0.2137407511843323,0.10952134434877385,-2.608781714864737e-06,-2.853961527184618e-06,1.462464103359377e-06,1.84858795e-09,2.70008679e-09,-1.56236715e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.9540794286143985e-09,-2.1374016519105897e-09,1.0952104408422102e-09,-6.177822348025268e-17,-4.381621174686452e-18,-5.9184067938414935e-18,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009820999999999,18.643675692937983,130,441,880,0.30966123492657516,,,-0.19543454072579344,-0.21376925710569328,0.10953595493731617,-2.6079808410310053e-06,-2.8530853852304727e-06,1.462015139298306e-06,1.849019829999999e-09,2.700424239999999e-09,-1.5625315199999995e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.954340049209663e-09,-2.137686710342679e-09,1.0953565463270684e-09,-2.912608258176549e-17,1.950635844159272e-17,3.184925235535649e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009822,18.557459805400708,130,441,880,0.30970251542649746,,,-0.19546058795561083,-0.21379776302705425,0.1095505506246973,-2.607179617305709e-06,-2.852208860501081e-06,1.4615659790905625e-06,1.84945171e-09,2.70076154e-09,-1.56269578e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.954600520793724e-09,-2.137971768774768e-09,1.0955025028007233e-09,7.238919620370365e-17,-4.427273292039909e-17,-3.447164731632246e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009823,18.471226571518944,130,441,880,0.30974379767961874,,,-0.19548665008658941,-0.21382625404725403,0.10956515376265902,-2.606378043792697e-06,-2.8513319531100515e-06,1.461116622794363e-06,1.8498836e-09,2.70109872e-09,-1.56285993e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.9548611413889886e-09,-2.138256678195654e-09,1.0956485337799798e-09,-5.5289778452445214e-17,-4.674595134694939e-17,1.865530028555054e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009824,18.38498626027571,130,441,880,0.3097850455660677,,,-0.1955126824152456,-0.2138547301662926,0.10957974199945952,-2.605576120599135e-06,-2.850454663174622e-06,1.4606670704697844e-06,1.85031548e-09,2.70143575e-09,-1.56302396e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.955121463961846e-09,-2.1385414386053364e-09,1.0957944157480326e-09,3.483562953846232e-17,1.2048457077117455e-17,-3.22671157669185e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009824999999999,18.29872218551937,130,441,880,0.30982629608799794,0.0,-1.0,-0.19553871474390178,-0.2138832062853312,0.10959433768684061,-2.6047738478307154e-06,-2.849576990810419e-06,1.4602173221760771e-06,1.8507473699999989e-09,2.701772649999999e-09,-1.5631878899999996e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.9553817865347033e-09,-2.1388261990150187e-09,1.095940372221687e-09,4.4708050854647415e-17,-1.6938946539248303e-17,3.6297499040170725e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009826,18.212452318217984,130,441,880,0.3098675310522076,,,-0.19556474707255797,-0.21391166750320856,0.1096089184730605,-2.603971225596458e-06,-2.848698936136705e-06,1.4597673779743557e-06,1.85117925e-09,2.7021094e-09,-1.5633517e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.9556421091075612e-09,-2.1391108104134974e-09,1.0960861796841378e-09,-2.570746660789085e-17,1.526481985259039e-17,8.519216650499486e-19,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
0.0009827,18.12617538241247,130,441,880,0.3099087566119413,,,-0.19559076450005297,-0.21394012872108592,0.10962349925928037,-2.6031682540006824e-06,-2.847820499267608e-06,1.4593172379231023e-06,1.85161114e-09,2.70244603e-09,-1.5635154e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.955902282669215e-09,-2.139395421811976e-09,1.0962319871465886e-09,-2.7434660138592293e-17,-4.0389659977181324e-17,1.0426932511065957e-17,N,mm/s,N s,"all 217 exterior nodes vs true wall triangles, increment orientation"
