RP_x_mm,RP_y_mm,RP_z_mm,COM_x_mm,COM_y_mm,COM_z_mm,offset_x_um,offset_y_um,offset_z_um,offset_norm_um
-7.468174204284,-3.676918015967,-9.550745259298,-7.468174204283898,-3.6769180159667063,-9.550745259297582,1.021405182655144e-10,2.935429677108914e-10,4.1744385725905886e-10,5.204416713978492e-10
