window,start_s,end_s,Delta_ALLKE_J,Delta_ALLWK_J,Delta_ALLVD_J,Delta_ALLFD_J,Delta_ALLPW_J,Delta_ETOTAL_J,contact_dissipation_effective_J,identity_error_J,dense_Delta_Ktotal_J,dense_Wapplied_J,dense_contact_dissipation_J
Abaqus_sparse_1p0000_to_1p0501ms,0.001,0.0010501,-1.9005313515663148e-07,5.064532160758972e-09,1.5150404942687602e-07,4.619423998519778e-08,2.576251290520304e-09,4.260449111559428e-12,1.951220381215535e-07,1.1035505148539819e-13,-1.9005202847974309e-07,5.064539475720386e-09,1.9511656795546386e-07
