time_s,Ktrans_J,Krot_J,Ktotal_J,Wmag_trans_J,Wmag_rot_J,Whydro_trans_J,Whydro_rot_J,Wcontact_net_J,Fwall_norm_N,omega_norm_rad_s,Vcom_norm_mm_s
0.0009820999999999999,4.794490876163795e-13,2.3440051348045654e-06,2.344005614253653e-06,2.692296605146335e-15,1.947351655264331e-08,-2.323427767576546e-18,-4.556699227940496e-12,-1.7356521629001767e-14,0.0,852.9774106775365,0.30966123492657516
0.0009822,4.795769254921388e-13,2.344934052873716e-06,2.344934532450641e-06,2.820258945062103e-15,2.0402615553531062e-08,-2.4344222318065104e-18,-4.774633643810755e-12,1.9646143164988444e-14,0.0,853.1464240202041,0.30970251542649746
0.0009823,4.797047858390583e-13,2.345863154097108e-06,2.3458636338018937e-06,2.948199010232629e-15,2.133187655289072e-08,-2.5454489435653326e-18,-4.992654426269325e-12,7.789098947197349e-14,0.0,853.315437424168,0.30974379767961874
0.0009824,4.798325567656499e-13,2.3467923575698883e-06,2.346792837402445e-06,3.07611676627317e-15,2.226129946615663e-08,-2.656507897371711e-18,-5.210761589729726e-12,7.655763171102018e-14,0.0,853.4844362113345,0.3097850455660677
0.0009824999999999999,4.799603528714679e-13,2.347721536649305e-06,2.347722016609658e-06,3.204012178983261e-15,2.3190884187241307e-08,-2.7675990883229742e-18,-5.428955143329771e-12,-1.1089047067812147e-13,0.0,853.6533959026754,0.30982629608799794
0.0009826,4.80088117785101e-13,2.3486511065594326e-06,2.3486515866475503e-06,3.3318852180503475e-15,2.41206306393286e-08,-2.878722514269969e-18,-5.647235103000906e-12,-6.915246819250609e-14,0.0,853.8223944105655,0.3098675310522076
0.0009827,4.802158705566951e-13,2.3495809447871065e-06,2.349581425002977e-06,3.4597358506776067e-15,2.5050538774883444e-08,-2.989878171150801e-18,-5.86560149186712e-12,7.930605330156836e-14,0.0,853.9914076575078,0.3099087566119413
0.0009828,4.803435711222524e-13,2.3505105911017034e-06,2.3505110714452744e-06,3.5875640426765896e-15,2.5980608487673085e-08,-3.101066054255281e-18,-6.084054319059764e-12,-1.256393285341674e-13,0.0,854.1603524524568,0.3099499598449596
0.0009828999999999999,4.804712567768751e-13,2.3514407134830953e-06,2.351441193954352e-06,3.715369759679921e-15,2.6910839692880303e-08,-3.212286158030222e-18,-6.302593598812858e-12,-1.5923873395421893e-14,0.0,854.3293511447228,0.30999115279122014
0.000983,4.80598951229218e-13,2.352371021498899e-06,2.35237150209785e-06,3.8431529713840324e-15,2.7841232342825612e-08,-3.3235384803132086e-18,-6.521219354253183e-12,1.1806776327558284e-13,0.0,854.4983494965198,0.31003234310199956
0.0009831,4.807265642581787e-13,2.353301219697855e-06,2.353301700424419e-06,3.970913643068947e-15,2.8771786331112358e-08,-3.4348230156461616e-18,-6.7399315942907155e-12,-1.9009363700516922e-14,0.0,854.6672942742395,0.31007350168158726
0.0009832,4.808542233919606e-13,2.3542318116217507e-06,2.354232292475974e-06,4.0986517424971385e-15,2.9702501572776783e-08,-3.5461397606290905e-18,-6.958730332953249e-12,7.647163880863256e-14,0.0,854.8362780725321,0.31011466966565143
0.0009832999999999999,4.80981801057856e-13,2.3551623777479353e-06,2.3551628587297363e-06,4.2263672374363304e-15,3.063337799065969e-08,-3.657488711600004e-18,-7.177615586377474e-12,-1.4934832409945094e-14,0.0,855.0052227718139,0.31015580591852376
0.0009834,4.811094248179375e-13,2.356093044572502e-06,2.3560935256819266e-06,4.354060095655156e-15,3.1564415478235676e-08,-3.768869865109313e-18,-7.396587364056737e-12,-1.6662602211293064e-13,0.0,855.1741528561962,0.3101969515758727
0.0009835,4.812369351523025e-13,2.3570242712203278e-06,2.3570247524572627e-06,4.481730282810271e-15,3.249561398756564e-08,-3.880283215631588e-18,-7.615645688539877e-12,8.057074972478429e-14,0.0,855.3431511133016,0.31023805521527203
0.0009836,4.813644861219649e-13,2.3579553058740928e-06,2.357955787238579e-06,4.609377764199571e-15,3.342697344134173e-08,-3.991728757582088e-18,-7.834790575961672e-12,-2.5084358960640596e-14,0.0,855.5120811195743,0.31027916650594795
