part,element_count,density_tonne_mm3,volume_mm3,mesh_mass_tonne,mesh_mass_kg,mesh_mass_mg,target_mass_mg,COM_x_mm,COM_y_mm,COM_z_mm,effective_mass_source
Pipe_SOLID,5203,1e-09,101.52693906790732,1.0152693906790733e-07,0.00010152693906790733,101.52693906790734,,-7.837492691265984,-7.258943734834616,-7.179874324712823,rho times summed C3D4 volumes; no point mass/mass scaling; total checked against STA
Robot_SOLID,1431,7.80906654321e-09,1.2805592740938727,9.999972583923745e-09,9.999972583923744e-06,9.999972583923745,10.0,-7.468174204283898,-3.6769180159667063,-9.550745259297582,rho times summed C3D4 volumes; no point mass/mass scaling; total checked against STA
