time_s,command_phase_rad,drive_scale,Bx_T,By_T,Bz_T,B_t_T,B_e1_T,B_e2_T,theta_B_t_deg,psi_B_rad,Tx_Nmm,Ty_Nmm,Tz_Nmm,psi_B_unwrapped_rad
0.025805555555555554,9.192649170254132,1.0,-0.007295708360905263,-0.005187128359995793,0.004457167137268292,-0.007119945411064218,0.005102845416792596,0.0048236237411083795,135.39742925584514,0.7572765763228175,0.0008079320850477639,-0.00656563122291029,-0.0063184381878408444,0.7572765763228175
0.025833333333333333,9.197885158010116,1.0,-0.007278034229062673,-0.005204262260054277,0.00446608017048137,-0.007102774441703676,0.005108978138763642,0.004842410309744134,135.25749343303013,0.7586175689258733,0.0008112968501483185,-0.006570413901485299,-0.0063343043060681515,0.7586175689258733
0.02586111111111111,9.203121145766099,1.0,-0.00726029673148702,-0.005221295107310082,0.004475060756362833,-0.0070855249116523284,0.005115173992004021,0.004861103964932235,135.11726374546942,0.7599362505979317,0.0008146273792636209,-0.006575251089805185,-0.006350056768521689,0.7599362505979317
0.02588888888888889,9.208357133522082,1.0,-0.007242496354460757,-0.005238226434799111,0.004484108648705387,-0.007068197293814758,0.005121432806651288,0.004879704194176698,134.97674535041418,0.7612327553260804,0.0008179235810855364,-0.006580142655255992,-0.006365695143339754,0.7612327553260804
0.025916666666666664,9.213593121278064,1.0,-0.0072246335859902115,-0.005255055778340463,0.004493223599456493,-0.007050792063236356,0.00512775441111688,0.004898210487542835,134.8359433638656,0.7625072166237691,0.0008211853652470252,-0.006585088463732978,-0.0063812190017883946,0.7625072166237691
0.025944444444444444,9.218829109034047,1.0,-0.007206708915792202,-0.005271782676549184,0.00450240535872517,-0.007033309697090311,0.005134138632090814,0.004916622337671267,134.69486286093556,0.7637597675080052,0.0008244126423246267,-0.006590088379644303,-0.006396627918273189,0.7637597675080052
0.02597222222222222,9.224065096790032,1.0,-0.007188722835280611,-0.005288406670848918,0.004511653674788855,-0.0070157506746645155,0.005140585294546452,0.004934939239791831,134.55350887621026,0.7649905404774895,0.0008276053238409121,-0.006595142265914754,-0.0064119214703509154,0.7649905404774895
0.026,9.229301084546014,1.0,-0.0071706758375529355,-0.005304927305484449,0.004520968294100283,-0.006998115477348453,0.00514709422174528,0.004953160691737385,134.4118864041171,0.7661996674916742,0.0008307633222669011,-0.00660024998398948,-0.006427099238741108,0.7661996674916742
0.026027777777777775,9.234537072301997,1.0,-0.007152568417376728,-0.0053213441275342405,0.004530348961294466,-0.006980404588619961,0.005153665235241775,0.004971286193957631,134.27000039929308,0.7673872799507259,0.0008338865510244744,-0.006605411393837813,-0.006442160807337587,0.7673872799507259
0.026055555555555554,9.23977306005798,1.0,-0.0071344010711760575,-0.005337656686922824,0.0045397954191956705,-0.006962618494031998,0.00516029815488828,0.004989315249532767,134.1278557769562,0.7685535086763562,0.0008369749244887365,-0.0066106263539570925,-0.006457105763219835,0.7685535086763562
0.02608333333333333,9.245009047813962,1.0,-0.007116174297017899,-0.005353864536433141,0.004549307408824485,-0.006944757681199332,0.005166992798839956,0.005007247364187125,133.98545741327837,0.7696984838935093,0.0008400283579903689,-0.006615894721376552,-0.006471933696664342,0.7696984838935093
0.02611111111111111,9.250245035569947,1.0,-0.007097888594598469,-0.005369967231718818,0.004558884669404911,-0.006926822639785167,0.005173748983559756,0.0050250820463027335,133.84281014576004,0.7708223352128805,0.0008430467678179519,-0.006621216351661244,-0.006486644201155828,0.7708223352128805
0.02613888888888889,9.25548102332593,1.0,-0.007079544465229543,-0.005385964331316316,0.004568526938371504,-0.006908813861487729,0.0051805665238234605,0.005042818806932757,133.69991877360658,0.7719251916142372,0.0008460300712202515,-0.006626591098915974,-0.006501236873398362,0.7719251916142372
0.026166666666666664,9.260717011081912,1.0,-0.007061142411824692,-0.005401855396657079,0.004578233951376595,-0.0068907318400267675,0.005187445232724762,0.005060457159814955,133.55678805810533,0.7730071814305344,0.0008489781864085008,-0.006632018815789342,-0.0065157113133264815,0.7730071814305344
0.026194444444444444,9.265952998837895,1.0,-0.007042682938885507,-0.0054176399920795185,0.0045880054422975155,-0.006872577071130041,0.005194384921680379,0.005077996621384967,133.41342272300435,0.7740684323327867,0.0008518910325586314,-0.006637499353477743,-0.006530067124116096,0.7740684323327867
0.02622222222222222,9.271188986593877,1.0,-0.0070241665524877605,-0.005433317684840981,0.00459784114324391,-0.006854350052519704,0.0052013854004352355,0.0050954367107896,133.26982745489147,0.7751090713156893,0.0008547685298134959,-0.006643032561729469,-0.006544303912195406,0.7751090713156893
0.02625,9.276424974349862,1.0,-0.007005593760267534,-0.0054488880451295995,0.004607740784565071,-0.006836051283898673,0.005208446477067673,0.005112776949899991,133.12600690357422,0.7761292246839594,0.0008576105992850527,-0.006648618288848824,-0.006558421287255671,0.7761292246839594
0.026277777777777775,9.281660962105843,1.0,-0.0069869650714073275,-0.005464350646076071,0.004617704094857317,-0.006817681266936954,0.0052155679579946965,0.005130016863324716,132.9819656824606,0.7771290180393821,0.0008604171630565301,-0.006654256381700267,-0.006572418862261916,0.7771290180393821
0.026305555555555554,9.286896949861827,1.0,-0.006968280996622027,-0.005479705063765398,0.00462773080097148,-0.006799240505257814,0.005222749647977323,0.005147155978422858,132.8377083689388,0.7781085762685379,0.0008631881441845679,-0.006659946685712644,-0.0065862962534635645,0.7781085762685379
0.02633333333333333,9.292132937617808,1.0,-0.006949542048145014,-0.005494950877248445,0.004637820628020335,-0.006780729504424078,0.005229991350125887,0.005164193825316899,132.693239504759,0.7790680235311918,0.000865923466701315,-0.0066656890448833946,-0.006600053080404916,0.7790680235311918
0.02636111111111111,9.297368925373792,1.0,-0.006930748739713995,-0.005510087668553553,0.0046479732993861865,-0.006762148771924157,0.005237292865905468,0.005181129936905681,132.54856359641306,0.780007483249333,0.0008686230556165268,-0.006671483301782839,-0.006613688965935621,0.780007483249333
0.026388888888888885,9.302604913129775,1.0,-0.006911901586557038,-0.0055251150226979275,0.004658188536728414,-0.006743498817158241,0.005244653995141323,0.005197963848877134,132.4036851155158,0.7809270780968296,0.0008712868369196065,-0.0066773292975585005,-0.006627203536220981,0.7809270780968296
0.026416666666666665,9.307840900885758,1.0,-0.006893001105378356,-0.005540032527699065,0.004668466059991126,-0.0067247801514242495,0.005252074536024372,0.00521469509972106,132.25860849918445,0.7818269299897008,0.0008739147375816446,-0.00668322687193945,-0.006640596420752223,0.7818269299897008
0.026444444444444444,9.313076888641742,1.0,-0.006874047814344185,-0.005554839774586042,0.004678805587410834,-0.0067059932879038565,0.005259554285116742,0.005231323230741773,132.11333815041843,0.7827071600769719,0.0008765066855574194,-0.006689175863240705,-0.006653867252356668,0.7827071600769719
0.02647222222222222,9.318312876397725,1.0,-0.006855042233068582,-0.005569536357410687,0.004689206835524165,-0.006687138741648424,0.00526709303735733,0.0052478477860706495,131.9678784384784,0.7835678887321004,0.0008790626097873637,-0.006695176108367665,-0.0066670156672077405,0.7835678887321004
0.0265,9.323548864153707,1.0,-0.006835984882599158,-0.00558412187325877,0.004699669519175651,-0.0066682170295648616,0.005274690586067437,0.005264268312678665,131.82223369926407,0.7844092355449612,0.0008815824401995261,-0.0067012274428205785,-0.0066800413048350195,0.7844092355449612
0.026527777777777775,9.32878485190969,1.0,-0.006816876285402798,-0.005598595922261005,0.004710193351525538,-0.006649228670401461,0.005282346722956431,0.005280584360388789,131.67640823569155,0.7852313193143634,0.0008840661077114829,-0.006707329700699059,-0.00669294380813407,0.7852313193143634
0.026555555555555554,9.334020839665673,1.0,-0.006797716965351349,-0.005612958107604025,0.0047207780440576405,-0.006630174184733681,0.0052900612381274435,0.005296795481888328,131.53040631806948,0.7860342580410917,0.0008865135442322345,-0.006713482714706618,-0.006705722823376243,0.7860342580410917
