time_s,command_phase_rad,Bx_T,By_T,Bz_T,B_t_T,B_e1_T,B_e2_T,theta_B_t_deg,psi_B_rad,psi_B_unwrapped_rad
0.0,4.328416544945937,0.007426317397718886,0.006458431555539538,-0.0017715732417117038,0.007660444431189779,-0.0024079247675463157,-0.00595982293616937,40.000000000000014,-1.9547687622336494,-1.9547687622336494
2.7777777777777776e-05,4.33365253270192,0.007421675991065881,0.006472029337163207,-0.0017411380595848895,0.007660444431189777,-0.002376686342973942,-0.005972349047382833,40.000000000000014,-1.949532774477667,-1.949532774477667
5.555555555555555e-05,4.338888520457903,0.007417039057351141,0.006485466339360487,-0.001710630872733728,0.007660444431189779,-0.0023453827603448947,-0.00598471142363025,40.00000000000001,-1.9442967867216834,-1.9442967867216834
8.333333333333333e-05,4.344124508213886,0.0074124067236985445,0.006498742193749174,-0.0016800525175281686,0.007660444431189777,-0.0023140148778627166,-0.005996909725990834,40.00000000000001,-1.9390607989657005,-1.9390607989657005
0.0001111111111111111,4.349360495969869,0.007407779117105862,0.006511856536365015,-0.0016494038322892616,0.007660444431189779,-0.0022825835554937464,-0.0060089436200419614,40.00000000000001,-1.933824811209718,-1.933824811209718
0.0001388888888888889,4.354596483725852,0.007403156364441263,0.006524809007671684,-0.0016186856572661876,0.007660444431189779,-0.0022510896549435572,-0.006020812775868353,40.000000000000014,-1.9285888234537343,-1.9285888234537343
0.00016666666666666666,4.359832471481835,0.007398538592439848,0.006537599252570633,-0.001587898834613244,0.007660444431189779,-0.0022195340396333535,-0.006032516868071098,40.000000000000014,-1.9233528356977516,-1.9233528356977516
0.00019444444444444443,4.365068459237818,0.007393925927700167,0.00655022692041084,-0.001557044208366715,0.007660444431189778,-0.002187917574676258,-0.006044055575776602,40.00000000000001,-1.918116847941768,-1.918116847941768
0.0002222222222222222,4.370304446993801,0.007389318496680758,0.00656269166499841,-0.0015261226244217756,0.007660444431189779,-0.00215624112685364,-0.006055428582645364,40.00000000000002,-1.9128808601857854,-1.9128808601857854
0.00025,4.375540434749784,0.007384716425696667,0.006574993144606075,-0.0014951349305092636,0.007660444431189779,-0.0021245055645913113,-0.006066635576880652,40.00000000000001,-1.9076448724298027,-1.9076448724298027
0.0002777777777777778,4.380776422505767,0.007380119840915995,0.006587131021982559,-0.0014640819761724563,0.007660444431189778,-0.0020927117579357377,-0.006077676251237062,40.00000000000001,-1.9024088846738192,-1.9024088846738192
0.00030555555555555555,4.38601241026175,0.007375528868356437,0.006599104964361821,-0.001432964612743794,0.00766044443118978,-0.0020608605785301997,-0.006088550303028928,40.00000000000002,-1.8971728969178365,-1.8971728969178365
0.0003333333333333333,4.391248398017733,0.007370943633881823,0.00661091464347218,-0.0014017836933215083,0.007660444431189779,-0.002028952899590865,-0.0060992574341386255,40.000000000000014,-1.8919369091618539,-1.8919369091618539
0.0003611111111111111,4.396484385773716,0.007366364263198674,0.006622559735545323,-0.0013705400727462508,0.007660444431189778,-0.001996989595882865,-0.006109797351024751,40.00000000000001,-1.8867009214058705,-1.8867009214058705
0.00038888888888888887,4.401720373529699,0.0073617908818527505,0.006634039921325162,-0.0013392346075776732,0.007660444431189779,-0.001964971543696327,-0.006120169764730154,40.000000000000014,-1.8814649336498879,-1.8814649336498879
0.00041666666666666664,4.4069563612856815,0.00735722361522561,0.006645354886076609,-0.0013078681560709105,0.007660444431189778,-0.0019328996208223192,-0.006130374390889875,40.000000000000014,-1.876228945893905,-1.876228945893905
0.0004444444444444444,4.412192349041665,0.007352662588531176,0.00665650431959419,-0.0012764415781530713,0.00766044443118978,-0.0019007747065288047,-0.006140410949738937,40.00000000000002,-1.8709929581379214,-1.8709929581379214
0.0004722222222222222,4.417428336797648,0.0073481079268123,0.006667487916210547,-0.0012449557353996744,0.007660444431189779,-0.0018685976815365464,-0.006150279166119999,40.00000000000001,-1.865756970381939,-1.865756970381939
0.0005,4.422664324553631,0.007343559754937333,0.00667830537480484,-0.0012134114910109931,0.007660444431189778,-0.0018363694279949277,-0.006159978769490936,40.000000000000014,-1.8605209826259552,-1.8605209826259552
0.0005277777777777777,4.427900312309614,0.007339018197596704,0.006688956398810968,-0.0011818097097884325,0.00766044443118978,-0.0018040908294578108,-0.006169509493932213,40.000000000000014,-1.8552849948699726,-1.8552849948699726
0.0005555555555555556,4.433136300065597,0.0073344833792995025,0.006699440696225732,-0.0011501512581107828,0.007660444431189779,-0.001771762770859274,-0.006178871078154208,40.00000000000001,-1.85004900711399,-1.85004900711399
0.0005833333333333333,4.43837228782158,0.007329955424370061,0.006709757979616824,-0.0011184370039104838,0.007660444431189779,-0.001739386138489369,-0.006188063265504362,40.000000000000014,-1.8448130193580063,-1.8448130193580063
0.0006111111111111111,4.443608275577563,0.007325434456944554,0.006719907966130703,-0.0010866678166498462,0.007660444431189779,-0.0017069618199698389,-0.006197085803974214,40.00000000000001,-1.839577031602024,-1.839577031602024
0.0006388888888888888,4.448844263333545,0.0073209206009675854,0.006729890377500365,-0.0010548445672971798,0.007660444431189779,-0.0016744907042297477,-0.006205938446206313,40.00000000000001,-1.834341043846041,-1.834341043846041
0.0006666666666666666,4.454080251089529,0.007316413980188796,0.006739704940052961,-0.001022968128302937,0.007660444431189777,-0.001641973681481132,-0.006214620949501004,40.00000000000001,-1.8291050560900575,-1.8291050560900575
0.0006944444444444444,4.459316238845512,0.007311914718159475,0.006749351384717297,-0.000991039373575806,0.007660444431189779,-0.0016094116431946072,-0.0062231330758230705,40.00000000000001,-1.8238690683340748,-1.8238690683340748
0.0007222222222222222,4.464552226601494,0.00730742293822916,0.006758829447031223,-0.0009590591784587193,0.007660444431189779,-0.0015768054820748953,-0.00623147459180827,40.00000000000002,-1.8186330805780921,-1.8186330805780921
0.0007499999999999999,4.469788214357478,0.007302938763542267,0.006768138867148871,-0.0009270284197048767,0.007660444431189779,-0.001544156092036369,-0.006239645268769727,40.00000000000001,-1.8133970928221086,-1.8133970928221086
0.0007777777777777777,4.4750242021134605,0.007298462317034712,0.006777279389847786,-0.0008949479754537204,0.00766044443118978,-0.0015114643681785607,-0.006247644882704207,40.000000000000014,-1.808161105066126,-1.808161105066126
0.0008055555555555555,4.480260189869444,0.0072939937214305355,0.006786250764535921,-0.0008628187252068237,0.007660444431189779,-0.0014787312067615819,-0.006255473214298252,40.00000000000001,-1.8029251173101424,-1.8029251173101424
0.0008333333333333333,4.485496177625427,0.007289533099238544,0.006795052745258508,-0.0008306415498038228,0.007660444431189778,-0.0014459575051815996,-0.006263130048934197,40.000000000000014,-1.7976891295541597,-1.7976891295541597
0.000861111111111111,4.490732165381409,0.00728508057274895,0.006803685090704797,-0.000798417331398231,0.00766044443118978,-0.0014131441619461929,-0.006270615176696054,40.00000000000002,-1.792453141798177,-1.792453141798177
0.0008888888888888888,4.495968153137393,0.007280636264030013,0.00681214756421468,-0.0007661469534332671,0.00766044443118978,-0.001380292076649736,-0.006277928392375261,40.000000000000014,-1.7872171540421935,-1.7872171540421935
0.0009166666666666666,4.501204140893376,0.007276200294924703,0.006820439933785168,-0.0007338313006176561,0.007660444431189777,-0.0013474021499487534,-0.006285069495476318,40.000000000000014,-1.7819811662862108,-1.7819811662862108
0.0009444444444444444,4.506440128649358,0.0072717727870473545,0.006828561972076762,-0.0007014712589013384,0.007660444431189778,-0.0013144752835371949,-0.006292038290222277,40.000000000000014,-1.7767451785302282,-1.7767451785302282
0.0009722222222222222,4.511676116405342,0.007267353861780333,0.006836513456419682,-0.0006690677154511985,0.00766044443118978,-0.00128151238012173,-0.006298834585560111,40.000000000000014,-1.7715091907742446,-1.7715091907742446
0.001,4.5169121041613245,0.007262943640270705,0.006844294168819962,-0.0006366215586267598,0.00766044443118978,-0.0012485143433970183,-0.006305458195165947,40.00000000000001,-1.766273203018262,-1.766273203018262
0.0010277777777777776,4.522148091917308,0.0072585422434269225,0.006851903895965445,-0.0006041336779557908,0.00766044443118978,-0.0012154820780208946,-0.0063119089374501815,40.00000000000001,-1.7610372152622784,-1.7610372152622784
0.0010555555555555555,4.527384079673291,0.007254149791915502,0.006859342429231617,-0.0005716049641099619,0.007660444431189779,-0.0011824164895896105,-0.0063181866355624585,39.99999999999999,-1.7558012275062957,-1.7558012275062957
0.0010833333333333333,4.532620067429273,0.0072497664061577215,0.006866609564687331,-0.0005390363088803898,0.007660444431189779,-0.0011493184846129711,-0.006324291117396512,40.00000000000001,-1.750565239750313,-1.750565239750313
0.0011111111111111111,4.537856055185257,0.007245392206326315,0.006873705103100397,-0.0005064286051532041,0.007660444431189778,-0.0011161889704894967,-0.006330222215594889,40.00000000000001,-1.7453292519943295,-1.7453292519943295
0.0011388888888888887,4.54309204294124,0.007241027312342182,0.006880628849943046,-0.0004737827468850847,0.007660444431189779,-0.0010830288554815625,-0.0063359797675535375,40.000000000000014,-1.7400932642383469,-1.7400932642383469
0.0011666666666666665,4.548328030697222,0.0072366718438710955,0.0068873806153972586,-0.000441099629078722,0.007660444431189778,-0.0010498390486904678,-0.006341563615426259,40.000000000000014,-1.7348572764823642,-1.7348572764823642
0.0011944444444444444,4.553564018453206,0.007232325920320422,0.006893960214359977,-0.00040838014775829433,0.007660444431189779,-0.0010166204600315248,-0.0063469736061290485,40.00000000000001,-1.7296212887263807,-1.7296212887263807
