time_s,increment,min_gap_um,HEAD_gap_um,TAIL_gap_um,nearest_wall_sector_deg
0.0,0,261.2323336704132,506.17635539140736,261.2323336704132,251.4230257791777
1.9999899450340308e-05,200,261.2322356052002,506.1762747482313,261.2322356052002,251.4230257791777
3.9999798900680616e-05,400,261.23077874654695,506.1750757355827,261.23077874654695,251.4230257791777
5.999970017001033e-05,600,261.22453336491236,506.1699310807004,261.22453336491236,251.4230257791777
7.999959780136123e-05,800,261.20790657139935,506.15622202922674,261.20790657139935,251.4230257791777
9.999950270866975e-05,1000,261.17324765390885,506.1276187102025,261.17324765390885,251.4230257791777
0.00011999940034002066,1200,261.1109532585269,506.0761612127709,261.1109532585269,251.4230257791777
0.00013999930524732918,1400,261.00957262088036,505.99234187089627,261.00957262088036,251.4230257791777
0.00015999919560272247,1600,260.85591309648623,505.8651893162119,260.85591309648623,251.4230257791777
0.00017999910051003098,1800,260.6351463365239,505.6823549747125,260.6351463365239,251.4230257791777
0.0001999990054173395,2000,260.33091541779106,505.430202826925,260.33091541779106,251.4230257791777
0.0002199988957727328,2200,259.9254431346966,505.09390271263345,259.9254431346966,251.4230257791777
0.0002399988006800413,2400,259.39964198157776,504.657528745859,259.39964198157776,251.4230257791777
0.0002599986910354346,2600,258.73322609394074,504.1041624887165,258.73322609394074,251.4230257791777
0.00027999861049465835,2800,257.90482590529257,503.41600318754087,257.90482590529257,251.4230257791777
0.00029999850085005164,3000,256.8921040115589,502.57448297966647,256.8921040115589,251.4230257791777
0.00031999839120544493,3200,255.67187663057905,501.56039223905225,255.67187663057905,251.4230257791777
0.0003399983106646687,3400,254.2202362890701,500.3540103733637,254.2202362890701,251.4230257791777
0.00035999820102006197,3600,252.51267935218013,498.93524688586433,252.51267935218013,251.4230257791777
0.00037999809137545526,3800,250.52423758190994,497.28379127498755,250.52423758190994,251.4230257791777
0.000399998010834679,4000,248.22961537235688,495.37927217762876,248.22961537235688,251.4230257791777
0.0004199979011900723,4200,245.60332958007257,493.2014268960895,245.60332958007257,251.4230257791777
0.0004399977915454656,4400,242.61985816798088,490.73028196378095,242.61985816798088,251.4230257791777
0.00045999771100468934,4600,239.25379469189355,487.94634165853773,239.25379469189355,251.4230257791777
0.0004799976013600826,4800,235.48000630724374,484.8307921820982,235.48000630724374,251.4230257791777
0.0004999975208193064,5000,231.27380087927742,481.3657088176223,231.27380087927742,251.4230257791777
0.0005199973820708692,5200,226.61110809017615,477.534285993638,226.61110809017615,251.4230257791777
0.000539997301530093,5400,221.46865457677893,473.3210593358028,221.46865457677893,251.4230257791777
0.0005599972209893167,5600,215.82417051178692,468.7121623788964,215.82417051178692,251.4230257791777
0.0005799970822408795,5800,209.6565669783193,463.69555828194,209.6565669783193,251.4230257791777
0.0005999970017001033,6000,202.94618582027428,458.2613272944668,202.94618582027428,251.4230257791777
0.000619996921159327,6200,195.67498555114958,452.40190989384365,195.67498555114958,251.4230257791777
0.0006399967824108899,6400,187.82678859903223,446.1123833348195,187.82678859903223,251.4230257791777
0.0006599967018701136,6600,179.4060100141249,439.3907572307106,179.4060100141249,251.2474241577729
0.0006799966213293374,6800,170.4948461368868,432.23822490180453,170.4948461368868,251.2474241577729
0.0006999964825809002,7000,161.09087138962408,424.2425142103173,161.09087138962408,251.2474241577729
0.0007199964020401239,7200,150.84171281461482,415.5667572261224,150.84171281461482,220.75850295664523
0.0007399963214993477,7400,137.88499167733988,406.4072335636661,137.88499167733988,220.75850295664523
0.0007599961827509105,7600,124.20794482273507,396.774034198394,124.20794482273507,220.75850295664523
0.0007799961022101343,7800,109.8199828542256,386.68150700880886,109.8199828542256,220.75850295664523
0.000799996021669358,8000,94.7357579972049,376.1484773621765,94.7357579972049,220.75850295664523
0.0008199958829209208,8200,78.97550698534575,365.1985127840917,78.97550698534575,220.75850295664523
0.0008399958023801446,8400,62.56531998586011,353.86007114551427,62.56531998586011,220.75850295664523
0.0008599957218393683,8600,45.53740691889891,342.16667917156155,45.53740691889891,220.75850295664523
0.0008799955830909312,8800,27.956344346877636,330.15700858364886,27.956344346877636,220.62913014517093
0.0008999955025501549,9000,9.854560629885073,317.8750030528977,9.854560629885073,220.62913014517093
0.0009199954220093787,9200,3.787727302825131,306.72360035594124,3.787727302825131,220.62913014517093
0.0009399952832609415,9400,15.787869558924951,297.1670572607999,15.787869558924951,220.62913014517093
0.0009599952027201653,9600,26.987529916172832,287.0630193567446,26.987529916172832,220.62913014517093
0.000979995122179389,9800,37.38262163002113,276.4083555255064,37.38262163002113,220.62913014517093
0.0009999950416386127,10000,46.97345182583021,265.2036853935731,46.97345182583021,220.62913014517093
0.0010199948446825147,10200,55.76462749100953,253.4532788305342,55.76462749100953,220.62913014517093
0.0010399947641417384,10400,63.76435880462986,241.16458648624584,63.76435880462986,220.62913014517093
0.0010599946836009622,10600,70.98353485597389,228.34764059223215,70.98353485597389,220.62913014517093
