frame,time_s,ur1_x,ur2_x,ur3_x,rp_x,rp_y,rp_z,head_x,head_y,head_z,tail_x,tail_y,tail_z,axis_x,axis_y,axis_z,recon_node_rms_mm,head_count,tail_count,t_s,rp_x_aba_mm,rp_y_aba_mm,rp_z_aba_mm,ur1_y,ur2_y,ur3_y,fx_aba_N,fy_aba_N,fz_aba_N,tx_aba_Nmm,ty_aba_Nmm,tz_aba_Nmm,driver_arc_mm,robot_arc_mm,force_tangent_N,force_normal_N,rp_x_mag_mm,rp_y_mag_mm,rp_z_mag_mm,tx_mag_Nmm,ty_mag_Nmm,tz_mag_Nmm,drive_scale,endpoint_reached,h_head_mm,h_tail_mm,vn_head_close_mm_s,vn_tail_close_mm_s,Flub_head_mN,Flub_tail_mN,Flub_x_N,Flub_y_N,Flub_z_N,Mlub_x_Nmm,Mlub_y_Nmm,Mlub_z_Nmm,lub_power_W,active_head,active_tail,wall_tri_head,wall_tri_tail,commanded_frequency_Hz,instantaneous_phase_rad,cone_angle_deg,B_aba_T,Bx_aba_T,By_aba_T,Bz_aba_T,UR1,UR2,UR3,U1,torque_norm_Nmm,force_norm_N,a1,a2,b1,b2,phi_robot_rad,phi_field_rad,delta_phi_rad,theta_cone_deg,theta_pipe_directed_deg,theta_pipe_axis_deg,transverse_radius,head_x_rel,head_y_rel,head_z_rel,tail_x_rel,tail_y_rel,tail_z_rel
47,0.0047000730410218,-0.7285282611846924,-1.559011459350586,-0.8009453415870667,-7.468173980712891,-3.676918029785156,-9.550745010375977,-7.937244648350967,-3.550783669118385,-8.269551275167789,-7.022095737127459,-3.859151904759922,-10.861659704180386,-0.3308378757209277,0.1114790071520283,0.9370798957148008,6.396240495633472e-07,19,19,0.004676702282846,-7.468174204284,-3.676918015967,-9.550745259298,-0.7211072260677992,-1.5872808455382186,-0.8042202772857437,2.5163996149690004e-06,2.7528971271236005e-06,-1.4106753683645523e-06,0.0018783513550741,0.0029936571106962,0.0002598374091132,18.92802083969708,13.799960625932426,-3.987570013134813e-06,2.117582368135752e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,0.0010411513136788,0.002987079466201,0.0015972045558821,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.50380002773121,30.0,0.01,-0.0012246058063842,-9.301795780954428e-05,0.0099242978733255,-0.7285282611846924,-1.559011459350586,-0.8009453415870667,0.0,0.0035436848320223,3.987570013134813e-06,0.37325370282761755,-0.09396052450597071,0.00347541024598736,-0.0033516527253346653,-6.52979499307196,-0.767272657887009,-5.762522335184951,22.63744332050948,62.153482363586946,62.153482363586946,0.3848985669497414,-0.4690706676380767,0.12613436066677064,1.2811937352081877,0.4460782435854318,-0.18223387497476606,-1.3109146938044098
48,0.0048000942915678,-0.7587329745292664,-1.4367706775665283,-0.7859654426574707,-7.468173980712891,-3.676918029785156,-9.550745010375977,-7.787208623545015,-3.5807732172362803,-8.221697371271617,-7.176737269431548,-3.827682682203502,-10.908326308832754,-0.2206930954147753,0.0892608862703392,0.971250251901372,6.096397607325584e-07,19,19,0.0047767048016661,-7.468174204284,-3.676918015967,-9.550745259298,-0.7518558758800394,-1.4656779660712882,-0.7896344433722478,2.29299445745458e-06,2.508495795694522e-06,-1.2854360578049382e-06,0.0015121183336825,0.0016286085968878,0.0001891470874367,18.92862085481,13.799960625932426,-3.633554815554544e-06,4.735058123106526e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,0.0010289064694371,0.001791969870433,0.0008395474365467,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.528933402008456,30.0,0.01,-0.0012676419670345,2.4940576730872462e-05,0.0099192974454366,-0.7587329745292664,-1.4367706775665283,-0.7859654426574707,0.0,0.002230391095212,3.633554815554544e-06,0.39803696482791123,-0.2050301028284094,0.003564468099413452,-0.003262755434459436,-6.7588423202111265,-0.741234312618474,-6.017608007592653,26.598752623014313,64.58851986941636,64.58851986941636,0.44773962124793465,-0.3190346428321247,0.09614481254887552,1.3290476391043597,0.2914367112813423,-0.15076465241834613,-1.3575812984567772
49,0.004900034982711,-0.7865912914276123,-1.3134174346923828,-0.7694644927978516,-7.468173980712891,-3.676918029785156,-9.550745010375977,-7.632325117780228,-3.6157000584435255,-8.19181111959973,-7.336072769915678,-3.791194188135876,-10.936451526475045,-0.1070989608825613,0.0634433416866405,0.9922221298547558,5.848690769002419e-07,19,19,0.0048767676302989,-7.468174204284,-3.676918015967,-9.550745259298,-0.7802860389974877,-1.3422736994015498,-0.7734563724426109,2.042915720155064e-06,2.234914034923582e-06,-1.1452437319272842e-06,0.0010922596776093,0.0002224275159191,0.0001414994893623,18.929221231781792,13.799960625932426,-3.237271781712778e-06,4.735058123106526e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,0.0009856107726404,0.0005326771156611,8.575432330288649e-05,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.554081933794874,30.0,0.01,-0.0013130427277728,0.0001419945668049,0.0099124041653899,-0.7865912914276123,-1.3134174346923828,-0.7694644927978516,0.0,0.0011236224048402,3.237271781712778e-06,0.41542979718851214,-0.31473689814914296,0.0036513418167190732,-0.0031716007875120197,-6.931543838099853,-0.7152007726837968,-6.216343065416057,31.412250924115305,67.2482352916789,67.2482352916789,0.5211921252749626,-0.16415113706733742,0.06121797134163032,1.358933890776246,0.13210121079721304,-0.11427615835072036,-1.3857065160990683
50,0.0050000832416117,-0.8122140169143677,-1.1906542778015137,-0.7515661716461182,-7.468173980712891,-3.676918029785156,-9.550745010375977,-7.47670109071561,-3.654185262665167,-8.180779658620676,-7.495880131409415,-3.751109840921808,-10.94516971734109,0.0069334651483333,0.0350394577126283,0.999361878132362,5.396380928417215e-07,19,19,0.0049768224458782,-7.468174204284,-3.676918015967,-9.550745259298,-0.8064368959581937,-1.219135667012342,-0.7558579022133884,1.7716445485178295e-06,1.938148121978235e-06,-9.93171081105188e-07,0.0006368860825545,-0.0011823652879973,0.0001183082379723,18.92982156067527,13.799960625932426,-2.807406515872676e-06,9.04631584218511e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,0.0009175018858835,-0.0007506171304098,-0.0006421624471426,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.5792284516813,30.0,0.01,-0.0013607502201654,0.0002579893221182,0.009903625616308,-0.8122140169143677,-1.1906542778015137,-0.7515661716461182,0.0,0.0013481870773689,2.8074065158726748e-06,0.4252287286810708,-0.419993602600475,0.003735915753648042,-0.003078306084188852,-7.062389763970653,-0.6891906270041235,-6.37319913696653,36.70348445357462,70.07217338694831,70.07217338694831,0.5976739060064823,-0.008527110002719773,0.02273276711998884,1.369965351755301,-0.027706150696523935,-0.07419181113665241,-1.394424706965113
51,0.0051000644452869,-0.8354508280754089,-1.0709024667739868,-0.7328998446464539,-7.468173980712891,-3.676918029785156,-9.550745010375977,-7.325632572774293,-3.6947721164596734,-8.188116031553108,-7.650740652543146,-3.7089307437922647,-10.935063223612952,0.1175306719718843,0.0051185223873306,0.9930560617983296,5.170334231355126e-07,19,19,0.0050769032482071,-7.468174204284,-3.676918015967,-9.550745259298,-0.8302724778053645,-1.0983953198915577,-0.7372736124684912,1.4877139235424526e-06,1.6275329886951404e-06,-8.340016325825803e-07,0.000164323485311,-0.002541490146432,0.0001192279002097,18.93042204548924,13.799960625932426,-2.35748066179628e-06,9.47011624621305e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,0.0008300000765909,-0.0020154279961995,-0.0013227016025613,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.604381500750232,30.0,0.01,-0.0014107510970174,0.0003728905941705,0.0098929638605952,-0.8354508280754089,-1.0709024667739868,-0.7328998446464539,0.0,0.0025495861751319,2.3574806617962795e-06,0.427439994334775,-0.5174486533193075,0.0038181648673707744,-0.002982897214778078,-7.163555381177603,-0.6631958222624019,-6.500359558915201,42.15679052711019,72.95492111231378,72.95492111231378,0.6711617223731381,0.14254140793859804,-0.0178540866745176,1.362628978822869,-0.182566671830255,-0.03201271400710892,-1.3843182132369751
52,0.0052000526338815,-0.8559448719024658,-0.956518530845642,-0.7141836881637573,-7.468173980712891,-3.676918029785156,-9.550745010375977,-7.184072145361838,-3.736201152510102,-8.211653447477422,-7.795605731648837,-3.6659591343368767,-10.908449201321291,0.2210771057452295,-0.0253933756504301,0.9749256842387468,4.819251877103248e-07,19,19,0.0051769299596091,-7.468174204284,-3.676918015967,-9.550745259298,-0.8514253706927809,-0.9824674374210014,-0.7184978683904196,1.2036463462020002e-06,1.3167680319221171e-06,-6.74755409557663e-07,-0.0003097302982118,-0.0038095284590971,0.0001417285064461,18.931022205757653,13.799960625932426,-1.9073377884750256e-06,2.994713704459715e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,0.0007251342982609,-0.003218359974729,-0.0019351656855133,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.629520955286502,30.0,0.01,-0.0014629727919302,0.0004865343070124,0.0098804349589565,-0.8559448719024658,-0.956518530845642,-0.7141836881637573,0.0,0.0038247257297537,1.9073377884750252e-06,0.422502446185918,-0.6045471877110608,0.003897972688521255,-0.002885510836279516,-7.24401162417119,-0.6372379083824308,-6.606773715788759,47.52345231207396,75.77552003457446,75.77552003457446,0.7375538076658794,0.28410183535105293,-0.0592831227249464,1.3390915628985542,-0.3274317509359461,0.010958895448279105,-1.3577041909453147
53,0.0053000203333795,-0.8740088939666748,-0.8499150276184082,-0.6964020133018494,-7.468173980712891,-3.676918029785156,-9.550745010375977,-7.0563244373558645,-3.7767261037501183,-8.247743530206455,-7.926136830140205,-3.623969551449491,-10.86913751877674,0.314448152399349,-0.0552234206321962,0.9476669949229608,4.577429253282782e-07,19,19,0.0052769752944809,-7.468174204284,-3.676918015967,-9.550745259298,-0.8700004990794684,-0.8737999636902897,-0.7003564459627867,9.310828216746432e-07,1.0185883075386805e-06,-5.219582750810286e-07,-0.0007674493163681,-0.0049494826134793,0.0001824299127828,18.931622477766883,13.799960625932426,-1.4754246175246271e-06,4.735058123106526e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,0.0006087243697847,-0.0043215038443386,-0.0024644870525937,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.654665090411223,30.0,0.01,-0.0015174190528733,0.0005989318540398,0.0098660387214014,-0.8740088939666748,-0.8499150276184082,-0.6964020133018494,0.0,0.0050119494478102,1.475424617524627e-06,0.41171899069485557,-0.6794279792238113,0.003975348367778932,-0.0027861379436165726,-7.309177508490702,-0.6112987435282238,-6.6978787649624785,52.60239375823967,78.42774212085554,78.42774212085554,0.794439995374693,0.41184954335702617,-0.0998080739649625,1.303001480169522,-0.45796284942731447,0.05294847833566463,-1.3183925084007626
54,0.005400032736361,-0.8901355266571045,-0.7522518634796143,-0.680280327796936,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.944296079555974,-3.815225779787569,-8.29224691093973,-8.040455992408747,-3.584089426435922,-10.821401717952998,0.3962756362063542,-0.0835587074485022,0.9143213672220424,4.287802236719433e-07,19,19,0.0053770120059315,-7.468174204284,-3.676918015967,-9.550745259298,-0.8865774287282359,-0.7739906643489481,-0.6838683678251053,6.79408193563009e-07,7.432606701566689e-07,-3.808713043918502e-07,-0.0011958475893867,-0.005941184203739,0.000237143902215,18.932222698035588,13.799960625932426,-1.0766126823474824e-06,1.0587911840678754e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,0.0004861635258132,-0.0053018394067021,-0.0029048411939151,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.67980705823382,30.0,0.01,-0.0015740409706619,0.0007099813928557,0.0098497878882987,-0.8901355266571045,-0.7522518634796143,-0.680280327796936,0.0,0.0060649780238808,1.0766126823474824e-06,0.3966166702336935,-0.7419623096439618,0.004050221871517803,-0.0026848672414495883,-7.363076802224312,-0.5853861156922566,-6.777690686532056,57.27936311458181,80.84301930030281,80.84301930030281,0.8413161427427056,0.5238779011569168,-0.13830775000241324,1.2584980994362471,-0.5722820116958562,0.0928286033492336,-1.2706567075770216
55,0.005500094499439,-0.90424644947052,-0.6642990112304688,-0.6658559441566467,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.848389136881652,-3.850972961650094,-8.34121362038788,-8.138187799710417,-3.5470726846091143,-10.76931547929001,0.4662784870141683,-0.1098637837560442,0.8777894517289344,4.2191582175393094e-07,19,19,0.0054770867376205,-7.468174204284,-3.676918015967,-9.550745259298,-0.9011694969338324,-0.6836866440224677,-0.6690210763752366,4.533876584479013e-07,4.959981614167822e-07,-2.5416583212313575e-07,-0.001588303947852,-0.0067844517735622,0.0003018342942622,18.93282314642572,13.799960625932426,-7.18453070966048e-07,2.3675290615532623e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,0.0003621361018822,-0.0061547854004838,-0.0032603793272335,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.7049585815845525,30.0,0.01,-0.0016328300913732,0.0008196638683881,0.0098316843437716,-0.90424644947052,-0.6642990112304688,-0.6658559441566467,0.0,0.0069744246529549,7.18453070966048e-07,0.37872795635360534,-0.7929380826321434,0.004122579952280326,-0.0025817138472024772,-7.40839278414895,-0.559488653087178,-6.848904131061772,61.49085668631217,82.98145439021354,82.98145439021354,0.8787409560343242,0.6197848438312388,-0.17405493186493803,1.209531389988097,-0.6700138189975267,0.12984534517604152,-1.2185704689140326
56,0.0056000589393079,-0.9168121218681335,-0.586946427822113,-0.653412938117981,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.768583043212006,-3.882944920254231,-8.390779495420368,-8.21941059089781,-3.5139526436685733,-10.716840271264488,0.5244924602183628,-0.1333953627064009,0.8409003129875248,4.128569105034046e-07,19,19,0.0055771043452782,-7.468174204284,-3.676918015967,-9.550745259298,-0.9140048881565612,-0.6038334857122611,-0.6561196845407296,2.570119442457913e-07,2.811665677986546e-07,-1.440790313932264e-07,-0.0019388465299323,-0.0074816224090569,0.0003727858845779,18.93342325207167,13.799960625932426,-4.072696227560896e-07,5.456884859230801e-23,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,0.0002414740991097,-0.0068781657851963,-0.0035362826166593,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.7300957481003305,30.0,0.01,-0.0016936927636607,0.000927806105395,0.0098117572663165,-0.9168121218681335,-0.586946427822113,-0.653412938117981,0.0,0.0077377496117458,4.0726962275608953e-07,0.3598276812819115,-0.8332689883736218,0.004192309119939068,-0.002476840646729588,-7.446343066600982,-0.5336316477842571,-6.912711418816725,65.18143790458464,84.8219280084608,84.8219280084608,0.9076415411394061,0.6995909375008846,-0.2060268904690754,1.1599655149556085,-0.7512366101849199,0.1629653861165825,-1.1660952608885111
57,0.005700035020709,-0.928413450717926,-0.5205951929092407,-0.6432892084121704,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.704041723430362,-3.9105218626734777,-8.437674618192199,-8.285037830767564,-3.4853414270460483,-10.667313044477655,0.5715500365674906,-0.1537080909958294,0.8060424172846724,3.889572557369942e-07,19,19,0.0056771800503217,-7.468174204284,-3.676918015967,-9.550745259298,-0.9258227587864843,-0.5348778194518888,-0.6453517244170468,9.03951615156761e-08,9.889072425622837e-08,-5.0674871753654484e-08,-0.0022423445033598,-0.0080444416482966,0.0004476660516058,18.93402370630193,13.799960625932426,-1.4324316108148378e-07,5.653947401365694e-23,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,0.0001310654117382,-0.0074782636154146,-0.0037416507526181,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.755247516081736,30.0,0.01,-0.001756660628774,0.0010344642485742,0.0097899962795568,-0.928413450717926,-0.5205951929092407,-0.6432892084121704,0.0,0.008363106791041,1.4324316108148373e-07,0.34142289522077646,-0.864280337707996,0.004259445834794249,-0.002370192249694042,-7.4777608298893155,-0.5077859687425129,-6.969974861146802,68.32192025911372,86.35882543590417,86.35882543590417,0.929273961504133,0.7641322572825286,-0.23360383288832187,1.1130703921837775,-0.8168638500546734,0.19157660273910748,-1.1165680341016788
58,0.0058000902645289,-0.9395571351051332,-0.4654870927333832,-0.6362680792808533,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.653973785642516,-3.9337090535282417,-8.479049639578706,-8.335953281145516,-3.4611997203329863,-10.623646224714305,0.6080568052628799,-0.1708180845056492,0.7752987189331096,3.846287301270979e-07,19,19,0.0057772439975591,-7.468174204284,-3.676918015967,-9.550745259298,-0.9370381323289044,-0.477102185760784,-0.6375752960949527,-4.3599027609895913e-08,-4.769657296825804e-08,2.4441298579154376e-08,-0.0025029481194716,-0.0084837110571814,0.0005229803313934,18.934624089985352,13.799960625932426,6.908846038000995e-08,1.1327241086855222e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,2.8720788688574108e-05,-0.0079636509386095,-0.0038847200493488,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.780396329004132,30.0,0.01,-0.0018216513554342,0.0011394953316366,0.0097664290673931,-0.9395571351051332,-0.4654870927333832,-0.6362680792808533,0.0,0.0088606777967338,6.908846038000994e-08,0.3244885246239749,-0.887349416006853,0.0043238992257163015,-0.0022619084414479095,-7.503404278045826,-0.48197030881614883,-7.021433969229677,70.87715861943167,87.57137519415122,87.57137519415122,0.9448183892687245,0.8142001950703746,-0.25679102374308593,1.0716953707972703,-0.8677793004326251,0.21571830945216952,-1.0729012143383283
59,0.0059000025503337,-0.9503546357154846,-0.4219176173210144,-0.6327486634254456,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.617437249715596,-3.952518499561145,-8.512628470238386,-8.373167895263832,-3.441502470777308,-10.58817348898242,0.6347187763516298,-0.1847387407106892,0.7503357066189231,3.83973713119043e-07,19,19,0.0058773459549558,-7.468174204284,-3.676918015967,-9.550745259298,-0.9478908488826184,-0.430844595793283,-0.633219343472156,-1.4400439490988514e-07,-1.575382871156094e-07,8.072781907420507e-08,-0.0027239996402653,-0.0088121582724739,0.000596217978715,18.935224701729734,13.799960625932426,2.281941244492503e-07,6.617444900424221e-23,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-6.620750701678238e-05,-0.0083445798313019,-0.0039740894985496,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.805554694921543,30.0,0.01,-0.0018886569342217,0.0012428844840186,0.0097410581121458,-0.9503546357154846,-0.4219176173210144,-0.6327486634254456,0.0,0.0092428233423255,2.281941244492503e-07,0.3098659307285834,-0.9037520094989263,0.004385659766532372,-0.0021520023391420687,-7.523676260366539,-0.45617245004365636,-7.067503810322883,72.82311993729948,88.4498328707284,88.4498328707284,0.9553976081714035,0.8507367309972942,-0.27560046977598907,1.0381165401375902,-0.9049939145509409,0.23541555900784772,-1.0374284786064436
60,0.0060000857338309,-0.9612045884132384,-0.3902392387390136,-0.6331765055656433,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.593660237990346,-3.9667327222856392,-8.536532156426565,-8.397519222136447,-3.4264484018150654,-10.562809586738974,0.6521177778785037,-0.1953195973656728,0.7325248519058682,3.731652786032248e-07,19,19,0.0059773484040366,-7.468174204284,-3.676918015967,-9.550745259298,-0.9587371600900572,-0.3963462372753598,-0.6326950990341476,-2.107866406927269e-07,-2.305968949236985e-07,1.181654615732413e-07,-0.002908620576336,-0.009042256197341,0.0006653223871695,18.93582471642421,13.799960625932426,3.340194787011578e-07,2.0673558755547368e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001540831595142,-0.0086312260622127,-0.0040178750250897,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.830688051671385,30.0,0.0099999999999999,-0.0019575411547222,0.0013444259120539,0.0097139359476252,-0.9612045884132384,-0.3902392387390136,-0.6331765055656433,0.0,0.0095218236002514,3.3401947870115776e-07,0.2983893484967972,-0.9144666808587262,0.004444606353423067,-0.0020406948963678107,-7.538575495299243,-0.4304283944459532,-7.10814710085329,74.1369159418378,88.99215911738358,88.99215911738358,0.961917623134704,0.8745137427225442,-0.2898146925004834,1.0142128539494113,-0.9293452414235563,0.2504696279700904,-1.012064576362997
61,0.0061000250279903,-0.971983015537262,-0.3711627125740051,-0.6380114555358887,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.5824536544722685,-3.976204561423201,-8.549085571754135,-8.409241913369515,-3.416181591246287,-10.549293944962736,0.6604069999465809,-0.2024553682313285,0.7231005589099443,3.794594490713898e-07,19,19,0.0060774229509646,-7.468174204284,-3.676918015967,-9.550745259298,-0.9695231017408584,-0.374408205560367,-0.6365151841053818,-2.4212530184108684e-07,-2.648808416108715e-07,1.3573368765964498e-07,-0.0030603335049645,-0.0091808832954754,0.0007281128335592,18.936425163705785,13.799960625932426,3.836797571019444e-07,2.0202182499289598e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0002370879668224,-0.0088294086191438,-0.0040211615582216,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.855839528586609,30.0,0.01,-0.0020283778409901,0.0014442303352455,0.0096850339221365,-0.971983015537262,-0.3711627125740051,-0.6380114555358887,0.0,0.0097048651482203,3.836797571019444e-07,0.29067947966323526,-0.9200958367951644,0.004500804217105214,-0.0019278652302075836,-7.547981306976447,-0.40469451643767745,-7.143286790538769,74.7789616751276,89.18208505244438,89.18208505244438,0.9649201566891858,0.8857203262406221,-0.2992865316380451,1.0016594386218411,-0.9410679326566243,0.26073643853886885,-0.9985489345867595
62,0.0062000146135687,-0.9829195737838744,-0.364469826221466,-0.6474516987800598,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.583110324101395,-3.980857511082103,-8.549906526518376,-8.409082395471396,-3.4107643361645787,-10.54801422449504,0.6601119378595344,-0.2060958742775019,0.7223411383142472,3.7641074988751444e-07,19,19,0.0061775232053881,-7.468174204284,-3.676918015967,-9.550745259298,-0.9804258240179078,-0.3649242231026882,-0.6449125298128242,-2.391231764233265e-07,-2.6159656895852573e-07,1.3405071793004296e-07,-0.0031825103512158,-0.0092377780607902,0.0007830249868755,18.937025765232328,13.799960625932426,3.789224899253329e-07,1.0587911840678754e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0003163447761876,-0.0089474525227636,-0.0039901206875925,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.880997466500176,30.0,0.01,-0.0021010921268446,0.0015421856872496,0.0096543811391799,-0.9829195737838744,-0.364469826221466,-0.6474516987800598,0.0,0.0098019408162916,3.789224899253329e-07,0.28703736105481614,-0.9211481156049636,0.004554187887664984,-0.001813633989268372,-7.551909375870416,-0.37898332680576813,-7.172926049064648,74.7601311877937,89.03401307932455,89.03401307932455,0.9648338186049907,0.8850636566114956,-0.30393948129694737,1.000838483857601,-0.9409084147585052,0.26615369362057706,-0.9972692141190631
63,0.0063000028021633,-0.9941112995147704,-0.3698503375053406,-0.6617398262023926,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.595352659785958,-3.980692589798479,-8.539162826991932,-8.397341921472556,-3.410181501233766,-10.558807945525212,0.6514418496234368,-0.2062469553328087,0.730127187533201,3.775457262238537e-07,19,19,0.0062776197465606,-7.468174204284,-3.676918015967,-9.550745259298,-0.9915724113203348,-0.3675407171241657,-0.6580857572453167,-2.030936500847782e-07,-2.2218089787075402e-07,1.1385282684895641e-07,-0.0032782925472972,-0.0092197190350609,0.0008284592327137,18.93762634447936,13.799960625932426,3.218289114807916e-07,1.067030928447678e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0003935248853655,-0.0089912209776586,-0.0039293573656397,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.906154471171958,30.0,0.01,-0.0021756172404447,0.0016382005746188,0.0096220054302831,-0.9941112995147704,-0.3698503375053406,-0.6617398262023926,0.0,0.0098202222893067,3.218289114807916e-07,0.28747047634736544,-0.9177373139337383,0.004604707181465954,-0.0016981056449953027,-7.5504242918209465,-0.3533029072344755,-7.197121384586471,74.09290198039716,88.55749827890276,88.55749827890276,0.9617073630568157,0.8728213209269322,-0.30377456001332304,1.0115821833840446,-0.9291679407596654,0.26673652855138963,-1.0080629351492352
64,0.0064000524580478,-1.0054937601089478,-0.3876504600048065,-0.6809685230255127,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.619678525267486,-3.9751159870632784,-8.517048732120314,-8.37351534323228,-3.4150390883621924,-10.581506261283105,0.6340341337901787,-0.2024748640731074,0.7463274392701331,3.827049506207006e-07,19,19,0.0063776377217052,-7.468174204284,-3.676918015967,-9.550745259298,-1.002922233498329,-0.3825780881568038,-0.6762338208273926,-1.342810056330809e-07,-1.469010694627413e-07,7.527695758614342e-08,-0.0033468012988518,-0.009126151648411,0.0008626792795874,18.93822645233023,13.799960625932426,2.1278612038042962e-07,7.940933880509066e-23,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0004685292884026,-0.0089591239956549,-0.0038401192585139,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.931291730047246,30.0,0.01,-0.0022518481209012,0.0017321449085161,0.0095879535906415,-1.0054937601089478,-0.3876504600048065,-0.6809685230255127,0.0,0.0097586852794431,2.1278612038042962e-07,0.292207455564193,-0.9093275584798797,0.004652296130852087,-0.0015814402621421796,-7.5430595082786045,-0.32767291462696396,-7.21538659365164,72.77011125884827,87.76031708370823,87.76031708370823,0.9551239739940982,0.8484954554454047,-0.2981979572781226,1.033696278255663,-0.9053413625193887,0.2618789414229634,-1.030761250907128
65,0.0065000741742551,-1.0169222354888916,-0.4178665578365326,-0.7051388025283813,-7.468173980712891,-3.676918029785156,-9.550745010375977,-6.656692271571014,-3.963631696754872,-8.484589644485569,-8.336974720646362,-3.425847202202543,-10.615095062214625,0.6074433015715809,-0.1944158787617153,0.7702045841600318,3.904081009014929e-07,19,19,0.0064776606939035,-7.468174204284,-3.676918015967,-9.550745259298,-1.0143716562697107,-0.4099294755752733,-0.699238607883232,-3.4704543804155863e-08,-3.796616339005957e-08,1.9455115484690048e-08,-0.0033854405581294,-0.0089557797570716,0.0008844338008828,18.93882659016342,13.799960625932426,5.499396732131535e-08,7.724290334802939e-23,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0005397233112024,-0.0088485445000094,-0.0037230875569401,1.0,False,,,,,,,,,,,,,,,,,,40.0,5.956430244819117,30.0,0.01,-0.0023297983280977,0.0018240399989275,0.0095522205707733,-1.0169222354888916,-0.4178665578365326,-0.7051388025283813,0.0,0.0096150622451414,5.4993967321315346e-08,0.3011547107208641,-0.8950883855716512,0.004696967801321595,-0.001463614520815761,-7.5294264757371,-0.30207236663611425,-7.227354109100986,70.80282730477828,86.65705773354428,86.65705773354428,0.9443925972680176,0.8114817091418765,-0.2867136669697161,1.066155365890408,-0.8688007399334712,0.251070827582613,-1.0643500518386482
