frame,time_s,ur1,ur2,ur3,rp_x,rp_y,rp_z,head_x,head_y,head_z,tail_x,tail_y,tail_z,axis_x,axis_y,axis_z,recon_node_rms_mm,head_count,tail_count 
200,0.020000040531158447,-0.07802939414978027,0.772823691368103,-2.6445748805999756,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.725638018094456,-4.161395953027082,-9.302833953948069,-6.208566302436756,-3.1250656905965144,-9.794752820867211,-0.9099531772726345,-0.37464646284663883,0.17783487579195423,5.496462643809147e-07,19,19
201,0.020100029185414314,-0.10450450330972672,0.7970210313796997,-2.6361823081970215,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.71720535029064,-4.172694582335442,-9.283311274530938,-6.217316206417976,-3.113817259131847,-9.81335626222273,-0.9037414608196448,-0.38279750974011817,0.19161794940020355,5.512725445229881e-07,19,19
202,0.020200051367282867,-0.13684426248073578,0.8202584981918335,-2.6257240772247314,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.70589125018914,-4.187352009360109,-9.259355805614561,-6.229093012777142,-3.0992156481385287,-9.836455759491436,-0.8953938068496426,-0.393375021077116,0.20862891325960414,5.725370165246212e-07,19,19
203,0.0203000046312809,-0.17473869025707245,0.8425179123878479,-2.6130826473236084,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.691397884689763,-4.2052477326892825,-9.231393227721215,-6.2441869019072485,-3.0813832754582045,-9.863612883968756,-0.8846976410672386,-0.4062911784831629,0.22855538098418512,5.787907804740879e-07,19,19
204,0.020400064066052437,-0.21769164502620697,0.8636727929115295,-2.598234176635742,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.673485883571063,-4.226079709648159,-9.199975539762573,-6.2628242465233415,-3.060625034987279,-9.894266890134958,-0.871484591525693,-0.42132656673145563,0.250995081425076,5.377958779517542e-07,19,19
205,0.020500078797340393,-0.2658514976501465,0.8833790421485901,-2.58111310005188,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.651649475218411,-4.249664373556804,-9.165074250637728,-6.285509055694548,-3.0371264284978237,-9.928452173499005,-0.8553896097697614,-0.4383477629209103,0.2759707488850382,5.582092928417606e-07,19,19
206,0.020600073039531708,-0.31890109181404114,0.901494026184082,-2.561645746231079,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.625514162220215,-4.275661263795177,-9.127112151272996,-6.31260693803221,-3.011231911090627,-9.965737926301703,-0.8361451381359523,-0.45710716137845414,0.3031737966713833,5.503037963703412e-07,19,19
207,0.020700043067336082,-0.3764304220676422,0.9181856513023376,-2.5398101806640625,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.594801669643854,-4.303571088588612,-9.086621589568214,-6.344375579348305,-2.983446574845701,-10.005571145613885,-0.8135574200541174,-0.47724166467063595,0.3322118567680701,5.67210902886166e-07,19,19
208,0.020800067111849785,-0.43812185525894165,0.9331514835357666,-2.5156829357147217,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.559221158714083,-4.332818912683265,-9.043986051397376,-6.381091411044842,-2.9543480543813927,-10.047571374803042,-0.7874213801992443,-0.49833460424935433,0.3628087543221034,5.807435552199914e-07,19,19
209,0.020900050178170204,-0.5033873915672302,0.9463738203048706,-2.4893009662628174,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.518654077059026,-4.362807727168013,-8.999889815682655,-6.422854259266645,-2.924537255407161,-10.091043232955702,-0.7576580719827742,-0.5199529188679576,0.39446572489892767,5.653508784884853e-07,19,19
210,0.021000001579523087,-0.5715773105621338,0.9579310417175293,-2.4607696533203125,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.473143158154949,-4.392879960095676,-8.95506890538819,-6.469597473088577,-2.8946746899668687,-10.135238496012606,-0.7243070392456603,-0.5416201045364695,0.4266461944762774,5.693153940708635e-07,19,19
211,0.021100100129842758,-0.6421291828155518,0.9679214954376221,-2.4302210807800293,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.422811503497009,-4.422402105095702,-8.910186465926733,-6.521173739750085,-2.8653951308638153,-10.179484580598487,-0.6874660401525332,-0.5628776623346041,0.4588672802474884,5.71955588137406e-07,19,19
212,0.021200034767389297,-0.7139163613319397,0.9762856960296631,-2.3980295658111572,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.368303824869333,-4.45061647883997,-8.866236771634453,-6.576911013535507,-2.837453720043502,-10.222788398133817,-0.6476110991500452,-0.583178686842134,0.4904105254485823,5.568638418508642e-07,19,19
213,0.021300092339515686,-0.7864581346511841,0.9832216501235962,-2.3644044399261475,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.310022064854536,-4.47702411232903,-8.823753528156763,-6.636384055968101,-2.8113467685975144,-10.26461070637207,-0.6050412526257811,-0.6021633717510083,0.5208880458817258,5.539287868722686e-07,19,19
214,0.02140001952648163,-0.858944296836853,0.9888524413108826,-2.3297371864318848,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.248753848913141,-4.501105908302333,-8.783409382647285,-6.698780418295939,-2.7875873481962725,-10.304281209849433,-0.5603349475919709,-0.6194585749721966,0.5498143508499201,5.857308108624875e-07,19,19
215,0.021500086411833763,-0.9308332800865173,0.9934465289115906,-2.29433274269104,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.185220678990534,-4.5225528115811064,-8.745673334298624,-6.763356780695628,-2.766478086874972,-10.341329695235494,-0.5140217355962909,-0.6348431653076594,0.5768499031782259,5.798371774326816e-07,19,19
216,0.02160007692873478,-1.0012024641036987,0.9971899390220642,-2.258789300918579,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.120630409061224,-4.541011837423644,-8.7110801629376,-6.828880296319505,-2.7483610556486173,-10.375231426211935,-0.466983960774624,-0.6480658713334373,0.601611674414715,5.674813331852723e-07,19,19
217,0.021700017154216766,-1.069209098815918,1.0003278255462646,-2.223618984222412,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.056185920452656,-4.556411811033717,-8.680040007068575,-6.894132417959907,-2.733297586260404,-10.405583627785814,-0.4200970000879661,-0.6590787902640014,0.6238057860754674,5.814676202108149e-07,19,19
218,0.021800052374601364,-1.1342524290084839,1.003180742263794,-2.189368724822998,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.993027720910041,-4.568774310364397,-8.65268294041178,-6.957956028678787,-2.721254960043055,-10.432265320734238,-0.37419147384312285,-0.6679015510125427,0.6433414793545894,6.082768044861398e-07,19,19
219,0.021900024265050888,-1.1957416534423828,1.0059998035430908,-2.1567025184631348,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.932367534708395,-4.5781564860666695,-8.628959707464126,-7.0191254766772335,-2.712163168075495,-10.455342057050249,-0.3301485242375447,-0.6745801233684364,0.6602602586101911,5.922343125269149e-07,19,19
220,0.022000066936016083,-1.2533208131790161,1.0090727806091309,-2.1260910034179688,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.875128331325345,-4.584825697323777,-8.608680055578205,-7.0767123573403055,-2.705745528028302,-10.475014499366461,-0.28863744636019456,-0.6793111852014257,0.6747034446472762,6.026142991548078e-07,19,19
221,0.022100064903497696,-1.306583046913147,1.012650489807129,-2.0980708599090576,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.822264188138995,-4.5890666527252435,-8.591578929871982,-7.129759055287448,-2.7017084354310272,-10.491560563154438,-0.25034934125872454,-0.682303803977924,0.6868673280980668,5.921008213188793e-07,19,19
222,0.022200094535946846,-1.3552610874176025,1.0170892477035522,-2.0730907917022705,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.7745581630311555,-4.591237471148671,-8.577326679294302,-7.177477562021922,-2.699687128407872,-10.505316996438046,-0.2158521692474862,-0.6838193102091981,0.6969928206345968,6.084573158443226e-07,19,19
223,0.022300036624073982,-1.3991373777389526,1.0225586891174316,-2.0515546798706055,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.73262648237997,-4.591671547592722,-8.565511316607507,-7.219255687403942,-2.6993440932099784,-10.516706293661166,-0.1855900183937955,-0.6841002458707779,0.7053815979114649,6.07693011048716e-07,19,19
224,0.022400090470910072,-1.4379616975784302,1.0294463634490967,-2.033836603164673,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.697091844784425,-4.590744274532348,-8.555801413363504,-7.25446602499318,-2.700301861826578,-10.526061415018543,-0.1600148174390442,-0.6834187795253494,0.7122738448041114,5.974192589980471e-07,19,19
225,0.022500021383166313,-1.4715396165847778,1.0379290580749512,-2.020275115966797,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.6684099491944,-4.588732013102787,-8.54780165600911,-7.282655876912453,-2.702284311369758,-10.533783395746031,-0.13945496329535273,-0.6819746411166887,0.7179574514454566,6.196917331091753e-07,19,19
226,0.022600075230002403,-1.4998652935028076,1.048277735710144,-2.011049509048462,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.646787501482158,-4.585882238475119,-8.541153096365674,-7.303616927142527,-2.705047057508876,-10.540229779530053,-0.12406049161186786,-0.6799456440593249,0.7226914386830464,6.217750028211994e-07,19,19
227,0.022700058296322823,-1.5228303670883179,1.060684323310852,-2.006287097930908,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.632404767124003,-4.582398650144561,-8.53559593252372,-7.317170932230065,-2.708392830872029,-10.545656733816845,-0.11396100788913119,-0.6774767436568135,0.726662335947759,6.130330331933946e-07,19,19
228,0.022800050675868988,-1.5404540300369263,1.0753120183944702,-2.0059878826141357,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.625238004514828,-4.578400952894347,-8.530914638654481,-7.323343223051777,-2.7122108446514943,-10.550273107833817,-0.10913877180593173,-0.6746512655268659,0.7300235601757598,6.117375848801353e-07,19,19
229,0.022900063544511795,-1.5527735948562622,1.0922634601593018,-2.010087490081787,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.62517142816792,-4.573915731600685,-8.526957200453326,-7.3222519621379805,-2.716485388486122,-10.554223074432826,-0.10950920820293311,-0.6714844999313265,0.7328821867604254,6.061426609362739e-07,19,19
230,0.02300010249018669,-1.5598708391189575,1.111585021018982,-2.018415689468384,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.63195799853325,-4.568903574050783,-8.523646602411226,-7.314148440027279,-2.7212689934296908,-10.557573382617383,-0.11489216446681841,-0.6679432082194953,0.7352901883865833,6.255440618648402e-07,19,19
231,0.02310009114444256,-1.561867594718933,1.1332746744155884,-2.030667781829834,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.645211112105413,-4.563299874060088,-8.520997645453868,-7.299426628168811,-2.726641759819303,-10.560295237343434,-0.1250054529048146,-0.6639750771583689,0.737231804561225,6.27232272436989e-07,19,19
232,0.02320009283721447,-1.5589463710784912,1.15719735622406,-2.0465586185455322,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.664470187663896,-4.556897070881165,-8.51899928507136,-7.278556577391278,-2.732825607097793,-10.562390727414689,-0.1395126382915015,-0.6594248442414051,0.7387117831428868,6.283567125124207e-07,19,19
233,0.023300085216760635,-1.5513430833816528,1.1832009553909302,-2.0656304359436035,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.689117413206864,-4.54954723742152,-8.517741224839028,-7.252169948522211,-2.739984712624862,-10.563755640277398,-0.1579620204373598,-0.6541796797720386,0.7396600210047183,6.190231713967336e-07,19,19
234,0.023400062695145607,-1.539430856704712,1.211082935333252,-2.087397813796997,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.71841092266205,-4.541047005065269,-8.517276509510456,-7.221022746836035,-2.7483368225532216,-10.564325558822784,-0.17981209995538797,-0.648087345449192,0.7400340542017328,6.274716781746883e-07,19,19
235,0.023500017821788788,-1.52376389503479,1.2405586242675781,-2.1113107204437256,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.751425796533768,-4.531187444729068,-8.517600910629232,-7.186057325989986,-2.7581031564882856,-10.564096746328163,-0.2043878340457451,-0.6409923370956908,0.739834060501876,6.265534715345252e-07,19,19
236,0.023600097745656967,-1.5047043561935425,1.2713944911956787,-2.136791706085205,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.787376133740174,-4.519920515506594,-8.51882866207725,-7.148080281121025,-2.7693440592215173,-10.56294154784182,-0.2311135152364972,-0.6328554719145322,0.738972594040445,6.353695416787191e-07,19,19
237,0.02370007522404194,-1.4826927185058594,1.3032444715499878,-2.1633687019348145,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.8254678871126835,-4.507141814734581,-8.520956640530125,-7.107907890097286,-2.78217135355887,-10.560858394286644,-0.25940699071313195,-0.6235985816709797,0.737450216697439,6.486100677085543e-07,19,19
238,0.023800065740942955,-1.4584115743637085,1.335721492767334,-2.1904995441436768,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.864716348639429,-4.49282354052073,-8.52388235972279,-7.066549181143509,-2.796616591341703,-10.557948672435513,-0.2885474996757626,-0.6132002092415855,0.7353406311478659,6.306290515334359e-07,19,19
239,0.02390001341700554,-1.4326071739196777,1.368494987487793,-2.217588424682617,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.904122217463614,-4.4771018965065945,-8.527490658013567,-7.025028259106865,-2.8125448621952223,-10.554325209260805,-0.31780355543778493,-0.6017583657632783,0.7327262581517134,6.587490691167592e-07,19,19
240,0.024000070989131927,-1.4059648513793945,1.4012755155563354,-2.244295597076416,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.942908567945033,-4.460033161634844,-8.531553018026386,-6.984138451497206,-2.829896690368605,-10.550223262290835,-0.34660749167720517,-0.5893148980179624,0.7297747581872882,6.534174563334736e-07,19,19
241,0.024100029841065407,-1.3794102668762207,1.4336791038513184,-2.2701613903045654,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.980100665471235,-4.44184488222439,-8.53575115070702,-6.9448777245990305,-2.8484374457976416,-10.545970245844723,-0.3742461521347802,-0.5760368885983469,0.7267195611694011,6.483334575793218e-07,19,19
242,0.024200022220611572,-1.3538364171981812,1.465469241142273,-2.29482364654541,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.014885622830198,-4.422816542978346,-8.539737422023872,-6.9080738883566,-2.8678790064588573,-10.541924138636153,-0.40012640409163824,-0.5621295344962706,0.7238157550065495,6.712912164315948e-07,19,19
243,0.02430005744099617,-1.3300491571426392,1.4963637590408325,-2.3180909156799316,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.046622264757186,-4.403194461153724,-8.543116763828325,-6.874381053123051,-2.887963147783742,-10.538496230234154,-0.4237799854573015,-0.547775233946297,0.721354848185613,6.60027475782017e-07,19,19
244,0.024400077760219574,-1.3089253902435303,1.5260733366012573,-2.339717388153076,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.07464831681234,-4.3833499396366165,-8.545490121448644,-6.844476377118676,-2.908304562956707,-10.53610126924973,-0.44472267442860514,-0.5332475108999737,0.7196310408591694,6.561121037763205e-07,19,19
245,0.024500083178281784,-1.2912460565567017,1.55437171459198,-2.3595738410949707,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.098468203795404,-4.3636192991858325,-8.546471584326943,-6.818864555922367,-2.9285522729839877,-10.535142432125197,-0.46259286050078874,-0.5187948328879253,0.7189295979318749,6.524446624074978e-07,19,19
246,0.024600008502602577,-1.2778270244598389,1.5810543298721313,-2.3775107860565186,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.11759283039598,-4.344384249685676,-8.545688515305201,-6.798042970332626,-2.948309181919438,-10.536009388479343,-0.4770339201164019,-0.5046987480422497,0.7195261029198066,6.644676485950811e-07,19,19
247,0.024700017645955086,-1.269392967224121,1.6060353517532349,-2.39347505569458,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.131664040492502,-4.325935320270581,-8.542800541399355,-6.782369916452042,-2.967271404635491,-10.53906012807776,-0.48778684675859363,-0.49117414461700526,0.7216730227665863,6.689635130105207e-07,19,19
248,0.02480003982782364,-1.2665709257125854,1.62916100025177,-2.4074273109436035,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.14038372961186,-4.308547461802067,-8.5375456867426,-6.772146766740141,-2.9851500154667394,-10.5445736931962,-0.4946349219540058,-0.47842487108980236,0.7255659423555247,6.608507082897217e-07,19,19
249,0.02490004152059555,-1.269837498664856,1.6503666639328003,-2.4193756580352783,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.143569778405976,-4.292404669052047,-8.529759570392418,-6.767554258886015,-3.001750118227958,-10.552729349381146,-0.49744696830637253,-0.46658790132123423,0.7313290942273835,6.596922296991417e-07,19,19
250,0.025000061839818954,-1.2796400785446167,1.6695822477340698,-2.4293301105499268,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.14103036944221,-4.27762165324068,-8.519331421058144,-6.768782549412992,-3.016947394059705,-10.563653053993615,-0.4960848974121346,-0.4557496477003669,0.7390480587760064,6.663211827332493e-07,19,19
251,0.025100000202655792,-1.2962614297866821,1.6867024898529053,-2.4372730255126953,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.132644096777284,-4.264284882651284,-8.506295777369669,-6.775955039044587,-3.030646976575154,-10.577321350254966,-0.49046020857308387,-0.4459756649979346,0.7487018699296117,6.651805638282628e-07,19,19
252,0.0252000130712986,-1.3199880123138428,1.7017271518707275,-2.443134307861328,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.118251378023302,-4.252422285604133,-8.490750300787141,-6.789229787720778,-3.0428164074406308,-10.593645885034364,-0.48045807008073815,-0.43728778375109983,0.7602232810670452,6.761967264357207e-07,19,19
253,0.025300009176135063,-1.3508217334747314,1.7145975828170776,-2.4468941688537598,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.097857269374662,-4.241962035687764,-8.472960809949205,-6.808603464664202,-3.053524600328587,-10.612366263691179,-0.4660815139311897,-0.4296351246441361,0.7734220594498374,6.699522945406485e-07,19,19
254,0.02540006674826145,-1.388507604598999,1.7252867221832275,-2.448660135269165,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.071639259662865,-4.232645724747892,-8.45329754399356,-6.833897005761293,-3.0630311160721617,-10.633116432411446,-0.44745943851187947,-0.4228304353540735,0.7880320258878559,6.709047758903703e-07,19,19
255,0.025500090792775154,-1.4329026937484741,1.7337440252304077,-2.4482734203338623,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.039631529662074,-4.224401473705328,-8.432222456424446,-6.865083002554448,-3.0714085016864106,-10.655431301802835,-0.42461410910702196,-0.4168215040259541,0.8037180426796399,6.459091689805059e-07,19,19
256,0.025600073859095573,-1.48347008228302,1.7399060726165771,-2.4457435607910156,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.002170816203845,-4.216994451618151,-8.410324301347213,-6.901830264130093,-3.0788951246297103,-10.678714743399661,-0.397786990022178,-0.4114372634688227,0.820051759828843,6.659131895875729e-07,19,19
257,0.025700068101286888,-1.5397558212280273,1.7437108755111694,-2.4411442279815674,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.959544252121059,-4.210081209567281,-8.388124334739752,-6.943854191973768,-3.085839741283304,-10.702442685557783,-0.36718476935162087,-0.40642747273466123,0.8366552782136221,6.68201922188036e-07,19,19
258,0.025800058618187904,-1.601122498512268,1.745180368423462,-2.434509754180908,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.912197539870487,-4.20337586910831,-8.366228325122378,-6.990711490874183,-3.092536383645243,-10.725998166709848,-0.33312883096677837,-0.40158248688313397,0.853086565482932,6.611974207976146e-07,19,19
259,0.025900045409798622,-1.666759967803955,1.7443757057189941,-2.4258532524108887,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.860740084432728,-4.1966729232349875,-8.345281920828588,-7.041795970076974,-3.0991995937739807,-10.748716428966528,-0.296058628060196,-0.39675045287856536,0.8688718932568644,6.466630932835336e-07,19,19
260,0.02600003033876419,-1.735798716545105,1.7413679361343384,-2.415311098098755,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.805878745699226,-4.189714694022378,-8.325841084278645,-7.0964006890029685,-3.1060969457512755,-10.770023579290584,-0.25648526733664534,-0.39174148549464716,0.8836028045347621,6.530196072083683e-07,19,19
261,0.02610008977353573,-1.8073705434799194,1.7362993955612183,-2.403069019317627,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.748370393117456,-4.18226850478307,-8.30836607333183,-7.153764760432894,-3.1134722628922207,-10.789441110714659,-0.2149574369771761,-0.38638332396957775,0.8969399239895746,6.609796127163062e-07,19,19
262,0.026200003921985626,-1.8803222179412842,1.7294230461120605,-2.389420509338379,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.689252749917032,-4.174175188509076,-8.293265765528991,-7.2128422335486215,-3.121497149100464,-10.80653387129583,-0.17222841143493497,-0.38055639044623024,0.9085781243157548,6.514112538471494e-07,19,19
263,0.026300063356757164,-1.9537323713302612,1.7210350036621094,-2.374751567840576,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.629425617656098,-4.1652467101815365,-8.28073415813832,-7.272719522858762,-3.130372535259439,-10.821090591837764,-0.12895375300363127,-0.3741200688442441,0.9183708965740673,6.591203210661057e-07,19,19
264,0.0264000091701746,-2.0264739990234375,1.711379885673523,-2.3595187664031982,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.5699629565839555,-4.1554199067290405,-8.270874113188196,-7.332311582754957,-3.1401706547134727,-10.832983671154723,-0.08591396953598447,-0.36702541165134783,0.9262349254053902,6.6131424157676e-07,19,19
265,0.026500022038817406,-2.0969483852386475,1.7012847661972046,-2.3446991443634033,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.512437694511488,-4.144465012656659,-8.263563943950409,-7.390004984120535,-3.1511444014856678,-10.842311508384283,-0.044260969256188845,-0.3590979313631752,0.9322497746265165,6.83192159586313e-07,19,19
266,0.02660004422068596,-2.1649746894836426,1.690699815750122,-2.3303887844085693,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.4570855307793,-4.132581431843828,-8.258598553654316,-7.445566072151907,-3.163090774880931,-10.849268307667552,-0.004164429608124129,-0.35048310230962537,0.9365597965541012,6.726072528239577e-07,19,19
267,0.026700008660554886,-2.2296509742736816,1.6800405979156494,-2.317173957824707,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.404787164213231,-4.11982772761836,-8.25567448473836,-7.498093354299623,-3.1759584588390215,-10.854139293922803,0.033731364744262644,-0.3412206472755729,0.9393778073306439,6.62946366841744e-07,19,19
268,0.026800094172358513,-2.290297746658325,1.6697207689285278,-2.3056178092956543,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.356210335549587,-4.106265037358393,-8.254396351810076,-7.5468976697842605,-3.1896925272017578,-10.857307756451437,0.0689358767861529,-0.33135252469350224,0.940985307680713,6.518545765920555e-07,19,19
269,0.0269000343978405,-2.345945358276367,1.6603472232818604,-2.2963478565216064,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.312229892925582,-4.092064061240274,-8.254315386614161,-7.5910764451916855,-3.2041286447990056,-10.859201161987619,0.10080654620512496,-0.3209998540675315,0.941699067606429,6.449419899242005e-07,19,19
270,0.027000023052096367,-2.3960177898406982,1.6524288654327393,-2.289907455444336,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.27335101294927,-4.077332151544045,-8.254941361035621,-7.630099767065222,-3.2191643762985156,-10.860299878052283,0.12896917488544501,-0.31023847626590745,0.941869969673933,6.403918102980842e-07,19,19
271,0.027100006118416786,-2.4398140907287598,1.646470069885254,-2.2868378162384033,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.2401239890738855,-4.062214359239723,-8.255779954809519,-7.6633934879104855,-3.2346571592839695,-10.861083510708601,0.15301726324008244,-0.2991723671559427,0.9418501005366114,6.385214960447818e-07,19,19
272,0.02720004878938198,-2.4767730236053467,1.6429286003112793,-2.287658214569092,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.212944180700151,-4.046780042205367,-8.256351563131329,-7.690539597814671,-3.2505402934008534,-10.86202220352304,0.1726567680018009,-0.28785071350504304,0.9419828062113501,6.478486730225622e-07,19,19
273,0.027300003916025162,-2.506256103515625,1.6423380374908447,-2.2927799224853516,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.19222484017309,-4.031166816691577,-8.256235673164912,-7.711101370159898,-3.2666779630874667,-10.863521339440922,0.18758041105329562,-0.2763723643626119,0.9425666584415643,6.409644860959952e-07,19,19
274,0.027400018647313118,-2.5279324054718018,1.645031452178955,-2.3024516105651855,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.178084467991235,-4.015422210908492,-8.255114835794169,-7.724944819444823,-3.2830228661629226,-10.865890498705241,0.19769691552057986,-0.2647716021112594,0.9438283362503403,6.386030684046704e-07,19,19
275,0.027500078082084656,-2.541435480117798,1.6513276100158691,-2.316793441772461,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.170638063643094,-3.9996153422317904,-8.252772214856323,-7.731941628724771,-3.2995051337765924,-10.869334579881821,0.20291831944369929,-0.25309867202506436,0.9459203020621207,6.295412941707591e-07,19,19
276,0.02760007418692112,-2.546386241912842,1.661435604095459,-2.335864782333374,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.16998284401046,-3.9837550538408872,-8.249081596902014,-7.731985354743535,-3.316114351999938,-10.873967056764876,0.20317099711365744,-0.24136053579147249,0.9489292058390317,6.44172086195806e-07,19,19
277,0.027700070291757584,-2.542616844177246,1.6754432916641235,-2.3595845699310303,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.176036445996476,-3.967766741062262,-8.24404793634764,-7.725154366328011,-3.3329248448775473,-10.87977551761316,0.19851305514847423,-0.22950335380019968,0.9528487694960197,6.386526371557751e-07,19,19
278,0.0278000645339489,-2.5299272537231445,1.6934136152267456,-2.3877062797546387,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.188728337529245,-3.9516199715642166,-8.237792790756219,-7.711518246440096,-3.349965692314855,-10.886626014201278,0.18899514690037247,-0.21750561162679455,0.9575866244674476,6.252073258731999e-07,19,19
279,0.027900028973817825,-2.5083301067352295,1.7151689529418945,-2.4198203086853027,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.207807280444344,-3.9352281839508483,-8.230563355844254,-7.69133687472261,-3.3673199571981596,-10.894262660132958,0.17480204790426024,-0.2053059879534848,0.9629609002233269,6.258425971360807e-07,19,19
280,0.02800004929304123,-2.4778940677642822,1.7405250072479248,-2.455440044403076,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.232988286687754,-3.9184822415609277,-8.222690427073385,-7.664905295993848,-3.3850953813679885,-10.902347263436955,0.1561434473604097,-0.1928260784660312,0.9687297493676028,6.208567021361683e-07,19,19
281,0.028100013732910156,-2.438917398452759,1.7690061330795288,-2.493919849395752,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.263802787437085,-3.9012625951712554,-8.21459513605173,-7.632713394745866,-3.40340520874281,-10.910454478231534,0.13336583823257792,-0.1799817255071097,0.9745871596096501,6.134909283493149e-07,19,19
282,0.028200073167681694,-2.3917288780212402,1.8001618385314941,-2.5346028804779053,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.299780840341642,-3.88344599430464,-8.206726965309878,-7.595252178666868,-3.4223682037987957,-10.918132240357297,0.10681661608190772,-0.16668543761813717,0.9802072104483114,6.112144970019109e-07,19,19
