frame,time_s,ur1,ur2,ur3,rp_x,rp_y,rp_z,head_x,head_y,head_z,tail_x,tail_y,tail_z,axis_x,axis_y,axis_z,recon_node_rms_mm,head_count,tail_count
40,0.004000051412731409,-0.47415250539779663,-2.2129950523376465,-0.8539040684700012,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.606436459580785,-3.5264827311116025,-8.803000197334473,-6.325642716154398,-3.889072751974408,-10.325538532793448,-0.8245357097392387,0.13108086650016199,0.5504168146072361,7.951085894208686e-07,19,19
41,0.004100005142390728,-0.5123243927955627,-2.151150703430176,-0.8515084981918335,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.55618206525274,-3.511394828515716,-8.734512792723796,-6.378847932326735,-3.903922612930763,-10.394859930608519,-0.7871337554331373,0.14190374567970138,0.600236435098534,7.502798171946355e-07,19,19
42,0.0042000748217105865,-0.5505964159965515,-2.0773699283599854,-0.8475164771080017,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.492228359544843,-3.501492762742874,-8.657473965175138,-6.446090318760153,-3.913409897578005,-10.472758515406152,-0.7397047131269078,0.14891324044707546,0.656248264148097,7.519778457602506e-07,19,19
43,0.0043001021258533,-0.5883997678756714,-1.9923291206359863,-0.8420715928077698,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.413281348355387,-3.49761729339196,-8.57503098215219,-6.528666677668309,-3.9166772004412795,-10.555998155923445,-0.6813119772704717,0.15149544270631343,0.7161446225917072,7.361606936109742e-07,19,19
44,0.0044000837951898575,-0.6255370378494263,-1.8965561389923096,-0.8348385095596313,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.317940238067882,-3.50029658134627,-8.49051073101684,-6.6279827574565156,-3.913190123855928,-10.641133255427834,-0.6109409475193102,0.14926622413849058,0.7774771719964809,7.322279805137045e-07,19,19
45,0.004500045906752348,-0.6615152359008789,-1.7911332845687866,-0.8255518674850464,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.205806596394412,-3.5101018428712756,-8.408175520418231,-6.74439679158411,-3.9023784121151395,-10.723778051478126,-0.5283180796606903,0.14181292822631889,0.8371195255705828,7.061055574543353e-07,19,19
46,0.004600097890943289,-0.6961042284965515,-1.677799105644226,-0.8142139911651611,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.07790982696601,-3.5269502139783273,-8.332908236694022,-6.8768118669787315,-3.884337249570639,-10.798927864257712,-0.4342120640057021,0.12919992169086744,0.8914972034207295,6.582170488410826e-07,19,19
47,0.004700073041021824,-0.7285282611846924,-1.559011459350586,-0.8009453415870667,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.937244648350967,-3.550783669118385,-8.269551275167789,-7.022095737127459,-3.859151904759922,-10.861659704180386,-0.3308378757209277,0.11147900715202837,0.9370798957148009,6.396240495633472e-07,19,19
48,0.004800094291567802,-0.7587329745292664,-1.4367706775665283,-0.7859654426574707,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.787208623545015,-3.5807732172362803,-8.221697371271617,-7.176737269431548,-3.827682682203502,-10.908326308832754,-0.22069309541477533,0.08926088627033925,0.971250251901372,6.096397607325584e-07,19,19
49,0.004900034982711077,-0.7865912914276123,-1.3134174346923828,-0.7694644927978516,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.632325117780228,-3.6157000584435255,-8.19181111959973,-7.336072769915678,-3.7911941881358757,-10.936451526475043,-0.10709896088256131,0.06344334168664051,0.9922221298547558,5.848690769002419e-07,19,19
50,0.005000083241611719,-0.8122140169143677,-1.1906542778015137,-0.7515661716461182,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.47670109071561,-3.654185262665167,-8.180779658620676,-7.495880131409415,-3.751109840921808,-10.94516971734109,0.006933465148333333,0.035039457712628334,0.999361878132362,5.396380928417215e-07,19,19
51,0.005100064445286989,-0.8354508280754089,-1.0709024667739868,-0.7328998446464539,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.325632572774293,-3.6947721164596734,-8.188116031553108,-7.650740652543146,-3.7089307437922647,-10.935063223612953,0.1175306719718843,0.005118522387330628,0.9930560617983296,5.170334231355126e-07,19,19
52,0.005200052633881569,-0.8559448719024658,-0.9565185308456421,-0.7141836881637573,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.184072145361838,-3.736201152510102,-8.211653447477422,-7.795605731648837,-3.6659591343368767,-10.908449201321293,0.2210771057452295,-0.02539337565043015,0.9749256842387469,4.819251877103248e-07,19,19
53,0.005300020333379507,-0.8740088939666748,-0.8499150276184082,-0.6964020133018494,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.0563244373558645,-3.7767261037501183,-8.247743530206455,-7.926136830140205,-3.623969551449491,-10.86913751877674,0.314448152399349,-0.05522342063219622,0.9476669949229608,4.577429253282782e-07,19,19
54,0.005400032736361027,-0.8901355266571045,-0.7522518634796143,-0.680280327796936,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.944296079555974,-3.815225779787569,-8.29224691093973,-8.040455992408747,-3.584089426435922,-10.821401717952998,0.39627563620635425,-0.08355870744850222,0.9143213672220423,4.287802236719433e-07,19,19
55,0.005500094499439001,-0.90424644947052,-0.6642990112304688,-0.6658559441566467,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.848389136881652,-3.850972961650094,-8.34121362038788,-8.138187799710417,-3.5470726846091143,-10.76931547929001,0.46627848701416835,-0.10986378375604428,0.8777894517289344,4.2191582175393094e-07,19,19
56,0.005600058939307928,-0.9168121218681335,-0.586946427822113,-0.653412938117981,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.768583043212006,-3.8829449202542308,-8.390779495420368,-8.21941059089781,-3.5139526436685733,-10.716840271264488,0.5244924602183628,-0.13339536270640093,0.8409003129875248,4.128569105034046e-07,19,19
57,0.005700035020709038,-0.928413450717926,-0.5205951929092407,-0.6432892084121704,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.704041723430362,-3.9105218626734777,-8.437674618192199,-8.285037830767564,-3.4853414270460483,-10.667313044477657,0.5715500365674906,-0.15370809099582947,0.8060424172846724,3.8895725573699416e-07,19,19
58,0.00580009026452899,-0.9395571351051331,-0.4654870927333832,-0.6362680792808533,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.653973785642516,-3.9337090535282417,-8.479049639578706,-8.335953281145516,-3.4611997203329863,-10.623646224714305,0.6080568052628799,-0.17081808450564923,0.7752987189331096,3.846287301270979e-07,19,19
59,0.005900002550333738,-0.9503546357154846,-0.4219176173210144,-0.6327486634254456,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.6174372497155955,-3.9525184995611453,-8.512628470238386,-8.373167895263832,-3.4415024707773076,-10.58817348898242,0.6347187763516298,-0.18473874071068927,0.7503357066189231,3.83973713119043e-07,19,19
60,0.006000085733830929,-0.9612045884132385,-0.39023923873901367,-0.6331765055656433,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.593660237990346,-3.9667327222856392,-8.536532156426565,-8.397519222136447,-3.4264484018150654,-10.562809586738974,0.6521177778785037,-0.1953195973656728,0.7325248519058682,3.7316527860322475e-07,19,19
61,0.006100025027990341,-0.971983015537262,-0.3711627125740051,-0.6380114555358887,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.5824536544722685,-3.9762045614232013,-8.549085571754135,-8.409241913369515,-3.416181591246287,-10.549293944962736,0.6604069999465809,-0.20245536823132854,0.7231005589099443,3.7945944907138984e-07,19,19
62,0.006200014613568783,-0.9829195737838745,-0.36446982622146606,-0.6474516987800598,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.583110324101395,-3.980857511082103,-8.549906526518376,-8.409082395471396,-3.4107643361645787,-10.548014224495041,0.6601119378595344,-0.20609587427750198,0.7223411383142472,3.7641074988751444e-07,19,19
63,0.0063000028021633625,-0.9941112995147705,-0.3698503375053406,-0.6617398262023926,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.595352659785958,-3.980692589798479,-8.539162826991932,-8.397341921472556,-3.410181501233766,-10.558807945525212,0.6514418496234368,-0.20624695533280876,0.730127187533201,3.775457262238537e-07,19,19
64,0.006400052458047867,-1.0054937601089478,-0.3876504600048065,-0.6809685230255127,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.619678525267486,-3.9751159870632784,-8.517048732120314,-8.37351534323228,-3.4150390883621924,-10.581506261283105,0.6340341337901787,-0.2024748640731074,0.7463274392701331,3.827049506207006e-07,19,19
65,0.006500074174255133,-1.0169222354888916,-0.4178665578365326,-0.7051388025283813,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.656692271571014,-3.9636316967548724,-8.484589644485569,-8.336974720646362,-3.425847202202543,-10.615095062214625,0.6074433015715809,-0.19441587876171534,0.7702045841600318,3.904081009014929e-07,19,19
66,0.006600083317607641,-1.0280779600143433,-0.46078917384147644,-0.7343906164169312,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.707681905979381,-3.9456480230253552,-8.443121179684079,-8.286389433818423,-3.4432186409141066,-10.658264936590177,0.5707226862092001,-0.1816345596207204,0.8008024114583709,4.0318150981137954e-07,19,19
67,0.006700003985315561,-1.0386542081832886,-0.5160773992538452,-0.7684468030929565,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.773409063220708,-3.9206437864224095,-8.395195781528658,-8.22093370534585,-3.4677047135332972,-10.708447435135602,0.5232984181930754,-0.16374318853234376,0.8362696537157654,4.1561927384864667e-07,19,19
68,0.006800058763474226,-1.048075795173645,-0.5837798714637756,-0.8071942329406738,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.85517209629523,-3.8881388708060607,-8.343678731609655,-8.139225950963677,-3.4998245988334222,-10.762776152284953,0.46420166639527866,-0.14038050777964586,0.8745342337217998,4.2674085332410084e-07,19,19
69,0.006900030188262463,-1.0556021928787231,-0.663372278213501,-0.850348949432373,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-6.953617943387129,-3.8481798614394327,-8.292454096164967,-8.040524284297643,-3.5395698853714648,-10.817332131830105,0.39293035321834935,-0.11156639936566219,0.9127752604295785,4.5176692630758466e-07,19,19
70,0.007000027224421501,-1.06056547164917,-0.7541526556015015,-0.8975157737731934,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.068765520875831,-3.8010144331588442,-8.245958621653187,-7.9247096072727965,-3.5867293737771124,-10.867610055484972,0.30943458469602064,-0.07746675210464239,0.9477600646325836,4.6262875943914074e-07,19,19
71,0.007100020069628954,-1.062349557876587,-0.8550910949707031,-0.9481561183929443,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.199599522478407,-3.747285560354109,-8.208988428002844,-7.792703955106565,-3.6406901349281235,-10.908706775071568,0.2144147342196228,-0.03853559095901999,0.9759822385571203,4.891990995231087e-07,19,19
72,0.0072000217624008656,-1.0605016946792603,-0.9646034836769104,-1.001519799232483,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.343565891443011,-3.6881466277901533,-8.186288599202902,-7.646995091265145,-3.700314535145053,-10.935724408410005,0.10969348339894197,0.004398852003093092,0.9939557282901795,5.159705113638836e-07,19,19
73,0.007300101220607758,-1.0544769763946533,-1.0810716152191162,-1.056631326675415,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.4970722931002935,-3.625148566771531,-8.181847875615151,-7.491133464838022,-3.764066717875235,-10.94450621204353,-0.002146961333248527,0.05022066403246098,0.998735838678663,5.494237117993815e-07,19,19
74,0.007400102447718382,-1.043775200843811,-1.2025237083435059,-1.112172245979309,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.655261635063047,-3.5603601143645833,-8.198411095524131,-7.329976966601401,-3.829883243245092,-10.932119524323127,-0.11759451101193923,0.0974360110391996,0.9882700818767265,5.769974212874818e-07,19,19
75,0.007500024978071451,-1.0280956029891968,-1.3269901275634766,-1.1675982475280762,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.813405365739451,-3.4961640153839144,-8.237147723386379,-7.168305214747149,-3.895338396252581,-10.897245506377121,-0.23321184231777708,0.1443065741423935,0.961658904842062,6.060701658531827e-07,19,19
76,0.007600095123052597,-1.00761079788208,-1.4529651403427124,-1.2220749855041504,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-7.96678685285684,-3.4341406408081863,-8.29781288992817,-7.010916684059015,-3.9588180043096397,-10.839985285902918,-0.34555912401980854,0.18967748554451738,0.9190273898443789,6.329587467531258e-07,19,19
77,0.007700002286583185,-0.9827620387077332,-1.5780272483825684,-1.2745815515518188,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.11007048596175,-3.376239655014283,-8.37815985491374,-6.863291308737902,-4.018312241043791,-10.762462495883383,-0.45072640029080724,0.23211733939195478,0.8619554819330817,6.467854723449392e-07,19,19
78,0.007800069637596607,-0.9541026949882507,-1.7000292539596558,-1.3248955011367798,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.239436211956429,-3.3240031682983364,-8.474640820943126,-6.729406832253969,-4.072195673949181,-10.668184495718657,-0.5458946693047413,0.27048102900423854,0.7929937092899763,6.69608980166364e-07,19,19
79,0.007900017313659191,-0.9227168560028076,-1.816229224205017,-1.3724266290664673,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.35140999893418,-3.27852274927906,-8.581946841559056,-6.612930471739759,-4.119293063644965,-10.562454053924446,-0.6284822794493319,0.3039490746944649,0.71597834074122,6.845514375789594e-07,19,19
80,0.008000089786946774,-0.8891249895095825,-1.9256114959716797,-1.4164011478424072,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.445294649176326,-3.2401167984036285,-8.695271785288774,-6.51467285302453,-4.159259907810047,-10.45011936581499,-0.6979441334912825,0.3322818287495947,0.6343995372065839,6.991282952365155e-07,19,19
81,0.008100075647234917,-0.8545969128608704,-2.0276639461517334,-1.4565401077270508,-7.468173980712891,-3.6769180297851562,-9.550745010375977,-8.521479747607232,-3.207958867801934,-8.810462077211184,-6.434355527934233,-4.192896606591661,-10.335396419596643,-0.7545217338226952,0.3560674172500685,0.5512830013360287,7.176549557562066e-07,19,19
