window,start_s,end_s,n_frames,f_robot_hz,R_lock,field_fit_hz,robot_phase_change_rad,delta_phi_drift_rad,theta_cone_mean_deg,theta_cone_pp_deg,transverse_radius_rms
Cycle1,0.0,0.025,250,10.427122869385014,0.26067807173462537,39.120903554380796,-1.4469499296324237,-7.66213981551986,42.62996814927477,102.81892963783295,0.656557621654642
Cycle2,0.025,0.05,250,39.20578269420873,0.9801445673552183,39.38177494001044,7.370539538943499,1.076092859295601,33.149457021948486,32.14009777733466,0.5546717525024
PartialCycle3,0.05,0.0736000314354896,237,40.265304826293196,1.00663262065733,40.09360830512124,5.517679781820584,-0.4520352617971968,31.613196553044563,20.263003077615135,0.527349106797976
