t_s,rp_x_aba_mm,rp_y_aba_mm,rp_z_aba_mm,ur1,ur2,ur3,fx_aba_N,fy_aba_N,fz_aba_N,tx_aba_Nmm,ty_aba_Nmm,tz_aba_Nmm,driver_arc_mm,robot_arc_mm,force_tangent_N,force_normal_N,rp_x_mag_mm,rp_y_mag_mm,rp_z_mag_mm,tx_mag_Nmm,ty_mag_Nmm,tz_mag_Nmm,drive_scale,endpoint_reached,h_head_mm,h_tail_mm,vn_head_close_mm_s,vn_tail_close_mm_s,Flub_head_mN,Flub_tail_mN,Flub_x_N,Flub_y_N,Flub_z_N,Mlub_x_Nmm,Mlub_y_Nmm,Mlub_z_Nmm,lub_power_W,active_head,active_tail,wall_tri_head,wall_tri_tail,commanded_frequency_Hz,instantaneous_phase_rad,cone_angle_deg,B_aba_T,Bx_aba_T,By_aba_T,Bz_aba_T,robot_s_mm,a1_mm,a2_mm,phi_robot_rad,phi_field_rad,f_robot_directed_Hz,f_field_Hz,omega_spin_rad_s,omega_wobble_rad_s,true_axis_angle_deg,Tmag_norm_Nmm
0.0289156937853879,-7.468174204284,-3.676918015967,-9.550745259298,-1.3575317409388197,1.9673262042595097,-2.069072228253917,5.402191575560578e-06,5.909903013840445e-06,-3.028429405845308e-06,-2.809406055690963e-05,-0.0007515424685188,-0.0008512326282674,19.07345478871233,13.799960625932426,-8.560491347945316e-06,0.0,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001115732590795,-0.0002123653965779,-0.0011102498330771,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.778896415123544,30.0,0.01,-0.0050427222248659,-0.0063902197928829,0.0058082737161302,19.07345478871233,0.4722932903108727,0.20542594876712433,0.41027164012939177,3.368018935051996,-62.187741131231235,30.248886858378516,352.61545223326135,245.73751979377573,163.78365600113034,0.0011358707433739687
0.0290157016080104,-7.468174204284,-3.676918015967,-9.550745259298,-1.333714373513012,2.004281224221195,-2.0709704417563595,5.434349590419834e-06,5.945083319143876e-06,-3.046456955677855e-06,-5.650192453832366e-05,-0.000496654213977,-0.0005904313468545,19.074054835648063,13.799960625932426,-8.611450001321321e-06,1.7462031549538564e-21,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001173578143841,-0.0001419788783539,-0.0007513562354772,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.797747445574691,30.0,0.01,-0.0049655127629477,-0.0064026282449931,0.0058608902529751,19.074054835648063,0.4735491975627691,0.18336421788434432,0.36943438894094766,3.387043073818722,-67.1510918575115,30.30226492136136,366.6641662187046,255.95014397921773,164.64746059551206,0.0007736065221325794
0.0291157562197198,-7.468174204284,-3.676918015967,-9.550745259298,-1.3080060608613524,2.041751438973288,-2.072438183731147,5.464748057187707e-06,5.9783387096376775e-06,-3.06349811561541e-06,-8.433002767201473e-05,-0.0002334596167274,-0.0003228786191541,19.07465516331832,13.799960625932426,-8.659620416627296e-06,1.7462031549538564e-21,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001225240829667,-6.790294240494458e-05,-0.000382416773197,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.816607295560928,30.0,0.01,-0.0048882676133084,-0.0064133056298215,0.0059139116191551,19.07465516331832,0.4745003914916317,0.16033609690195166,0.32585947562674455,3.4061097871135333,-70.72561244605053,30.356006595745225,374.6913134409644,263.8943134920304,165.47475180658236,0.0004072659437229261
0.0292157979047369,-7.468174204284,-3.676918015967,-9.550745259298,-1.2811312473438203,2.079375383619894,-2.073274178998308,5.4923718225004175e-06,6.008558625312968e-06,-3.078983798046897e-06,-0.0001107136727538,3.34532339834635e-05,-5.325793877684873e-05,19.07525541342842,13.799960625932426,-8.703393948285619e-06,4.235164736271503e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001266421843678,8.726657464302985e-06,-9.932111023915992e-06,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.83546470892308,30.0,0.01,-0.0048110603425628,-0.0064222408967705,0.0059672875114297,19.07525541342842,0.47503508886593127,0.13686351168024485,0.28051539993047175,3.4252079192732703,-72.71066294771467,30.410060577470016,376.3411136725665,269.2288161974299,166.224738914293,0.0001273304529220973
0.0293158749055062,-7.468174204284,-3.676918015967,-9.550745259298,-1.2538279171978688,2.116843704885044,-2.073290570624688,5.5165128127521686e-06,6.034968446040424e-06,-3.0925170620457854e-06,-0.0001351119120192,0.0002997290641176,0.0002138314847699,19.075855875433035,13.799960625932426,-8.741648559454144e-06,4.235164736271503e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001296089113459,8.67952727848626e-05,0.0003598399022443,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.854328779147684,30.0,0.01,-0.0047338812021252,-0.0064294345907565,0.0060210247971046,19.075855875433035,0.4750879850428247,0.11346309208656144,0.23443408514868183,3.444346885842494,-72.89340214111269,30.46443295735517,371.1894864954262,271.7890083335905,166.86195293221985,0.0003921946513215044
0.0294159108860647,-7.468174204284,-3.676918015967,-9.550745259298,-1.2269499835324311,2.153801339642524,-2.0723689702052366,5.536648968838474e-06,6.056997048298807e-06,-3.1038052450654944e-06,-0.0001567398880515,0.0005603286338798,0.0004733675672345,19.076456091316388,13.799960625932426,-8.773556978018474e-06,4.235164736271503e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001310629492004,0.0001649350003335,0.0007198828885127,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.873185117244722,30.0,0.01,-0.0046568164971347,-0.0064348788161857,0.0060750633521814,19.076456091316388,0.47459485962724957,0.09071450719740215,0.1888629020699112,3.463512266906379,-71.25216947564846,30.519061502908812,359.51023817649093,271.8181155395452,167.35598159333762,0.0007500749456964341
0.029516013482871,-7.468174204284,-3.676918015967,-9.550745259298,-1.2011942410138214,2.190042271157306,-2.070446377632253,5.552657621442782e-06,6.074510234003244e-06,-3.1127795795770986e-06,-0.0001750976735641,0.0008115041300007,0.0007216019536276,19.077056706897224,13.799960625932426,-8.798924818124596e-06,1.694065894508601e-21,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001308162882838,0.0002421023553389,0.00106497937822,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.892054012208632,30.0,0.01,-0.0045798107771304,-0.0064385768222117,0.0061294422054667,19.077056706897224,0.4735326542335111,0.06906771562117148,0.14483497569772147,3.4827248657049337,-67.71823291854125,30.57398362475267,341.12734718295184,269.753045927745,167.69231956845894,0.0010999579663673162
0.0296161091495421,-7.468174204284,-3.676918015967,-9.550745259298,-1.1774645726073862,2.2252684245308685,-2.0674635865835747,5.564536211154842e-06,6.087505203203719e-06,-3.119438630793778e-06,-0.0001898009951131,0.001048387114621,0.000953654547245,19.07765728089725,13.799960625932426,-8.817748024046411e-06,4.235164736271503e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001288700042666,0.0003168446200267,0.0013883799782808,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.910921600872832,30.0,0.01,-0.0045029481240167,-0.0064405230106897,0.0061841023229883,19.07765728089725,0.47190379878389266,0.049103583687158336,0.10368110370025788,3.5019707522596724,-62.31449217131584,30.629136974795905,316.0841612364507,266.12460773205896,167.86873851741993,0.0014298940363993182
0.0297162017854327,-7.468174204284,-3.676918015967,-9.550745259298,-1.1564791741364069,2.2592776697756527,-2.063434934560616,5.572582284194719e-06,6.096307466256195e-06,-3.123949200967888e-06,-0.0002006858113599,0.0012673860870294,0.0011659814541799,19.078257836712595,13.799960625932426,-8.830498097360067e-06,0.0,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001253155959017,0.0003880178100934,0.001685168602972,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.929788618248375,30.0,0.01,-0.0044262528832741,-0.0064407170260994,0.0062390263345349,19.078257836712595,0.46973929248424545,0.031262290443884955,0.06645442973247595,3.521250811888581,-55.20439136297581,30.68450081335584,284.9755451525572,261.6323128417615,167.90087485995605,0.0017337978659487242
0.0298163061268906,-7.468174204284,-3.676918015967,-9.550745259298,-1.1390049787679528,2.2918786836183034,-2.0583982374083343,5.577185363172617e-06,6.101343154077319e-06,-3.126529653648825e-06,-0.0002076601849498,0.0014648220827203,0.0013550490721294,19.078858462761342,13.799960625932426,-8.837792288469927e-06,4.235164736271503e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001202848954603,0.0004543756857383,0.0019503996396767,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.948657842071372,30.0,0.01,-0.0043497410908363,-0.0064391586001577,0.0062942028061308,19.078858462761342,0.4670780946893571,0.015999700182834475,0.03424148289309174,3.5405680137975146,-46.606726994920095,30.740059688874588,248.6168679674972,257.30737187790794,167.81465607913702,0.0020062363954223266
0.0299163156227177,-7.468174204284,-3.676918015967,-9.550745259298,-1.1256231446289116,2.3229471345820483,-2.0524334235134005,5.578853127723537e-06,6.10316765930043e-06,-3.127464590356898e-06,-0.0002108202151579,0.0016380342668331,0.0015184063408883,19.079458519736303,13.799960625932426,-8.8404350833077e-06,8.470329472543003e-22,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001139876183348,0.0005149053674577,0.0021806050820628,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.96750918791416,30.0,0.01,-0.004273521139011,-0.0064358521279729,0.0063495530914617,19.079458519736303,0.46397640310523086,0.0036412981904336006,0.007847863406775945,3.559901864176472,-36.7118924776888,30.79572999123922,207.73333596952224,254.3798183652123,167.64246177222097,0.0022434703560529766
0.0300163264122475,-7.468174204284,-3.676918015967,-9.550745259298,-1.1169516310235883,2.3524146614509327,-2.045576192713433,5.578063532842441e-06,6.102303856323021e-06,-3.12702194919485e-06,-0.0002105680900391,0.0017845136297819,0.0016536760118559,19.080058584473484,13.799960625932426,-8.839183865157908e-06,1.7462031549538564e-21,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-0.0001069269969216,0.0005685623028196,0.0023725040975201,1.0,False,,,,,,,,,,,,,,,,,,30.0,9.98636077761414,30.0,0.01,-0.004197546544625,-0.0064307980607356,0.0064051104055859,19.080058584473484,0.46049958443446437,-0.005478653917522114,-0.011896634949892702,3.5792709950123958,-25.672207892805467,30.851540096136464,163.11281278196685,253.72397832850638,167.41594296746052,0.002442022147239398
0.0301164315371933,-7.468174204284,-3.676918015967,-9.550745259298,-1.1134142340630029,2.3802561078877846,-2.037947792664191,5.575190027108826e-06,6.099160291353537e-06,-3.1254110827270795e-06,-0.0002069661673466,0.0019026422363441,0.0017597357291992,19.08065921522316,13.799960625932426,-8.834630412984504e-06,1.694065894508601e-21,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-9.91149433002712e-05,0.0006145575457777,0.0025242914969372,1.0,False,,,,,,,,,,,,,,,,,,30.0,10.005230149121132,30.0,0.01,-0.0041217740264885,-0.006423990988608,0.0064609069528083,19.08065921522316,0.45666999486716353,-0.01115622963693011,-0.024424663772508248,3.5986935555477713,-13.627761731513283,30.9075163818381,115.60256881265045,256.3569794864143,167.15861428634693,0.0025999139044527724
0.0302165235367744,-7.468174204284,-3.676918015967,-9.550745259298,-1.1154906767941388,2.4063821341060354,-2.029608918622276,5.57048541136288e-06,6.094013524085655e-06,-3.122773709270596e-06,-0.0002005661616994,0.0019904070452367,0.0018348982203271,19.081259767220647,13.799960625932426,-8.827175323355552e-06,1.694065894508601e-21,-1.4895443071719092,4.2967127206258695,-0.0348831700469211,-9.109278048349056e-05,0.0006518620597268,0.0026335482585931,1.0,False,,,,,,,,,,,,,,,,,,30.0,10.024097046555166,30.0,0.01,-0.0040463122212443,-0.0064154385136095,0.006516863209114,19.081259767220647,0.4525397776629315,-0.013145315562043958,-0.029039701780902698,3.6181488020750305,-0.6087141123379468,30.963572482168615,65.7335805871771,263.318601901479,166.88799078864838,0.002714553088430263
