server_path,server_sha256,runner_path,runner_sha256,paired_wallon_gradient_mT,paired_wallon_gradient_T,paired_wallon_gradient_length_mm,walloff_gradient_mT,frequency_Hz,B0_mT,cone_deg,bias_deg,phase_deg,sense,chi_deg,trajectory,runtime_note
J:/magpy/magpylib_socket_server.py,d6e8cd46521a6921e58d2cd7628cef42ae999dedf414ebb6a71165b307de2b43,J:/abaqusfangzhen/run_wobble_cal_f30_wallon_free_003.ps1,d08e64b1904421105ff9c1d477d60581d3c58d405832cc18e02fae0e68cdd4e7,6.0,0.006,45.0,3.0,30.0,10.0,30.0,40.0,248.0,1,0,FORWARD,paired wall-on stdout says basis ROBOT_ARC; archived telemetry numerical field follows driver_arc
