t_s,rp_x_aba_mm,rp_y_aba_mm,rp_z_aba_mm,ur1,ur2,ur3,fx_aba_N,fy_aba_N,fz_aba_N,tx_aba_Nmm,ty_aba_Nmm,tz_aba_Nmm,driver_arc_mm,robot_arc_mm,force_tangent_N,force_normal_N,rp_x_mag_mm,rp_y_mag_mm,rp_z_mag_mm,tx_mag_Nmm,ty_mag_Nmm,tz_mag_Nmm,drive_scale,endpoint_reached,h_head_mm,h_tail_mm,vn_head_close_mm_s,vn_tail_close_mm_s,Flub_head_mN,Flub_tail_mN,Flub_x_N,Flub_y_N,Flub_z_N,Mlub_x_Nmm,Mlub_y_Nmm,Mlub_z_Nmm,lub_power_W,active_head,active_tail,wall_tri_head,wall_tri_tail,commanded_frequency_Hz,instantaneous_phase_rad,rocking_phase_rad,precession_phase_rad,precession_frequency_Hz,cone_angle_deg,B_aba_T,Bx_aba_T,By_aba_T,Bz_aba_T
1.0000000000000001e-07,-7.468174204284,-3.676918015967,-9.550745259298,0,0,0,2.438288550954466e-12,-1.5442734067720917e-13,5.182253911535636e-13,-1.301475897774851e-16,5.392824901000598e-17,6.284241948195909e-16,18.899961226,53.799881868759286,8.325655254825946e-05,7.626526066000956e-19,-1.4895443071719092,4.2967127206258695,-0.034883170046921194,7.123138618070929e-17,-3.0022114931193695e-16,5.652937032458607e-16,2.9998e-08,False,,,,,,,,,,,,,,,,,,15.0,9.424777960769379e-06,9.424777960769379e-06,,,,0.01,0.009762801136369527,-0.0006183006154656734,0.002074950197141279
2.01e-05,-7.468174203933738,-3.676918015989222,-9.550745259223552,-4.663043583953905e-12,1.9295099036316927e-12,2.2533577915716224e-11,9.719561771696707e-08,-6.1558180895506986e-09,2.065761945610191e-08,-1.0427833038527445e-09,4.320900293788728e-10,5.035131719949642e-09,18.900081225999998,53.79988186911806,8.325643846478448e-05,7.6265255410010175e-19,-1.4895443068228174,4.296712720708661,-0.034883170046938985,5.707282065273652e-10,-2.405466007269637e-09,4.529310416793051e-09,0.001195788798,False,,,,,,,,,,,,,,,,,,15.0,0.001894380370114645,0.001894380370114645,,,,0.010000000000000002,0.009763107152628514,-0.0006143741732617179,0.002074676625771584
4.0100000000000006e-05,-7.4681741987249675,-3.6769180163203004,-9.550745258116397,-1.4791123690809669e-10,6.126646785819736e-11,7.147813940682351e-10,3.8162204804451795e-07,-2.4169771867335292e-08,8.110862639423004e-08,-8.168241477197631e-09,3.38461086741772e-09,3.944076550409966e-08,18.900201226,53.79988187445348,8.325632438462081e-05,7.692468673151336e-19,-1.4895443016312768,4.296712721939353,-0.03488317004750697,4.47057964114937e-09,-1.8842291718881e-08,3.5478609098381534e-08,0.004695067598000001,False,,,,,,,,,,,,,,,,,,15.0,0.0037793359622685214,0.0037793359622685214,,,,0.01,0.009763411646180139,-0.000610447649326007,0.002074402732033105
6.0200000000000006e-05,-7.468174176185034,-3.676918017755908,-9.550745253325147,-1.1223634311223253e-09,4.6505420200306687e-10,5.4238714183385295e-09,8.482349403658447e-07,-5.372238083097763e-08,1.8028091203116123e-07,-2.72559298151592e-08,1.1293828264637001e-08,1.3160663032540259e-07,18.900321826,53.799881897541695,8.325620974947845e-05,7.65949235184009e-19,-1.489544279165081,4.29671272726248,-0.03488317005136933,1.491750767146781e-08,-6.287328575425003e-08,1.1838563813192583e-07,0.010435785584,False,,,,,,,,,,,,,,,,,,15.0,0.005673716332383167,0.005673716332383167,,,,0.01,0.009763716126937765,-0.0006065014251233825,0.00207412714506578
8.020000000000001e-05,-7.4681741163527535,-3.676918021574731,-9.55074524060608,-4.676819650317156e-09,1.938181263457575e-09,2.260103826486128e-08,1.4845550946675425e-06,-9.402328336757719e-08,3.155221904814947e-07,-6.354968887919476e-08,2.6332591865709733e-08,3.068528745591579e-07,18.900441825999998,53.79988195883002,8.325609571966474e-05,7.659491831257927e-19,-1.4895442195262951,4.296712741386037,-0.034883170065456555,3.478153111211292e-08,-1.4659480610015366e-07,2.7602692421968957e-07,0.018264420784,False,,,,,,,,,,,,,,,,,,15.0,0.007558671924537043,0.007558671924537043,,,,0.010000000000000002,0.009764017564154598,-0.0006025747811929545,0.0020738526080584466
0.00010030000000000001,-7.468173990755077,-3.6769180296080535,-9.550745213905236,-1.4193482733106048e-08,5.8827061917903344e-09,6.85911177964063e-08,2.2890571859529144e-06,-1.4497587405985638e-07,4.865082744611867e-07,-1.2254325538144163e-07,5.0777299013194475e-08,5.91706282782219e-07,18.900562425999997,53.79988208748553,8.325598118203069e-05,7.626523443053514e-19,-1.489544094330034,4.29671277101947,-0.034883170103173315,6.706944000642785e-08,-2.8267966471722953e-07,5.32264413605763e-07,0.028162215946000005,False,,,,,,,,,,,,,,,,,,15.0,0.009453052294651688,0.009453052294651688,,,,0.010000000000000002,0.009764318971130196,-0.0005986284658208454,0.002073576376682557
0.00012040000000000001,-7.468173764347072,-3.676918044120088,-9.550745165770454,-3.507499801688432e-08,1.4538359622092189e-08,1.6950297280506234e-07,3.251062932362767e-06,-2.059038512166671e-07,6.909696389826542e-07,-2.089127741154293e-07,8.656556811063286e-08,1.008745855879749e-06,18.900683026,53.79988231940817,8.325586674114717e-05,7.692466594094794e-19,-1.4895438686370048,4.29671282441227,-0.03488317018593289,1.1434054617732362e-07,-4.819146731314636e-07,9.074088570462348e-07,0.039997804672,False,,,,,,,,,,,,,,,,,,15.0,0.011347432664766333,0.011347432664766333,,,,0.009999999999999998,0.009764618835791472,-0.0005946821268946534,0.0020732998238697713
0.00014040000000000002,-7.468173397256974,-3.6769180676992725,-9.550745087722104,-7.496425107454973e-08,3.107369984842639e-08,3.622716996919737e-07,4.356763595381098e-06,-2.7593264781176586e-07,9.259714226588019e-07,-3.264486591853189e-07,1.3526800461064943e-07,1.576273799589839e-06,18.900803026,53.79988269544348,8.32557530063156e-05,7.626522400058177e-19,-1.4895435026921682,4.296712910939804,-0.034883170344020345,1.786693900144524e-07,-7.530434615684315e-07,1.4179238503846126e-06,0.05360130547200002,False,,,,,,,,,,,,,,,,,,15.0,0.01323238825692021,0.01323238825692021,,,,0.01,0.009764915676742059,-0.0005907554127711703,0.0020730243289452097
0.00016050000000000003,-7.468172837328019,-3.676918103741148,-9.550744968667058,-1.4501705459698407e-07,6.011372932119243e-08,7.008090267872391e-07,5.609327793793491e-06,-3.5526294615261973e-07,1.192187072735623e-06,-4.804253307968146e-07,1.9907013071122285e-07,2.319757918054836e-06,18.900923625999997,53.79988326902278,8.325563888741152e-05,7.626521879378094e-19,-1.4895429444887665,4.296713042858115,-0.034883170621650424,2.6294272670479614e-07,-1.1082329273568786e-06,2.086718743622573e-06,0.06901170975000002,False,,,,,,,,,,,,,,,,,,15.0,0.015126768627034855,0.015126768627034855,,,,0.01,0.009765212461385448,-0.0005868090710377077,0.0020727471380152115
0.00018060000000000003,-7.468172031114936,-3.6769181557457715,-9.55074479723636,-2.591604280214228e-07,1.0743247559364592e-07,1.2524188917655593e-06,6.995671469492454e-06,-4.4306607635189514e-07,1.486835748886414e-06,-6.741014428071805e-07,2.793222118852246e-07,3.254932786242359e-06,18.901044226,53.79988409489905,8.325552500693916e-05,7.724631395606552e-19,-1.489542140729459,4.296713232708769,-0.03488317107401363,3.6894405744442365e-07,-1.5550000487753213e-06,2.9279474426614657e-06,0.086068050768,False,,,,,,,,,,,,,,,,,,15.0,0.0170211489971495,0.0170211489971495,,,,0.01,0.009765507700688958,-0.0005828627500459226,0.002072469628822961
