event,start_s,end_s,duration_us,peak_force_N,contact_impulse_Ns,bridge_fraction,restitution_status
53,0.0061820875853300095,0.006187687627971172,5.706679075956345,0.15103103422865471,8.114057528065989e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
54,0.00621308758854866,0.0062145874835550785,1.601874828338623,0.1355985377636678,1.1788750639993341e-07,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
55,0.006259087473154068,0.006260587368160486,1.601874828338623,0.07541640612889267,6.606715406223947e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
56,0.00627658748999238,0.006277887150645256,1.4016404747962952,0.09887054184462364,7.812029314671646e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
57,0.006299487315118313,0.006300887558609247,1.501757651567459,0.05100102008222631,4.3814171169624895e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
58,0.006317887455224991,0.00632108747959137,3.30386683344841,0.030214068277824767,1.1693679049042695e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
59,0.00633738748729229,0.006342387292534113,5.105976015329361,0.027067644580034477,7.332223253162709e-09,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
60,0.006350987125188112,0.006464287173002958,113.53287845849991,0.056867678610127585,6.361443149232856e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
61,0.006488986779004335,0.006490487139672041,1.601874828338623,0.04456033363489864,4.008153741551423e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
62,0.006504986900836229,0.006506586913019419,1.701992005109787,0.025131527698291245,2.3062645637515654e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
63,0.006513986736536026,0.0065214866772294044,7.6089054346084595,0.04069977763522862,3.3578803553428735e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
64,0.006532286759465933,0.006533786654472351,1.601874828338623,0.02137529251968011,1.9571880486674353e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
65,0.006540386937558651,0.006552787031978369,12.514647096395493,0.021236699663386236,5.338682689818387e-09,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
66,0.006558686960488558,0.006619086489081383,60.570891946554184,0.0927707204289572,1.0124690726931197e-07,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
67,0.0066603864543139935,0.006661886814981699,1.601874828338623,0.07237170663242304,6.284750598633953e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
68,0.006685586646199226,0.00669328635558486,7.809139788150787,0.09103783301222296,6.322250869877729e-08,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
69,0.006703686434775591,0.006726886611431837,23.327302187681198,0.1920095688781712,2.6976000551355186e-07,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
70,0.006789186503738165,0.006790586281567812,1.501757651567459,0.11831559622827063,1.0320120598653732e-07,1.0,UNRESOLVED_OPPOSING_CONTACT_RESULTANTS
