time_s,Tmag_t_Nmm,Tmag_e1_Nmm,Tmag_e2_Nmm,Tmag_norm_Nmm,Thydro_t_Nmm,Thydro_e1_Nmm,Thydro_e2_Nmm,Thydro_norm_Nmm,Tcontact_inferred_t_Nmm,Tcontact_inferred_e1_Nmm,Tcontact_inferred_e2_Nmm,Tcontact_inferred_norm_Nmm,omega_spin_rad_s,omega_wobble_rad_s,HEAD_gap_um,TAIL_gap_um,contact_active,opposing_bridge
9.999980102293193e-05,3.163562912268755e-06,0.00015745168994630733,-5.431561342081232e-05,0.00016658700026870975,-4.3796673548420053e-11,-3.6163329410705863e-09,1.2671724620274857e-09,3.832167550852512e-09,-3.163515649254876e-06,-0.00015744790351266208,5.4314287562761786e-05,0.0001665829882828556,-0.06341045809979007,1.2772142973244769,196.8126051547032,187.2197983379874,0,0
0.00010999977530445904,3.781363346248811e-06,0.00018925394433602497,-6.492222495383847e-05,0.0002001155902183945,-5.764905652305172e-11,-4.790290811065355e-09,1.6716432284739177e-09,5.073913731193887e-09,-3.7813015532361152e-06,-0.000189248949566058,6.492048315783076e-05,0.00020011030030145634,-0.08392006048804881,1.6910732284244674,196.82562006671535,187.23476953409772,0,0
0.00011999975686194375,4.445124973359971e-06,0.00022372554940032466,-7.63175326182826e-05,0.0002364259849835642,-7.401240159884002e-11,-6.189113348355412e-09,2.1509000358725456e-09,6.55263098600082e-09,-4.445046088873863e-06,-0.0002237191185424037,7.631529924515474e-05,0.00023641917717266464,-0.10832883545595184,2.1839118241791833,196.8426328506665,187.2543395054694,0,0
0.00012999973841942847,5.1527114348539985e-06,0.00026080243607513014,-8.846463597926083e-05,0.00027544591650049255,-9.304879604459749e-11,-7.830703369647036e-09,2.7101806059199733e-09,8.286956754958453e-09,-5.15261273766724e-06,-0.0002607943235441111,8.846183019205672e-05,0.0002754373322768414,-0.13693939619055367,2.7619417457112485,196.8643720192271,187.27934624442224,0,0
0.00013999971270095557,5.902010374010504e-06,0.0003004199786821158,-0.0001013269658187258,0.00031710274568323596,-1.1491001089063675e-10,-9.732526232942656e-09,3.3544721973833793e-09,1.0295035449600837e-08,-5.901888993432416e-06,-0.00030040992149741024,0.00010132350183277868,0.000317092108466023,-0.1700455885115264,3.431210337254928,196.8916213985682,187.31069135617514,0,0
0.0001499997015343979,6.690936139222044e-06,0.00034251307598171665,-0.00011486831118206734,0.00036132354581274747,-1.3973760463126564e-10,-1.1911606476708559e-08,4.088516862745427e-09,1.2594517282971471e-08,-6.690789065282064e-06,-0.00034250079420864696,0.00011486409850987685,0.0003613105614542104,-0.20793273384904248,4.197600234648114,196.92521880393775,187.34933852967595,0,0
0.000159999675815925,7.517424194826534e-06,0.0003870157835793693,-0.00012905270165169524,0.0004080347144664038,-1.6766332896683814e-10,-1.4384525040226045e-08,4.9168080088668926e-09,1.5202554805716964e-08,-7.517248288062668e-06,-0.0003870009807736121,0.00012904764535126575,0.0004080190717506574,-0.2508770284327065,5.066828213843808,196.9660547167374,187.39631200873853,0,0
0.00016999966464936733,8.379440300525678e-06,0.00043386172331021794,-0.00014384454066629896,0.0004571624020552879,-1.9880903890421114e-10,-1.7167413503533218e-08,5.843598009890406e-09,1.813580020667519e-08,-8.379232301834372e-06,-0.0004338440869677504,0.0001438385415816537,0.0004571437731996206,-0.29914612933454376,6.044444287752955,197.01507089128054,187.45269498076422,0,0
0.00017999963893089443,9.274971859029528e-06,0.0004829835299759802,-0.00015920843033749408,0.000508631929416128,-2.332869948537084e-10,-2.0275947822372144e-08,6.8728965973048e-09,2.1410399121799886e-08,-9.274728399253153e-06,-0.0004829627319894855,0.00015920138534138346,0.0005086099705788741,-0.3529987675418619,7.135829644398465,197.07325901355216,187.51962802358537,0,0
0.00018999961321242154,1.0202037410345134e-05,0.0005343132667172205,-0.00017510930527024014,0.0005623682222081684,-2.7120028215780135e-10,-2.3725348714813633e-08,8.008473407761867e-09,2.5041992084404554e-08,-1.0201755019407723e-05,-0.0005342889638323329,0.00017510110750347622,0.0005623425739951119,-0.4126845688212969,8.346197131375577,197.14165935233626,187.59830754214477,0,0
0.00019999960204586387,1.1158684257881812e-05,0.0005877821936386689,-0.000191512360304855,0.0006182955664911316,-3.126424728641386e-10,-2.753036768319077e-08,9.253862872214734e-09,2.9045703092630887e-08,-1.1158359374276742e-05,-0.0005877540279239425,0.00019150289941182447,0.0006182658544735261,-0.4784446863496735,9.680587441010035,197.22135926594757,187.68998403603428,0,0
