time_s,RM_t_Nmm,RM_e1_Nmm,RM_e2_Nmm,RM_norm_Nmm,Tmag_baseline_t_Nmm,Tmag_baseline_e1_Nmm,Tmag_baseline_e2_Nmm,Tmag_baseline_norm_Nmm,required_transverse_Nmm,available_transverse_Nmm,omega_spin_rad_s,omega_wobble_rad_s,tilt_deg,HEAD_gap_um,TAIL_gap_um,contact_active,opposing_bridge,com_x_mm,com_y_mm,com_z_mm,axis_x,axis_y,axis_z
0.0001500000071246177,2.2242032030790172e-08,8.234547918859891e-07,-2.5327099707851266e-07,8.618112903820651e-07,6.690960430144406e-06,0.00034251437372585276,-0.00011486872811273221,0.0003613249089926235,8.615242261487147e-07,0.0003612629525803192,-0.028731348154348524,287.2677811322917,2.7092736567119684,213.35907421704857,206.27418379732853,0,0,-7.4681791217126685,-3.6769305395271443,-9.550730737128704,0.9695185264871437,-0.10677581253396974,0.22052834887131517
0.00015999999595806003,2.22420395647095e-08,8.234547553369686e-07,-2.53271158274164e-07,8.618113030267134e-07,7.517450846983182e-06,0.0003870172207176954,-0.00012905315905377556,0.00040803622273156737,8.615242386030723e-07,0.00040796696801801053,-0.02873141504234411,287.267781132285,2.5730291373020577,215.63137445710322,208.88833467757036,0,0,-7.468180071225137,-3.6769330533623146,-9.55072781851837,0.9701968187368245,-0.10496374054067001,0.21840500471522217
0.00016999999934341758,2.22420506133725e-08,8.234546875237466e-07,-2.5327127212670035e-07,8.618112719760608e-07,8.379469353999662e-06,0.00043386330462204275,-0.00014384503919856622,0.00045716406016467557,8.615242072568294e-07,0.00045708725906504606,-0.028731352944877386,287.2677811322912,2.440279404443086,217.89999224767658,211.49700837042096,0,0,-7.468181007378038,-3.676935568678142,-9.550724896853952,0.9708671045114892,-0.10315080309885802,0.21627985851099907
0.00018000000272877514,2.2242054678848655e-08,8.234546514726418e-07,-2.5327143273604405e-07,8.618112848346993e-07,9.27500465775647e-06,0.0004829853319983845,-0.00015920899301743893,0.0005086338172935594,8.615242200147937e-07,0.000508549244796624,-0.028731519520242443,287.26778113227454,2.3116266531034952,220.16479510736752,214.10002241362812,0,0,-7.4681819301622765,-3.67693808545189,-9.550721972164554,0.971529378390439,-0.10133701604505094,0.2141529269082554
0.0001900000061141327,2.2242050418033885e-08,8.234545681234455e-07,-2.5327162396171486e-07,8.61811261283103e-07,1.0202074070047716e-05,0.000534315300031211,-0.00017510993402058552,0.0005623703505302066,8.615241965653515e-07,0.0005622778039724997,-0.028731330950122924,287.2677811322934,2.1877936081804963,222.425651655265,216.69719471487153,0,0,-7.468182839567848,-3.676940603657182,-9.550719044479282,0.9721836351921274,-0.09952239166573842,0.21202422744052613
0.00019999999494757503,2.2242057951953204e-08,8.23454531574425e-07,-2.5327178515736624e-07,8.618112739278785e-07,1.1158722076531992e-05,0.0005877843113172466,-0.00019151300871672475,0.0006182977811837945,8.615242090198363e-07,0.000618197079529192,-0.028731584790300246,287.267781132268,2.069645808092706,224.30689551101835,218.87348535556893,0,0,-7.468183735586567,-3.676943123270372,-9.550716113827237,0.9728298691427175,-0.09770694857272452,0.20989377766949247
0.0002099999983329326,4.585246565211021e-08,1.768763098445236e-06,-4.987576592198921e-07,1.8383102430380121e-06,1.2143027188613122e-05,0.0006433228401541246,-0.00020838368030186454,0.0006763397725917221,1.8377383113632085e-06,0.0006762307556449345,-0.5478611793265387,612.7637785777252,1.8350159198950982,228.29116866012512,223.45254273217157,0,0,-7.468185825028772,-3.6769492264527583,-9.550709344883815,0.9741724375439432,-0.09372194224117661,0.20543675297335126
0.00022000000171829015,4.5852564532239115e-08,1.7687613130715852e-06,-4.987641690875324e-07,1.8383102938999382e-06,1.315309511472941e-05,0.0007008602275407285,-0.00022568757552491488,0.0007364190004378303,1.8377383597738539e-06,0.0007363015281083939,-0.5478604816092485,612.763778578349,1.6424407285268934,231.53446970543047,227.20092763711546,0,0,-7.468187865887589,-3.6769553718757164,-9.55070252405554,0.9754784296531636,-0.08973344240072814,0.200971994557235
0.0002300000051036477,4.585264269431006e-08,1.7687594691528564e-06,-4.987705795784824e-07,1.8383102609769117e-06,1.4187065852655885e-05,0.0007603249432081185,-0.0002433905681518868,0.0007984574257699872,1.8377383248903935e-06,0.0007983313772674395,-0.5478606175775198,612.7637785782275,1.508117438354558,233.85345513982236,229.89512047929063,0,0,-7.468189845652009,-3.6769615231303545,-9.550695690308801,0.9767477971948807,-0.08574159885691304,0.1964996664129692
0.00023999999393709004,4.5852672205575586e-08,1.768757693737518e-06,-4.987770777199728e-07,1.8383103165578252e-06,1.5243112563222648e-05,0.0008216443794261814,-0.0002614587195426872,0.00086237607848789,1.837738379752281e-06,0.0008622413515179705,-0.5478600185819502,612.7637785787631,1.4483449606713241,234.87096797867318,231.10178646730867,0,0,-7.468191764238358,-3.67696767996929,-9.550688843923725,0.9779804922825952,-0.0817465596850033,0.19201993827298033
0.0002500000118743628,4.5852680998783126e-08,1.7687558597771019e-06,-4.987834764847728e-07,1.838310288353097e-06,1.6319451224989496e-05,0.0008847452610843358,-0.00027985840185037537,0.0009280954835498989,1.8377383513193794e-06,0.0009279519934228471,-0.5478594794104978,612.7637785792451,1.472231839695244,234.4423198987323,230.65247733695844,0,0,-7.46819362156842,-3.6769738421378646,-9.550681985176796,0.9791764684680763,-0.07774847665127493,0.18753297837125293
0.00026000000070780516,4.5852603677944435e-08,1.7687540027113873e-06,-4.987900206149217e-07,1.8383102752355585e-06,1.741432567512447e-05,0.0009495526145827157,-0.00029855599852183313,0.000995534585462986,1.8377383401269585e-06,0.0009953822643156951,-0.5478606920576183,612.7637785781609,1.5759786964323397,232.6757070469082,228.66812307604678,0,0,-7.468195417565798,-3.6769800093886955,-9.550675114359054,0.9803356805739507,-0.07374750355776996,0.18303895517786803
0.0002699999895412475,4.5852529228515936e-08,1.7687521807009465e-06,-4.987964053083418e-07,1.8383102526830255e-06,1.852603003614114e-05,0.0010159909115945288,-0.0003175182426636304,0.0010646119389973896,1.8377383194249602e-06,0.0010644507348237784,-0.5478603392261547,612.7637785784764,1.7454023115762982,229.85608336623957,225.43074092877202,0,0,-7.468197152154093,-3.6769861814744003,-9.550668231739708,0.9814580856468706,-0.06974378337170123,0.17853803740206553
0.0002800000074785203,4.585236866504118e-08,1.7687503355852073e-06,-4.988029353671107e-07,1.8383102452186421e-06,1.965290195767702e-05,0.0010839835110698335,-0.0003367120546947647,0.001135245126218744,1.8377383159643893e-06,0.0011350750019483533,-0.547861502637474,612.7637785774361,1.9635755332245173,225.93352069762685,220.9699124477234,0,0,-7.468198825262365,-3.6769923581366823,-9.550661337609798,0.9825436419030826,-0.06573746994853374,0.17403039045118662
