time_s,increment,min_gap_um,HEAD_gap_um,TAIL_gap_um,nearest_wall_sector_deg
0.0,0,261.63200453744105,510.24886176750084,261.63200453744105,251.2474241577729
1.9999899450340308e-05,200,261.6319046597584,510.2487831822963,261.6319046597584,251.2474241577729
3.9999798900680616e-05,400,261.63042087158067,510.2476139346621,261.63042087158067,251.2474241577729
5.999970017001033e-05,600,261.6240600327366,510.24259303468466,261.6240600327366,251.2474241577729
7.999959780136123e-05,800,261.6071258410881,510.2292028517701,261.6071258410881,251.2474241577729
9.999950270866975e-05,1000,261.5718261749032,510.20124176789506,261.5718261749032,251.2474241577729
0.00011999940034002066,1200,261.5083803848081,510.15089778255816,261.5083803848081,251.2474241577729
0.00013999930524732918,1400,261.4051268085402,510.0688235128814,261.4051268085402,251.2474241577729
0.00015999919560272247,1600,261.24863092247824,509.9442131368174,261.24863092247824,251.2474241577729
0.00017999910051003098,1800,261.0237944433513,509.76488185335825,261.0237944433513,251.2474241577729
0.0001999990054173395,2000,260.71396587398186,509.51734857549656,260.71396587398186,251.2474241577729
0.0002199988957727328,2200,260.30105282135867,509.18692233103616,260.30105282135867,251.2474241577729
0.0002399988006800413,2400,259.7656371792629,508.7577937847777,259.7656371792629,251.2474241577729
0.0002599986910354346,2600,259.0870917061338,508.21313080240384,259.0870917061338,251.2474241577729
0.00027999861049465835,2800,258.24370211249106,507.53518204075965,258.24370211249106,251.2474241577729
0.00029999850085005164,3000,257.21279059185883,506.7053847193359,257.21279059185883,251.2474241577729
0.00031999839120544493,3200,255.9708454736192,505.7044824531949,255.9708454736192,251.2474241577729
0.0003399983106646687,3400,254.4936532386627,504.5126478932266,254.4936532386627,251.2474241577729
0.00035999820102006197,3600,252.75643997489993,503.1096185450994,252.75643997489993,251.2474241577729
0.00037999809137545526,3800,250.73401409466422,501.4748369122628,250.73401409466422,251.2474241577729
0.000399998010834679,4000,248.40091664832602,499.58760391671433,248.40091664832602,251.2474241577729
