time_s,rocking_deg,delta_s_mm,HEAD_gap_mm,TAIL_gap_mm,HEAD_contact,TAIL_contact,HEAD_normal_force_N,TAIL_normal_force_N,HEAD_tangential_force_N,TAIL_tangential_force_N,HEAD_axial_force_N,TAIL_axial_force_N
0.008910128846764565,-0.8145885331516035,-0.03618986632917128,0.13472148438227693,0.13341531235613968,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.008920128457248211,-0.6545077077144072,-0.03625552784737395,0.1375367381231094,0.13056711778954355,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.008930128999054432,-0.4930727273286965,-0.03632117966016915,0.1403825317278885,0.1273635154281021,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.008940128609538078,-0.3302952575039656,-0.0363868061345769,0.14325865236111868,0.12413836771485998,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.008950128220021725,-0.16618701380777728,-0.036452424449536565,0.146164873521069,0.12089205661951985,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.008960128761827946,-0.0007603851439470395,-0.03651802670660517,0.14910096968039388,0.11762497052294763,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.008970128372311592,0.16597247972251297,-0.03658361198441378,0.15206668985186,0.11433748952918887,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.008980127982795238,0.33399849813212384,-0.03664918120433134,0.1550617925323844,0.1110300195754611,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.00899012852460146,0.503304494959429,-0.036714726171136365,0.15808600504529968,0.10770295701305155,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009000128135085106,0.6738772192159422,-0.03678025461936586,0.1611390672549703,0.10435671277003433,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009010127745568752,0.8457026952945282,-0.036845759735851795,0.16422070740048633,0.10099170758287335,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009020128287374973,1.018766858258793,-0.0369112494190371,0.1673306281203032,0.09760835960960657,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.00903012789785862,1.1930553430744946,-0.03697670849662629,0.1704685477396679,0.09420710140271871,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009040127508342266,1.3685535631820602,-0.03704215105563997,0.1736130764349254,0.09078835552053677,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009050128050148487,1.5452462645427425,-0.03710756455501693,0.1759718021343582,0.08735257523085216,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009060127660632133,1.7231181659066614,-0.037172946988113305,0.17835033211867796,0.0839001965888091,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.00907012727111578,1.9021534681389776,-0.03723831336331864,0.18074833321766237,0.08043166906187349,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009080127812922001,2.082336415470912,-0.03730364294435024,0.18316547097509128,0.07692875999067561,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009090127423405647,2.2636507233048144,-0.037368950739597666,0.18560139960678546,0.0728999985135661,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009100127033889294,2.44607971207569,-0.03743422592260512,0.1880557484742808,0.06885392473616958,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009110127575695515,2.629606562279672,-0.037499474052619726,0.19052818259536392,0.0647910852337018,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009120127186179161,2.8142138648227126,-0.03756469157703823,0.19301831491684263,0.060711995801376206,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009130126796662807,2.9998844513137244,-0.037629872307283006,0.1955257781821132,0.05661718513467162,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009140127338469028,3.186600066961135,-0.03769501716472303,0.19805019523720202,0.052507209507994146,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009150126948952675,3.3743434216982977,-0.03776013141656695,0.20059117374116775,0.04838259028071901,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009160126559436321,3.5630951258055092,-0.03782521660877416,0.2031483165972109,0.044243895143683654,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009170127101242542,3.7528376516996325,-0.03789025865432407,0.2057212406491482,0.04009167087284049,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009180126711726189,3.9435508403431228,-0.037955264827069235,0.20830952746716352,0.035926491740045696,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009190126322209835,4.135216584253862,-0.03802023466632514,0.20934608689961998,0.031748897466169934,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009200126864016056,4.3278146794347965,-0.03808516135892377,0.21035218181649773,0.027559473750121355,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009210126474499702,4.521325307982823,-0.03815005217871764,0.21136232265145505,0.02335879359347559,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009220126084983349,4.715728674772435,-0.038214901397813604,0.21191874914462455,0.019147433383537638,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009230125695466995,4.911004406862848,-0.03827971365882991,0.2110629640424459,0.014925965456452861,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009240126237273216,5.107131945536241,-0.0383444765846113,0.210202008846055,0.010694979254766257,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009250125847756863,5.304089918762886,-0.03840919728510436,0.20933585441657038,0.00645507529894096,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009260125458240509,5.5018573670859725,-0.03847387437825566,0.20846448615761926,0.0022068260549452656,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.00927012600004673,5.687464027246993,-0.038538776465848634,0.20754154935868746,-0.001584919486029568,0,1,0.0,0.11684489046189889,0.0,0.0016947651592367427,0.0,-0.0008933256344468739
0.009280125610530376,5.781071167370512,-0.03860807300491126,0.20629647143200885,-0.002084046398305839,0,1,0.0,0.05192547678097148,0.0,0.002228490235579372,0.0,-1.2414651009242069e-05
0.009290125221014023,5.822052017413432,-0.03867780912067205,0.20488636853971537,-0.0007263001467076036,0,1,0.0,0.012060022096655184,0.0,0.0007766375369860514,0.0,0.00010439671740895991
0.009300125762820244,5.868392701148909,-0.03874659214615173,0.20350281034233447,0.00043326440594371185,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.00931012537330389,5.919211862242322,-0.03881537759040623,0.20212939119855278,0.0014454803233056035,0,0,0.0,0.0,0.0,0.0,0.0,0.0
