time_s,cycle_fraction,rp_x_mm,rp_y_mm,rp_z_mm,center_x_mm,center_y_mm,center_z_mm,head_x_mm,head_y_mm,head_z_mm,tail_x_mm,tail_y_mm,tail_z_mm,axis_x,axis_y,axis_z,c_x,c_y,c_z,e1_x,e1_y,e1_z,e2_x,e2_y,e2_z,q1,q2,robot_phase_unwrapped_rad,field_phase_unwrapped_rad,command_phase_rad,directed_tilt_deg,Bx_T,By_T,Bz_T,B_t_T,B_e1_T,B_e2_T,contact_active,delta_s_mm
0.0,0.0,-7.468174204284,-3.676918015967,-9.550745259298,-7.473448179068641,-3.5197226197143845,-9.613427596691901,-8.679950042377008,-3.527604016100925,-9.84571782691083,-6.364578218325226,-3.812902185414518,-9.282106018151085,0.9647382600215763,-0.11887423721399708,0.2348382536498942,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11426576705571215,0.20088485397456185,1.053624734386281,-2.6611561762110103,4.328416544945937,13.36237457089361,0.0094824029855076,0.0022955306414469,-0.0021942134569392,0.009317267213391841,-0.003220480084553713,-0.001678403914212684,0,0.0
9.999979738495313e-06,0.0002999993921548594,-7.468174204285488,-3.676918015970291,-9.550745259293736,-7.473448179069871,-3.519722619714483,-9.613427596692045,-8.6799500434666,-3.527604018582253,-9.84571782369091,-6.364578217335752,-3.8129021831609973,-9.282106021075403,0.9647382608878536,-0.11887423524114356,0.23483825108979384,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11426576448322869,0.20088485195886074,1.0536247397493195,-2.6586252880556005,4.330301496718887,13.362374392810848,0.009481765493687051,0.0023031947644500715,-0.0021889301589993666,0.00931785436007058,-0.003214887300142005,-0.0016858493447342773,0,1.2434497875801753e-12
1.9999959476990625e-05,0.0005999987843097188,-7.468174204307715,-3.6769180160195263,-9.5507452592301,-7.473448179088246,-3.519722619715955,-9.613427596694189,-8.679950059739015,-3.527604055702313,-9.845717775635034,-6.364578202558507,-3.812902149448861,-9.282106064719558,0.9647382738252119,-0.11887420572772826,0.23483821288144824,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11426572609154365,0.20088482180686634,1.0536248196380513,-2.6560674317200146,4.3321864484918375,13.362371731539366,0.009481117951081124,0.0023109263192357065,-0.002183579477202555,0.009318444689892303,-0.003209224042938137,-0.001693359675956328,0,1.9801049688794592e-11
2.9999939215485938e-05,0.0008999981764645781,-7.468174204403558,-3.6769180162322233,-9.55074525895591,-7.473448179167533,-3.5197226197223053,-9.613427596703444,-8.679950129905045,-3.527604216062329,-9.845717568571525,-6.3645781388395966,-3.8129020038112014,-9.282106252773817,0.9647383296106032,-0.11887407822869665,0.23483804824904486,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11426556067619631,0.20088469156061953,1.053625163137326,-2.6535081725476704,4.334071400264787,13.362360248095,0.00948046676242647,0.002318647761363851,-0.002178214653975447,0.009319032241970227,-0.0032035466829732624,-0.0017008595699452666,0,9.987743965211848e-11
3.999991895398125e-05,0.0011999975686194375,-7.468174204660283,-3.676918016803033,-9.550745258222046,-7.473448179380061,-3.5197226197393268,-9.613427596728249,-8.67995031784587,-3.5276046464176245,-9.845717014366778,-6.364577968167495,-3.812901612966026,-9.282106756100376,0.9647384790326563,-0.11887373606183402,0.234837607611001,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11426511796205888,0.20088434205271846,1.0536260805070208,-2.6509475146989256,4.335956352037738,13.362329466984713,0.009479811930036023,0.002326359063408609,-0.002172835708374131,0.009319617014217298,-0.0031978552404135644,-0.0017083490000621517,0,3.1452529469788715e-10
4.999990051146597e-05,0.001499997015343979,-7.468174205198794,-3.676918018002682,-9.550745256683893,-7.473448179826185,-3.519722619775058,-9.613427596780319,-8.679950712066558,-3.527605550880998,-9.845715852763442,-6.3645776101693405,-3.8129007915397497,-9.28210781106396,0.9647387924571739,-0.11887301694114646,0.23483668404145078,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.1142641900824258,0.2008836075705049,1.0536279990483346,-2.6483854619015497,4.337841304153559,13.362264853302934,0.00947915345611623,0.0023340601993807443,-0.002167442658523796,0.009320199004662548,-0.0031921497344373976,-0.0017158279410654032,0,7.650964306549213e-10
5.9999878430971876e-05,0.0017999963529291563,-7.468174206172897,-3.6769180201768994,-9.550745253903763,-7.473448180633754,-3.519722619839738,-9.613427596874578,-8.679951425148216,-3.527607190113909,-9.845713753212536,-6.364576962608446,-3.812899302801748,-9.282109717867883,0.9647393593915712,-0.11887171361993273,0.23483501472693893,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11426251305312551,0.20088227652961038,1.0536314590210767,-2.645822019781796,4.3397262555836384,13.362147890205854,0.009478491343365389,0.0023417511377240804,-0.0021620355265241607,0.009320778210921211,-0.0031864301884248084,-0.0017232963623093549,0,1.5807160025360645e-09
6.999985635047778e-05,0.0020999956905143335,-7.468174207768543,-3.6769180237453236,-9.550745249353321,-7.473448181957559,-3.5197226199457643,-9.613427597029089,-8.67995259319799,-3.5276098805033635,-9.845710316698202,-6.364575901883775,-3.812896859411906,-9.282112838896822,0.9647402880475896,-0.11886957454522595,0.2348322824172415,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11425976824060134,0.20088009215843697,1.0536371096276869,-2.6432571916688947,4.341611207013718,13.361956156846189,0.009477825593897125,0.0023494318539262647,-0.0021566143296247275,0.00932135463114873,-0.0031806966206212916,-0.0017307542399913228,0,2.917717623063254e-09
7.99998379079625e-05,0.002399995137238875,-7.468174210203082,-3.6769180292003947,-9.550745242415998,-7.473448183978795,-3.5197226201076495,-9.613427597265003,-8.679954375295397,-3.527613993327458,-9.845705077558044,-6.36457428353274,-3.8128931241784567,-9.282117597063625,0.9647417049011071,-0.1188663045212493,0.23482811687267496,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11425558382653013,0.20087675319124376,1.0536457050596393,-2.640690980923626,4.343496159129539,13.361663406760357,0.00947715620983278,0.002357102323496245,-0.0021511790851039044,0.00932192826350653,-0.0031749490493011767,-0.0017382015503305667,0,4.9591051265451824e-09
8.999981946544722e-05,0.0026999945839634165,-7.468174213724498,-3.676918037106227,-9.550745232389385,-7.473448186904497,-3.5197226203419754,-9.613427597606485,-8.679956952933193,-3.5276199539042294,-9.845697505298427,-6.364571942738966,-3.812887710830995,-9.282124474160625,0.9647437542475947,-0.11886156538615217,0.2348220963074173,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11424953626852387,0.20087191457395998,1.053658100628718,-2.6381233928073393,4.34538111124536,13.361239646948603,0.009476483193790894,0.002364762516391218,-0.0021457298142355625,0.00932249910574633,-0.003169187496961348,-0.001745638264157928,0,7.913973476547653e-09
