t_s,rp_x_aba_mm,rp_y_aba_mm,rp_z_aba_mm,ur1,ur2,ur3,fx_aba_N,fy_aba_N,fz_aba_N,tx_aba_Nmm,ty_aba_Nmm,tz_aba_Nmm,driver_arc_mm,robot_arc_mm,force_tangent_N,force_normal_N,rp_x_mag_mm,rp_y_mag_mm,rp_z_mag_mm,tx_mag_Nmm,ty_mag_Nmm,tz_mag_Nmm,drive_scale,endpoint_reached,h_head_mm,h_tail_mm,vn_head_close_mm_s,vn_tail_close_mm_s,Flub_head_mN,Flub_tail_mN,Flub_x_N,Flub_y_N,Flub_z_N,Mlub_x_Nmm,Mlub_y_Nmm,Mlub_z_Nmm,lub_power_W,active_head,active_tail,wall_tri_head,wall_tri_tail,commanded_frequency_Hz,instantaneous_phase_rad,rocking_phase_rad,precession_phase_rad,precession_frequency_Hz,cone_angle_deg,B_aba_T,Bx_aba_T,By_aba_T,Bz_aba_T
0.0002008,-7.468170911549826,-3.6769182293177844,-9.550744559059192,-5.815255309195903e-07,2.410837086841478e-07,2.8102860836812974e-06,8.51569832176912e-06,-5.393359392699443e-07,1.8098969836925424e-06,-1.2161715334274546e-06,5.0393561490107e-07,5.872345535634031e-06,18.901165426,53.799885241877746,8.325541085964367e-05,7.658964147705589e-19,-1.489541024192224,4.296713495216317,-0.034883172351566294,6.656257220831404e-07,-2.8054335327365213e-06,5.282419093944053e-06,0.10476915097600001,False,,,,,,,,,,,,,,,,,,20.0,0.025233272193633218,0.025233272193633218,,,,0.01,0.009766769667848995,-0.0005657560823166762,0.002071262974734625
0.0002209,-7.4681694230085585,-3.6769183264573186,-9.550744242444068,-9.279240531647398e-07,3.8469588086134e-07,4.484296620279335e-06,1.0146404659951327e-05,-6.426156118633997e-07,2.156481652529324e-06,-1.5936851557347275e-06,6.603630440524782e-07,7.695189090816208e-06,18.901286025999998,53.799886766813195,8.325529764053326e-05,7.692464022925923e-19,-1.489539539867194,4.296713844807008,-0.034883173724356134,8.722435930217334e-07,-3.6762723312132613e-06,6.922142712351762e-06,0.124831999342,False,,,,,,,,,,,,,,,,,,20.0,0.027759112687119412,0.027759112687119412,,,,0.009999999999999998,0.009767151962081536,-0.0005604948265375075,0.002070890653567079
0.00024099999999999998,-7.468167489358086,-3.6769184529931214,-9.55074383112353,-1.4201499702710092e-06,5.887681834786943e-07,6.863035349679889e-06,1.1887087927178908e-05,-7.52860598173181e-07,2.526440436398593e-06,-2.0362834157966247e-06,8.437591106153588e-07,9.832297103890765e-06,18.901406626,53.799888747768385,8.325518485297776e-05,7.659487695703953e-19,-1.4895376115958485,4.296714298641622,-0.034883175675052024,1.114483088099099e-06,-4.697246702850079e-06,8.844560293439051e-06,0.14624795799999996,False,,,,,,,,,,,,,,,,,,20.0,0.030284953180605603,0.030284953180605603,,,,0.009999999999999998,0.009767531498349738,-0.0005552337830046061,0.002070517779434919
0.000261,-7.468165047943395,-3.6769186131951073,-9.55074331175521,-2.0946985158958964e-06,8.684321170850892e-07,1.0122869980130042e-05,1.3720419754479487e-05,-8.689734177810533e-07,2.9160904238642735e-06,-2.5442960421191205e-06,1.054260449254222e-06,1.2285261687432323e-05,18.901526626,53.79989124894465,8.325507312795183e-05,7.725446670934445e-19,-1.4895351768498775,4.296714871283508,-0.03488317834827801,1.3925246704891085e-06,-5.869117251784694e-06,1.1051104012739166e-05,0.16880383799999998,False,,,,,,,,,,,,,,,,,,20.0,0.03279822730347744,0.03279822730347744,,,,0.009999999999999998,0.009767906407051854,-0.0005499991592337314,0.002070146214139839
0.0002811,-7.468161993929851,-3.676918814142353,-9.550742662020209,-3.0047272325206266e-06,1.2457274868268845e-06,1.4520690832500177e-05,1.5656845378062092e-05,-9.916156125910186e-07,3.3276516091998062e-06,-3.12531876974223e-06,1.2950144567728322e-06,1.5090759233443184e-05,18.901647225999998,53.79989437775871,8.32549614255268e-05,7.791731264985869e-19,-1.4895321310249596,4.296715587154768,-0.034883181954683436,1.7105255780673548e-06,-7.209405618944379e-06,1.3574765816242097e-05,0.19262815453800003,False,,,,,,,,,,,,,,,,,,20.0,0.035324067796963635,0.035324067796963635,,,,0.010000000000000002,0.009768280435426328,-0.0005447386439128109,0.0020697722446431886
0.0003012,-7.4681582532903725,-3.6769190609379767,-9.550741866149487,-4.200396567584285e-06,1.7414517491939002e-06,2.029890448091158e-05,1.7679524672117762e-05,-1.1197206247322618e-06,3.7575448504775443e-06,-3.7789797481439583e-06,1.565867064414414e-06,1.8246994245793322e-05,18.901767825999997,53.799898210069266,8.32548503866165e-05,7.7254456756556615e-19,-1.4895284002274056,4.296716463413378,-0.03488318669304275,2.0682822903201917e-06,-8.717254020728815e-06,1.6413930586911525e-05,0.217513724544,False,,,,,,,,,,,,,,,,,,20.0,0.037849908290449825,0.037849908290449825,,,,0.009999999999999998,0.009768651700276881,-0.0005394784458760473,0.002069397730044358
0.0003213,-7.468153737371492,-3.676919359689985,-9.550740905258618,-5.741367977609605e-06,2.380341653348346e-06,2.774583229992517e-05,1.978053685675304e-05,-1.252786797017996e-06,4.204086692613009e-06,-4.5067320606930324e-06,1.867420389956735e-06,2.1760983014196703e-05,18.901888426,53.799902836723014,8.325474009484153e-05,7.728787793307519e-19,-1.4895238959644417,4.2967175206102475,-0.03488319279977162,2.466590095117828e-06,-1.039601438265709e-05,1.957490977711304e-05,0.243363100806,False,,,,,,,,,,,,,,,,,,20.0,0.04037574878393602,0.04037574878393602,,,,0.01,0.00976902019988836,-0.0005342186001949232,0.002069022672997795
0.0003414,-7.468148354086551,-3.6769197167797016,-9.550739759728708,-7.694062864818102e-06,3.1899368287254993e-06,3.718246395986106e-05,2.1951961207158905e-05,-1.3903124757501719e-06,4.665593692229177e-06,-5.3094728982927645e-06,2.200046213003921e-06,2.5637057674126456e-05,18.902009025999998,53.799908352087705,8.325463063566431e-05,7.791435139728048e-19,-1.4895185263060244,4.2967187800613935,-0.03488320053807554,2.9059400330029975e-06,-1.2247756309764976e-05,2.3061600332256805e-05,0.27007883611199995,False,,,,,,,,,,,,,,,,,,20.0,0.042901589277422214,0.042901589277422214,,,,0.010000000000000002,0.009769385932616238,-0.0005289591419407549,0.0020686470761725625
0.0003615,-7.468142008263319,-3.6769201388404236,-9.550738409280214,-1.0131744574577373e-05,4.20061379082586e-06,4.896285369137432e-05,2.4185877053574077e-05,-1.5317960107171608e-06,5.140382417648684e-06,-6.18753126852961e-06,2.5638808822917216e-06,2.9876806859829014e-05,18.902129625999997,53.79991485369615,8.325452209542425e-05,7.79032957720123e-19,-1.489512196231091,4.296720263765172,-0.03488321019826631,3.386512170216047e-06,-1.4273238734250485e-05,2.6875431305808078e-05,0.29756348325000004,False,,,,,,,,,,,,,,,,,,20.0,0.04542742977090841,0.04542742977090841,,,,0.01,0.009769748896886614,-0.0005237001061843806,0.00206827094225231
0.0003816,-7.468134601991556,-3.6769206327356603,-9.550736833046786,-1.3134548518842506e-05,5.445598438876393e-06,6.347426586239854e-05,2.647436378088887e-05,-1.6767357551686421e-06,5.626769448809622e-06,-7.140656278312291e-06,2.9588204605912185e-06,3.4479019126455234e-05,18.902250226,53.799922441890196,8.325441456018642e-05,7.759026952874957e-19,-1.4895048079738857,4.296721994319887,-0.03488322209788332,3.908169185603571e-06,-1.647188288605503e-05,3.101531296521552e-05,0.325719595008,False,,,,,,,,,,,,,,,,,,20.0,0.0479532702643946,0.0479532702643946,,,,0.01,0.009770109091196227,-0.0005184415279958508,0.0020678942739352467
0.0004017,-7.468126034970532,-3.6769212055369285,-9.550735009649152,-1.678945935873477e-05,6.960956603090126e-06,8.113706471177476e-05,2.8809500827823266e-05,-1.8246300657635699e-06,6.123071377090856e-06,-8.168006347875002e-06,3.384516255491461e-06,3.9439630869316924e-05,18.902370826,53.79993121946478,8.32543081143682e-05,7.695667277170465e-19,-1.489496261370358,4.296723994841772,-0.03488323658160038,4.47045046728086e-06,-1.884174741191996e-05,3.547758994316813e-05,0.35444972417400006,False,,,,,,,,,,,,,,,,,,20.0,0.050479110757880793,0.050479110757880793,,,,0.01,0.009770466514112423,-0.0005131834424441199,0.0020675170739341115
0.0004218,-7.4681162048564955,-3.6769218645011144,-9.550732917269023,-2.1190234264405843e-05,8.785562234500113e-06,0.00010240434349468179,3.118336768560673e-05,-1.97497730248654e-06,6.627604805031431e-06,-9.268139728753485e-06,3.840370890453912e-06,4.4751680539429855e-05,18.902491425999997,53.79994129131195,8.325420283910704e-05,7.790328005850939e-19,-1.4894864542046402,4.296726288883364,-0.03488325402092672,5.072566922982286e-06,-2.137950650244486e-05,4.025600005259978e-05,0.38365642353600005,False,,,,,,,,,,,,,,,,,,20.0,0.05300495125136699,0.05300495125136699,,,,0.01,0.009770821164273157,-0.0005079258845967346,0.0020671393449761453
