t_s,freq_Hz,phase_rad,B_mT,robot_arc_mm,driver_arc_mm,delta_s_mm,robot_arc_velocity_mm_s,rp_speed_mm_s,ur1,ur2,ur3,theta_norm_rad,Ft_mN,torque_mag_Nmm
5.501352970173417e-05,5.048136838489017,3.981087315049308,10.0,13.899960625932426,18.900290707178208,5.000330081245782,0.0,0.009251110776159059,2.9891699350885613e-07,-2.0381856193225733e-06,-1.6354611473273956e-06,2.630263323745202e-06,0.0038592813847487203,0.00010196539454151429
5.7758926711237206e-05,5.050539060872333,3.981174415311717,10.0,13.899960625932426,18.900307179560265,5.000346553627839,7.450580596923828e-09,0.010704251016614654,3.630335555651233e-07,-2.4722702372084857e-06,-1.9835678683123797e-06,3.1903690972134362e-06,0.003859289835108478,0.0001121830008789738
6.05043237625705e-05,5.052941283292249,3.9812615570134016,10.0,13.899960625932426,18.90032365194257,5.000363026010145,0.0,0.012231282234262859,4.369009301191212e-07,-2.97194642714786e-06,-2.384287417626719e-06,3.835123789192335e-06,0.003859297664838231,0.0001228669609262272
6.324972086175816e-05,5.055343505754038,3.981348740154555,10.0,13.899960625932426,18.90034012432517,5.000379498392743,0.0,0.013971725049852515,5.214165233976994e-07,-3.543574602124937e-06,-2.842495700128566e-06,4.572589852255113e-06,0.0038593048152328934,0.00013401438324817897
6.599511801741134e-05,5.0577457282652345,3.9814359647354527,10.0,13.899960625932426,18.900356596708104,5.000395970775678,0.0,0.015890715874730423,6.174954027355311e-07,-4.193558410240238e-06,-3.363530149346637e-06,5.411152167335525e-06,0.0038593112244646524,0.00014562237643751845
6.874051523848156e-05,5.060147950833671,3.9815232307563817,10.0,13.899960625932426,18.90037306909143,5.000412443159004,-7.450580596923828e-09,0.01785326971511526,7.260117752238609e-07,-4.928583038081813e-06,-3.952869449746965e-06,6.359496894234192e-06,0.003859316828665031,0.00015768804911001926
7.148591253488125e-05,5.062550173468021,3.981610538217661,10.0,13.899960625932426,18.900389541475207,5.000428915542781,0.0,0.02006703015625172,8.479664411694992e-07,-5.755792270495682e-06,-4.616051604387721e-06,7.426716916701346e-06,0.003859321561514495,0.0001702085099112332
7.423130991810752e-05,5.064952396178344,3.981697887119659,10.0,13.899960625932426,18.900406013859502,5.000445387927076,-7.450580596923828e-09,0.02250158391773346,9.844564166371553e-07,-6.68242965922287e-06,-5.358959506201953e-06,8.622207813305814e-06,0.003859325353984938,0.00018318086752360053
7.697670739759317e-05,5.067354618972894,3.9817852774626807,10.0,13.899960625932426,18.900422486244384,5.000461860311958,7.450580596923828e-09,0.02508308924531175,1.1365338054594368e-06,-7.716097187259043e-06,-6.187616772055726e-06,9.955725298138974e-06,0.003859328134690029,0.0001966022306526661
7.972210498476104e-05,5.069756841861666,3.9818727092470936,10.0,13.899960625932426,18.900438958629906,5.0004783326974795,-1.4901161193847656e-08,0.027787563291080133,1.3053015172429349e-06,-8.864654617564328e-06,-7.108622804601103e-06,1.1437588544694031e-05,0.003859329827454824,0.0002104697080532
8.246750269128052e-05,5.072159064854871,3.981960182473276,10.0,13.899960625932426,18.900455431016145,5.000494805083719,0.0,0.030574438232108866,1.4920427299031637e-06,-1.0136294378195053e-05,-8.128421538446892e-06,1.307829851073804e-05,0.003859330355486329,0.00022478040852055652
8.521290052773297e-05,5.074561287961767,3.982047697141568,10.0,13.899960625932426,18.900471903403165,5.000511277470739,0.0,0.03359768521955209,1.698050308480588e-06,-1.1539132400636655e-05,-9.25371535054276e-06,1.4888458590412386e-05,0.003859329640667699,0.00023953144088532033
8.795829850730149e-05,5.076963511193889,3.982135253252399,10.0,13.899960625932426,18.90048837579104,5.0005277498586125,0.0,0.03706832474225339,1.9244659410050834e-06,-1.308193776208966e-05,-1.0491271528884822e-05,1.687920149361531e-05,0.003859327601871901,0.000254719914042883
9.070369664289076e-05,5.079365734562529,3.982222850806185,10.0,13.899960625932426,18.900504848179857,5.000544222247431,0.0,0.040372339693248466,2.172600646896556e-06,-1.4773519512975423e-05,-1.1848073934341551e-05,1.9061844830046872e-05,0.0038593241562485214,0.00027034293693767704
