source_file,status,rows,t_end_ms,median_dt_us,dt_p01_us,dt_p99_us,frequency_start_Hz,frequency_end_Hz,phase_change_deg,B_mT_min,B_mT_max,B_gate_bad_rows,driver_arc_start_mm,driver_arc_end_mm,robot_arc_start_mm,robot_arc_end_mm,delta_s_start_mm,delta_s_end_mm,robot_arc_net_speed_mm_s,rp_displacement_norm_mm,rp_speed_peak_mm_s,Ft_mean_mN,Ft_median_mN,Ft_positive_fraction,UR1_min_rad,UR1_max_rad,UR1_range_rad,UR_norm_peak_rad,torque_peak_Nmm,welch_top_frequencies_Hz,welch_top_powers
J:\abaqusfangzhen\CEL_R014_WobbleFast_WallOff_CELOn_Chirp5to40_40ms_Cone30_Retry003_telemetry.csv,PARTIAL_STOPPED_AT_34.2_MS,313153,34.2130101681766,0.11144929789978775,0.10533693797289871,0.11169593788162846,5.000092393173495,34.93638389715457,245.94171343592703,9.999999999999899,10.0,0,18.899961259553187,19.10523868700906,13.899960625932426,13.999960625932426,5.000000633620761,5.105278061076634,2.922873729645626,8.993139956343322,334.08000390408034,-0.004096983604161163,-0.00423440540727389,0.0426660450323005,-0.903932476069058,0.1651596030860428,1.0690920791551008,2.8954693556686872,0.011596774975985068,136.912;273.825;410.737;547.650;684.562;821.474;958.387;1095.299,3.16285e-05;2.00814e-05;1.34998e-06;7.38051e-08;4.66481e-09;1.08131e-09;3.91819e-10;1.65954e-10
