time_s,exact_gap_mm,nearest_wall_element,nearest_node,CPRESS_max_MPa,contact_flag
0.0,0.2693853308852156,438,118,8.683991026270377e-12,False
5.005069760954939e-05,0.2693837778437712,438,118,0.0002246500662295,False
0.000100101395219,0.2693613621176107,438,118,0.0009737476939335,False
0.0001500465441495,0.2692674601716098,438,118,0.0019263478461652,False
0.0002000973909161,0.2690215795407051,438,118,0.0028426221106201,False
0.0002500429109204,0.2685197800699378,438,118,0.0049424660392105,False
0.0003000945434905,0.2676364996133052,438,118,0.0076196608133614,False
0.0003500549937598,0.2662374849832647,438,118,0.0073899859562516,False
0.000400007906137,0.2642188798667749,438,118,0.0097386129200458,False
0.0004500528157223,0.2613962889062075,450,119,0.0116839604452252,False
0.0005000022938475,0.257585669784118,450,119,0.015760064125061,False
0.0005500770639628,0.2525939593349735,450,119,0.0147101813927292,False
0.000600034778472,0.2462839050738751,450,119,0.0232291687279939,False
0.0006500033778138,0.2384907228307408,450,119,0.0261404197663068,False
0.0007000426994636,0.2290566811206779,450,119,0.0215005725622177,False
0.0007500746869482,0.2178753202573457,450,119,0.0311508402228355,False
0.0008001003297977,0.204661725537107,450,119,0.0398086123168468,False
0.0008500014082528,0.1845551209369946,450,119,0.0350612550973892,False
0.0009001041180454,0.1568785635832661,450,119,0.0366585813462734,False
0.0009500830201432,0.1322075769228188,450,119,0.0706447586417198,False
0.0010001028422266,0.1052341099439781,429,130,0.0347406826913356,False
0.0010500358184799,0.0760899221643968,429,130,0.0226569566875696,False
0.0011000536615028,0.0448414370473208,429,130,0.0397073440253734,False
0.0011500576511025,0.0128397638715168,429,141,0.0304093528538942,True
0.0012000603601336,0.0071781601134719,429,130,0.0978656560182571,True
0.0012500782031565,0.037326946807031,429,130,0.1249888911843299,False
0.001300104195252,0.0641721146721252,429,141,0.0600789450109005,False
0.0013500348431989,0.0802302022790915,429,141,0.2862278521060943,False
0.0014000438386574,0.0522887988070885,388,74,0.1389321833848953,False
0.0014500078978016,0.0153069477739318,400,74,0.0896198377013206,True
0.0015000425046309,0.0009846907754487,400,74,0.1203362271189689,True
0.0015500029549002,0.0278143343721548,400,74,0.0083692539483308,False
0.0016000962350517,0.0442296650296852,400,74,0.0119037618860602,False
0.0016500772908329,0.0577859571055023,389,7,0.0134358052164316,False
0.0017000797670334,0.0686338940600556,389,7,0.0626025274395942,False
0.0017500979593023,0.0767216989772262,389,7,0.0742628201842308,False
0.0018000949639827,0.0819368162640648,401,2,0.0324676074087619,False
0.0018500938313081,0.0844392459252173,401,2,0.0319334641098976,False
