time_s,phi_robot_rad,phi_field_rad,omega_wobble_rad_s,omega_spin_rad_s
1.0559219828036989e-07,1.8604747726679614,-1.995604697552525,0.03738951252764321,-0.0021938874049074685
5.015628862084707e-05,1.8604311274923413,-1.985783224931131,0.28410848868699107,-0.01737146511538594
0.000100206989992,1.8603806505705578,-1.9759577644290782,1.383037801053672,-0.08458328959254147
0.0001502577269247,1.8603068334577328,-1.966128342429913,4.038044649991644,-0.24607176528444497
0.000200308580721,1.8601842285769898,-1.9562949760635824,8.910126431885086,-0.5448081847626084
0.0002503596989157,1.8599796372052873,-1.9464576701303395,16.522348085800413,-1.0403904064318894
0.0003004113136386,1.8596559557198569,-1.936616413463735,27.309014653198883,-1.8341840392669178
0.000350477280062,1.8591712724752067,-1.926768515393121,41.32772086399524,-3.011634762851827
0.0004005361721594,1.8585020387188258,-1.9169182255413215,59.01506386239655,-4.332050177134309
0.0004505813917176,1.857597092053054,-1.9070668812972138,81.17513134419923,-5.859726275000302
0.0005006356514485,1.8563987621759728,-1.897210049599421,107.80951713802182,-7.991603920992958
0.000550710844313,1.8548580878848127,-1.8873454232472824,138.71698030518402,-10.571319302690958
0.0006007740519203,1.8529353451309143,-1.877479524886564,173.8320212981598,-13.388478302286357
0.0006508473302589,1.8505915980389789,-1.86760804772114,213.00397413486178,-16.32795433070449
0.0007008878413533,1.8477919735244817,-1.85773947949695,255.9390037199626,-19.452567596905105
0.0007509176922431,1.844506603311977,-1.8478695059284609,302.0199683028205,-23.14843612053313
0.0008009449868587,1.8407264607686067,-1.8379965711766102,350.65689331539875,-27.846189713809146
0.0008509499313928,1.836462013692344,-1.8281246263319813,401.6810434440705,-33.099141917498486
0.0009010537638115,1.8317122866860176,-1.8182297718109461,454.16558204523596,-37.904561660523804
0.0009511388488795,1.8265100259839002,-1.8083352746283783,506.7771801698492,-41.77786715171122
0.0010011585405064,1.8209431314098572,-1.798450402624172,559.7934674362128,-45.25384797796984
0.0010511974063042,1.8150000906864503,-1.7885584930990588,613.3549934570373,-48.56482016682183
0.0011012138339298,1.8086763774526302,-1.7786678180677022,661.5695321850212,-53.227624137716234
0.0011512181130042,1.80211792279973,-1.7687763923046116,533.6416432360406,-152.28666039625202
0.0012012221204231,1.8029991532620202,-1.758881914450098,239.39038213454302,-348.6941185131968
0.0012512380246417,1.812746231550302,-1.7489820231267863,204.20254274988758,-447.63645429182895
0.0013012654661161,1.8218602458388358,-1.7390768355516637,225.1359891826062,-443.86026458890075
0.0013513004970717,1.8303556844262667,-1.7291671805084927,258.75276994791614,-437.86687473063415
0.0014013101422808,1.8381586900694185,-1.719259639940041,297.86667618397,-430.64333156448487
0.0014513747229041,1.8453886496840626,-1.7093383488192075,272.20702662190666,-425.17016433393593
0.0015014114284795,1.8566302497381328,-1.699419766162642,333.7729999240194,-428.2282997470712
0.0015514806097821,1.8778690924640677,-1.6894919799625618,495.6399321803366,-433.4538165662061
0.0016015720888769,1.898405913962285,-1.6795570559328723,448.5188341888943,-438.010904897896
0.0016516591593647,1.918233984011618,-1.669620342240776,410.3897844864565,-441.56274596996576
0.001701663181973,1.9373675870939626,-1.6596975002495313,381.6044544497699,-444.01250873931997
0.0017516798592414,1.9557952592801378,-1.6497695979449665,361.192475483801,-445.6248420835694
0.0018017822759377,1.9734095943512489,-1.6398221755950488,352.40551368700415,-446.735044236499
0.0018518858614846,1.9903426265636246,-1.6298720726743359,355.1166697565128,-445.6976752097214
0.0019019024339366,2.0064161250107424,-1.619936863205679,367.7880365727353,-443.4838305441561
0.0019519357834778,2.0217215300285414,-1.6099959916504945,389.8965885245376,-440.3680865297283
0.0020019408205854,2.0362747625841506,-1.6000584740516652,419.14383610514056,-436.1551763647623
0.0020519497468002,2.0500929521533955,-1.5901179698176167,448.20604860007313,-426.06588606069096
0.0021020288544886,2.0629303147913496,-1.5801613546402458,480.12241515471607,-413.9801867204972
0.0021521081101213,2.0749109333380122,-1.5702026063317591,515.4164433908255,-409.0119833353694
0.002202207262338,2.086167218093168,-1.5602378554745635,427.53650926817494,-458.6943043545301
0.0022522344121596,2.096371318854238,-1.5502854434580904,196.8191373772973,-582.1781655252458
0.0023022830905896,2.105202823098125,-1.5403268261353358,230.81639311656656,-690.7716510051275
0.0023523751581949,2.113450352944594,-1.5303577104997104,252.44539974104072,-750.1359126059684
0.0024023901715803,2.1209562653552236,-1.5204021294691379,225.5148808853473,-770.8052998242646
0.0024524405157608,2.1277162570852046,-1.5104377762449734,176.3940814910767,-751.737059193137
0.0025024593198307,2.1325906507668595,-1.5004780255309387,153.56961674149295,-705.2413514876481
0.0025525521128203,2.13453825074678,-1.490501924650473,124.26294871092882,-676.1259562300869
0.0026026255287607,2.136062803328552,-1.4805281279030653,61.01071728748035,-675.837939007958
0.0026526524509149,2.1370646717410198,-1.4705621027945421,16.386031284895083,-673.7752073427256
0.0027026654467385,2.1374367298940746,-1.4605974277303435,64.37019144882406,-670.6518655157811
0.0027527557066789,2.1373010514409674,-1.4506159952077948,118.0918670977797,-669.0872240856688
0.0028028077764924,2.136287731454233,-1.440640874620352,134.40951205576866,-681.0678879149872
0.0028528532185959,2.1321496101606727,-1.4306658424070977,158.49166120264087,-692.4702537525337
0.0029028897776273,2.1274225017952277,-1.4206914139483502,204.6499501738997,-690.2242074778746
0.0029529517954999,2.12220918965469,-1.4107108085491187,191.53774161876856,-684.3357901010138
0.0030030279739447,2.1171949196615225,-1.40072634350492,185.83129735350025,-680.9058422175699
0.0030530943764302,2.1116001269721507,-1.3907428577658045,239.68521019071454,-678.5721391543258
0.0031031525626022,2.10546942317921,-1.3807601076646863,287.29365072637705,-672.6547189004555
0.0031532333161749,2.0986437872735637,-1.3707720210240102,269.1683483881699,-653.0183057952196
0.0032032955006502,2.08759143895113,-1.3607868694809313,282.14586305372444,-612.2447890259223
0.0032533132692634,2.0704980381821274,-1.3508098774320698,343.7799794889922,-588.505027300754
0.003303409487054,2.053251340677234,-1.340816604521109,341.09356474617994,-587.7159590896723
0.0033534220315218,2.035926807499131,-1.3308394595679787,346.38075796986027,-585.8686011832725
0.0034034460305742,2.018547097712417,-1.3208595349689936,346.3681099873133,-574.2664228225868
0.0034534871368025,2.0014685550641476,-1.3108757713891144,341.09405540641336,-561.7461291033989
0.0035035014090871,1.9844718667346135,-1.300897004705559,348.5587890926549,-558.6804353901243
0.0035535049292792,1.9674876570321755,-1.290920095890597,364.98752508317557,-557.7238407523286
0.0036035275766363,1.9505773794122887,-1.2809391526856577,370.33565014133666,-568.5118208248372
0.0036535600523864,1.9338589414711962,-1.2709560999751515,339.4649159503833,-620.6502804951156
0.0037036158099525,1.9173824414985219,-1.260968323217444,325.25586039534676,-667.5468143441901
0.0037537146789822,1.9008139305301917,-1.250971935906722,328.21920701557957,-678.7408234451805
0.0038038075947356,1.88417739988764,-1.2409767986225129,329.6921623882243,-682.7752864969199
0.003853811140231,1.867594467321684,-1.230999626033416,330.364774799924,-664.857657959048
0.0039038366741326,1.8511174134769603,-1.2210182691489864,327.3283948471554,-638.9902928768327
0.0039538837092744,1.834830012466209,-1.2110328962088717,319.2552872027993,-613.0717595905105
0.004003923260692,1.8188906774932658,-1.2010493613174131,308.1925681523576,-597.926304244852
0.0040539698108362,1.8034628492322864,-1.1910648460832216,262.63050641072834,-601.371956544679
0.004104016326053,1.7922706907298818,-1.1810808249935119,198.78385359453762,-603.9648084389487
0.0041540452037453,1.7833577616632983,-1.171100880616737,148.69658382981922,-590.4376176004375
0.0042041153601595,1.7795532053563845,-1.161113331879931,122.80093079693555,-580.2419915325216
0.0042541698574601,1.776195563438832,-1.1511296081409936,77.45137413552871,-581.6721216426196
0.0043042169803181,1.7729882442989076,-1.1411481279315787,61.78316677275946,-581.4657908718834
0.0043542763341665,1.7699251490052375,-1.1311650527276917,90.26727350829881,-578.57969545045
0.0044043313726494,1.7670242774693556,-1.1211837540078513,134.14832360029067,-573.492617408833
0.0044543786212899,1.7643394134174981,-1.1112049957871926,173.80883801196012,-566.8665288281161
0.0045044097103207,1.7621222393798333,-1.10123051763407,122.78755794914937,-556.5268457211524
0.0045544148025253,1.7628708598554501,-1.0912623507619041,46.033227922253474,-553.6947130585772
0.0046045154370079,1.7662935394867822,-1.0812763410806,83.26995283275119,-542.8315490446913
0.0046546145032902,1.7712451519055237,-1.0712919195233503,107.93246415968868,-523.4750343041552
0.0047046188573892,1.7767495492000118,-1.061327716732582,136.25532577474263,-508.8988299375385
0.0047546868975756,1.7835748158395526,-1.0513522392602919,149.64808170935444,-494.8360551550834
0.0048047322859521,1.790660012816701,-1.0413827618656248,148.03254420616153,-488.9457432378813
0.0048548207220998,1.7977734206518434,-1.0314062687396137,153.38152893167359,-485.3576490741215
0.0049048488844219,1.8049103247604033,-1.0214434094073832,132.2520919748127,-464.07004109273475
0.0049548688735544,1.8111694294141163,-1.0114838757354565,128.71853855209383,-445.0803207533514
0.0050048973879829,1.8178655685841287,-1.0015244135274786,131.49512781284838,-456.1303165415437
0.0050549968483436,1.824552358488946,-0.991552671248293,135.1770679572371,-469.14515087188204
0.0051050080982388,1.831530835271944,-0.9816003966408298,149.61499416250948,-472.5136988070956
0.0051550326798883,1.8388353725085815,-0.971647448610028,149.45309404927173,-472.4416358900672
0.0052050345360708,1.8459904618084326,-0.9617010704831203,141.11147976454248,-443.23667434582285
0.0052551360077606,1.8532371724960361,-0.9517370008337321,146.84602093553158,-416.7567662606101
0.0053052363844893,1.860875560838239,-0.9417753448279159,157.6701580556907,-423.1778423143762
0.0053552371315691,1.8686649317398707,-0.9318357572799352,151.03902211598205,-424.45404705033434
0.0054052493270959,1.876294862629511,-0.9218962202039482,154.40185369267454,-420.0108730878219
0.0054553064712262,1.8843163436605168,-0.9119501485381011,162.06144626519782,-407.7440577008497
0.0055054044512226,1.8926016068005849,-0.9019984344252174,165.67597650778762,-402.81288788202323
0.0055554439142104,1.9009895873670604,-0.8920608809532714,166.15248608423673,-423.92576712917406
0.005605533525738,1.9094479257094485,-0.8821159753579619,168.69686807452354,-421.56060675785574
0.0056555485542191,1.9182066499297639,-0.8721885480051564,175.9608866342472,-398.2421019164801
0.0057056055200039,1.9273591270823998,-0.8622555357978186,182.69674815996237,-381.5213561902444
0.0057556378513318,1.936833761714385,-0.8523302174113205,189.82523270732872,-363.9896687690133
0.0058056683436441,1.9466827630750994,-0.8424081352999134,196.911509729702,-349.14075293482955
0.0058556898896192,1.9568868830830013,-0.8324907644817005,204.125752995026,-334.797254725899
0.0059057648744936,1.9674736543702867,-0.8225658064364788,211.9176531597271,-323.63882847300016
0.0059558191146161,1.9784752533225762,-0.8126480332691247,219.94801399584182,-313.81602445656404
0.0060059071472784,1.9898898652849426,-0.8027267056538655,227.64848158073178,-305.29161421668374
0.0060559246364203,2.001664107447823,-0.79282255178113,227.10964624502927,-295.5647054163357
0.0061059644418163,2.013069467761957,-0.7829172440831589,185.14736568575597,-272.7586253478457
0.0061560371921393,2.020040399617621,-0.7730087482785776,160.30676836973208,-252.0844936242329
0.0062061364650504,2.0271096429445823,-0.7630984050952223,156.06297433008493,-245.15077347446467
0.0062562107430354,2.0347132870654288,-0.7531964690526062,156.9826002652151,-238.37561526409053
0.0063062843811492,2.0424766268595715,-0.7432981844143781,142.3998384247436,-225.63504338025126
0.0063563324881912,2.048283168872687,-0.7334085312628696,121.24722144242517,-209.5143010077604
0.0064063643987452,2.052914830857911,-0.72352572253549,100.48450025678397,-203.40533272488227
0.0064564201743283,2.057693188987253,-0.7136419072287649,78.17144366190274,-200.31845877772318
